,bradn,mile,name,fuel,price,year,model,location
9697,벤츠,71000.0,S-클래스 W222,가솔린,9790.0,2016,S63 AMG 4MATIC,서울
9698,BMW,74867.0,3시리즈 GT (F34),디젤,2900.0,2017,GT 320d,서울
9699,BMW,48255.0,5시리즈 (G30),가솔린,4650.0,2017,530i xDrive M 스포츠 플러스,서울
9700,벤츠,30413.0,CLA-클래스 C117,가솔린,3070.0,2018,CLA220 AMG Line,경기
9701,아우디,66722.0,뉴 A4,디젤,1930.0,2015,35 TDI 콰트로 컴포트 에디션,경기
9702,재규어,51683.0,XE,디젤,2620.0,2018,20d R스포츠,경기
9703,아우디,13098.0,A5 (F5),가솔린,4150.0,2019,45 TFSI 콰트로 프리미엄 스포트백,경기
9704,벤츠,106996.0,E-클래스 W213,디젤,3590.0,2017,E220d 아방가르드,경기
9705,아우디,23.0,RS7 (4K),가솔린,15500.0,2021,4.0 TFSI 콰트로,경기
9706,아우디,21.0,RSQ8,가솔린,17500.0,2021,4.0 TFSI 콰트로,경기
9707,벤츠,63753.0,E-클래스 W213,가솔린,5400.0,2017,E400 4MATIC 쿠페,경기
9708,벤츠,35000.0,A-클래스 W176,가솔린,3050.0,2015,A45 AMG 4MATIC,부산
9709,BMW,13500.0,5시리즈 (G30),가솔린,6400.0,2021,530i M 스포츠,인천
9710,미니,146626.0,쿠퍼 S,가솔린,600.0,2008,기본형,경기
9711,렉서스,207191.0,IS250,가솔린,560.0,2008,2.5 프리미엄,경기
9712,포르쉐,49700.0,718 박스터,가솔린,8800.0,2017,S 2.5,울산
9713,벤츠,215995.0,CLS-클래스 W219,가솔린,559.0,2006,CLS350,부산
9714,BMW,187000.0,5시리즈 (F10),가솔린,1430.0,2014,528i,서울
9715,BMW,127772.0,5시리즈 (F10),디젤,1599.0,2012,520d,경북
9716,재규어,45516.0,E-PACE,디젤,3299.0,2019,D180 SE,경기
9717,BMW,349968.0,7시리즈 (F01),디젤,1399.0,2012,730d,경기
9718,벤츠,150770.0,E-클래스 W212,디젤,1999.0,2016,E250 블루텍 4MATIC 아방가르드,경기
9719,아우디,145550.0,A4 (B9),가솔린,1799.0,2016,45 TFSI 프리미엄,경기
9720,포드,59000.0,E-Series,가솔린,3900.0,2013,E-350,경기
9721,BMW,148907.0,5시리즈 (G30),디젤,3299.0,2017,520d xDrive M 스포츠 플러스,경기
9722,BMW,79900.0,X6 (F16),디젤,5150.0,2017,xDrive 30d,전북
9723,BMW,9269.0,3시리즈 (G20),가솔린+전기,5190.0,2021,330e M 스포츠,전북
9724,BMW,2700.0,X7 (G07),가솔린,11900.0,2020,xDrive 40i M 스포츠,전북
9725,BMW,4700.0,X5M (G05),가솔린,13390.0,2020,4.4,전북
9726,BMW,17300.0,5시리즈 (G30),가솔린+전기,5390.0,2020,530e 럭셔리,전북
9727,벤츠,99700.0,E-클래스 W212,가솔린,1080.0,2010,E200 CGI 아방가르드,대전
9728,벤츠,91696.0,R-클래스,가솔린,1280.0,2006,R500 4MATIC,경기
9729,BMW,161100.0,X4 (F26),디젤,2450.0,2015,xDrive20d,경기
9730,포르쉐,119000.0,파나메라,가솔린,3750.0,2011,3.6 AWD,경기
9731,닛산,76572.0,패스파인더 4세대,가솔린,1539.0,2014,3.5 4WD,경기
9732,BMW,55000.0,5시리즈 (F10),가솔린,3290.0,2016,528i M 에어로다이나믹 스페셜 에디션,서울
9733,BMW,27551.0,3시리즈 (F30),디젤,3150.0,2018,320d M 스포츠,서울
9734,미니,7000.0,쿠퍼,가솔린,2880.0,2019,HIGH,경기
9735,BMW,129000.0,3시리즈 (F30),디젤,1890.0,2018,320d,대구
9736,동풍소콘,16545.0,C35,가솔린,490.0,2017,2인승밴 스탠다드,대구
9737,벤츠,56891.0,SLC-클래스 R172,가솔린,4599.0,2017,AMG SLC43,경기
9738,랜드로버,95921.0,레인지로버 이보크,디젤,2599.0,2014,2.2 SD4 다이나믹,경기
9739,포드,71248.0,익스플로러,가솔린,2999.0,2018,2.3 리미티드 4WD,경기
9740,랜드로버,66000.0,디스커버리 스포츠,디젤,2930.0,2017,2.0 TD4 SE,충북
9741,벤츠,34000.0,E-클래스 W213,가솔린,6256.0,2020,E300 4MATIC 익스클루시브 인텔리전트 드라이브,서울
9742,BMW,95741.0,X5 (F15),디젤,5220.0,2016,xDrive 40d,경기
9743,벤츠,45383.0,CLS-클래스 C257,디젤,7320.0,2019,CLS400d 4MATIC,경기
9744,지프,25994.0,그랜드 체로키,가솔린,4090.0,2019,3.6 오버랜드,경기
9745,미니,25694.0,쿠퍼,가솔린,2590.0,2019,5도어 파인 레더 에디션,부산
9746,벤츠,3200.0,E-클래스 W213,가솔린,6500.0,2021,E250 익스클루시브,서울
9747,아우디,174354.0,뉴 A4,디젤,1090.0,2015,3.0 TDI 콰트로,부산
9748,북기은상,40000.0,켄보 600,가솔린,800.0,2017,1.5 럭셔리,전남
9749,벤츠,101600.0,C-클래스 W205,디젤,2890.0,2017,C250 d 4MATIC,경남
