,brand,mile,name,fuel,price,year,model,location
3427,아우디,25919.0,A6 (C8),가솔린,4900.0,2020,45 TFSI 콰트로 프리미엄,경기
3428,아우디,44.0,Q7 (4M),디젤,7400.0,2021,45 TDI 콰트로,경기
3429,푸조,210430.0,407,디젤,330.0,2008,2.0 HDi,부산
3430,BMW,173761.0,5시리즈 (F10),디젤,1600.0,2014,520d xDrive,경기
3431,아우디,212485.0,뉴 A6,가솔린,1000.0,2013,3.0 TFSI 콰트로,경기
3432,벤츠,9300.0,E-클래스 W213,가솔린+전기,6650.0,2020,E300e 4MATIC 익스클루시브,서울
3433,쉐보레,256252.0,익스프레스밴,가솔린,1230.0,2007,5.3,대구
3434,혼다,100000.0,시빅,가솔린,330.0,2007,1.8,광주
3435,스즈키,10650.0,짐니,가솔린,4000.0,2018,1.5,경기
3436,포드,28009.0,트랜짓,가솔린,3900.0,2016,3.5,경기
3437,볼보,204405.0,S80,가솔린,230.0,2005,2.0T,경기
3438,벤츠,182479.0,E-클래스 W212,디젤,1560.0,2016,E220 블루텍 아방가르드,경기
3439,폭스바겐,114865.0,뉴 CC,가솔린,1400.0,2016,2.0 TSI,경기
3440,아우디,111519.0,뉴 A6,디젤,2320.0,2016,40 TDI 콰트로 프리미엄,경기
3441,벤츠,118774.0,E-클래스 W212,가솔린,950.0,2010,E300 엘레강스,울산
3442,푸조,162503.0,307,가솔린,280.0,2004,2.0,강원
3443,BMW,143167.0,7시리즈 (F01),가솔린,1350.0,2009,750Li,충북
3444,아우디,165304.0,Q5,디젤,1899.0,2015,45 TDI 콰트로 다이나믹,경기
3445,포르쉐,4700.0,911 (992),가솔린,18325.0,2021,카레라 S 카브리올레,서울
3446,벤츠,48751.0,C-클래스 W204,가솔린,1490.0,2012,C200 CGI 아방가르드,부산
3447,아우디,33448.0,뉴 A6,디젤,3420.0,2018,35 TDI 프리미엄,경기
3448,스마트,203150.0,포투 카브리오,가솔린,650.0,2001,카브리오,경기
3449,아우디,122761.0,뉴 A8,가솔린,2890.0,2014,4.0 TFSI 콰트로 LWB,경기
3450,아우디,122761.0,뉴 A8,가솔린,2890.0,2014,4.0 TFSI 콰트로 LWB,경기
3451,벤츠,165000.0,S-클래스 W222,가솔린,7000.0,2015,S400L,부산
3452,벤츠,106293.0,E-클래스 W212,디젤,1999.0,2014,E220 CDI 아방가르드,경기
3453,벤츠,106293.0,E-클래스 W212,디젤,1999.0,2014,E220 CDI 아방가르드,경기
3454,BMW,146000.0,7시리즈 (F01),디젤,2750.0,2013,730Ld,경남
3455,아우디,156957.0,뉴 A6,가솔린,399.0,2007,3.2 FSI,대구
3456,캐딜락,124700.0,CTS 2세대,가솔린,550.0,2009,3.6 Premium,광주
3457,벤츠,155000.0,SLK-클래스,가솔린,900.0,2004,320,부산
3458,벤츠,160000.0,S-클래스 W221,가솔린,1430.0,2006,S350L,광주
3459,지프,206000.0,커맨더,디젤,1230.0,2006,3.0 디젤,광주
3460,폭스바겐,93800.0,골프 5세대,가솔린,3200.0,2006,R32,경기
3461,폭스바겐,87810.0,티구안 2세대,디젤,2950.0,2018,2.0 TDI 4모션 프레스티지,경기
3462,BMW,182770.0,3시리즈 (E90),가솔린,450.0,2010,320i 세단,경기
3463,BMW,215000.0,5시리즈 (F10),가솔린,799.0,2010,528i,경기
3464,볼보,128000.0,S40,가솔린,330.0,2008,2.4i,부산
3465,랜드로버,103044.0,레인지로버 스포츠 2세대,디젤,4899.0,2016,3.0 SDV6 HSE 다이나믹,광주
3466,벤츠,175000.0,E-클래스 W212,가솔린,710.0,2010,E300 엘레강스,대구
3467,벤츠,160000.0,C-클래스,가솔린,630.0,2003,C180K,서울
3468,벤츠,131500.0,GLE-클래스 W166,디젤,4980.0,2017,GLE350 d 4MATIC 쿠페,경기
3469,폭스바겐,99030.0,더 뉴 파사트,가솔린,960.0,2013,2.5,대전
3470,혼다,210000.0,시빅,가솔린,300.0,2006,1.8,서울
3471,시트로엥,58379.0,C4 칵투스,디젤,1299.0,2017,1.6 BlueHDi 샤인,경기
3472,아우디,163302.0,뉴 A4,디젤,1550.0,2015,35 TDI 콰트로 다이나믹,인천
3473,혼다,99422.0,올뉴어코드,가솔린,1190.0,2015,2.4,경기
3474,벤츠,34995.0,E-클래스 W213,가솔린,4320.0,2017,E300 익스클루시브,경기
3475,혼다,131831.0,올뉴어코드,가솔린,530.0,2010,2.4,충남
3476,BMW,178333.0,7시리즈 (F01),가솔린,950.0,2009,740i,서울
3477,벤츠,69621.0,G-클래스 W463,디젤,8150.0,2014,G350 블루텍,경기
3478,벤츠,69621.0,G-클래스 W463,디젤,8150.0,2014,G350 블루텍,경기
3479,랜드로버,98649.0,프리랜더2,디젤,1690.0,2014,2.2 SD4 HSE,경기
3480,아우디,122944.0,A7,가솔린,1899.0,2013,3.0 TFSI 콰트로 다이나믹,경기
