,brand,mile,name,fuel,price,year,model,location
72,스즈키,100000.0,허슬러,가솔린,1490.0,2015,0.6,충남
73,재규어,43000.0,F-TYPE,가솔린,7672.0,2020,P300 컨버터블,서울
74,미니,42649.0,쿠퍼 D 컨트리맨,디젤,1300.0,2012,기본형,경기
75,BMW,93000.0,8시리즈,가솔린,4600.0,2005,840Ci,서울
76,미니,44700.0,쿠퍼 D 컨트리맨,디젤,2934.0,2018,ALL4 HIGH,인천
77,다이하쯔,101825.0,미라지노,가솔린,1590.0,2008,0.6,대전
78,BMW,133821.0,1시리즈 (F20),디젤,1250.0,2016,118d 조이 5도어,대구
79,재규어,96000.0,F-PACE,디젤,3850.0,2017,30d S,부산
80,마세라티,68862.0,콰트로포르테,가솔린,5300.0,2013,S 4.7 V8 스포츠 GT,서울
81,폭스바겐,165000.0,골프 3세대,가솔린,330.0,1995,1.8 GL,전북
82,시트로엥,12572.0,C5 에어크로스,디젤,3100.0,2020,2.0 BlueHDi 샤인,부산
83,미니,10300.0,쿠퍼 S 컨트리맨,가솔린,4700.0,2021,ALL4,충북
84,폭스바겐,227000.0,투아렉,가솔린,760.0,2004,V6 3.2,충남
85,BMW,206000.0,5시리즈,가솔린,600.0,2003,520i,서울
86,도요타,128000.0,FJ 크루져,가솔린,2500.0,2007,4WD V6,대구
87,벤츠,9600.0,S-클래스 W222,디젤,10900.0,2020,S350 d 4MATIC AMG Line,울산
88,미니,17000.0,쿠퍼,가솔린,1650.0,2019,5도어 기본형,경기
89,랜드로버,240000.0,디스커버리 2,디젤,880.0,2003,2.5 TD5,대구
90,지프,118568.0,그랜드 체로키,디젤,1399.0,2011,3.0 디젤 라레도,경기
91,재규어,55700.0,New XJ,디젤,4200.0,2008,2.7D SWB,경기
92,랜드로버,116000.0,디스커버리 2,가솔린,1380.0,2000,4.0 V8i,서울
