,brand,mile,name,fuel,price,year,model,location
98,BMW,60594.0,i3,전기,1990.0,2016,솔+,경기
99,BMW,60594.0,i3,전기,1990.0,2016,솔+,경기
100,랜드로버,69885.0,레인지로버 이보크,디젤,4790.0,2018,2.0 TD4 HSE 다이나믹 컨버터블,경기
101,미니,39000.0,쿠퍼,가솔린,1890.0,2017,기본형,대구
102,미니,40894.0,쿠퍼,가솔린,2300.0,2019,기본형,경기
103,BMW,11503.0,3시리즈 (G20),가솔린,3990.0,2020,320i 럭셔리,인천
104,미니,10000.0,쿠퍼,가솔린,2380.0,2019,기본형,부산
105,BMW,7230.0,M2 (F87),가솔린,6133.0,2021,M2 컴패티션,서울
106,BMW,7571.0,3시리즈 (G20),가솔린,4150.0,2021,320i M 스포츠,경남
107,지프,132001.0,랭글러 (JK),디젤,2450.0,2014,2.8 디젤 사하라 4도어,경기
108,포르쉐,8205.0,911 (992),가솔린,19000.0,2020,카레라 4 카브리올레,인천
109,BMW,34000.0,M4 (F82),가솔린,5890.0,2016,M4 컨버터블 퍼포먼스 사일렌서 에디션,서울
110,지프,343507.0,랭글러 (TJ),가솔린,1700.0,1997,4.0,경기
111,지프,9500.0,레니게이드,가솔린,2750.0,2019,2.4 리미티드,인천
112,미니,3593.0,쿠퍼,가솔린,3060.0,2020,HIGH,대구
113,랜드로버,92801.0,디스커버리 5,디젤,6340.0,2019,3.0 SD6 HSE 럭셔리,인천
114,포드,71664.0,머스탱,가솔린,2490.0,2015,쿠페,경기
115,미니,33215.0,쿠퍼,가솔린,2500.0,2019,HIGH,경기
116,미니,82468.0,쿠퍼 S 컨버터블,가솔린,1620.0,2012,기본형,경기
117,험머,180000.0,H2,가솔린,7000.0,2008,6.2,충남
118,닛산,166548.0,마치,가솔린,390.0,2003,1.3,경기
119,BMW,7340.0,3시리즈 (G20),가솔린,3890.0,2021,320i,전북
120,미니,48247.0,쿠퍼,가솔린,2300.0,2019,5도어 기본형,경기
121,BMW,41239.0,i8,가솔린+전기,0.0,2019,로드스터,경기
122,BMW,9430.0,3시리즈 (G20),디젤,4600.0,2021,320d M 스포츠,서울
123,람보르기니,21000.0,아벤타도르,가솔린,34900.0,2015,LP700-4,서울
124,맥라렌,27000.0,570S,가솔린,18300.0,2017,3.8 쿠페,전북
125,미니,7613.0,쿠퍼,가솔린,3250.0,2021,5도어 HIGH,서울
126,포드,104000.0,머스탱,가솔린,2600.0,2015,GT 쿠페,경북
127,BMW,4535.0,3시리즈 (G20),디젤,4400.0,2021,320d M 스포츠,서울
128,BMW,6008.0,1시리즈 (F40),디젤,2950.0,2021,118d 조이,서울
129,BMW,6901.0,1시리즈 (F40),디젤,3150.0,2021,118d 스포츠,서울
130,랜드로버,17890.0,레인지로버 4세대,디젤,12500.0,2018,4.4 SDV8 AB 디젤,서울
131,람보르기니,30500.0,아벤타도르,가솔린,26900.0,2012,LP700-4,서울
132,맥라렌,5300.0,720S,가솔린,35000.0,2019,4.0 쿠페,경기
133,BMW,39000.0,6시리즈 GT (G32),디젤,5550.0,2019,620d xDrive 럭셔리,전남
134,푸조,73082.0,3008 2세대,디젤,2030.0,2018,1.6 BlueHDi 알뤼르,경기
135,푸조,73082.0,3008 2세대,디젤,2030.0,2018,1.6 BlueHDi 알뤼르,경기
136,아우디,24.0,RSQ8,가솔린,18800.0,2021,4.0 TFSI 콰트로,서울
137,도요타,48278.0,프리우스 C,가솔린+전기,1490.0,2018,1.5,경기
138,미니,8476.0,쿠퍼 S,가솔린,3490.0,2021,HIGH,인천
139,BMW,10673.0,1시리즈 (F40),디젤,3050.0,2021,118d 스포츠,광주
140,도요타,288000.0,MR-S,가솔린,800.0,2000,SPYDER,경기
141,포르쉐,105000.0,카이맨,가솔린,2350.0,2007,2.7,서울
142,포드,90000.0,익스플로러,가솔린,1620.0,2015,3.5 리미티드 4WD,광주
143,맥라렌,44000.0,570S,가솔린,15500.0,2016,3.8 쿠페,부산
144,닷지,75.0,램픽업,가솔린,9400.0,2021,5.7,경기
145,BMW,38000.0,M4 (F82),가솔린,7100.0,2018,M4 컨버터블 컴패티션,서울
146,닛산,60000.0,파오,가솔린,1850.0,1990,STD,경기
