,brand,mile,name,fuel,price,year,model,location,color
31029,BMW,82000,5시리즈 (G30),가솔린,3950,2017,530i xDrive M 스포츠,경기,흰색
31030,벤츠,79500,S-클래스 W222,가솔린,13650,2018,S63 AMG 4MATIC+ 퍼포먼스 에디션,경기,흰색
31031,마세라티,86563,기블리,디젤,3650,2015,3.0 디젤,경기,흰색
31032,아우디,110500,A7,가솔린,3950,2016,50 TFSI 콰트로 스포츠,경기,흰색
31033,닛산,81153,알티마,가솔린,1130,2017,2.5,경기,흰색
31034,아우디,10672,A5 (F5),디젤,4500,2020,40 TDI 콰트로 프리미엄 스포트백,부산,흰색
31035,폭스바겐,160000,골프 6세대,가솔린,760,2012,1.4 TSI,제주,흰색
31036,벤츠,87605,E-클래스 W213,가솔린,4330,2017,E300 아방가르드,대구,흰색
31037,포르쉐,80635,718 박스터,가솔린,8200,2017,S 2.5,경기,흰색
31038,아우디,233733,뉴 A6,디젤,1490,2016,35 TDI 프리미엄,경기,흰색
31039,폭스바겐,145900,더 비틀,디젤,1070,2013,2.0 TDI 프리미엄,경기,흰색
31040,벤츠,146800,GLK-클래스 X204,디젤,1330,2011,GLK220 CDI 블루이피션시,경기,흰색
31041,BMW,158000,5시리즈 (F10),디젤,1960,2016,520d M 에어로 다이나믹,경기,흰색
31042,아우디,110400,뉴 A4,디젤,1130,2014,2.0 TDI 콰트로,경기,흰색
31043,미니,102300,쿠퍼 컨트리맨,가솔린,1150,2012,기본형,경기,흰색
31044,벤츠,79744,C-클래스 W204,가솔린,1320,2012,C200 CGI 아방가르드,서울,흰색
31045,링컨,15938,코세어,가솔린,88,2020,2.0 리저브 AWD,부산,흰색
31046,벤츠,39926,E-클래스 W213,디젤,109,2018,E220d 카브리올레,부산,흰색
31047,벤츠,31516,E-클래스 W213,가솔린,81,2019,E300 아방가르드,부산,흰색
31048,볼보,10179,XC60 2세대,가솔린,120,2020,T6 인스크립션,부산,흰색
31049,도요타,13523,프리우스 4세대,가솔린+전기,44,2019,1.8,부산,흰색
31050,마세라티,100080,콰트로포르테,디젤,121,2016,3.0 디젤,부산,흰색
31051,벤츠,10619,A-클래스 W177,가솔린,52,2019,A220 해치백,부산,흰색
31052,렉서스,64111,RX450h 4세대,가솔린+전기,113,2019,이그제큐티브,부산,흰색
31053,벤츠,12767,GLE-클래스 W166,가솔린,163,2018,AMG GLE63 S 4MATIC 쿠페,부산,흰색
31054,BMW,84491,3시리즈 GT (F34),디젤,2320,2016,GT 320d,부산,흰색
31055,BMW,89582,5시리즈 (G30),가솔린,82,2017,530i xDrive M 스포츠 플러스,부산,흰색
31056,폭스바겐,108113,뉴 CC,디젤,1530,2015,2.0 TDI 블루모션,경기,흰색
31057,벤츠,5891,E-클래스 W213,가솔린,6990,2020,E300 4MATIC 익스클루시브,경기,흰색
31058,폭스바겐,108113,뉴 CC,디젤,1530,2015,2.0 TDI 블루모션,경기,흰색
31059,폭스바겐,185639,뉴 티구안,디젤,1050,2014,2.0 TDI 프리미엄,경기,흰색
31060,푸조,144721,3008,디젤,770,2014,1.6 e-HDi,경기,흰색
31061,벤츠,159492,M-클래스 W166,디젤,2790,2014,ML350 블루텍 4MATIC,대전,흰색
31062,랜드로버,54200,레인지로버 벨라,디젤,7300,2019,2.0 D240 R-다이나믹 SE,서울,흰색
31063,BMW,36500,5시리즈 (G30),가솔린,5500,2019,530i xDrive M 스포츠 플러스,서울,흰색
31064,BMW,66250,3시리즈 (F30),가솔린,2850,2017,320i M 스포츠,울산,흰색
31065,포르쉐,11000,파나메라 (971),가솔린,14630,2020,3.0 AWD,울산,흰색
31066,벤츠,13000,CLS-클래스 C257,가솔린,9140,2021,CLS450 4MATIC AMG Line,울산,흰색
31067,벤츠,11100,GLE-클래스 W167,디젤,12202,2021,GLE400d 4MATIC 쿠페,울산,흰색
31068,벤츠,91162,CLS-클래스 W218,디젤,3690,2016,CLS350 d 4MATIC,울산,흰색
31069,BMW,110550,4시리즈 (F32),디젤,2050,2015,420d 럭셔리 그란쿠페,울산,흰색
31070,벤츠,40500,CLS-클래스 C257,가솔린,8163,2019,CLS450 4MATIC AMG Line,울산,흰색
31071,아우디,97640,Q5,디젤,2650,2016,45 TDI 콰트로 다이나믹,울산,흰색
31072,랜드로버,70616,디스커버리 5,디젤,4650,2018,2.0 SD4 SE,경기,흰색
31073,BMW,90800,4시리즈 (F32),가솔린,3590,2016,428i M 스포츠 컨버터블,제주,흰색
31074,폭스바겐,10600,아테온,디젤,3640,2019,2.0 TDI 프리미엄,경기,흰색
31075,볼보,12000,S60 3세대,가솔린,4550,2020,T5 인스크립션,경기,흰색
31076,재규어,57600,XF (X260),디젤,2470,2017,20d 포트폴리오 AWD,경기,흰색
31077,BMW,226435,5시리즈 (F10),디젤,1450,2014,520d xDrive,경기,흰색
31078,랜드로버,70616,디스커버리 5,디젤,4650,2018,2.0 SD4 SE,경기,흰색
31079,볼보,127743,V60,디젤,2050,2015,D4 R-디자인,경기,흰색
31080,아우디,15865,Q8,디젤,9980,2021,50 TDI 콰트로 프리미엄,경기,흰색
31081,벤츠,9185,E-클래스 W213,가솔린+전기,7540,2021,E300e 4MATIC 익스클루시브,경기,흰색
31082,포르쉐,5180,타이칸,전기,19580,2021,4S,경기,흰색
31083,BMW,106656,5시리즈 (F10),디젤,2659,2015,520d 럭셔리,경기,흰색
31084,포르쉐,17000,718 박스터,가솔린,9900,2018,S 2.5,경기,흰색
31085,BMW,46835,5시리즈 (G30),디젤,4490,2018,520d xDrive M 스포츠,경기,흰색
31086,벤츠,81095,B-클래스 W246,디젤,1270,2013,B200 CDI 블루이피션시 스포츠팩,경기,흰색
31087,BMW,150000,X5 (F15),디젤,3750,2015,xDrive 30d,경기,흰색
31088,폭스바겐,117613,골프 7세대,디젤,1150,2015,2.0 TDI,서울,흰색
31089,폭스바겐,95737,골프 7세대,디젤,1000,2014,2.0 TDI,경기,흰색
31090,폭스바겐,227300,골프 5세대,가솔린,350,2007,2.0 GTI 5도어,경기,흰색
31091,BMW,125654,6시리즈 (F12),디젤,2759,2013,640d xDrive 그란쿠페,경기,흰색
31092,도요타,59749,시에나,가솔린,2499,2016,3.5,부산,흰색
31093,BMW,137123,5시리즈 (G30),디젤,3590,2018,520d xDrive M 스포츠 플러스,전북,흰색
31094,아우디,82000,뉴 A6,디젤,1890,2014,2.0 TDI 다이나믹,충북,흰색
31095,푸조,84000,2008,디젤,900,2016,1.6 BlueHDi 악티브,충북,흰색
31096,포드,150956,익스플로러,가솔린,1550,2014,3.5 리미티드 4WD,경기,흰색
31097,BMW,105336,5시리즈 GT (F07),디젤,2200,2013,GT ED Edition,경기,흰색
31098,폭스바겐,49000,골프 7세대,디젤,1550,2014,1.6 TDI,서울,흰색
31099,벤츠,24787,C-클래스 W205,가솔린,5750,2019,C43 AMG 4MATIC,서울,흰색
31100,아우디,97353,뉴 A4,디젤,1249,2013,2.0 TDI,경기,흰색
31101,랜드로버,63686,레인지로버 이보크,디젤,3350,2016,2.0 TD4 HSE,대구,흰색
31102,랜드로버,145420,디스커버리 4,디젤,3050,2013,3.0 SDV6 SE,대구,흰색
31103,벤츠,61772,E-클래스 W213,가솔린,4320,2017,E300 아방가르드,대구,흰색
31104,BMW,75585,4시리즈 (F32),가솔린,3699,2016,428i M 스포츠 컨버터블,대구,흰색
31105,BMW,73245,4시리즈 (F32),디젤,2179,2014,420d 럭셔리 쿠페,대구,흰색
31106,BMW,27764,3시리즈 GT (F34),디젤,3690,2019,GT 320d,서울,흰색
31107,BMW,101349,3시리즈 (F30),디젤,2480,2018,320d M 스포츠,서울,흰색
31108,BMW,133060,5시리즈 GT (F07),디젤,1820,2012,GT 30d,경남,흰색
31109,미니,21050,쿠퍼 D 컨트리맨,디젤,2900,2018,ALL4,서울,흰색
31110,폭스바겐,144042,뉴 제타,디젤,520,2012,2.0 TDI,서울,흰색
31111,BMW,142763,5시리즈 (G30),디젤,3280,2017,520d M 스포츠 플러스,경기,흰색
31112,BMW,17598,5시리즈 (G30),가솔린,4790,2018,530i xDrive M 스포츠,부산,흰색
31113,BMW,78038,3시리즈 GT (F34),디젤,2780,2017,GT 320d xDrive,서울,흰색
31114,아우디,18911,Q3 (F3),디젤,4590,2020,35 TDI 프리미엄 스포트백,대구,흰색
31115,BMW,72372,3시리즈 (F30),가솔린,2390,2015,328i 스포츠,대구,흰색
31116,BMW,17598,5시리즈 (G30),가솔린,4790,2018,530i xDrive M 스포츠,부산,흰색
31117,벤츠,10566,C-클래스 W205,가솔린+전기,4528,2018,C350e,서울,흰색
31118,벤츠,45000,GLE-클래스 W166,디젤,7050,2018,GLE350 d 4MATIC 쿠페,전북,흰색
31119,BMW,94466,5시리즈 (F10),디젤,2000,2013,520d M 스포츠,경기,흰색
31120,재규어,62621,XF (X260),디젤,2510,2017,20d 프레스티지,경기,흰색
31121,폭스바겐,100000,뉴 제타,디젤,1250,2015,2.0 TDI 블루모션 프리미엄,경기,흰색
31122,벤츠,87798,E-클래스 W211,가솔린,590,2007,E200K 이그제큐티브,경기,흰색
31123,아우디,79010,Q3,디젤,1950,2015,35 TDI 콰트로 다이나믹,경기,흰색
31124,벤츠,70559,E-클래스 W213,가솔린,4670,2017,E300 4MATIC 아방가르드 인텔리전트 드라이브,경기,흰색
31125,벤츠,102809,GLA-클래스 X156,가솔린,2350,2015,GLA45 AMG 4MATIC,경기,흰색
31126,폭스바겐,25329,아테온,디젤,3520,2018,2.0 TDI 프리미엄,경기,흰색
31127,벤츠,59890,뉴 SLK-클래스,가솔린,2490,2013,200 블루이피션시,대전,흰색
31128,랜드로버,36000,레인지로버 4세대,디젤,10300,2017,4.4 SDV8 AB 디젤,부산,흰색
31129,폭스바겐,118143,골프 7세대,디젤,1020,2013,1.6 TDI,울산,흰색
31130,BMW,96340,6시리즈 (F12),디젤,4270,2016,640d xDrive M 스포츠 그란쿠페,울산,흰색
31131,렉서스,95054,뉴 ES350,가솔린,1790,2014,이그제큐티브,울산,흰색
31132,포드,55000,익스플로러,가솔린,1980,2014,3.5 리미티드 4WD,경기,흰색
31133,인피니티,31000,Q70,가솔린,2780,2019,3.7 스타일,경기,흰색
31134,벤츠,67000,GLE-클래스 W166,디젤,6850,2018,GLE350 d 4MATIC 쿠페,경기,흰색
31135,피아트,78000,500X,가솔린,1290,2016,2.4 팝스타,경기,흰색
31136,닛산,40000,알티마,가솔린,1380,2017,2.5,경기,흰색
31137,캐딜락,28136,CT6,가솔린,3830,2017,3.6 프리미엄 AWD,경기,흰색
31138,벤츠,25000,GLA-클래스 X156,가솔린,3059,2018,GLA220,경기,흰색
31139,벤츠,180000,E-클래스 W212,가솔린,999,2011,E300 엘레강스,경기,흰색
31140,벤츠,13000,GLA-클래스 X156,가솔린,3250,2018,GLA220,경기,흰색
31141,BMW,120000,3시리즈 (E90),가솔린,1699,2010,335i 컨버터블,경기,흰색
31142,벤츠,80000,E-클래스 W213,디젤,6099,2019,E220d 카브리올레,경기,흰색
31143,렉서스,100000,CT200h,가솔린+전기,1899,2016,1.8 슈프림,경기,흰색
31144,폭스바겐,58000,아테온,디젤,3499,2019,2.0 TDI 프레스티지,경기,흰색
31145,인피니티,84000,Q70,디젤,1850,2015,3.0d,경기,흰색
31146,벤츠,240000,E-클래스 W212,디젤,999,2012,E220 CDI 아방가르드,경기,흰색
31147,벤츠,81576,E-클래스 W212,가솔린,2350,2014,E300 엘레강스,경기,흰색
31148,랜드로버,118340,레인지로버 스포츠,디젤,1630,2008,2.7 TDV6 HSE,경기,흰색
31149,지프,876,랭글러 (JL),가솔린,6199,2021,2.0 루비콘 4도어,경기,흰색
31150,BMW,89213,3시리즈 GT (F34),디젤,2450,2015,GT 320d xDrive 스포츠,충남,흰색
31151,폭스바겐,160000,뉴 제타,디젤,620,2011,2.0 TDI 블루모션,대전,흰색
31152,벤츠,29110,S-클래스 W222,디젤,11050,2020,S350 d 4MATIC,경기,흰색
31153,렉서스,83912,NX300h,가솔린+전기,3650,2018,이그제큐티브,경기,흰색
31154,BMW,100000,M6 (E63),가솔린,3300,2006,M6 쿠페,대전,흰색
31155,재규어,87100,New XF,가솔린,1490,2012,5.0 프리미엄,대전,흰색
31156,벤츠,39911,CLA-클래스 C117,디젤,2650,2016,CLA200 d,부산,흰색
31157,벤츠,150230,E-클래스 W212,가솔린,900,2011,E300 엘레강스,경기,흰색
31158,지프,14981,그랜드 체로키,디젤,5100,2019,3.0 디젤 오버랜드서밋,경기,흰색
31159,BMW,37000,3시리즈 (F30),디젤,2150,2016,320d ED에디션,전북,흰색
31160,미니,81780,쿠퍼 D 컨트리맨,디젤,1100,2012,SE,경기,흰색
31161,포드,95795,익스플로러,가솔린,2820,2018,2.3 리미티드 4WD,충남,흰색
31162,미니,140000,쿠퍼 D 컨트리맨,디젤,999,2014,SE,충남,흰색
31163,재규어,111447,New XF,디젤,1440,2012,2.2D 럭셔리,울산,흰색
31164,포드,22400,익스플로러 6세대,가솔린,4690,2020,2.3 리미티드 4WD,대구,흰색
31165,BMW,16124,3시리즈 (G20),가솔린,4390,2020,330i M 스포츠,대구,흰색
31166,폭스바겐,165721,뉴 투아렉,디젤,1600,2012,V6 3.0 TDI 블루모션,경기,흰색
31167,마세라티,55000,콰트로포르테,가솔린,5800,2015,S Q4 3.0 V6,경기,흰색
31168,포르쉐,129123,뉴 카이엔,디젤,4700,2015,3.0 디젤,경기,흰색
31169,폭스바겐,139500,골프 7세대,디젤,960,2015,2.0 TDI 프리미엄,경기,흰색
31170,아우디,170944,A7,가솔린,1630,2012,3.0 TFSI 콰트로 다이나믹,경기,흰색
31171,마세라티,57000,콰트로포르테,디젤,6700,2017,3.0 디젤,경기,흰색
31172,지프,24377,그랜드 체로키,가솔린,3424,2020,3.6 리미티드-X,경기,흰색
31173,인피니티,124492,G37,가솔린,490,2009,세단 스포츠,경기,흰색
31174,지프,103000,레니게이드,디젤,1780,2016,2.0 디젤 리미티드 AWD,경기,흰색
31175,렉서스,120000,뉴 ES350,가솔린,1540,2014,이그제큐티브,경기,흰색
31176,아우디,110000,A7,디젤,2150,2014,3.0 TDI 콰트로 다이나믹,경기,흰색
31177,벤츠,134789,뉴 SLK-클래스,가솔린,1930,2012,200 블루이피션시,경기,흰색
31178,벤츠,146000,CLS-클래스 W218,디젤,2260,2014,CLS250 CDI,경기,흰색
31179,벤츠,61000,S-클래스 W222,디젤,8550,2018,S400L d 4MATIC,경기,흰색
31180,폭스바겐,10000,아테온,디젤,3630,2019,2.0 TDI 프리미엄,경기,흰색
31181,BMW,92807,3시리즈 GT (F34),디젤,2220,2016,GT 320d,경기,흰색
31182,혼다,99087,파일럿 3세대,가솔린,2150,2016,3.5,경기,흰색
31183,아우디,181924,A7,디젤,1720,2014,3.0 TDI 콰트로 다이나믹,경기,흰색
31184,캐딜락,118949,뉴 STS,가솔린,460,2010,3.6,경기,흰색
31185,포르쉐,97124,파나메라,가솔린,6199,2016,3.6 AWD 에디션,경기,흰색
31186,렉서스,42749,뉴 GS300,가솔린,4099,2018,슈프림,경기,흰색
31187,푸조,126179,508,디젤,1450,2018,1.6 BlueHDi 악티브 어반,부산,흰색
31188,폭스바겐,83846,뉴 제타,디젤,1350,2015,2.0 TDI 블루모션 프리미엄,충북,흰색
31189,벤츠,10700,G-클래스 W463b,가솔린,21700,2020,AMG G63,서울,흰색
31190,BMW,71626,5시리즈 (G30),가솔린,4350,2018,530i xDrive M 스포츠 플러스,경기,흰색
31191,벤츠,17000,GLS-클래스 X166,디젤,8300,2018,GLS350 d 4MATIC,서울,흰색
31192,BMW,127000,3시리즈 (F30),디젤,1400,2013,320d ED에디션,서울,흰색
31193,재규어,153098,New XF,디젤,1059,2012,2.2D 럭셔리,경기,흰색
31194,BMW,179186,3시리즈 (E90),가솔린,850,2008,335i 컨버터블,경기,흰색
31195,BMW,197165,1시리즈 (E82),디젤,584,2010,120d 쿠페 스포츠,경기,흰색
31196,랜드로버,159000,레인지로버,가솔린,1650,2007,4.2 Supercharged,서울,흰색
31197,랜드로버,46000,디스커버리 5,디젤,5430,2018,3.0 TD6 HSE,서울,흰색
31198,볼보,35500,XC60 2세대,디젤,5550,2019,D5 인스크립션,서울,흰색
31199,BMW,120000,X5 (F15),디젤,4350,2014,xDrive M50d,서울,흰색
31200,재규어,109763,New XF,디젤,1750,2015,3.0D 럭셔리,경기,흰색
31201,아우디,95254,뉴 A6,가솔린,940,2011,3.0 TFSI 콰트로,경기,흰색
31202,벤츠,26755,E-클래스 W213,가솔린,5800,2019,E300 4MATIC 익스클루시브,경기,흰색
31203,포르쉐,30315,718 박스터,가솔린,9350,2017,S 2.5,경기,흰색
31204,BMW,26549,5시리즈 (G30),가솔린,4250,2018,520i 럭셔리,경기,흰색
31205,랜드로버,22821,레인지로버 4세대,디젤,14428,2019,4.4 SDV8 Vogue SE 디젤,경기,흰색
31206,포르쉐,2411,911 (992),가솔린,29276,2021,터보 S 카브리올레,경기,흰색
31207,재규어,109763,New XF,디젤,1750,2015,3.0D 럭셔리,경기,흰색
31208,포르쉐,10137,카이엔 (PO536),가솔린,13700,2020,3.0,경기,흰색
31209,BMW,231330,X5 (E70),디젤,830,2007,xDrive 30d,인천,흰색
31210,포르쉐,85000,뉴 카이엔,디젤,6990,2016,3.0 디젤,울산,흰색
31211,아우디,100800,S7,가솔린,4020,2014,4.0 TFSI 콰트로,울산,흰색
31212,BMW,6260,M2 (F87),가솔린,5290,2018,M2 쿠페,울산,흰색
31213,벤틀리,34000,벤테이가,가솔린,23500,2020,4.0 V8,울산,흰색
31214,도요타,124386,RAV4,가솔린,1250,2014,2.5 2WD,경기,흰색
31215,랜드로버,29999,레인지로버 벨라,디젤,8000,2019,3.0 D300 R-다이나믹 HSE,경기,흰색
31216,재규어,73854,New XF,디젤,1499,2012,3.0D 프리미엄,부산,흰색
31217,아우디,90702,A5,가솔린,1399,2013,2.0 TFSI 콰트로,부산,흰색
31218,BMW,198493,5시리즈 (F10),디젤,1230,2013,520d,부산,흰색
31219,푸조,119429,207GT,가솔린,320,2011,1.6,경기,흰색
31220,테슬라,33000,모델 3,전기,5450,2020,롱 레인지,전남,흰색
31221,폭스바겐,140507,뉴 제타,디젤,690,2013,2.0 TDI,경기,흰색
31222,마세라티,3757,콰트로포르테,디젤,11383,2020,3.0 디젤 그란루쏘,경기,흰색
31223,재규어,82509,F-PACE,디젤,2990,2017,20d 프레스티지,경기,흰색
31224,폭스바겐,144987,CC,가솔린,599,2011,2.0 TSI,경기,흰색
31225,아우디,148112,Q5,디젤,990,2010,2.0 TDI 콰트로 다이나믹,경기,흰색
31226,벤츠,176011,E-클래스 W212,가솔린,1570,2011,E350 카브리올레,인천,흰색
31227,BMW,163842,5시리즈 (F10),디젤,2140,2014,520d xDrive,인천,흰색
31228,마세라티,142384,콰트로포르테,가솔린,4330,2014,S Q4 3.0 V6,인천,흰색
31229,포드,124844,익스플로러,가솔린,1330,2012,3.5 리미티드 4WD,인천,흰색
31230,포드,65000,F150,가솔린,7700,2017,3.5L,서울,흰색
31231,미니,20546,쿠퍼,가솔린,2490,2018,HIGH,인천,흰색
31232,벤츠,63000,C-클래스 W205,가솔린,5645,2018,C63 AMG,경남,흰색
31233,폭스바겐,123745,뉴 제타,디젤,1150,2015,2.0 TDI 블루모션 프리미엄,경기,흰색
31234,벤츠,97530,E-클래스 W212,디젤,2520,2014,E250 CDI 4MATIC,경기,흰색
31235,맥라렌,42425,MP4-12C,가솔린,13300,2013,3.8 스파이더,서울,흰색
31236,페라리,73500,FF,가솔린,15200,2013,6.3 V12,서울,흰색
31237,마세라티,44954,르반떼,가솔린,13700,2019,3.8 트로페오,서울,흰색
31238,BMW,7238,4시리즈 (G22),가솔린,5620,2021,430i M 스포츠 쿠페,경기,흰색
31239,BMW,92736,X4 (F26),디젤,3599,2017,xDrive20d SAC 에디션,경기,흰색
31240,아우디,156160,Q5,디젤,2150,2015,45 TDI 콰트로 다이나믹,경기,흰색
31241,BMW,84005,5시리즈 (G30),가솔린,4150,2017,530i M 스포츠 플러스,전북,흰색
31242,푸조,56000,2008,디젤,920,2015,1.6 e-HDi 펠린,경기,흰색
31243,볼보,83180,S60,디젤,1970,2017,D4,경기,흰색
31244,볼보,131135,S60,가솔린,1399,2014,T5,경기,흰색
31245,재규어,37249,XF (X260),디젤,3370,2019,20d 프레스티지,경기,흰색
31246,BMW,101926,X6 (F16),디젤,4490,2016,xDrive 30d,경기,흰색
31247,볼보,41540,XC60 2세대,가솔린,5990,2019,T6 인스크립션,경기,흰색
31248,아우디,157034,뉴 A6,디젤,1270,2012,3.0 TDI 콰트로,경기,흰색
31249,볼보,83180,S60,디젤,1970,2017,D4,경기,흰색
31250,재규어,37249,XF (X260),디젤,3370,2019,20d 프레스티지,경기,흰색
31251,볼보,131135,S60,가솔린,1399,2014,T5,경기,흰색
31252,벤츠,117393,CLA-클래스 C117,가솔린,2500,2015,CLA250 4MATIC,서울,흰색
31253,아우디,89506,뉴 A4,가솔린,990,2011,2.0 TFSI 콰트로,경기,흰색
31254,재규어,41558,New XF,가솔린,1999,2015,2.0 럭셔리,서울,흰색
31255,폭스바겐,81896,뉴 CC,디젤,1700,2016,2.0 TDI 블루모션 R라인,경기,흰색
31256,BMW,121617,6시리즈 (F12),가솔린,4400,2013,650i 컨버터블,경기,흰색
31257,링컨,75796,MKC,가솔린,2190,2016,2.0 AWD,경기,흰색
31258,포드,50860,익스플로러,가솔린,3510,2018,2.3 리미티드 4WD,경남,흰색
31259,폭스바겐,117201,뉴 제타,디젤,930,2015,2.0 TDI 블루모션 프리미엄,인천,흰색
31260,BMW,92768,X6 (F16),디젤,4080,2015,xDrive 30d,인천,흰색
31261,아우디,126471,RS7,가솔린,5299,2016,4.0 TFSI 콰트로,경기,흰색
31262,지프,149615,그랜드 체로키,디젤,2790,2017,3.0 디젤 오버랜드,전북,흰색
31263,포르쉐,14556,911 (992),가솔린,19100,2020,카레라 S,전북,흰색
31264,렉서스,5000,NX300h,가솔린+전기,5800,2021,이그제큐티브,서울,흰색
31265,렉서스,2900,NX300h,가솔린+전기,5800,2021,이그제큐티브,서울,흰색
31266,렉서스,6100,ES300h 7세대,가솔린+전기,5250,2021,럭셔리,서울,흰색
31267,랜드로버,28113,레인지로버 4세대,디젤,10200,2016,4.4 SDV8 Vogue SE 디젤,대구,흰색
31268,아우디,79771,뉴 A6,가솔린,1590,2012,3.0 TFSI 콰트로,경기,흰색
31269,벤츠,16066,E-클래스 W213,가솔린,6500,2020,E300 4MATIC 익스클루시브,부산,흰색
31270,폭스바겐,65700,더 뉴 파사트,디젤,1390,2015,2.0 TDI,부산,흰색
31271,렉서스,56000,ES300h 7세대,가솔린+전기,4130,2019,럭셔리,부산,흰색
31272,쉐보레,146295,익스프레스밴,가솔린,1130,2007,5.3,경기,흰색
31273,벤츠,129896,C-클래스 W205,디젤,2490,2016,C250 d 4MATIC,경기,흰색
31274,벤츠,16466,CLS-클래스 C257,가솔린+전기,9490,2020,CLS450 4MAITC 디지뇨 익스클루시브 에디션,경기,흰색
31275,캐딜락,8950,XT5,가솔린,4590,2019,3.6 플래티넘 AWD,대구,흰색
31276,아우디,173248,A5,디젤,2120,2013,2.0 TDI 콰트로 다이나믹 스포츠백,경기,흰색
31277,캐딜락,8950,XT5,가솔린,4590,2019,3.6 플래티넘 AWD,대구,흰색
31278,BMW,7524,4시리즈 (G22),가솔린,5950,2021,430i 쿠페 퍼스트 에디션,경기,흰색
31279,BMW,142320,3시리즈 (F30),디젤,1350,2013,320d 투어링,경기,흰색
31280,크라이슬러,154270,올 뉴 300C,가솔린,790,2011,3.6,경남,흰색
31281,벤츠,37861,C-클래스 W205,가솔린,7280,2017,C63 AMG 카브레올레,인천,흰색
31282,아우디,97000,R8,가솔린,8860,2014,5.2 V10 쿠페,대구,흰색
31283,벤츠,98000,GLK-클래스 X204,디젤,2190,2013,GLK220 CDI 블루이피션시,대구,흰색
31284,아우디,52000,Q3,디젤,2300,2015,35 TDI 콰트로 다이나믹,대구,흰색
31285,포르쉐,77130,박스터,가솔린,6300,2013,S 3.4,서울,흰색
31286,벤츠,41807,CLS-클래스 C257,디젤,7790,2019,CLS400d 4MATIC AMG Line,서울,흰색
31287,랜드로버,99099,레인지로버 이보크,디젤,2450,2013,2.2 SD4 프레스티지,광주,흰색
31288,재규어,152001,New XF,디젤,770,2012,2.2D 럭셔리,서울,흰색
31289,랜드로버,99099,레인지로버 이보크,디젤,2450,2013,2.2 SD4 프레스티지,광주,흰색
31290,피아트,85880,500C,가솔린,1090,2013,1.4,경기,흰색
31291,미니,122730,쿠퍼 S 컨버터블,가솔린,1089,2012,기본형,대구,흰색
31292,아우디,71000,뉴 A6,디젤,1899,2013,3.0 TDI 콰트로,대구,흰색
31293,BMW,82825,M3 (E90),가솔린,3600,2012,M3 쿠페,경기,흰색
31294,지프,22000,그랜드 체로키,가솔린,4490,2019,3.6 오버랜드,경기,흰색
31295,아우디,65959,뉴 A6,디젤,2900,2016,40 TDI 콰트로 프리미엄,경남,흰색
31296,BMW,29419,3시리즈 (G20),디젤,4150,2019,320d 럭셔리,경기,흰색
31297,폭스바겐,98020,골프 6세대,디젤,980,2011,1.6 TDI 블루모션,충북,흰색
31298,BMW,200500,3시리즈 (E90),가솔린,900,2010,328i 컨버터블,충남,흰색
31299,BMW,161000,3시리즈,가솔린,900,2004,325Ci 컨버터블,충남,흰색
31300,BMW,320000,3시리즈,가솔린,1100,2001,330i 세단,서울,흰색
31301,폭스바겐,10474,티구안 2세대,디젤,3390,2020,2.0 TDI 프리미엄,경기,흰색
31302,포르쉐,28000,파나메라 (971),가솔린,18890,2018,4.0 터보,서울,흰색
31303,벤츠,180000,E-클래스 W212,디젤,1750,2014,E220 CDI 아방가르드,광주,흰색
31304,BMW,88039,X6 (F16),디젤,6100,2018,xDrive 40d M 스포츠,경기,흰색
31305,벤츠,86705,GLE-클래스 W166,디젤,5700,2018,GLE350 d 4MATIC,경기,흰색
31306,지프,118158,랭글러 (JK),디젤,2550,2011,2.8 디젤 루비콘 4도어,경기,흰색
31307,랜드로버,154779,레인지로버 스포츠,디젤,1499,2009,2.7 TDV6 HSE,대구,흰색
31308,볼보,53086,V90 크로스컨트리,가솔린,5439,2018,T5 프로 AWD,경기,흰색
31309,캐딜락,39112,에스컬레이드,가솔린,7000,2018,6.2,서울,흰색
31310,BMW,201139,5시리즈 (E60),가솔린,590,2009,528i 세단 SE,경기,흰색
31311,BMW,209735,X5 (E70),디젤,1190,2009,xDrive 30d,경기,흰색
31312,폭스바겐,183941,뉴 파사트,디젤,459,2010,2.0 TDI 컴포트,대구,흰색
31313,BMW,94534,M5 (F10),가솔린,3680,2013,M5 세단,부산,흰색
31314,BMW,84626,5시리즈 GT (F07),디젤,3230,2014,GT 30d xDrive,부산,흰색
31315,BMW,82726,3시리즈 GT (F34),디젤,2549,2017,GT 320d,경기,흰색
31316,BMW,94534,M5 (F10),가솔린,3680,2013,M5 세단,부산,흰색
31317,BMW,84626,5시리즈 GT (F07),디젤,3230,2014,GT 30d xDrive,부산,흰색
31318,벤츠,90571,C-클래스 W205,디젤,2699,2016,C220 d 4MATIC,경기,흰색
31319,BMW,158825,3시리즈 (F30),디젤,1250,2015,320d,경기,흰색
31320,BMW,185357,5시리즈 (F10),가솔린,1500,2013,528i M 스포츠,경기,흰색
31321,포드,121238,익스플로러,가솔린,2320,2017,2.3 리미티드 4WD,경기,흰색
31322,BMW,144812,Z4 (E89),가솔린,1890,2011,sDrive 30i,경기,흰색
31323,아우디,46076,A5,디젤,2120,2015,35 TDI 콰트로 다이나믹 스포츠백,경기,흰색
31324,벤츠,77643,E-클래스 W212,가솔린,2580,2014,E300 4MATIC 아방가르드,경기,흰색
