,brand,mile,name,fuel,price,year,model,location,color
0,BMW,77022,5시리즈 (F10),가솔린,1550,2010,528i,서울,검정색
1,아우디,65525,뉴 A6,디젤,2950,2016,40 TDI 콰트로,대구,검정색
2,사브,122481,9-3,가솔린,290,2003,2.0T 아크,경기,검정색
3,험머,174000,H3,가솔린,1850,2006,3.5,경기,검정색
4,미니,121666,쿠퍼 D 컨트리맨,디젤,1090,2012,기본형,충남,검정색
5,벤츠,80262,S-클래스 W222,가솔린,9790,2018,S560L 4MATIC,서울,검정색
6,벤츠,219146,S-클래스 W221,디젤,899,2008,S320 CDI,경기,검정색
7,벤츠,135431,E-클래스 W212,가솔린,2139,2014,E300 4MATIC 아방가르드,인천,검정색
8,마세라티,49,콰트로포르테,가솔린,13450,2020,S Q4 3.0 V6 그란루쏘,서울,검정색
9,볼보,52947,V40,디젤,1720,2016,D3,서울,검정색
10,벤츠,135102,S-클래스 W222,디젤,5200,2015,S350 블루텍 4MATIC,경기,검정색
11,아우디,65447,뉴 A6,디젤,2660,2016,35 TDI 프리미엄,경기,검정색
12,아우디,1000,A6 (C8),디젤,5280,2021,40 TDI,서울,검정색
13,아우디,120132,뉴 A6,가솔린,699,2010,3.0 TFSI 콰트로,전북,검정색
14,BMW,43012,M5 (F10),가솔린,5290,2016,M5 세단,경기,검정색
15,벤츠,33283,E-클래스 W213,가솔린,5699,2019,E300 AMG Line,경기,검정색
16,BMW,218225,7시리즈 (G11),디젤,3600,2016,730d xDrive 프리미엄,경기,검정색
17,아우디,214415,뉴 A8,가솔린,1699,2012,4.2 FSI 콰트로 LWB,대구,검정색
18,포드,115004,뉴 토러스,가솔린,1230,2017,2.0 Limited 에코부스트,경기,검정색
19,포르쉐,183494,뉴 카이엔,디젤,2680,2011,3.0 디젤,경기,검정색
20,캐딜락,131620,에스컬레이드,가솔린,1850,2008,6.2,경기,검정색
21,벤츠,188735,E-클래스 W212,디젤,2030,2015,E250 블루텍 4MATIC 아방가르드,경기,검정색
22,아우디,84921,Q5,디젤,1780,2012,2.0 TDI 콰트로,경기,검정색
23,BMW,169197,3시리즈 (F30),디젤,1190,2013,320d,대구,검정색
24,벤츠,46783,S-클래스 W222,디젤,7490,2016,S350L d 4MATIC,경기,검정색
25,BMW,38000,5시리즈 (G30),디젤,6862,2018,M550d xDrive,광주,검정색
26,아우디,133554,Q3,디젤,1450,2014,2.0 TDI 콰트로 다이나믹,경기,검정색
27,링컨,148728,MKX,가솔린,559,2007,3.5 AWD,경기,검정색
28,미니,39356,쿠퍼,가솔린,730,2010,SE,경기,검정색
29,벤틀리,53299,뮬산,가솔린,29900,2018,6.8,경기,검정색
30,포르쉐,3098,파나메라 (971),가솔린,15900,2018,2.9 4S,서울,검정색
31,쉐보레,291459,익스프레스밴,가솔린+LPG,1299,2006,5.3,경기,검정색
32,포르쉐,141363,파나메라,가솔린,3500,2010,4.8 S,경기,검정색
33,아우디,179771,A7,가솔린,1889,2012,3.0 TFSI 콰트로 프레스티지,경기,검정색
34,벤츠,71630,S-클래스 W222,가솔린,14900,2018,마이바흐 S560 4MATIC,서울,검정색
35,벤츠,22004,S-클래스 W222,가솔린,24500,2019,마이바흐 S650,서울,검정색
36,아우디,215670,뉴 A8,가솔린,550,2006,4.2 FSI 콰트로 LWB,경기,검정색
37,포르쉐,34440,파나메라 (971),가솔린,13900,2018,2.9 4S,서울,검정색
38,아우디,116412,A7,디젤,3270,2016,50 TDI 콰트로 프리미엄,경기,검정색
39,아우디,107699,뉴 A6,가솔린,2370,2015,50 TFSI 콰트로,경남,검정색
40,벤틀리,57439,플라잉스퍼 2세대,가솔린,12900,2016,6.0,서울,검정색
41,벤츠,64385,S-클래스 W222,가솔린,10900,2019,S500L,서울,검정색
42,BMW,19525,7시리즈 (G11),가솔린+전기,11100,2020,745e i퍼포먼스 M 스포츠,서울,검정색
43,벤츠,74019,S-클래스 W222,가솔린,11300,2019,S560L 4MATIC,서울,검정색
44,벤츠,3380,AMG GT,가솔린,17900,2019,4도어 63 S 4MATIC+,서울,검정색
45,포르쉐,73040,파나메라,가솔린,4290,2010,4.8 S,경기,검정색
46,벤츠,59610,S-클래스 W222,가솔린,11800,2019,S560L 4MATIC,서울,검정색
47,벤츠,57697,E-클래스 W213,디젤,4300,2019,E220d 아방가르드,서울,검정색
48,볼보,127139,XC90 2세대,디젤,4849,2017,D5 인스크립션,서울,검정색
49,벤츠,15178,S-클래스 W222,가솔린+전기,13300,2019,S560eL,서울,검정색
50,지프,56288,그랜드 체로키,가솔린,3890,2020,3.6 리미티드-X,경기,검정색
51,BMW,42970,7시리즈 (G11),가솔린,6750,2016,750Li xDrive,경기,검정색
52,벤츠,47894,GLC-클래스 X253,디젤,5249,2017,GLC220 d 4MATIC 쿠페,경기,검정색
53,포드,138316,몬데오 4세대,디젤,999,2016,2.0 트렌드,경기,검정색
54,포르쉐,43476,파나메라 (971),가솔린,13449,2018,3.0 AWD,경기,검정색
55,포르쉐,24968,카이엔 (PO536),가솔린,14500,2020,3.0 쿠페,경기,검정색
56,포드,39312,익스플로러,가솔린,3429,2018,2.3 리미티드 4WD,경기,검정색
57,포르쉐,20839,718 박스터,가솔린,12099,2018,2.5 GTS,경기,검정색
58,벤츠,72473,E-클래스 W213,디젤,3899,2017,E220d 아방가르드,경기,검정색
59,벤츠,21884,S-클래스 W222,가솔린,12800,2020,S450L 4MATIC,서울,검정색
60,BMW,119535,5시리즈 (F10),디젤,2779,2016,520d xDrive M 에어로 다이나믹,서울,검정색
61,미니,153259,쿠퍼 S 컨트리맨,가솔린,9999,2011,기본형,인천,검정색
62,마세라티,49,콰트로포르테,가솔린,13450,2020,S Q4 3.0 V6 그란루쏘,서울,검정색
63,아우디,133619,S7,가솔린,4549,2016,4.0 TFSI 콰트로,서울,검정색
64,포드,31900,F150,가솔린,6990,2015,3.5L,서울,검정색
65,쉐보레,158224,실버라도,가솔린,2940,2009,5.3,경기,검정색
66,벤츠,84544,S-클래스 W222,가솔린,7590,2016,S500L 4MATIC,경기,검정색
67,벤츠,80262,S-클래스 W222,가솔린,9790,2018,S560L 4MATIC,서울,검정색
68,벤츠,12696,E-클래스 W213,디젤,5849,2019,E220d 4MATIC 익스클루시브,서울,검정색
69,BMW,91872,3시리즈 (F30),디젤,2530,2018,320d M 스포츠,서울,검정색
70,재규어,42294,F-PACE,디젤,3550,2018,20d 포트폴리오,경기,검정색
71,벤츠,45063,C-클래스 W205,가솔린,3430,2017,C200 아방가르드,경기,검정색
72,BMW,2500,5시리즈 (G30),가솔린+전기,7270,2021,530e M 스포츠,서울,검정색
73,벤츠,114300,S-클래스 W222,가솔린,7750,2016,마이바흐 S500 4MATIC,경기,검정색
74,벤츠,68201,S-클래스 W222,가솔린,7780,2016,S400L 4MATIC,대구,검정색
75,폭스바겐,171940,뉴 투아렉,디젤,2750,2015,V6 3.0 TDI 블루모션 프리미엄,대구,검정색
76,벤츠,135102,S-클래스 W222,디젤,5200,2015,S350 블루텍 4MATIC,경기,검정색
77,벤츠,40721,C-클래스 W205,가솔린,4950,2018,C43 AMG 4MATIC 쿠페,경기,검정색
78,벤츠,29401,CLS-클래스 C257,디젤,7500,2019,CLS400d 4MATIC,인천,검정색
79,벤츠,229226,S-클래스 W221,가솔린,1170,2010,S350L,대구,검정색
80,BMW,84691,5시리즈 (G30),가솔린,4130,2017,530i xDrive M 스포츠 플러스,경기,검정색
81,벤츠,37446,S-클래스 W222,가솔린,13870,2018,S63 AMG 4MATIC+,서울,검정색
82,링컨,162773,뉴 MKS,가솔린,800,2014,3.7,경기,검정색
83,포드,14831,머스탱,가솔린,4150,2020,쿠페,경기,검정색
84,포드,37578,머스탱,가솔린,3650,2018,쿠페,경기,검정색
85,벤츠,22070,S-클래스 W222,디젤,10200,2019,S350 d,경기,검정색
86,벤츠,41485,GLE-클래스 W166,디젤,6490,2017,GLE350 d 4MATIC 쿠페,경기,검정색
87,BMW,198456,5시리즈 (F10),디젤,1030,2013,520d,서울,검정색
88,BMW,42463,4시리즈 (F32),디젤,2450,2015,420d xDrive 스포츠 그란쿠페,광주,검정색
89,벤츠,93671,S-클래스 W222,디젤,8632,2018,S400L d,부산,검정색
90,BMW,62089,7시리즈 (G11),가솔린,7580,2017,750Li xDrive,경기,검정색
91,BMW,107105,2시리즈 (F22),디젤,2270,2015,220d M 스포츠 쿠페,서울,검정색
92,BMW,66050,3시리즈 (F30),디젤,2099,2016,320d ED에디션,서울,검정색
93,지프,32546,그랜드 체로키,가솔린,3350,2018,3.6 리미티드,경기,검정색
94,벤츠,134887,E-클래스 W212,가솔린,1350,2013,E300 엘레강스,인천,검정색
95,도요타,39796,시에나,가솔린,2770,2015,3.5 AWD,경기,검정색
96,아우디,110103,A7,디젤,3450,2016,50 TDI 콰트로 프리미엄,경기,검정색
97,푸조,4579,508 2세대,디젤,3350,2020,2.0 BlueHDi 알뤼르,경기,검정색
98,랜드로버,54000,레인지로버 4세대,가솔린,7720,2014,5.0 SC AB,경기,검정색
99,롤스로이스,14229,팬텀,가솔린,72500,2019,6.7 EWB V12,서울,검정색
100,롤스로이스,38810,컬리넌,가솔린,45900,2019,6.7 V12,서울,검정색
101,벤틀리,5184,플라잉스퍼 3세대,가솔린,36900,2020,6.0,서울,검정색
102,벤츠,69,S-클래스 W222,가솔린,53000,2019,마이바흐 S650 풀만,서울,검정색
103,BMW,110397,5시리즈 GT (F07),가솔린,3120,2015,GT xDrive,경기,검정색
104,BMW,3497,X7 (G07),가솔린,12550,2021,xDrive 40i 디자인 퓨어 엑셀런스 7인승,경기,검정색
105,벤츠,28503,E-클래스 W213,가솔린,5290,2019,E300 AMG Line,경기,검정색
106,포르쉐,77745,뉴 카이엔,가솔린,7499,2015,4.8 터보,대구,검정색
107,BMW,129000,7시리즈 (G11),디젤,4790,2016,730d xDrive,대구,검정색
108,아우디,90949,S6,가솔린,2990,2013,4.0 TFSI 콰트로,대구,검정색
109,벤츠,241000,S-클래스 W222,가솔린,5899,2015,S600L,대구,검정색
110,벤츠,148996,S-클래스 W222,가솔린,7400,2016,마이바흐 S500,대구,검정색
111,벤츠,169350,S-클래스 W222,가솔린,4990,2015,S500L,대구,검정색
112,벤츠,131923,S-클래스 W222,디젤,6990,2018,S350 d 4MATIC,경기,검정색
113,볼보,127139,XC90 2세대,디젤,4849,2017,D5 인스크립션,서울,검정색
114,포르쉐,87724,파나메라,가솔린,6950,2016,3.6 AWD 에디션,서울,검정색
115,벤츠,94944,S-클래스 W222,가솔린,5250,2014,S550L,서울,검정색
116,포르쉐,23837,718 박스터,가솔린,10900,2017,S 2.5,경기,검정색
117,아우디,113495,S7,가솔린,3730,2015,4.0 TFSI 콰트로,경기,검정색
118,BMW,42667,5시리즈 (G30),디젤,4450,2017,520d xDrive M 스포츠 플러스,충남,검정색
119,랜드로버,19443,레인지로버 벨라,디젤,7950,2018,3.0 D300 R-다이나믹 HSE,경기,검정색
120,쉐보레,136752,익스프레스밴,가솔린,2500,2012,6.0,경기,검정색
121,랜드로버,33000,레인지로버 스포츠 2세대,디젤,9600,2018,3.0 SDV6 AB 다이나믹,경기,검정색
122,BMW,47705,4시리즈 (F32),디젤,2399,2017,420d xDrive M 스포츠 쿠페,대구,검정색
123,BMW,2695,X4 (G02),디젤,5411,2021,xDrive20d M 스포츠,인천,검정색
124,벤츠,93671,S-클래스 W222,디젤,8632,2018,S400L d,부산,검정색
125,BMW,62089,7시리즈 (G11),가솔린,7580,2017,750Li xDrive,경기,검정색
126,포르쉐,125268,뉴 카이엔,디젤,3890,2014,3.0 디젤 플래티넘 에디션,서울,검정색
127,미니,169011,쿠퍼 S,가솔린,690,2010,캠든,대구,검정색
128,포르쉐,107452,뉴 카이엔,가솔린,6990,2016,3.6 GTS,경기,검정색
129,BMW,112820,7시리즈 (F01),가솔린,1400,2009,740Li,서울,검정색
130,포드,89565,머스탱,가솔린,3330,2017,GT 쿠페,대구,검정색
131,벤츠,221588,M-클래스 W166,디젤,1850,2012,ML250 블루텍 4MATIC,경기,검정색
132,BMW,107105,2시리즈 (F22),디젤,2270,2015,220d M 스포츠 쿠페,서울,검정색
133,BMW,156759,5시리즈 (F10),디젤,1190,2012,520d,경기,검정색
134,BMW,66050,3시리즈 (F30),디젤,2099,2016,320d ED에디션,서울,검정색
135,아우디,84752,A5,디젤,2120,2015,35 TDI 콰트로 다이나믹 스포츠백,서울,검정색
136,BMW,80451,1시리즈 (F20),디젤,1720,2016,118d 스포츠 5도어,서울,검정색
137,아우디,102201,A7,가솔린,2900,2012,3.0 TFSI 콰트로 프레스티지,경기,검정색
138,지프,32546,그랜드 체로키,가솔린,3350,2018,3.6 리미티드,경기,검정색
139,벤츠,29347,GLC-클래스 X253,가솔린+전기,5049,2018,GLC350e 4MATIC 프리미엄,서울,검정색
140,아우디,198696,A7,디젤,2500,2016,50 TDI 콰트로,경기,검정색
141,벤츠,15,S-클래스 W223,가솔린,22300,2021,S580L 4MATIC,경기,검정색
142,지프,45890,체로키(KL),디젤,2479,2016,2.2 디젤 리미티드 4WD,서울,검정색
143,포르쉐,65900,뉴 카이엔,가솔린,8300,2016,3.6 GTS,광주,검정색
144,BMW,89083,4시리즈 (F32),가솔린,2870,2015,428i M 스포츠 컨버터블,경기,검정색
145,도요타,39796,시에나,가솔린,2770,2015,3.5 AWD,경기,검정색
146,벤츠,134887,E-클래스 W212,가솔린,1350,2013,E300 엘레강스,인천,검정색
147,랜드로버,16900,레인지로버 스포츠 2세대,디젤,11599,2020,3.0 SDV6 HSE 다이나믹,서울,검정색
148,푸조,4579,508 2세대,디젤,3350,2020,2.0 BlueHDi 알뤼르,경기,검정색
149,벤츠,81718,S-클래스 W222,가솔린,9700,2018,S450L 4MATIC,인천,검정색
150,캐딜락,27367,에스컬레이드,가솔린,9200,2015,6.2,충남,검정색
151,아우디,113624,뉴 A6,디젤,2349,2016,40 TDI 콰트로 프리미엄,경기,검정색
152,렉서스,13359,ES300h 7세대,가솔린+전기,5550,2021,이그제큐티브,대구,검정색
153,마세라티,118816,콰트로포르테,가솔린,4600,2014,S Q4 3.0 V6,경기,검정색
154,벤츠,156000,E-클래스 W213,디젤,3090,2017,E220d 아방가르드,대구,검정색
155,BMW,110397,5시리즈 GT (F07),가솔린,3120,2015,GT xDrive,경기,검정색
156,BMW,3497,X7 (G07),가솔린,12550,2021,xDrive 40i 디자인 퓨어 엑셀런스 7인승,경기,검정색
157,벤츠,28503,E-클래스 W213,가솔린,5290,2019,E300 AMG Line,경기,검정색
158,벤츠,122248,E-클래스 W211,가솔린,760,2007,E350,서울,검정색
159,아우디,6266,A6 (C8),가솔린,5500,2020,45 TFSI 콰트로 프리미엄,광주,검정색
160,벤츠,24460,S-클래스 W222,디젤,9640,2019,S350 d,서울,검정색
161,BMW,72699,5시리즈 (G30),디젤,3850,2017,520d M 스포츠 플러스,서울,검정색
162,아우디,8733,A8 (D5),디젤,10600,2020,50 TDI 콰트로 LWB,광주,검정색
163,아우디,50975,뉴 A3,가솔린,2070,2018,40 TFSI,광주,검정색
164,랜드로버,90899,레인지로버 4세대,디젤,8450,2017,4.4 SDV8 AB 디젤,서울,검정색
165,아우디,4944,A8 (D5),디젤,10600,2020,50 TDI 콰트로 LWB,광주,검정색
166,벤츠,5206,A-클래스 W177,가솔린,4190,2021,A250 4MATIC 세단,서울,검정색
167,폭스바겐,2243,티구안 2세대,디젤,3999,2020,2.0 TDI 4모션 프레스티지,경기,검정색
168,벤츠,102805,G-클래스 W463,가솔린,8550,2013,G63 AMG,경기,검정색
169,렉서스,148600,LS600hL,가솔린+전기,2050,2012,5인승,경기,검정색
170,벤츠,50986,E-클래스 W213,가솔린,4690,2017,E300 AMG Line,인천,검정색
171,벤츠,126001,S-클래스 W222,가솔린,5650,2015,S500L 4MATIC,서울,검정색
172,벤츠,25000,S-클래스 W222,디젤,8470,2017,S350 d 4MATIC,경기,검정색
173,볼보,32305,XC60 2세대,디젤,5410,2019,D5 모멘텀,경기,검정색
174,BMW,91118,X6 (F16),디젤,4290,2015,xDrive 30d,경기,검정색
175,BMW,63295,M4 (F82),가솔린,5090,2016,M4 쿠페,광주,검정색
176,혼다,57977,올뉴어코드,가솔린,1750,2017,2.4,서울,검정색
177,크라이슬러,70150,더 뉴 300C,가솔린,1930,2016,3.6,경기,검정색
178,벤츠,163279,M-클래스 W166,디젤,2290,2012,ML250 블루텍 4MATIC,서울,검정색
179,시트로엥,101090,C4 칵투스,디젤,1150,2017,1.6 BlueHDi 샤인,서울,검정색
180,벤츠,113294,S-클래스 W222,가솔린,5790,2015,S500L 4MATIC,서울,검정색
181,포드,111129,익스플로러,가솔린,1550,2013,3.5 리미티드 4WD,서울,검정색
182,아우디,104674,A7,디젤,2390,2015,45 TDI 콰트로,서울,검정색
183,BMW,62854,X6 (F16),디젤,5590,2017,xDrive 30d,서울,검정색
184,BMW,83843,5시리즈 (F10),가솔린,1990,2012,528i,서울,검정색
185,벤츠,8800,GLB-클래스 X247,가솔린,3955,2020,GLB250 4MATIC,경남,검정색
186,BMW,11765,M2 (F87),가솔린,6000,2020,M2 컴패티션,경기,검정색
187,마세라티,52548,르반떼,가솔린,7750,2019,3.0 AWD,서울,검정색
188,인피니티,144080,G35,가솔린,330,2006,쿠페,부산,검정색
189,벤츠,2300,C-클래스 W205,가솔린,7800,2021,C43 AMG 4MATIC 쿠페,인천,검정색
190,포르쉐,23837,718 박스터,가솔린,10900,2017,S 2.5,경기,검정색
191,벤츠,1630,E-클래스 W213,가솔린,3730,2019,E350 4MATIC AMG Line,서울,검정색
192,BMW,184742,5시리즈 (E60),가솔린,850,2008,535i 세단,경기,검정색
193,벤츠,93253,S-클래스 W222,디젤,5680,2016,S350 d 4MATIC,경기,검정색
194,벤츠,94944,S-클래스 W222,가솔린,5250,2014,S550L,서울,검정색
195,벤츠,115546,S-클래스 W222,디젤,6000,2016,S350L d,울산,검정색
196,링컨,13370,MKC,가솔린,2790,2018,2.0 AWD,경기,검정색
197,벤츠,170345,S-클래스,가솔린,950,2002,S500L,서울,검정색
198,벤츠,60828,G-클래스 W463,가솔린,10990,2015,G63 AMG,서울,검정색
199,벤츠,4605,GLA-클래스 X156,가솔린,3720,2019,GLA220 프리미엄,서울,검정색
200,아우디,217331,A7,디젤,1600,2012,3.0 TDI 콰트로 엔트리,경기,검정색
201,BMW,16568,X3 (G01),가솔린,5750,2020,xDrive 20i 럭셔리,경기,검정색
202,벤츠,139594,C-클래스 W204,디젤,1090,2013,C220 CDI 쿠페,경기,검정색
203,아우디,70170,뉴 A8,가솔린,2300,2011,4.2 FSI 콰트로,서울,검정색
204,아우디,113495,S7,가솔린,3730,2015,4.0 TFSI 콰트로,경기,검정색
205,BMW,42667,5시리즈 (G30),디젤,4450,2017,520d xDrive M 스포츠 플러스,충남,검정색
206,푸조,119449,3008 2세대,디젤,1799,2017,1.6 BlueHDi 알뤼르,경기,검정색
207,BMW,163069,7시리즈 (F01),디젤,3090,2015,740d xDrive 인디비주얼,경기,검정색
208,벤츠,28584,S-클래스 W222,가솔린+전기,13500,2020,S560eL,경기,검정색
209,벤츠,13569,GLA-클래스 X156,가솔린,5150,2020,GLA250 4MATIC,경기,검정색
210,테슬라,29249,모델 3,전기,87,2020,롱 레인지,대구,검정색
211,BMW,83112,1시리즈 (F20),디젤,1400,2016,118d 스포츠 5도어,경기,검정색
212,벤츠,11767,GLE-클래스 W166,디젤,9900,2016,GLE250 d 4MATIC,서울,검정색
213,랜드로버,19443,레인지로버 벨라,디젤,7950,2018,3.0 D300 R-다이나믹 HSE,경기,검정색
214,재규어,100000,All New XJ,디젤,2190,2012,3.0D 프리미엄 럭셔리 LWB,전북,검정색
215,BMW,111503,X5 (F15),디젤,4180,2017,xDrive 30d,경기,검정색
216,벤츠,57894,S-클래스 W222,가솔린,6499,2014,S500L,경기,검정색
217,혼다,48117,오딧세이,가솔린,3740,2018,3.5,경기,검정색
218,벤츠,54758,E-클래스 W213,가솔린,6350,2019,E450 4MATIC 익스클루시브,서울,검정색
219,아우디,19130,A4 (B9),가솔린,2240,2016,45 TFSI,경기,검정색
220,아우디,114000,A7,가솔린,1790,2012,3.0 TFSI 콰트로 엔트리,부산,검정색
221,혼다,51063,오딧세이,가솔린,3850,2019,3.5,경기,검정색
222,아우디,155066,뉴 A6,디젤,1290,2014,2.0 TDI,경기,검정색
223,벤츠,7290,S-클래스 W222,디젤,10039,2020,S350 d 4MATIC AMG Line,경기,검정색
224,폭스바겐,2243,티구안 2세대,디젤,3999,2020,2.0 TDI 4모션 프레스티지,경기,검정색
225,벤츠,46000,스프린터,디젤,7200,2017,3.0 디젤,서울,검정색
226,BMW,41000,3시리즈 (F30),가솔린,3400,2018,330i M 스포츠 쉐도우,경기,검정색
227,벤츠,102805,G-클래스 W463,가솔린,8550,2013,G63 AMG,경기,검정색
228,벤츠,17106,S-클래스 W222,디젤,11390,2020,S350 d 4MATIC AMG Line,경기,검정색
229,아우디,31000,A5 (F5),가솔린,0,2019,45 TFSI 콰트로 프리미엄 스포트백,서울,검정색
230,벤츠,32436,E-클래스 W212,가솔린,5490,2016,E63 AMG 4MATIC,경기,검정색
231,벤츠,13041,E-클래스 W213,가솔린,9302,2019,E63 AMG 4MATIC+,서울,검정색
232,벤츠,229770,S-클래스 W221,가솔린,1590,2012,S500L 블루이피션시,경기,검정색
233,벤츠,266487,S-클래스 W221,가솔린,620,2006,S500,경기,검정색
234,포드,61650,몬데오 4세대,디젤,1370,2015,2.0 트렌드,경기,검정색
235,BMW,20300,5시리즈 (G30),디젤,5590,2020,520d xDrive M 스포츠 플러스,서울,검정색
236,도요타,109768,시에나,가솔린,1790,2013,3.5,경기,검정색
237,혼다,57977,올뉴어코드,가솔린,1750,2017,2.4,서울,검정색
238,볼보,84724,XC60 2세대,디젤,4900,2018,D4 인스크립션,경기,검정색
239,랜드로버,24000,레인지로버 이보크 2세대,디젤,5155,2020,D180 SE,부산,검정색
240,벤츠,100000,S-클래스 W222,디젤,8890,2018,S400L d 4MATIC,대구,검정색
241,벤츠,26024,E-클래스 W213,가솔린,4430,2017,E300 아방가르드,경기,검정색
242,벤츠,40104,GLA-클래스 X156,가솔린,2890,2018,GLA220,충북,검정색
243,벤츠,47800,S-클래스 W222,가솔린,6770,2014,S500L,서울,검정색
244,벤츠,105779,S-클래스,가솔린,1499,2003,S600,전북,검정색
245,BMW,287,Z4 (G29),가솔린,8599,2021,M40i,경기,검정색
246,BMW,91118,X6 (F16),디젤,4290,2015,xDrive 30d,경기,검정색
247,아우디,108707,뉴 A4,가솔린,670,2009,2.0 TFSI 콰트로,경기,검정색
248,인피니티,82219,Q50,디젤,1580,2016,2.2d 프리미엄,경기,검정색
249,벤츠,570,E-클래스 W213,가솔린,4690,2021,E250 아방가르드,경기,검정색
250,BMW,5000,X6 (G06),가솔린,12321,2020,M50i 25주년 에디션,광주,검정색
251,벤츠,56000,뉴 SL-클래스,가솔린,4890,2009,SL63 AMG,서울,검정색
252,폭스바겐,101819,골프 6세대,디젤,850,2010,2.0 GTD,경기,검정색
253,쉐보레,162597,익스프레스밴,가솔린,2890,2014,5.3,부산,검정색
254,아우디,137073,뉴 A8,디젤,3090,2013,4.2 TDI 콰트로 LWB,대구,검정색
255,벤츠,50986,E-클래스 W213,가솔린,4690,2017,E300 AMG Line,인천,검정색
256,벤츠,126001,S-클래스 W222,가솔린,5650,2015,S500L 4MATIC,서울,검정색
257,벤츠,25000,S-클래스 W222,디젤,8470,2017,S350 d 4MATIC,경기,검정색
258,캐딜락,100293,CT6,가솔린,3090,2017,3.6 프리미엄 AWD,경기,검정색
259,볼보,32305,XC60 2세대,디젤,5410,2019,D5 모멘텀,경기,검정색
260,아우디,60797,뉴 A6,가솔린,3180,2016,40 TFSI 콰트로 스포츠,경기,검정색
261,아우디,157368,뉴 A6,디젤,1490,2015,45 TDI 콰트로,인천,검정색
262,랜드로버,150000,레인지로버 스포츠 2세대,디젤,4990,2016,3.0 SDV6 HSE 다이나믹,대구,검정색
263,벤츠,228536,CLS-클래스 W218,디젤,1660,2014,CLS250 CDI 슈팅브레이크,인천,검정색
264,벤츠,149720,S-클래스 W222,가솔린,4790,2015,S500L,경기,검정색
265,벤츠,75620,E-클래스 W213,가솔린,4450,2017,E300 4MATIC 아방가르드,경기,검정색
266,BMW,138337,7시리즈 (F01),디젤,2249,2012,730Ld,경기,검정색
267,아우디,127188,뉴 A8,디젤,3380,2015,60 TDI 콰트로,서울,검정색
268,벤츠,28181,S-클래스 W222,가솔린,10450,2018,S450L 4MATIC,경기,검정색
269,벤츠,138843,S-클래스 W222,가솔린,8399,2018,S560L 4MATIC,경기,검정색
270,아우디,5251,Q3 (F3),디젤,4380,2020,35 TDI 프리미엄 스포트백,경기,검정색
271,BMW,22639,X6 (G06),가솔린,10350,2020,xDrive40i M 스포츠,경기,검정색
272,링컨,74321,컨티넨탈 10세대,가솔린,3030,2017,3.0 AWD,경기,검정색
273,벤츠,159765,S-클래스 W222,디젤,4650,2015,S350 블루텍 4MATIC,경기,검정색
274,벤츠,66262,C-클래스 W205,가솔린,6450,2016,C63 AMG,서울,검정색
275,벤츠,167620,S-클래스 W221,가솔린,2800,2007,S65 AMG,서울,검정색
276,재규어,73698,All New XJ,가솔린,4100,2016,3.0 SC AWD 프리미엄 럭셔리 LWB,서울,검정색
277,재규어,57077,XF (X260),디젤,2450,2018,20d 프레스티지,서울,검정색
278,혼다,48117,오딧세이,가솔린,3740,2018,3.5,경기,검정색
279,벤츠,227751,S-클래스 W221,가솔린,1150,2008,S600L,경기,검정색
280,폭스바겐,115872,폴로,디젤,799,2013,1.6 TDI R-Line,대구,검정색
281,BMW,8673,X5 (G05),디젤,9900,2021,xDrive 30d M 스포츠,충남,검정색
282,BMW,66550,X5 (F15),디젤,5280,2015,xDrive 40d,충남,검정색
283,BMW,16800,7시리즈 (G11),디젤,11800,2021,730Ld xDrive M 스포츠,충남,검정색
284,BMW,21387,5시리즈 (G30),가솔린,5400,2019,530i M 스포츠 플러스,충남,검정색
285,벤츠,12360,GLA-클래스 X156,가솔린,3690,2019,GLA220 프리미엄,대전,검정색
286,벤츠,160000,CLK-클래스 C209,가솔린,770,2007,CLK350 쿠페,경기,검정색
287,BMW,144000,3시리즈 (E90),디젤,710,2010,320d 세단,경기,검정색
288,지프,210000,그랜드 체로키,가솔린,1150,2011,3.6 라레도,경기,검정색
289,벤츠,134716,S-클래스 W222,가솔린,5350,2015,S400L 4MATIC,경기,검정색
290,포르쉐,20679,718 박스터,가솔린,11302,2020,S 2.5,서울,검정색
291,재규어,35282,All New XJ,디젤,6500,2019,3.0D XJ50 LWB,대구,검정색
292,렉서스,31945,LS500 5세대,가솔린,6850,2018,3.5 슈프림,서울,검정색
293,포르쉐,18287,파나메라 (971),가솔린,20490,2019,4.0 터보,전북,검정색
294,혼다,51063,오딧세이,가솔린,3850,2019,3.5,경기,검정색
295,미니,4686,쿠퍼 S 컨트리맨,가솔린,4790,2021,ALL4,경기,검정색
296,BMW,3238,3시리즈 (G20),가솔린,4990,2021,320i 투어링 럭셔리,경기,검정색
297,미니,19362,쿠퍼 S 클럽맨,가솔린,3200,2019,기본형,광주,검정색
298,BMW,10043,3시리즈 GT (F34),디젤,3770,2020,GT 320d,경기,검정색
299,혼다,14667,어코드 10세대,가솔린,3220,2020,2.0 터보 스포츠,경기,검정색
300,아우디,82134,뉴 A3,가솔린,1490,2015,35 TFSI 다이나믹,경기,검정색
301,BMW,29106,5시리즈 (G30),가솔린,4450,2018,530i 럭셔리 플러스,광주,검정색
302,지프,10084,레니게이드,가솔린,3240,2021,2.4 리미티드,인천,검정색
303,닷지,47506,램픽업,가솔린,6200,2017,5.7,인천,검정색
