,info
2.5 XLE,42
3.5,34
2.5,30
1.8 E,15
1.8,14
1.5,8
XLE,7
2.5   기본형,7
2.0,6
XV70 2.5  XLE,6
1.8  E,5
리미티드,5
2.5  4세대,4
2.5  5세대,2
GR 3.0,2
2.5 5세대,2
5.7,2
CYPHA,2
XV70 2.5  기본형,1
1.5 크로스오버,1
,1
1.0,1
LE,1
V6,1
1.8 S,1
2.4,1
2.7,1
2.5 LE,1
