,info
3.5,55
2.4,30
1.5 터보,13
2.0투어링,10
2.49세대,6
EX-L,6
2.0 터보 스포츠,5
0.6,4
2.0,4
1.8 EX,3
1.8,3
1.5 EX-L,2
3.5 엘리트,2
1세대,2
