,brand,name,type,km,year,accident,color,location,price,wd,trim
89,마세라티,르반떼,가솔린,17427,2020,무사고,흰색,서울,9200,AWD,3.0그란스포츠
90,마세라티,기블리,디젤,103412,2015,무사고,흰색,경기,3670,2WD,3.0
91,마세라티,포르테,가솔린,36410,2015,무사고,흰색,경기,6790,4WD,S Q4 3.0 V6
92,마세라티,르반떼,가솔린,16354,2017,무사고,흰색,경기,7880,AWD,3.0 S럭셔리
93,마세라티,포르테,가솔린,44155,2017,무사고,흰색,경기,7940,4WD,S Q4 3.0 V6 그란스포츠
94,마세라티,포르테,디젤,100080,2016,무사고,흰색,부산,5080,2WD,3.0
95,마세라티,기블리,가솔린,66117,2016,무사고,흰색,부산,4830,2WD,3.0
97,마세라티,기블리,가솔린,90883,2017,무사고,흰색,경기,4980,2WD,3.0 스포츠
98,마세라티,포르테,디젤,100080,2016,무사고,흰색,부산,121,2WD,3.0
99,마세라티,그란투리스모,가솔린,59695,2014,무사고,흰색,경기,7300,2WD,4.7 스포츠
100,마세라티,포르테,디젤,78648,2014,무사고,흰색,경기,4599,2WD,3.0
102,마세라티,포르테,가솔린,33629,2018,무사고,흰색,경기,8000,2WD,3.0 V6 그란루쏘
103,마세라티,르반떼,가솔린,44954,2019,무사고,흰색,서울,13700,2WD,3.8 트로페오
104,마세라티,르반떼,가솔린,39958,2017,무사고,흰색,경기,6900,AWD,3.0스포츠
105,마세라티,르반떼,디젤,70743,2018,무사고,흰색,광주,7170,AWD,3.0 그란루쏘
106,마세라티,포르테,디젤,68703,2017,무사고,흰색,경기,6770,2WD,3.0그란루쏘
107,마세라티,기블리,디젤,8862,2018,무사고,흰색,서울,6500,2WD,3.0
108,마세라티,기블리,가솔린,66587,2018,무사고,흰색,부산,6900,4WD,3.0S Q4 그란스포츠
109,마세라티,포르테,디젤,66927,2016,무사고,흰색,경기,5500,2WD,3.0
110,마세라티,포르테,가솔린,66061,2017,무사고,흰색,경기,6990,2WD,3.0 V6
111,마세라티,르반떼,디젤,25361,2020,무사고,흰색,서울,10100,AWD,3.0 그란스포츠
112,마세라티,기블리,디젤,86147,2016,무사고,흰색,경기,4299,2WD,3.0
113,마세라티,포르테,가솔린,23639,2017,무사고,흰색,서울,9550,2WD,GTS 3.8 V8 그란루쏘
114,마세라티,기블리,가솔린,54207,2016,무사고,흰색,경기,5790,4WD,3.0S Q4
115,마세라티,기블리,가솔린,44728,2016,무사고,흰색,서울,5100,4WD,3.0S Q4
116,마세라티,르반떼,가솔린,106426,2018,무사고,흰색,경기,7390,AWD,3.0 S그란스포츠
117,마세라티,기블리,가솔린,120000,2017,무사고,기타,부산,5350,4WD,3.0S Q4
118,마세라티,르반떼,디젤,48809,2019,무사고,기타,서울,7800,AWD,3.0
120,마세라티,기블리,디젤,106713,2015,무사고,기타,경기,3790,2WD,3.0
121,마세라티,기블리,디젤,173748,2014,무사고,기타,경기,2850,2WD,3.0
122,마세라티,기블리,디젤,57437,2016,무사고,기타,인천,4550,2WD,3.0스포츠
123,마세라티,기블리,가솔린,85560,2015,무사고,기타,경기,4640,4WD,3.0S Q4
124,마세라티,기블리,가솔린,82215,2015,무사고,기타,경기,4399,4WD,3.0S Q4
125,마세라티,기블리,디젤,84364,2016,무사고,기타,서울,3900,2WD,3.0스포츠
126,마세라티,포르테,디젤,91228,2014,무사고,기타,대구,4190,2WD,3.0
128,마세라티,포르테,디젤,87258,2015,무사고,기타,부산,4320,2WD,3.0
129,마세라티,포르테,가솔린,80245,2017,무사고,기타,서울,7350,4WD,S Q4 3.0 V6 그란루쏘
