,info
3.0,54
3.0S Q4,25
3.0 그란스포츠,10
3.0스포츠,8
3.0그란루쏘,8
S Q4 3.0 V6 그란스포츠,6
3.0V6 (14~),6
3.0그란스포츠,6
S Q4 3.0 V6,6
3.0 그란루쏘,6
4.2 V8,5
3.0 프리미엄,5
3.0 스포츠,5
S Q4 3.0 V6 그란루쏘,4
4.7 스포츠,4
3.0S Q4 그란스포츠,3
3.0 S그란스포츠,3
3.0럭셔리,3
3.0 V6 그란루쏘,2
GTS 3.8 V8 그란루쏘,2
3.0 S프리미엄,2
4.2 V8 스포츠 GT,2
3.0 럭셔리,2
3.0 S럭셔리,2
3.8 트로페오,2
3.0 V6,2
3.0 S그란루쏘,1
3.0프리미엄,1
4.7,1
3.0 S스포츠,1
3.0V6 그란루쏘,1
GTS 3.8 V8,1
3.8 GTS,1
S 4.7 V8 스포츠 GT,1
S 4.7 MC 스포츠,1
