,brand,name,info,type,km,year,accident,color,location,price,wd
388,아우디,A8,60 TFSI 콰트로 LWB,가솔린,109754,2015,무사고,검정색,서울,4250,4WD
390,아우디,A6,2.0 TFSI,가솔린,171010,2012,무사고,검정색,인천,990,2WD
403,아우디,A4,45 TFSI 프리미엄,가솔린,85564,2016,무사고,검정색,광주,2120,2WD
415,아우디,A8,3.0 TDI 콰트로 LWB,디젤,228318,2012,무사고,검정색,경기,1899,4WD
491,아우디,A6,45 TDI 콰트로,디젤,156369,2015,무사고,검정색,경기,1430,4WD
493,아우디,TT,쿠페 2.0 TFSI 콰트로,가솔린,52273,2014,무사고,검정색,경기,2890,4WD
495,아우디,R8,5.2 V10 쿠페,가솔린,88859,2013,무사고,검정색,경기,9700,2WD
527,아우디,A8,50 TDI 콰트로,디젤,130113,2015,무사고,검정색,부산,3490,4WD
538,아우디,A5,2.0 TFSI 콰트로,가솔린,99096,2011,무사고,검정색,서울,980,4WD
539,아우디,A5,2.0 TFSI 콰트로,가솔린,104925,2011,무사고,검정색,경기,1050,4WD
542,아우디,A8,60 TDI 콰트로 LWB,디젤,171373,2015,무사고,검정색,경기,3590,4WD
559,아우디,Q5,2.0 TDI 콰트로 다이나믹,디젤,116082,2014,무사고,검정색,서울,2150,4WD
566,아우디,A8,60 TDI 콰트로 LWB,디젤,232672,2015,무사고,검정색,서울,2999,4WD
586,아우디,A6,50 TDI 콰트로 프리미엄,디젤,132325,2016,무사고,검정색,경기,2470,4WD
587,아우디,A8,3.0 TDI 콰트로 LWB,디젤,142732,2012,무사고,검정색,경기,2250,4WD
590,아우디,A6,40 TDI 콰트로 프리미엄,디젤,69290,2016,무사고,검정색,서울,2750,4WD
606,아우디,A6,45 TDI 콰트로 프리미엄,디젤,14010,2020,무사고,검정색,서울,5670,4WD
610,아우디,S7,4.0 TFSI 콰트로,가솔린,59699,2014,무사고,검정색,경기,4430,4WD
617,아우디,Q3,30 TDI 콰트로 스포트라인,디젤,66332,2015,무사고,검정색,경기,2270,4WD
629,아우디,A6,45 TDI 콰트로,디젤,73644,2015,무사고,검정색,광주,2109,4WD
632,아우디,Q5,35 TDI 콰트로 다이나믹,디젤,81689,2016,무사고,검정색,서울,2590,4WD
633,아우디,A5,2.0 TFSI 콰트로,가솔린,110398,2012,무사고,검정색,서울,1050,4WD
642,아우디,A7,3.0 TDI 콰트로 엔트리,디젤,162106,2013,무사고,검정색,대구,2370,4WD
643,아우디,A8,3.0 TDI 콰트로,디젤,169696,2012,무사고,검정색,경기,1820,4WD
664,아우디,A4,30 TDI,디젤,31707,2018,무사고,검정색,경기,2580,2WD
675,아우디,A6,40 TDI 콰트로 프리미엄,디젤,149885,2016,무사고,검정색,부산,2130,4WD
689,아우디,A6,2.0 TFSI 콰트로 다이나믹,가솔린,104701,2013,무사고,검정색,경기,1550,4WD
710,아우디,A4,30 TDI 리미티드 에디션,디젤,106392,2016,무사고,검정색,인천,1500,2WD
711,아우디,Q7,35 TDI 콰트로 다이나믹,디젤,213341,2015,무사고,검정색,인천,2250,4WD
718,아우디,Q5,3.0 TDI 콰트로,디젤,179901,2013,무사고,검정색,서울,1530,4WD
726,아우디,A6,35 TDI 프리미엄,디젤,151894,2016,무사고,검정색,경기,1910,2WD
728,아우디,A6,2.0 TDI 다이나믹,디젤,158077,2014,무사고,검정색,경기,1260,2WD
731,아우디,A6,35 TDI 다이나믹,디젤,114814,2015,무사고,검정색,경기,1780,2WD
733,아우디,A6,40 TFSI 콰트로 스포츠,가솔린,163055,2016,무사고,검정색,경기,1880,4WD
734,아우디,A7,50 TDI 콰트로 스포츠,디젤,98474,2016,무사고,검정색,대구,3990,4WD
738,아우디,A8,50 TDI 콰트로 LWB,디젤,130247,2015,무사고,검정색,대구,3850,4WD
744,아우디,A8,60 TDI 콰트로 LWB,디젤,152233,2015,무사고,검정색,경기,4350,4WD
746,아우디,Q5,2.0 TDI 콰트로,디젤,126592,2012,무사고,검정색,인천,1490,4WD
751,아우디,R8,5.2 V10 쿠페,가솔린,97510,2011,무사고,검정색,경기,6120,2WD
771,아우디,뉴 A3,40 TFSI,가솔린,39172,2018,무사고,검정색,경기,2130,2WD
772,아우디,A6,2.0 TDI 다이나믹,디젤,81363,2014,무사고,검정색,전북,1890,2WD
775,아우디,A7,3.0 TFSI 콰트로 엔트리,가솔린,133840,2013,무사고,검정색,서울,1850,4WD
785,아우디,S7,4.0 TFSI 콰트로,가솔린,87383,2015,무사고,검정색,서울,4050,4WD
788,아우디,Q5,35 TDI 콰트로 다이나믹,디젤,80330,2016,무사고,검정색,경기,2700,4WD
793,아우디,A6,35 TDI,디젤,79467,2016,무사고,검정색,광주,2590,2WD
814,아우디,A7,55 TDI 콰트로 다이나믹,디젤,141085,2015,무사고,검정색,경기,2790,4WD
825,아우디,Q7,3.0 TDI 콰트로 다이나믹,디젤,88414,2014,무사고,검정색,서울,3150,4WD
830,아우디,A8,3.0 TFSI 콰트로 LWB,가솔린,154929,2013,무사고,검정색,경기,2470,4WD
836,아우디,A8,50 TFSI 콰트로 LWB,가솔린,133879,2015,무사고,검정색,충남,3980,4WD
846,아우디,A7,50 TDI 콰트로 프리미엄,디젤,166242,2016,무사고,검정색,경기,3240,4WD
850,아우디,TT,쿠페 2.0 TFSI 콰트로,가솔린,130267,2009,무사고,검정색,서울,1549,4WD
851,아우디,A6,45 TDI 콰트로,디젤,229236,2015,무사고,검정색,경기,1299,4WD
874,아우디,뉴 A3,25 TDI 다이나믹 스포트백,디젤,50420,2015,무사고,검정색,서울,1600,2WD
877,아우디,A7,3.0 TFSI 콰트로 다이나믹,가솔린,88872,2014,무사고,검정색,경기,2699,4WD
880,아우디,A6,40 TDI 콰트로 스포츠,디젤,131784,2016,무사고,검정색,경기,2369,4WD
886,아우디,A6,45 TDI 콰트로,디젤,131987,2015,무사고,검정색,경기,1699,4WD
897,아우디,A6,3.0 TDI 콰트로,디젤,169266,2014,무사고,검정색,서울,1210,4WD
899,아우디,A4,30 TDI 다이나믹,디젤,125663,2015,무사고,검정색,충남,1239,2WD
909,아우디,A6,2.0 TFSI 다이나믹,가솔린,109114,2012,무사고,검정색,부산,1320,2WD
937,아우디,S5,4.2 FSI 콰트로,가솔린,90031,2014,무사고,검정색,경기,3080,4WD
947,아우디,A7,55 TDI 콰트로 다이나믹,디젤,93456,2014,무사고,검정색,경기,2990,4WD
954,아우디,A4,2.0 TFSI 콰트로 다이나믹,가솔린,82673,2012,무사고,검정색,경기,1190,4WD
966,아우디,A4,2.0 TFSI 콰트로 다이나믹,가솔린,115435,2009,무사고,검정색,경기,699,4WD
986,아우디,A5,2.0 TDI 콰트로 다이나믹 스포츠백,디젤,158043,2014,무사고,검정색,광주,1480,4WD
989,아우디,A7,40 TDI 프리미엄,디젤,45432,2016,무사고,검정색,인천,3690,2WD
998,아우디,S7,4.0 TFSI 콰트로,가솔린,60092,2014,무사고,검정색,경기,5770,4WD
1003,아우디,S6,4.0 TFSI 콰트로,가솔린,122144,2013,무사고,검정색,서울,2499,4WD
1014,아우디,A7,50 TDI 콰트로 프리미엄,디젤,109846,2016,무사고,검정색,경기,3190,4WD
1023,아우디,A5,45 TFSI 콰트로 프리미엄 스포트백,가솔린,25506,2019,무사고,검정색,경기,4050,4WD
1036,아우디,A8,3.0 TDI 콰트로 LWB,디젤,66836,2013,무사고,검정색,경기,3460,4WD
1043,아우디,S7,4.0 TFSI 콰트로,가솔린,84609,2015,무사고,검정색,경기,5490,4WD
1067,아우디,Q7,45 TDI 콰트로,디젤,18699,2020,무사고,검정색,대구,131,4WD
1070,아우디,A7,3.0 TDI 콰트로 다이나믹,디젤,184793,2014,무사고,검정색,경기,1920,4WD
1086,아우디,A7,3.0 TDI 콰트로 다이나믹,디젤,170346,2014,무사고,검정색,인천,1979,4WD
1089,아우디,S7,4.0 TFSI 콰트로,가솔린,132501,2014,무사고,검정색,부산,3999,4WD
