,brand,name,info,type,km,year,accident,color,location,price,wd
37798,기아,쏘울,1.6 T-GDI 노블레스 스폐셜,가솔린,38231,2019,무사고,기타,서울,1970,2WD
37801,기아,카니발,가솔린 9인승 노블레스 스페셜,가솔린,31281,2019,무사고,검정색,인천,3240,2WD
37803,기아,카니발,9인승 럭셔리,디젤,53553,2018,무사고,흰색,서울,1990,2WD
37805,기아,카니발,가솔린 7인승 리무진프레지던트,가솔린,69039,2018,무사고,흰색,인천,2820,2WD
37806,기아,셀토스,가솔린 터보 1.6 2WD노블레스,가솔린,27531,2020,무사고,기타,인천,2430,2WD
37808,기아,K5,2.0프레스티지,가솔린,20655,2020,무사고,흰색,인천,2130,2WD
37814,기아,K7,2.4 GDI 프레스티지,가솔린,59211,2017,무사고,검정색,인천,1940,2WD
37819,기아,스포티지,디젤 2WD 노블레스,디젤,124795,2014,단순교환,회색,경남,1170,2WD
37824,기아,K5,2.0노블레스,가솔린,21613,2019,무사고,기타,경북,2200,2WD
37831,기아,K7,2.4 GDI 리미티드,가솔린,37636,2017,단순사고(접촉),검정색,서울,2060,2WD
37833,기아,K7,2.4 GDI 리미티드,가솔린,48195,2018,무사고,기타,경북,2560,2WD
37837,기아,니로,프레스티지,가솔린+전기,28770,2018,무사고,회색,인천,2110,2WD
37845,기아,K7,3.0 LPI 럭셔리,LPG,73691,2016,무사고,검정색,경남,1690,2WD
37846,기아,니로,프레스티지,가솔린+전기,57550,2017,무사고,기타,충남,1860,2WD
37854,기아,K7,2.4 GDI 리미티드,가솔린,45398,2017,무사고,검정색,인천,2100,2WD
37866,기아,쏘렌토,디젤 2.2 4WD노블레스,디젤,158699,2016,무사고,검정색,인천,1760,4WD
37872,기아,쏘렌토,가솔린 터보 1.6 4WD시그니처,가솔린+전기,47875,2021,무사고,검정색,인천,4390,4WD
37875,기아,모하비,디젤 3.0 4WD프레지던트,디젤,72615,2017,무사고,회색,인천,2890,4WD
37876,기아,카니발,가솔린 7인승 하이리무진프레지던트,가솔린,22186,2019,무사고,기타,인천,4450,2WD
37878,기아,K7,가솔린 3.0시그니처,가솔린,34848,2020,무사고,기타,인천,3230,2WD
37881,기아,K7,3.3 GDI 노블레스스페셜,가솔린,43242,2016,무사고,검정색,인천,2130,2WD
37886,기아,스포티지,디젤 2WD 프레스티지,디젤,107965,2014,무사고,회색,인천,1210,2WD
37889,기아,쏘렌토,디젤 2.2 2WD노블레스 스페셜,디젤,14815,2019,무사고,회색,경북,3090,2WD
37894,기아,K5,가솔린 2.0프레스티지,가솔린,7029,2021,무사고,회색,인천,2750,2WD
37902,기아,니로,프레스티지,가솔린+전기,27108,2018,단순교환,회색,경북,2020,2WD
37905,기아,K5,2.0노블레스,가솔린,28274,2020,무사고,흰색,충남,2230,2WD
37906,기아,K9,3.8 GDI AWD플래티넘Ⅲ,가솔린,34823,2019,무사고,검정색,경남,4490,AWD
37908,기아,쏘렌토,디젤 2.0 2WD노블레스,디젤,70421,2019,무사고,검정색,경남,2720,2WD
37909,기아,K7,2.4 GDI 프레스티지,가솔린,40428,2018,단순교환,흰색,충북,2050,2WD
37911,기아,스포티지,디젤 2WD 노블레스,디젤,61994,2015,단순교환,검정색,전남,1580,2WD
37913,기아,니로,노블레스 스폐셜,가솔린+전기,25030,2020,무사고,흰색,인천,2710,2WD
37914,기아,니로,노블레스 스폐셜,가솔린+전기,30633,2020,무사고,흰색,인천,2670,2WD
37916,기아,모닝,프레스티지,가솔린,25705,2017,단순사고(접촉),회색,경북,890,2WD
37918,기아,K7,노블레스,가솔린+전기,36014,2019,무사고,흰색,경남,3590,2WD
37925,기아,K7,2.4 GDI 프레스티지 스페셜,가솔린,90088,2013,무사고,기타,인천,1280,2WD
37929,기아,K3,디젤 트렌디스타일,디젤,77470,2018,무사고,회색,인천,1220,2WD
37931,기아,카니발,그랜드 카니발 GLXR 스페셜,디젤,103409,2011,무사고,검정색,서울,830,2WD
37933,기아,K3,1.6 터보 5도어시그니처,가솔린,958,2022,무사고,기타,인천,2650,2WD
37934,기아,모닝,디럭스,가솔린,21667,2016,단순교환,기타,전북,760,2WD
37943,기아,스팅어,2.0 터보 AWD플래티넘,가솔린,51996,2018,무사고,검정색,인천,2810,AWD
37958,기아,K5,500h 럭셔리,가솔린+전기,31719,2015,무사고,회색,인천,1290,2WD
37965,기아,K7,시그니쳐,가솔린+전기,21419,2020,무사고,기타,경북,3790,2WD
37966,기아,K5,2.0노블레스,가솔린,60878,2019,무사고,기타,충남,1960,2WD
37972,기아,K7,가솔린 2.5노블레스,가솔린,40136,2020,무사고,검정색,서울,3120,2WD
37974,기아,레이,프레스티지,가솔린,32676,2018,무사고,회색,인천,1350,2WD
37976,기아,K3,시그니처,가솔린,1731,2022,무사고,흰색,서울,2490,2WD
37977,기아,레이,디럭스,가솔린,25192,2017,단순교환,기타,인천,950,2WD
37981,기아,쏘렌토,디젤 2.0 2WD노블레스,디젤,89916,2018,단순교환,회색,인천,2290,2WD
37983,기아,K7,가솔린 2.5노블레스,가솔린,37442,2020,무사고,검정색,경북,3170,2WD
37984,기아,K3,1.6 터보 5도어시그니처,가솔린,1856,2022,무사고,기타,인천,2740,2WD
37985,기아,카니발,9인승 프레스티지,디젤,91639,2018,단순사고(접촉),회색,경남,2460,2WD
37986,기아,레이,럭셔리,가솔린,8954,2018,무사고,기타,인천,1250,2WD
37990,기아,K9,3.3 T-GDI AWD마스터즈 Ⅱ,가솔린,28621,2019,무사고,검정색,서울,4550,AWD
37994,기아,모하비,디젤 3.0 4WDVIP,디젤,24642,2018,무사고,흰색,전북,3290,4WD
37998,기아,모하비,디젤 3.0 4WDVIP,디젤,64977,2017,무사고,검정색,경남,2830,4WD
38001,기아,K7,2.4 GDI 프레스티지 스페셜,가솔린,129347,2013,단순사고(접촉),흰색,인천,1110,2WD
38002,기아,니로,프레스티지,가솔린+전기,53425,2017,단순교환,기타,인천,1790,2WD
38004,기아,레이,디럭스 스페셜,가솔린,33686,2012,무사고,기타,인천,880,2WD
38005,기아,모하비,디젤 3.0 4WD프레지던트,디젤,96517,2018,무사고,검정색,인천,2830,4WD
38007,기아,K7,2.4 GDI 프레스티지,가솔린,124028,2015,단순교환,검정색,경남,1170,2WD
38015,기아,K3,트렌디스타일,가솔린,92587,2018,무사고,흰색,전남,1160,2WD
38019,기아,K3,시그니처,가솔린,2032,2022,무사고,흰색,전남,2470,2WD
38023,기아,니로,프레스티지,가솔린+전기,37295,2020,무사고,흰색,인천,2350,2WD
38024,기아,카니발,11인승 노블레스,디젤,77849,2016,무사고,기타,전남,1990,2WD
38030,기아,니로,노블레스 스폐셜,가솔린+전기,36355,2020,무사고,검정색,인천,2600,2WD
38032,기아,마스터,디젤 3.0 4WD마스터즈 5인승,디젤,21992,2020,무사고,검정색,인천,4750,4WD
38033,기아,카니발,7인승 리무진프레지던트,디젤,13591,2019,무사고,흰색,경남,3590,2WD
38038,기아,K5,LPI SX럭셔리,LPG,71519,2017,단순교환,회색,인천,1170,2WD
38044,기아,K7,2.4 GDI 리미티드,가솔린,57608,2018,단순교환,흰색,충남,2530,2WD
38045,기아,K9,3.3 GDI RVIP,가솔린,69006,2014,단순교환,검정색,서울,2190,2WD
38046,기아,K7,가솔린 2.5X 에디션,가솔린,27821,2020,무사고,검정색,서울,3230,2WD
38049,기아,K7,시그니쳐,가솔린+전기,47223,2020,무사고,검정색,인천,3590,2WD
38050,기아,니로,노블레스 스폐셜,가솔린+전기,17263,2020,무사고,흰색,인천,2670,2WD
38051,기아,K5,2.0인텔리전트,가솔린,51680,2019,무사고,회색,인천,2120,2WD
38052,기아,니로,노블레스 스폐셜,가솔린+전기,31243,2020,무사고,기타,서울,2650,2WD
38058,기아,K7,3.0 LPI 럭셔리,LPG,94909,2016,무사고,검정색,전남,1700,2WD
