brand,name,type,km,year,accident,color,location,price,wd,trim
기아,쏘렌토,디젤,94450,2014,단순교환,회색,경남,1400,4WD,2
기아,쏘렌토,디젤,107676,2018,무사고,회색,경북,1980,2WD,2
기아,쏘렌토,디젤,77962,2017,단순교환,기타,인천,1870,2WD,2
기아,쏘렌토,디젤,41951,2018,무사고,기타,인천,2820,2WD,3
기아,쏘렌토,디젤,77421,2016,무사고,회색,경북,1970,2WD,3
기아,쏘렌토,디젤,97009,2014,무사고,회색,경남,1530,4WD,3
기아,쏘렌토,디젤,32885,2018,무사고,검정색,서울,2350,2WD,2
기아,쏘렌토,디젤,18046,2020,무사고,흰색,인천,3230,2WD,4
기아,쏘렌토,하이브리드,10208,2021,무사고,회색,인천,4830,4WD,4
기아,쏘렌토,디젤,78277,2020,무사고,흰색,경남,2960,2WD,4
기아,쏘렌토,디젤,17723,2020,무사고,검정색,서울,3170,2WD,3
기아,쏘렌토,디젤,40163,2018,무사고,흰색,서울,2980,2WD,3
기아,쏘렌토,디젤,138865,2017,무사고,회색,인천,1630,4WD,2
기아,쏘렌토,디젤,140017,2015,무사고,흰색,서울,1550,2WD,2
기아,쏘렌토,디젤,71231,2015,단순교환,회색,인천,1820,4WD,2
기아,쏘렌토,디젤,65339,2018,무사고,흰색,인천,2230,2WD,1
기아,쏘렌토,디젤,126642,2013,무사고,흰색,전남,1400,2WD,2
기아,쏘렌토,디젤,70653,2018,무사고,검정색,인천,2150,2WD,2
기아,쏘렌토,디젤,35046,2019,무사고,흰색,경남,2820,2WD,3
기아,쏘렌토,디젤,58955,2020,무사고,회색,서울,2540,2WD,2
기아,쏘렌토,디젤,41876,2018,무사고,기타,전북,3120,4WD,3
기아,쏘렌토,디젤,178606,2006,무사고,회색,경북,299,2WD,1
기아,쏘렌토,디젤,182619,2006,무사고,흰색,경남,330,2WD,1
기아,쏘렌토,디젤,164713,2004,무사고,흰색,강원,280,2WD,1
기아,쏘렌토R,디젤,138000,2011,무사고,회색,전북,935,2WD,1
기아,쏘렌토R,디젤,72741,2013,무사고,회색,경남,1450,2WD,1
기아,쏘렌토R,디젤,112803,2013,무사고,회색,서울,1250,4WD,2
기아,쏘렌토R,디젤,130268,2010,무사고,회색,부산,830,4WD,1
기아,쏘렌토R,디젤,56100,2011,무사고,회색,경기,1390,2WD,1
기아,쏘렌토R,디젤,140000,2009,무사고,회색,인천,690,2WD,1
기아,쏘렌토R,디젤,165851,2009,무사고,회색,경기,750,2WD,1
기아,쏘렌토R,디젤,160000,2009,무사고,회색,경기,699,2WD,1
기아,쏘렌토R,디젤,163113,2013,무사고,회색,대전,1290,4WD,2
기아,쏘렌토R,디젤,204700,2011,무사고,회색,경기,650,2WD,1
기아,쏘렌토R,디젤,133543,2012,무사고,회색,경기,1190,2WD,1
기아,쏘렌토R,디젤,149866,2011,무사고,회색,경기,950,4WD,1
기아,쏘렌토R,디젤,170301,2011,무사고,회색,경남,980,2WD,4
기아,쏘렌토R,디젤,160000,2009,무사고,회색,경남,990,2WD,1
기아,쏘렌토R,디젤,143000,2009,무사고,회색,경기,800,2WD,4
기아,쏘렌토R,디젤,127478,2010,무사고,회색,경기,820,2WD,1
기아,쏘렌토R,디젤,138000,2011,무사고,회색,전북,935,2WD,1
기아,쏘렌토R,디젤,202133,2013,무사고,기타,전남,1020,2WD,2
기아,쏘렌토R,디젤,156069,2010,무사고,기타,광주,960,2WD,1
기아,쏘렌토R,디젤,135000,2014,무사고,흰색,경기,1350,2WD,2
기아,쏘렌토R,디젤,101616,2011,무사고,흰색,서울,1130,2WD,1
기아,쏘렌토R,디젤,101616,2011,무사고,흰색,서울,1130,2WD,1
기아,쏘렌토R,디젤,122030,2012,무사고,흰색,경기,1050,2WD,1
기아,쏘렌토R,디젤,101616,2011,무사고,흰색,서울,1130,2WD,1
기아,쏘렌토R,디젤,101616,2011,무사고,흰색,서울,1130,2WD,1
기아,쏘렌토R,디젤,135000,2014,무사고,흰색,경기,1350,2WD,2
기아,쏘렌토R,디젤,119647,2012,무사고,기타,경기,1150,2WD,1
기아,쏘렌토R,디젤,171353,2012,무사고,회색,경남,1080,2WD,1
기아,쏘렌토R,디젤,89000,2013,무사고,회색,경기,1490,2WD,3
기아,쏘렌토R,디젤,180749,2011,무사고,회색,경기,860,2WD,1
기아,쏘렌토R,디젤,108843,2012,무사고,회색,인천,1000,2WD,1
기아,쏘렌토R,디젤,183678,2012,무사고,회색,울산,850,2WD,1
기아,쏘렌토R,디젤,72613,2011,무사고,회색,경기,1150,2WD,1
기아,쏘렌토R,디젤,90566,2010,무사고,회색,경기,990,2WD,1
기아,쏘렌토R,디젤,90889,2013,무사고,회색,부산,1370,2WD,1
기아,쏘렌토R,디젤,107380,2013,무사고,회색,전북,1290,2WD,1
기아,쏘렌토R,디젤,114000,2011,무사고,회색,전남,990,2WD,1
기아,쏘렌토R,디젤,176000,2009,무사고,회색,광주,799,2WD,1
기아,쏘렌토R,디젤,78258,2012,무사고,회색,경기,1480,2WD,1
기아,쏘렌토R,디젤,209367,2011,무사고,회색,강원,800,4WD,1
기아,쏘렌토R,디젤,100000,2011,무사고,회색,광주,1050,2WD,1
기아,쏘렌토R,디젤,70000,2014,무사고,회색,전남,1699,2WD,1
기아,쏘렌토R,디젤,180749,2011,무사고,회색,경기,860,2WD,1
기아,쏘렌토R,디젤,191770,2011,무사고,흰색,경기,850,4WD,1
기아,쏘렌토R,디젤,136231,2014,무사고,흰색,경기,1260,2WD,1
기아,쏘렌토R,디젤,126563,2013,무사고,흰색,대전,1430,2WD,1
기아,쏘렌토R,디젤,125379,2014,무사고,흰색,부산,1350,2WD,2
기아,쏘렌토R,디젤,209500,2011,무사고,흰색,인천,790,4WD,1
기아,쏘렌토R,디젤,168615,2010,무사고,흰색,경남,950,2WD,1
기아,쏘렌토R,디젤,126563,2013,무사고,흰색,대전,1430,2WD,1
기아,쏘렌토R,디젤,111209,2012,무사고,흰색,광주,1399,2WD,1
기아,쏘렌토R,디젤,110700,2009,무사고,흰색,광주,930,2WD,1
기아,쏘렌토R,디젤,105161,2010,무사고,흰색,전북,880,2WD,1
기아,쏘렌토R,디젤,126563,2013,무사고,흰색,대전,1430,2WD,1
기아,레이,가솔린,39097,2018,무사고,검정색,경기,1350,2WD,2
기아,레이,가솔린,4256,2021,무사고,검정색,경기,1470,2WD,4
기아,레이,가솔린,16857,2019,무사고,검정색,충남,1390,2WD,2
기아,레이,가솔린,21849,2019,무사고,검정색,경기,1385,2WD,2
기아,레이,가솔린,57297,2016,무사고,검정색,서울,847,2WD,1
기아,레이,가솔린,9973,2019,무사고,검정색,경기,1320,2WD,1
기아,레이,가솔린,113524,2014,무사고,검정색,경기,790,2WD,2
기아,레이,가솔린,11801,2020,무사고,검정색,경기,1490,2WD,2
기아,레이,가솔린,43912,2016,무사고,검정색,경기,980,2WD,1
기아,레이,가솔린,77699,2018,무사고,검정색,광주,1260,2WD,1
기아,레이,가솔린,23793,2020,무사고,검정색,경기,1380,2WD,2
기아,레이,가솔린,100983,2015,무사고,검정색,충북,750,2WD,1
기아,레이,가솔린,101415,2012,무사고,검정색,경기,739,2WD,2
기아,레이,가솔린,10926,2019,무사고,검정색,경기,1420,2WD,2
기아,레이,가솔린,90324,2015,무사고,검정색,경기,959,2WD,2
기아,레이,가솔린,60666,2017,무사고,검정색,경기,1240,2WD,2
기아,레이,가솔린,79599,2016,무사고,검정색,충남,1099,2WD,2
기아,레이,가솔린,15379,2021,무사고,검정색,대구,1599,2WD,4
기아,레이,가솔린,31122,2015,무사고,검정색,경기,1150,2WD,2
기아,레이,가솔린,17253,2017,무사고,검정색,경기,1210,2WD,2
기아,레이,가솔린,46205,2019,무사고,검정색,경기,970,2WD,1
기아,레이,가솔린,30544,2018,무사고,검정색,대구,1320,2WD,2
기아,레이,가솔린,6716,2021,무사고,검정색,서울,1510,2WD,4
기아,레이,가솔린,42053,2016,무사고,검정색,경기,1149,2WD,2
기아,레이,가솔린,4607,2021,무사고,검정색,경기,1599,2WD,4
기아,레이,가솔린,50247,2013,무사고,검정색,경기,950,2WD,1
기아,레이,가솔린,5882,2021,무사고,검정색,경기,1499,2WD,2
기아,레이,가솔린,18488,2021,무사고,검정색,경기,1399,2WD,2
기아,레이,가솔린,57746,2018,무사고,검정색,경기,1212,2WD,1
기아,레이,가솔린,4496,2020,무사고,검정색,경기,1590,2WD,2
기아,레이,가솔린,42830,2018,무사고,검정색,대구,1165,2WD,1
기아,레이,가솔린,20755,2019,무사고,검정색,울산,1260,2WD,1
기아,레이,가솔린,97808,2013,무사고,검정색,대구,790,2WD,2
기아,레이,바이퓨얼,46192,2016,무사고,검정색,경기,999,2WD,2
기아,레이,가솔린,54797,2015,무사고,검정색,경기,860,2WD,1
기아,레이,가솔린,24048,2017,무사고,검정색,인천,1230,2WD,2
기아,레이,가솔린,11583,2020,무사고,검정색,서울,1520,2WD,2
기아,레이,가솔린,51741,2016,무사고,검정색,부산,930,2WD,2
기아,레이,가솔린,59895,2013,무사고,검정색,경기,1049,2WD,1
기아,레이,가솔린,26386,2016,무사고,검정색,경기,1230,2WD,2
기아,레이,가솔린,92392,2012,무사고,검정색,서울,750,2WD,2
기아,레이,LPG,42080,2019,무사고,검정색,광주,1599,2WD,2
기아,레이,가솔린,103695,2016,무사고,검정색,서울,949,2WD,2
기아,레이,가솔린,66268,2016,무사고,검정색,광주,1120,2WD,2
기아,레이,가솔린,117162,2014,무사고,검정색,서울,850,2WD,2
기아,레이,가솔린,100173,2017,무사고,검정색,충남,740,2WD,2
기아,레이,가솔린,85980,2013,무사고,검정색,서울,780,2WD,1
기아,레이,가솔린,43930,2017,무사고,검정색,경기,1030,2WD,1
기아,레이,가솔린,75806,2016,무사고,검정색,서울,4999,2WD,1
기아,레이,가솔린,40976,2016,무사고,검정색,부산,1130,2WD,2
기아,레이,가솔린,61383,2015,무사고,검정색,충북,930,2WD,1
기아,레이,가솔린,63644,2015,무사고,검정색,서울,880,2WD,2
기아,레이,가솔린,11716,2021,무사고,검정색,충남,1490,2WD,4
기아,레이,가솔린,75785,2019,무사고,검정색,부산,1130,2WD,1
기아,레이,가솔린,79804,2017,무사고,검정색,부산,790,2WD,1
기아,레이,가솔린,17596,2020,무사고,검정색,경기,1099,2WD,1
기아,레이,가솔린,93913,2016,무사고,검정색,경기,850,2WD,1
기아,레이,가솔린,91138,2016,무사고,검정색,경기,1080,2WD,2
기아,레이,가솔린,94242,2014,무사고,검정색,충남,820,2WD,1
기아,레이,가솔린,49196,2018,무사고,검정색,광주,1330,2WD,2
기아,레이,가솔린,66530,2014,무사고,검정색,경기,720,2WD,1
기아,레이,가솔린,17644,2021,무사고,검정색,경기,1550,2WD,4
기아,레이,가솔린,4803,2020,무사고,검정색,서울,1599,2WD,2
기아,레이,가솔린,7386,2021,무사고,검정색,서울,1420,2WD,2
기아,레이,가솔린,49474,2018,무사고,검정색,서울,1190,2WD,1
기아,레이,가솔린,45562,2017,무사고,검정색,충남,1099,2WD,2
기아,레이,가솔린,68750,2013,무사고,검정색,경기,949,2WD,2
기아,레이,가솔린,73434,2016,무사고,검정색,경기,980,2WD,1
기아,레이,가솔린,8972,2021,무사고,검정색,대구,1650,2WD,4
기아,레이,가솔린,13217,2021,무사고,검정색,울산,1680,2WD,4
기아,레이,가솔린,17998,2021,무사고,검정색,경기,1450,2WD,4
기아,레이,가솔린,10423,2021,무사고,검정색,서울,1539,2WD,4
기아,레이,바이퓨얼,83628,2017,무사고,검정색,경기,1150,2WD,2
기아,레이,가솔린,13180,2021,무사고,검정색,대구,1490,2WD,4
기아,레이,가솔린,93108,2016,무사고,검정색,부산,970,2WD,2
기아,레이,가솔린,61697,2018,무사고,검정색,경기,1220,2WD,2
기아,레이,가솔린,6196,2021,무사고,검정색,서울,1590,2WD,4
기아,레이,가솔린,14427,2020,무사고,검정색,서울,1460,2WD,2
기아,레이,가솔린,5345,2021,무사고,검정색,서울,1630,2WD,4
기아,레이,가솔린,118019,2016,무사고,검정색,경기,720,2WD,1
기아,레이,가솔린,49640,2018,무사고,검정색,경기,1215,2WD,2
기아,레이,가솔린,48805,2017,무사고,검정색,충남,920,2WD,1
기아,레이,가솔린,12237,2018,무사고,검정색,부산,1370,2WD,2
기아,레이,가솔린,3913,2021,무사고,검정색,서울,1555,2WD,4
기아,레이,가솔린,111615,2016,무사고,검정색,서울,899,2WD,2
기아,레이,가솔린,88289,2016,무사고,검정색,서울,670,2WD,2
기아,레이,가솔린,28747,2018,무사고,검정색,부산,1220,2WD,1
기아,레이,가솔린,14515,2020,무사고,검정색,경기,1309,2WD,1
기아,레이,가솔린,12303,2020,무사고,검정색,경기,1409,2WD,2
기아,레이,가솔린,82576,2016,무사고,검정색,울산,900,2WD,1
기아,레이,가솔린,58002,2018,무사고,검정색,부산,1180,2WD,1
기아,레이,가솔린,77793,2015,무사고,검정색,부산,1030,2WD,2
기아,레이,가솔린,11295,2021,무사고,검정색,부산,1540,2WD,4
기아,레이,가솔린,49060,2018,무사고,검정색,부산,1260,2WD,2
기아,레이,가솔린,38770,2014,무사고,검정색,경기,920,2WD,2
기아,레이,가솔린,42980,2016,무사고,검정색,경기,850,2WD,1
기아,레이,가솔린,127234,2016,무사고,검정색,서울,755,2WD,2
기아,레이,가솔린,40935,2018,무사고,검정색,경기,1300,2WD,2
기아,레이,가솔린,66022,2014,무사고,검정색,경기,930,2WD,2
기아,레이,가솔린,28797,2018,무사고,검정색,서울,1330,2WD,2
기아,레이,가솔린,135722,2015,무사고,흰색,울산,800,2WD,2
기아,레이,가솔린,48964,2016,무사고,흰색,전북,850,2WD,1
기아,레이,가솔린,26444,2016,무사고,흰색,광주,970,2WD,1
기아,레이,LPG,67362,2018,무사고,흰색,경기,1430,2WD,2
기아,레이,가솔린,106680,2018,무사고,흰색,경기,1020,2WD,1
기아,레이,가솔린,43954,2018,무사고,흰색,부산,940,2WD,1
기아,레이,가솔린,30502,2019,무사고,흰색,전북,1350,2WD,2
기아,레이,가솔린,60567,2017,무사고,흰색,경기,759,2WD,2
기아,레이,가솔린,86206,2015,무사고,흰색,경기,950,2WD,2
기아,레이,가솔린,89623,2013,무사고,흰색,충남,849,2WD,1
기아,레이,가솔린,69368,2018,무사고,흰색,경기,1050,2WD,1
기아,레이,가솔린,156581,2017,무사고,흰색,충남,859,2WD,2
기아,레이,가솔린,21275,2019,무사고,흰색,경기,1020,2WD,1
기아,레이,가솔린,34940,2019,무사고,흰색,부산,1320,2WD,2
기아,레이,가솔린,111825,2018,무사고,흰색,경기,729,2WD,1
기아,레이,가솔린,27462,2018,무사고,흰색,경기,1130,2WD,1
기아,레이,가솔린,90965,2017,무사고,흰색,경기,700,2WD,2
기아,레이,가솔린,100706,2014,무사고,흰색,부산,720,2WD,1
기아,레이,가솔린,88384,2016,무사고,흰색,서울,1070,2WD,2
기아,레이,가솔린,101412,2013,무사고,흰색,경기,699,2WD,1
기아,레이,가솔린,39830,2018,무사고,흰색,경기,1239,2WD,2
기아,레이,가솔린,39042,2019,무사고,흰색,경기,1350,2WD,2
기아,레이,가솔린,221648,2016,무사고,흰색,경기,490,2WD,2
기아,레이,가솔린,72525,2017,무사고,흰색,서울,870,2WD,1
기아,레이,가솔린,63272,2012,무사고,흰색,경기,890,2WD,2
기아,레이,가솔린,9056,2019,무사고,흰색,경기,1430,2WD,2
기아,레이,가솔린,43755,2021,무사고,흰색,경기,1119,2WD,1
기아,레이,가솔린,7594,2019,무사고,흰색,충남,1350,2WD,1
기아,레이,가솔린,26094,2017,무사고,흰색,경기,1390,2WD,2
기아,레이,가솔린,113195,2013,무사고,흰색,경기,790,2WD,2
기아,레이,가솔린,129034,2016,무사고,흰색,전북,650,2WD,1
기아,레이,가솔린,19831,2018,무사고,흰색,경기,1289,2WD,1
기아,레이,가솔린,5358,2018,무사고,흰색,경기,1290,2WD,1
기아,레이,가솔린,93050,2016,무사고,흰색,경기,690,2WD,2
기아,레이,가솔린,36327,2016,무사고,흰색,부산,1030,2WD,1
기아,레이,가솔린,30855,2017,무사고,흰색,경기,1150,2WD,1
기아,레이,가솔린,15341,2021,무사고,흰색,경기,1329,2WD,2
기아,레이,가솔린,48527,2016,무사고,흰색,서울,859,2WD,1
기아,레이,가솔린,32727,2019,무사고,흰색,경기,1360,2WD,2
기아,레이,가솔린,1833,2020,무사고,흰색,경기,1620,2WD,2
기아,레이,가솔린,112794,2016,무사고,흰색,경기,620,2WD,1
기아,레이,가솔린,79502,2018,무사고,흰색,인천,760,2WD,1
기아,레이,바이퓨얼,18482,2016,무사고,흰색,경기,1349,2WD,2
기아,레이,가솔린,8449,2021,무사고,흰색,경기,1609,2WD,4
기아,레이,가솔린,31103,2018,무사고,흰색,경기,1319,2WD,2
기아,레이,가솔린,37683,2018,무사고,흰색,경기,1349,2WD,2
기아,레이,가솔린,11432,2019,무사고,흰색,경기,1349,2WD,1
기아,레이,가솔린,42315,2018,무사고,흰색,경기,849,2WD,1
기아,레이,가솔린,27473,2016,무사고,흰색,경기,949,2WD,1
기아,레이,가솔린,3575,2021,무사고,흰색,경기,1379,2WD,2
기아,레이,가솔린,12083,2021,무사고,흰색,경기,1479,2WD,4
기아,레이,가솔린,129198,2012,무사고,흰색,경기,600,2WD,1
기아,레이,가솔린,68311,2013,무사고,흰색,광주,950,2WD,2
기아,레이,가솔린,69828,2016,무사고,흰색,서울,990,2WD,2
기아,레이,가솔린,155302,2016,무사고,흰색,인천,570,2WD,1
기아,레이,가솔린,8080,2018,무사고,흰색,광주,1430,2WD,2
기아,레이,가솔린,14489,2020,무사고,흰색,광주,1550,2WD,2
기아,레이,가솔린,79354,2013,무사고,흰색,인천,690,2WD,1
기아,레이,가솔린,52348,2016,무사고,흰색,서울,1030,2WD,2
기아,레이,가솔린,52348,2016,무사고,흰색,서울,1030,2WD,2
기아,레이,가솔린,97312,2016,무사고,흰색,경기,880,2WD,1
기아,레이,가솔린,74112,2017,무사고,흰색,대구,779,2WD,2
기아,레이,가솔린,117825,2012,무사고,흰색,경기,699,2WD,2
기아,레이,가솔린,56147,2015,무사고,흰색,경기,940,2WD,2
기아,레이,가솔린,43147,2016,무사고,흰색,대구,990,2WD,1
기아,레이,가솔린,26022,2014,무사고,흰색,경기,780,2WD,1
기아,레이,가솔린,139321,2016,무사고,흰색,전북,750,2WD,2
기아,레이,가솔린,32221,2018,무사고,흰색,경기,1230,2WD,2
기아,레이,가솔린,26102,2018,무사고,흰색,경기,1290,2WD,2
기아,레이,가솔린,289105,2016,무사고,흰색,경기,470,2WD,2
기아,레이,가솔린,108479,2018,무사고,흰색,경기,960,2WD,1
기아,레이,가솔린,9443,2018,무사고,흰색,경기,1220,2WD,1
기아,레이,가솔린,36055,2019,무사고,흰색,서울,1200,2WD,1
기아,레이,가솔린,41741,2019,무사고,흰색,경기,1150,2WD,1
기아,레이,가솔린,36316,2020,무사고,흰색,광주,1300,2WD,1
기아,레이,가솔린,75544,2014,무사고,흰색,대구,1020,2WD,2
기아,레이,가솔린,9045,2021,무사고,흰색,경기,1615,2WD,4
기아,레이,가솔린,55034,2018,무사고,흰색,인천,990,2WD,1
기아,레이,가솔린,84917,2014,무사고,흰색,경기,920,2WD,1
기아,레이,가솔린,22300,2021,무사고,흰색,충남,1470,2WD,4
기아,레이,가솔린,24176,2018,무사고,흰색,경기,990,2WD,1
기아,레이,가솔린,169206,2016,무사고,흰색,충남,499,2WD,2
기아,레이,바이퓨얼,134549,2014,무사고,흰색,경기,820,2WD,2
기아,레이,가솔린,28296,2018,무사고,흰색,부산,930,2WD,1
기아,레이,가솔린,26890,2018,무사고,흰색,대구,1160,2WD,1
기아,레이,가솔린,57967,2015,무사고,흰색,광주,930,2WD,1
기아,레이,가솔린,89140,2018,무사고,흰색,인천,770,2WD,1
기아,레이,가솔린,57421,2015,무사고,흰색,부산,930,2WD,1
기아,레이,가솔린,118743,2018,무사고,흰색,경기,690,2WD,1
기아,레이,가솔린,68244,2017,무사고,흰색,서울,849,2WD,2
기아,레이,가솔린,15642,2019,무사고,흰색,서울,1349,2WD,1
기아,레이,가솔린,7111,2021,무사고,흰색,서울,1189,2WD,1
기아,레이,바이퓨얼,67185,2012,무사고,흰색,서울,879,2WD,1
기아,레이,LPG,41818,2018,무사고,흰색,서울,1599,2WD,2
기아,레이,가솔린,18295,2021,무사고,흰색,서울,1559,2WD,2
기아,레이,가솔린,52696,2016,무사고,흰색,경기,969,2WD,1
기아,레이,가솔린,29576,2018,무사고,흰색,대구,999,2WD,1
기아,레이,가솔린,103690,2014,무사고,흰색,경기,950,2WD,1
기아,레이,가솔린,8180,2021,무사고,흰색,경기,1500,2WD,2
기아,레이,가솔린,104535,2016,무사고,흰색,대구,680,2WD,1
기아,레이,가솔린,86916,2019,무사고,흰색,경기,850,2WD,1
기아,레이,가솔린,104209,2017,무사고,흰색,광주,700,2WD,2
기아,레이,가솔린,13056,2021,무사고,흰색,경기,1590,2WD,4
기아,레이,가솔린,66319,2016,무사고,흰색,전북,930,2WD,1
기아,레이,LPG,12240,2018,무사고,흰색,경기,1650,2WD,2
기아,레이,가솔린,13052,2019,무사고,흰색,경기,1420,2WD,2
기아,레이,가솔린,18181,2021,무사고,흰색,경기,1490,2WD,4
기아,레이,가솔린,142762,2016,무사고,흰색,충남,720,2WD,2
기아,레이,가솔린,90800,2016,무사고,흰색,부산,1030,2WD,2
기아,레이,가솔린,96087,2018,무사고,흰색,경기,999,2WD,1
기아,레이,가솔린,7517,2021,무사고,흰색,대구,1610,2WD,4
기아,레이,가솔린,50216,2018,무사고,흰색,경기,840,2WD,1
기아,레이,가솔린,147297,2014,무사고,흰색,경기,830,2WD,2
기아,레이,가솔린,65967,2018,무사고,흰색,전북,1090,2WD,1
기아,레이,가솔린,91700,2013,무사고,흰색,경기,850,2WD,1
기아,레이,가솔린,52864,2016,무사고,흰색,경기,1140,2WD,2
기아,레이,가솔린,7751,2021,무사고,흰색,광주,1499,2WD,2
기아,레이,가솔린,19927,2021,무사고,흰색,서울,1550,2WD,4
기아,레이,가솔린,60221,2012,무사고,흰색,부산,790,2WD,1
기아,레이,가솔린,51754,2014,무사고,흰색,서울,890,2WD,1
기아,레이,가솔린,90109,2016,무사고,흰색,경기,655,2WD,2
기아,레이,가솔린,67283,2016,무사고,흰색,경기,740,2WD,2
기아,레이,가솔린,31668,2014,무사고,흰색,울산,780,2WD,2
기아,레이,가솔린,79453,2017,무사고,흰색,부산,1180,2WD,2
기아,레이,가솔린,17979,2020,무사고,흰색,경기,1500,2WD,2
기아,레이,가솔린,18811,2019,무사고,흰색,경기,1270,2WD,1
기아,레이,가솔린,18445,2018,무사고,흰색,경기,1100,2WD,1
기아,레이,가솔린,29510,2018,무사고,흰색,서울,1300,2WD,2
기아,레이,가솔린,6628,2017,무사고,흰색,부산,1200,2WD,1
기아,레이,가솔린,11822,2020,무사고,흰색,부산,1590,2WD,2
기아,레이,가솔린,10901,2019,무사고,흰색,부산,1350,2WD,1
기아,레이,가솔린,6914,2021,무사고,흰색,경기,1399,2WD,2
기아,레이,가솔린,14690,2021,무사고,흰색,경기,1130,2WD,1
기아,레이,가솔린,99901,2013,무사고,흰색,대구,770,2WD,2
기아,레이,가솔린,17377,2017,무사고,흰색,경기,1200,2WD,2
기아,레이,가솔린,3009,2021,무사고,흰색,부산,1170,2WD,1
기아,레이,가솔린,147296,2015,무사고,흰색,경기,490,2WD,2
기아,레이,가솔린,26326,2016,무사고,흰색,경기,1110,2WD,2
기아,레이,가솔린,103811,2013,무사고,흰색,경기,550,2WD,2
기아,레이,가솔린,38055,2018,무사고,흰색,경기,1290,2WD,2
기아,레이,가솔린,47632,2018,무사고,흰색,서울,1140,2WD,1
기아,레이,가솔린,27510,2018,무사고,흰색,충남,1249,2WD,1
기아,레이,가솔린,106393,2016,무사고,흰색,대구,650,2WD,2
기아,레이,가솔린,28786,2018,무사고,흰색,경기,1360,2WD,2
기아,레이,가솔린,116931,2017,무사고,흰색,경기,590,2WD,2
기아,레이,가솔린,103957,2012,무사고,흰색,경기,719,2WD,2
기아,레이,가솔린,47135,2016,무사고,흰색,서울,1150,2WD,2
기아,레이,가솔린,45742,2016,무사고,흰색,서울,1050,2WD,2
기아,레이,가솔린,20310,2017,무사고,흰색,서울,1225,2WD,2
기아,레이,가솔린,12723,2020,무사고,흰색,서울,1560,2WD,2
기아,레이,가솔린,104585,2017,무사고,흰색,충남,599,2WD,2
기아,레이,바이퓨얼,105014,2012,무사고,흰색,경기,850,2WD,2
기아,레이,가솔린,61989,2016,무사고,흰색,전북,930,2WD,1
기아,레이,가솔린,57656,2017,무사고,흰색,서울,1050,2WD,2
기아,레이,가솔린,145248,2013,무사고,흰색,경기,730,2WD,2
기아,레이,가솔린,12651,2016,무사고,흰색,경기,1130,2WD,2
기아,레이,바이퓨얼,119358,2016,무사고,흰색,경기,950,2WD,2
기아,레이,가솔린,46469,2016,무사고,흰색,경기,1179,2WD,2
기아,레이,가솔린,91519,2016,무사고,흰색,경기,699,2WD,2
기아,레이,가솔린,3049,2021,무사고,흰색,서울,1660,2WD,4
기아,레이,가솔린,29128,2019,무사고,흰색,경기,1030,2WD,1
기아,레이,가솔린,97217,2012,무사고,흰색,대구,880,2WD,2
기아,레이,가솔린,16231,2020,무사고,흰색,울산,1620,2WD,2
기아,레이,바이퓨얼,140561,2015,무사고,흰색,경기,860,2WD,2
기아,레이,가솔린,47598,2016,무사고,흰색,경기,880,2WD,1
기아,레이,가솔린,38101,2018,무사고,흰색,경기,1329,2WD,2
기아,레이,가솔린,82034,2015,무사고,흰색,대전,990,2WD,2
기아,레이,가솔린,25120,2016,무사고,흰색,경기,1150,2WD,2
기아,레이,LPG,80573,2018,무사고,흰색,경기,1350,2WD,2
기아,레이,가솔린,18764,2021,무사고,흰색,대구,1615,2WD,4
기아,레이,가솔린,7941,2021,무사고,흰색,대구,1615,2WD,4
기아,레이,가솔린,24877,2018,무사고,흰색,대구,950,2WD,1
기아,레이,가솔린,52033,2019,무사고,흰색,경기,1150,2WD,1
기아,레이,바이퓨얼,129187,2017,무사고,흰색,대구,889,2WD,2
기아,레이,바이퓨얼,126058,2017,무사고,흰색,대구,939,2WD,2
기아,레이,가솔린,67138,2014,무사고,흰색,부산,820,2WD,1
기아,레이,가솔린,937,2021,무사고,흰색,경기,1270,2WD,1
기아,레이,가솔린,17689,2018,무사고,흰색,경기,1270,2WD,1
기아,레이,가솔린,159243,2014,무사고,흰색,경기,479,2WD,1
기아,레이,가솔린,2717,2021,무사고,흰색,경기,1510,2WD,4
기아,레이,가솔린,64,2021,무사고,흰색,경기,1675,2WD,4
기아,레이,가솔린,77888,2015,무사고,흰색,경기,950,2WD,2
기아,레이,가솔린,28764,2019,무사고,흰색,경기,1270,2WD,1
기아,레이,가솔린,22076,2017,무사고,흰색,경기,850,2WD,1
기아,레이,가솔린,22890,2021,무사고,흰색,서울,1130,2WD,1
기아,레이,가솔린,89743,2018,무사고,흰색,충남,790,2WD,1
기아,레이,가솔린,5174,2020,무사고,흰색,부산,1390,2WD,1
기아,레이,가솔린,64562,2013,무사고,흰색,충북,990,2WD,1
기아,레이,가솔린,100585,2013,무사고,흰색,부산,760,2WD,1
기아,레이,가솔린,90936,2016,무사고,흰색,충북,990,2WD,2
기아,레이,가솔린,8628,2021,무사고,흰색,대구,1485,2WD,2
기아,레이,가솔린,8235,2021,무사고,흰색,부산,1470,2WD,4
기아,레이,가솔린,52097,2013,무사고,흰색,경기,910,2WD,1
기아,레이,가솔린,21598,2019,무사고,흰색,경기,1349,2WD,2
기아,레이,가솔린,55292,2013,무사고,흰색,부산,880,2WD,2
기아,레이,가솔린,70315,2014,무사고,흰색,경기,990,2WD,2
