,brand,name,info,type,km,year,accident,color,location,price,wd
2618,벤츠,S-클래스,S560L 4MATIC,가솔린,38315,2019,무사고,검정색,서울,14680,4WD
2622,벤츠,E-클래스,E220 CDI 아방가르드,디젤,100087,2014,무사고,검정색,경기,1890,2WD
2628,벤츠,S-클래스,S400L 4MATIC,가솔린,168337,2015,무사고,검정색,서울,5300,4WD
2633,벤츠,57,AMG CLS53 4MATIC+,가솔린,7601,2021,무사고,검정색,서울,11300,4WD
2635,벤츠,S-클래스,S350L 블루텍,디젤,102012,2015,무사고,검정색,광주,5999,2WD
2640,벤츠,A-클래스 W177,A220 세단,가솔린,9814,2020,무사고,검정색,충북,3750,2WD
2647,벤츠,S-클래스,S500L 4MATIC,가솔린,204340,2015,무사고,검정색,서울,4490,4WD
2649,벤츠,E-클래스,E250 블루텍 4MATIC 아방가르드,디젤,150336,2016,무사고,검정색,경기,2100,4WD
2652,벤츠,S-클래스,마이바흐 S600,가솔린,70804,2016,무사고,검정색,광주,13500,2WD
2656,벤츠,M-클래스,ML63 AMG,가솔린,122744,2013,무사고,검정색,대구,4399,2WD
2658,벤츠,S-클래스,S500L,가솔린,106041,2014,무사고,검정색,서울,5190,2WD
2659,벤츠,C-클래스,C220 블루텍 아방가르드,디젤,169112,2015,무사고,검정색,경기,2070,2WD
2660,벤츠,S-클래스,S350L,가솔린,277116,2008,무사고,검정색,경기,1190,2WD
2661,벤츠,LS,CLS250 d 4MATIC,디젤,109253,2017,무사고,검정색,충북,3480,4WD
2662,벤츠,E-클래스,E220d 아방가르드,디젤,101516,2017,무사고,검정색,부산,3420,2WD
2663,벤츠,S-클래스,S350L 블루텍,디젤,157093,2014,무사고,검정색,경기,4890,2WD
2665,벤츠,S-클래스,마이바흐 S560 4MATIC,가솔린,46410,2018,무사고,검정색,울산,16100,4WD
2668,벤츠,C-클래스,GLC220 d 4MATIC 프리미엄 쿠페,디젤,77575,2017,무사고,검정색,대구,4999,4WD
2671,벤츠,S-클래스,S350L,가솔린,130744,2006,무사고,검정색,경기,1190,2WD
2673,벤츠,S-클래스,S560L 4MATIC,가솔린,49992,2018,무사고,검정색,서울,10800,4WD
2679,벤츠,S-클래스,S400 d 4MATIC,디젤,15924,2021,무사고,검정색,충북,15400,4WD
2680,벤츠,S-클래스,마이바흐 S650,가솔린,36049,2020,무사고,검정색,서울,23700,2WD
2683,벤츠,A-클래스 W176,A45 AMG 4MATIC,가솔린,83226,2017,무사고,검정색,경기,2980,4WD
2684,벤츠,S-클래스,마이바흐 S560 4MATIC,가솔린,60069,2019,무사고,검정색,경기,16700,4WD
2685,벤츠,S-클래스,마이바흐 S560 4MATIC,가솔린,61495,2019,무사고,검정색,경기,16700,4WD
2686,벤츠,S-클래스,S350 d 4MATIC,디젤,144510,2016,무사고,검정색,서울,5150,4WD
2693,벤츠,S-클래스,S65 AMG 쿠페,가솔린,55438,2016,무사고,검정색,경기,11990,2WD
2697,벤츠,CLK-클래스,CLK350 카브리올레,가솔린,106815,2007,무사고,검정색,서울,1350,2WD
2699,벤츠,S-클래스,S500L,가솔린,127847,2010,무사고,검정색,경기,2000,2WD
2703,벤츠,S-클래스,S450L 4MATIC,가솔린,54989,2018,무사고,검정색,서울,9550,4WD
2705,벤츠,M-클래스,ML63 AMG,가솔린,70674,2012,무사고,검정색,경기,4759,2WD
2713,벤츠,C-클래스,C220 d 4MATIC,디젤,147830,2016,무사고,검정색,경기,2150,4WD
2715,벤츠,CLA-클래스,CLA250 4MATIC,가솔린,14339,2018,무사고,검정색,경남,3299,4WD
2719,벤츠,C-클래스,GLC350e 4MATIC 프리미엄,가솔린+전기,67522,2019,무사고,검정색,경기,4390,4WD
2721,벤츠,E-클래스,E220d 익스클루시브,디젤,27938,2019,무사고,검정색,광주,5250,2WD
2725,벤츠,LS,CLS250 d 4MATIC,디젤,201644,2016,무사고,검정색,경기,2490,4WD
2727,벤츠,G-클래스,AMG G63,가솔린,23713,2020,무사고,검정색,광주,24500,2WD
2728,벤츠,S-클래스,S500L 4MATIC,가솔린,83939,2010,무사고,검정색,서울,2990,4WD
2730,벤츠,S-클래스,S500L,가솔린,119322,2007,무사고,검정색,충남,1190,2WD
2735,벤츠,A-클래스 W176,A200,가솔린,27280,2018,무사고,검정색,경기,2390,2WD
2736,벤츠,E-클래스,E300 4MATIC 아방가르드,가솔린,36385,2018,무사고,검정색,서울,5030,4WD
2737,벤츠,E-클래스,E300 익스클루시브,가솔린,57478,2018,무사고,검정색,대구,4950,2WD
2740,벤츠,S-클래스,S500L 블루이피션시 4MATIC,가솔린,110341,2012,무사고,검정색,경기,2890,4WD
2741,벤츠,C-클래스,SLC250,가솔린,15851,2019,무사고,검정색,부산,5280,2WD
2753,벤츠,C-클래스,C200 아방가르드,가솔린,13306,2018,무사고,검정색,경기,9999,2WD
2755,벤츠,S-클래스,S500L,가솔린,28330,2019,무사고,검정색,대구,111,2WD
2756,벤츠,LS,CLS250 d 4MATIC,디젤,14707,2017,무사고,검정색,경기,9999,4WD
2764,벤츠,E-클래스,E220 CDI 아방가르드,디젤,156460,2012,무사고,흰색,서울,1200,2WD
2770,벤츠,LS,CLS63 AMG S 4MATIC,가솔린,101208,2014,무사고,흰색,경기,5140,4WD
2778,벤츠,E-클래스,GLE450 4MATIC,가솔린,29733,2019,무사고,흰색,경기,9190,4WD
2779,벤츠,스프린터,3.0 디젤,디젤,54360,2016,무사고,흰색,부산,5890,2WD
2782,벤츠,E-클래스,E220d 익스클루시브,디젤,44394,2017,무사고,흰색,부산,4190,2WD
2785,벤츠,C-클래스,GLC220 d 4MATIC,디젤,36492,2018,무사고,흰색,서울,4797,4WD
2787,벤츠,C-클래스,C200 아방가르드,가솔린,50622,2018,무사고,흰색,서울,3297,2WD
2789,벤츠,LS,CLS250 d 4MATIC,디젤,124411,2016,무사고,흰색,서울,2895,4WD
2796,벤츠,E-클래스,E220d 카브리올레,디젤,25715,2018,무사고,흰색,대구,6350,2WD
2797,벤츠,E-클래스,E300 엘레강스,가솔린,113774,2011,무사고,흰색,경기,1260,2WD
2803,벤츠,X2,AMG GLB35 4MATIC,가솔린,9417,2021,무사고,흰색,대구,119,4WD
2813,벤츠,C-클래스,AMG GLC43 4MATIC 쿠페,가솔린,47750,2018,무사고,흰색,대구,107,4WD
2819,벤츠,E-클래스,E220d 4MATIC 익스클루시브,디젤,128191,2017,무사고,흰색,경기,3780,4WD
2826,벤츠,E-클래스,E220d 카브리올레,디젤,32906,2018,무사고,흰색,인천,6470,2WD
2836,벤츠,S-클래스,S560L,가솔린,104459,2018,무사고,흰색,대구,9650,2WD
2837,벤츠,S-클래스,S63 AMG 4MATIC 쿠페,가솔린,63874,2015,무사고,흰색,대구,8999,4WD
2839,벤츠,E-클래스,E300 아방가르드,가솔린,56418,2017,무사고,흰색,경기,4350,2WD
2844,벤츠,GLK-클래스,GLK220 CDI 프리미엄,디젤,151626,2011,무사고,흰색,경기,1290,2WD
2846,벤츠,E-클래스,E200 아방가르드,가솔린,45614,2018,무사고,흰색,서울,4149,2WD
2847,벤츠,C-클래스,C220 블루텍 아방가르드,디젤,159800,2015,무사고,흰색,경기,2120,2WD
2854,벤츠,C-클래스,C220 d 아방가르드,디젤,56587,2018,무사고,흰색,부산,3389,2WD
2857,벤츠,C-클래스,C250 d 4MATIC,디젤,177837,2017,무사고,흰색,경기,2390,4WD
2859,벤츠,CLA-클래스,CLA250 4MATIC,가솔린,39394,2017,무사고,흰색,경기,3099,4WD
2867,벤츠,E-클래스,E300 AMG Line,가솔린,49000,2017,무사고,흰색,대구,4990,2WD
2872,벤츠,A-클래스 W176,A45 AMG 4MATIC,가솔린,18163,2018,무사고,흰색,서울,4050,4WD
2876,벤츠,C-클래스,C200 CGI 아방가르드 스타일패키지,가솔린,47515,2013,무사고,흰색,경기,1490,2WD
2879,벤츠,S-클래스,S63 AMG 4MATIC,가솔린,66692,2014,무사고,흰색,경기,8450,4WD
2885,벤츠,스프린터,3.0 디젤,디젤,31073,2014,무사고,흰색,부산,5690,2WD
2887,벤츠,E-클래스,E400 카브리올레,가솔린,100959,2016,무사고,흰색,광주,3699,2WD
2900,벤츠,M-클래스,ML350 블루텍 4MATIC,디젤,97090,2015,무사고,흰색,대구,3570,4WD
2904,벤츠,E-클래스,E300 아방가르드 스포츠 패키지,가솔린,88454,2013,무사고,흰색,광주,2090,2WD
2906,벤츠,C-클래스,C220 d 4MATIC 쿠페,디젤,13968,2019,무사고,흰색,경기,4790,4WD
2912,벤츠,E-클래스,E220d 익스클루시브,디젤,55951,2017,무사고,흰색,서울,4580,2WD
2913,벤츠,E-클래스,E300 4MATIC 아방가르드,가솔린,78144,2017,무사고,흰색,서울,3780,4WD
2917,벤츠,E-클래스,GLE350 d 4MATIC,디젤,63975,2018,무사고,흰색,광주,5950,4WD
2921,벤츠,E-클래스,E400 4MATIC 익스클루시브,가솔린,17498,2018,무사고,흰색,경기,6480,4WD
2929,벤츠,B-클래스 W246,B200 CDI,디젤,48668,2014,무사고,흰색,경기,1690,2WD
2931,벤츠,E-클래스,GLE350 d 4MATIC 쿠페,디젤,45560,2017,무사고,흰색,경기,6680,4WD
2932,벤츠,E-클래스,E200 카브리올레,가솔린,52907,2017,무사고,흰색,인천,3490,2WD
2936,벤츠,E-클래스,E220d 익스클루시브,디젤,142783,2017,무사고,흰색,서울,3350,2WD
2948,벤츠,E-클래스,E300 4MATIC 익스클루시브,가솔린,64392,2018,무사고,흰색,경기,4830,4WD
2949,벤츠,E-클래스,E400 4MATIC 쿠페,가솔린,103778,2017,무사고,흰색,인천,4980,4WD
2954,벤츠,M-클래스,ML280 CDI,디젤,302665,2007,무사고,흰색,광주,1350,2WD
2955,벤츠,C-클래스,GLC350e 4MATIC AMG Line,가솔린+전기,60001,2019,무사고,흰색,경기,4990,4WD
2957,벤츠,E-클래스,E220d 익스클루시브,디젤,61443,2017,무사고,흰색,광주,4100,2WD
2967,벤츠,E-클래스,E220d 아방가르드,디젤,47302,2019,무사고,흰색,서울,4450,2WD
2968,벤츠,C-클래스,GLC220 d 4MATIC,디젤,72379,2017,무사고,흰색,경기,3950,4WD
2971,벤츠,E-클래스,E220 CDI 아방가르드,디젤,117395,2014,무사고,흰색,대구,1990,2WD
2979,벤츠,C-클래스,C200 쿠페,가솔린,104992,2017,무사고,흰색,대구,3580,2WD
2981,벤츠,M-클래스,ML350 블루텍 4MATIC,디젤,97301,2014,무사고,흰색,서울,3350,4WD
2982,벤츠,E-클래스,E220d 아방가르드 인텔리전트 드라이브,디젤,139052,2017,무사고,흰색,서울,3200,2WD
2984,벤츠,GLA-클래스,GLA45 AMG 4MATIC,가솔린,157142,2015,무사고,흰색,경기,1999,4WD
2985,벤츠,E-클래스,E300 4MATIC 익스클루시브,가솔린,36313,2018,무사고,흰색,경기,5499,4WD
2986,벤츠,GLA-클래스,GLA220,가솔린,123909,2018,무사고,흰색,대구,2490,2WD
2987,벤츠,B-클래스 W246,B200 CDI,디젤,48358,2015,무사고,흰색,경기,1720,2WD
2994,벤츠,E-클래스,E250 CDI 4MATIC,디젤,79953,2014,무사고,흰색,서울,2320,4WD
2997,벤츠,E-클래스,E220d 아방가르드,디젤,50242,2017,무사고,흰색,부산,3880,2WD
3001,벤츠,E-클래스,E220d 아방가르드,디젤,15451,2020,무사고,흰색,광주,5690,2WD
3010,벤츠,S-클래스,S63 AMG 4MATIC+,가솔린,44589,2018,무사고,흰색,경기,14200,4WD
3013,벤츠,C-클래스,GLC300 4MATIC,가솔린,21515,2019,무사고,흰색,경기,5779,4WD
3014,벤츠,C-클래스,GLC220 d 4MATIC 프리미엄,디젤,55105,2018,무사고,흰색,부산,4550,4WD
3017,벤츠,E-클래스,E300 4MATIC 아방가르드,가솔린,49610,2018,무사고,흰색,대구,4990,4WD
3020,벤츠,E-클래스,E220 CDI 아방가르드,디젤,122130,2016,무사고,흰색,부산,2280,2WD
3035,벤츠,E-클래스,E200 CGI,가솔린,136873,2012,무사고,흰색,경기,1290,2WD
3046,벤츠,E-클래스,E400 카브리올레,가솔린,84143,2015,무사고,흰색,부산,3770,2WD
3048,벤츠,E-클래스,E220d 익스클루시브,디젤,69297,2019,무사고,흰색,부산,4700,2WD
3049,벤츠,E-클래스,E200 카브리올레,가솔린,78759,2017,무사고,흰색,부산,3490,2WD
3053,벤츠,E-클래스,E220 CDI 아방가르드,디젤,105558,2014,무사고,흰색,대구,1940,2WD
3054,벤츠,C-클래스,SLC200,가솔린,79130,2018,무사고,흰색,대구,3890,2WD
3059,벤츠,C-클래스,C220 d 4MATIC 에스테이트,디젤,76675,2016,무사고,흰색,경기,2710,4WD
3062,벤츠,C-클래스,C220 d 아방가르드,디젤,63333,2017,무사고,흰색,경기,3160,2WD
3063,벤츠,A-클래스 W177,AMG A35 4MATIC 세단,가솔린,1001,2021,무사고,흰색,서울,4900,4WD
3069,벤츠,C-클래스,AMG GLC43 4MATIC,가솔린,50858,2018,무사고,흰색,서울,5620,4WD
3073,벤츠,C-클래스,C220 d 아방가르드,디젤,19923,2018,무사고,흰색,서울,3699,2WD
3078,벤츠,E-클래스,GLE450 4MATIC,가솔린,43540,2019,무사고,흰색,서울,8650,4WD
3079,벤츠,C-클래스,C220 d 아방가르드,디젤,58022,2018,무사고,흰색,경기,3650,2WD
3084,벤츠,LS,CLS400,가솔린,77571,2016,무사고,흰색,부산,4380,2WD
3086,벤츠,B-클래스 W246,B200 CDI 블루이피션시,디젤,112654,2013,무사고,흰색,서울,1020,2WD
3088,벤츠,LS,CLS250 d 4MATIC,디젤,82800,2016,무사고,흰색,서울,3299,4WD
3091,벤츠,M-클래스,ML250 블루텍 4MATIC,디젤,77263,2015,무사고,흰색,경기,3590,4WD
3092,벤츠,C-클래스,C200 CGI 아방가르드,가솔린,90352,2012,무사고,흰색,경기,1150,2WD
3093,벤츠,E-클래스,E220d 아방가르드,디젤,37451,2017,무사고,흰색,경기,4349,2WD
3094,벤츠,C-클래스,C200,가솔린,139433,2015,무사고,흰색,충남,2190,2WD
3095,벤츠,C-클래스,C200 카브리올레,가솔린,50413,2017,무사고,흰색,경기,4599,2WD
3097,벤츠,C-클래스,C220 d 아방가르드,디젤,77971,2016,무사고,흰색,경기,2740,2WD
3098,벤츠,CLA-클래스,CLA250 4MATIC AMG Line,가솔린,46781,2017,무사고,흰색,경기,3159,4WD
3111,벤츠,A-클래스 W176,A180 CDI 나이트,디젤,57637,2015,무사고,흰색,경기,1960,2WD
3113,벤츠,E-클래스,E300 아방가르드,가솔린,55879,2017,무사고,흰색,전북,4350,2WD
3114,벤츠,GLA-클래스,GLA220,가솔린,45470,2018,무사고,흰색,경기,2950,2WD
3121,벤츠,GT,4도어 43 4MATIC+,가솔린+전기,39502,2020,무사고,흰색,경기,11100,4WD
3122,벤츠,E-클래스,E220 CDI 아방가르드,디젤,131679,2015,무사고,흰색,서울,1980,2WD
3131,벤츠,C-클래스,C63 AMG 카브레올레,가솔린,37455,2018,무사고,흰색,경기,7599,2WD
3133,벤츠,C-클래스,C63 AMG,가솔린,53598,2017,무사고,흰색,경기,5499,2WD
3142,벤츠,E-클래스,E220 CDI 아방가르드,디젤,93551,2016,무사고,흰색,서울,2450,2WD
3145,벤츠,E-클래스,E220 CDI 아방가르드,디젤,67629,2014,무사고,흰색,서울,2570,2WD
3157,벤츠,C-클래스,C200,가솔린,46535,2017,무사고,흰색,서울,3000,2WD
3163,벤츠,E-클래스,E250 CDI 4MATIC,디젤,83577,2014,무사고,흰색,전북,2290,4WD
3165,벤츠,S-클래스,S600L,가솔린,108148,2010,무사고,흰색,부산,2550,2WD
3167,벤츠,CLA-클래스,CLA200 CDI,디젤,123341,2014,무사고,흰색,대구,1740,2WD
3174,벤츠,LS,CLS250 블루텍 4MATIC,디젤,75004,2015,무사고,흰색,경기,3690,4WD
3178,벤츠,LS,GLS400d 4MATIC,디젤,9855,2021,무사고,흰색,경기,14300,4WD
3179,벤츠,C-클래스,C220 d 아방가르드,디젤,32746,2018,무사고,흰색,경기,3520,2WD
3182,벤츠,E-클래스,E220d 익스클루시브,디젤,65877,2017,무사고,흰색,경기,4190,2WD
3186,벤츠,C-클래스,C250 블루텍 4MATIC,디젤,98124,2015,무사고,흰색,전북,2950,4WD
3190,벤츠,E-클래스,E220d 카브리올레,디젤,36242,2019,무사고,흰색,경기,6450,2WD
3191,벤츠,E-클래스,E300 4MATIC 아방가르드,가솔린,81673,2014,무사고,흰색,부산,2680,4WD
3199,벤츠,E-클래스,E250 CDI 4MATIC,디젤,175132,2014,무사고,흰색,대구,1799,4WD
3200,벤츠,C-클래스,C220 CDI 아방가르드,디젤,247558,2012,무사고,흰색,충남,750,2WD
3210,벤츠,E-클래스,E250 블루텍 4MATIC 아방가르드,디젤,101997,2016,무사고,흰색,부산,2470,4WD
3213,벤츠,C-클래스,C220 블루텍 아방가르드,디젤,131516,2015,무사고,흰색,경기,2200,2WD
3214,벤츠,CLA-클래스,CLA250 4MATIC,가솔린,38668,2018,무사고,흰색,경기,3250,4WD
3221,벤츠,E-클래스,E220 블루텍 아방가르드,디젤,108407,2016,무사고,흰색,경기,2299,2WD
3224,벤츠,C-클래스,C220 d 4MATIC AMG Line,디젤,42916,2019,무사고,흰색,경기,4009,4WD
3226,벤츠,CLA-클래스,CLA45 AMG 4MATIC,가솔린,115783,2015,무사고,흰색,경기,2649,4WD
3231,벤츠,C-클래스,AMG GLC43 4MATIC,가솔린,23785,2019,무사고,흰색,경기,6780,4WD
3234,벤츠,E-클래스,E200 카브리올레,가솔린,64021,2016,무사고,흰색,경기,3490,2WD
3238,벤츠,C-클래스,C200 d,디젤,92561,2017,무사고,흰색,경기,2400,2WD
3239,벤츠,A-클래스 W176,A45 AMG 4MATIC,가솔린,80929,2017,무사고,흰색,서울,2960,4WD
3240,벤츠,C-클래스,C220 d 아방가르드,디젤,29905,2017,무사고,흰색,서울,3499,2WD
3246,벤츠,C-클래스,GLC300 4MATIC,가솔린,32386,2019,무사고,흰색,경기,5690,4WD
3247,벤츠,C-클래스,GLC300 4MATIC,가솔린,32386,2019,무사고,흰색,경기,5690,4WD
3248,벤츠,E-클래스,E220d 4MATIC 익스클루시브,디젤,26084,2019,무사고,흰색,광주,5030,4WD
3249,벤츠,E-클래스,E300 엘레강스,가솔린,85011,2014,무사고,흰색,경기,2450,2WD
3253,벤츠,CLA-클래스,CLA45 AMG 4MATIC,가솔린,36695,2018,무사고,흰색,경기,4100,4WD
3256,벤츠,LS,CLS250 d 4MATIC,디젤,109603,2016,무사고,흰색,경기,3270,4WD
3261,벤츠,C-클래스,C63 AMG,가솔린,67461,2017,무사고,흰색,경기,5370,2WD
3265,벤츠,E-클래스,E220 CDI 아방가르드,디젤,144730,2011,무사고,흰색,경기,1050,2WD
3266,벤츠,LS,CLS350 블루이피션시,가솔린,193885,2012,무사고,흰색,경기,1670,2WD
3268,벤츠,E-클래스,E250 CDI 4MATIC,디젤,174952,2014,무사고,흰색,울산,1649,4WD
3269,벤츠,E-클래스,E300 4MATIC 아방가르드,가솔린,31203,2018,무사고,흰색,울산,2674,4WD
3270,벤츠,S-클래스,S350 d 4MATIC,디젤,121859,2017,무사고,흰색,울산,6850,4WD
3281,벤츠,B-클래스 W246,B200 CDI 블루이피션시 스포츠팩,디젤,101597,2013,무사고,흰색,서울,1200,2WD
3283,벤츠,E-클래스,E220d 익스클루시브,디젤,83973,2017,무사고,흰색,경기,3990,2WD
3284,벤츠,GLA-클래스,GLA45 AMG 4MATIC,가솔린,88267,2016,무사고,흰색,경기,2990,4WD
3296,벤츠,C-클래스,GLC300 4MATIC 쿠페,가솔린,28443,2019,무사고,흰색,전북,5790,4WD
3299,벤츠,E-클래스,E220d 쿠페,디젤,28629,2018,무사고,흰색,경기,5749,2WD
3300,벤츠,M-클래스,ML350 블루텍 4MATIC,디젤,143139,2012,무사고,흰색,충남,2650,4WD
3301,벤츠,E-클래스,E200 아방가르드,가솔린,54243,2017,무사고,흰색,인천,4055,2WD
3302,벤츠,E-클래스,E400 4MATIC 익스클루시브,가솔린,46602,2017,무사고,흰색,서울,5790,4WD
3306,벤츠,C-클래스,GLC300 4MATIC 쿠페,가솔린,14246,2019,무사고,흰색,서울,6050,4WD
3307,벤츠,A-클래스 W176,A180 CDI 스타일,디젤,82637,2015,무사고,흰색,경기,1550,2WD
3310,벤츠,C-클래스,GLC300 4MATIC AMG Line 쿠페,가솔린,38272,2019,무사고,흰색,경기,5999,4WD
3311,벤츠,A-클래스 W177,A220 세단,가솔린,5343,2020,무사고,흰색,경기,3750,2WD
3317,벤츠,CLA-클래스,CLA250 4MATIC,가솔린,12877,2020,무사고,흰색,대구,94,4WD
3320,벤츠,E-클래스,GLE350 d 4MATIC,디젤,78967,2017,무사고,흰색,경기,5600,4WD
3324,벤츠,C-클래스,GLC350e 4MATIC 프리미엄,가솔린+전기,34630,2019,무사고,흰색,경기,5250,4WD
3330,벤츠,E-클래스,AMG GLE63 S 4MATIC 쿠페,가솔린,22474,2018,무사고,흰색,서울,9090,4WD
3333,벤츠,B-클래스 W245,B200,가솔린,181125,2008,무사고,흰색,인천,450,2WD
3335,벤츠,C-클래스,AMG GLC43 4MATIC 쿠페,가솔린,68686,2018,무사고,흰색,경기,5690,4WD
3352,벤츠,C-클래스,C200 d,디젤,25740,2017,무사고,흰색,광주,3270,2WD
3375,벤츠,CLA-클래스,CLA250 4MATIC AMG Line,가솔린,67443,2018,무사고,흰색,경기,2950,4WD
3383,벤츠,C-클래스,C220 CDI 아방가르드,디젤,119719,2013,무사고,흰색,서울,1190,2WD
3386,벤츠,C-클래스,C200K,가솔린,54126,2010,무사고,흰색,경기,890,2WD
3388,벤츠,C-클래스,GLC300e 4MATIC 쿠페,가솔린+전기,5236,2021,무사고,흰색,경기,7190,4WD
3390,벤츠,E-클래스,E220d 4MATIC AMG Line,디젤,5895,2021,무사고,흰색,경기,7180,4WD
3392,벤츠,C-클래스,C250 아방가르드,가솔린,133329,2010,무사고,흰색,부산,850,2WD
3396,벤츠,E-클래스,E63 AMG,가솔린,100030,2010,무사고,흰색,대구,2390,2WD
3399,벤츠,A-클래스 W176,A45 AMG 4MATIC,가솔린,58891,2018,무사고,흰색,대구,3450,4WD
3407,벤츠,C-클래스,C63 S AMG 쿠페,가솔린,48370,2017,무사고,흰색,경기,7250,2WD
3408,벤츠,SLK-클래스,200 블루이피션시,가솔린,66065,2016,무사고,흰색,서울,3350,2WD
3410,벤츠,C-클래스,C250 d 4MATIC,디젤,94091,2017,무사고,흰색,경기,2950,4WD
3411,벤츠,LS,CLS250 d 4MATIC,디젤,111638,2016,무사고,흰색,경기,3240,4WD
3412,벤츠,57,CLS450 4MATIC AMG Line,가솔린,8282,2019,무사고,흰색,서울,8690,4WD
3418,벤츠,S-클래스,S560eL,가솔린+전기,5254,2020,무사고,흰색,대구,14590,2WD
3422,벤츠,LS,CLS63 AMG 4MATIC,가솔린,78254,2016,무사고,흰색,경기,6150,4WD
3427,벤츠,E-클래스,GLE400d 4MATIC 쿠페,디젤,1761,2021,무사고,흰색,서울,11800,4WD
3430,벤츠,E-클래스,E400 카브리올레,가솔린,92182,2016,무사고,흰색,경기,3700,2WD
3432,벤츠,CLA-클래스,CLA45 AMG 4MATIC,가솔린,65682,2016,무사고,흰색,경기,3320,4WD
3438,벤츠,E-클래스,E300 아방가르드,가솔린,83611,2017,무사고,흰색,경기,4050,2WD
3457,벤츠,E-클래스,E220 CDI 아방가르드,디젤,150403,2014,무사고,흰색,경기,1720,2WD
3458,벤츠,A-클래스 W177,AMG A35 4MATIC 세단,가솔린,7762,2021,무사고,흰색,서울,4999,4WD
3474,벤츠,B-클래스 W246,B200 CDI 블루이피션시 스포츠팩,디젤,90145,2013,무사고,흰색,부산,1390,2WD
3477,벤츠,GLK-클래스,GLK220 CDI,디젤,197989,2013,무사고,흰색,경기,1530,2WD
3478,벤츠,E-클래스,E220d 카브리올레,디젤,33002,2019,무사고,흰색,경기,6800,2WD
3485,벤츠,E-클래스,E220d 쿠페,디젤,65397,2019,무사고,흰색,경기,5460,2WD
3486,벤츠,E-클래스,E220d 쿠페,디젤,77184,2017,무사고,흰색,서울,4700,2WD
3490,벤츠,E-클래스,E300 엘레강스,가솔린,131133,2011,무사고,흰색,대구,1130,2WD
3494,벤츠,E-클래스,E200 쿠페,가솔린,44487,2016,무사고,흰색,경기,2920,2WD
3495,벤츠,S-클래스,S450L 4MATIC,가솔린,31858,2018,무사고,흰색,광주,10700,4WD
3497,벤츠,E-클래스,E300 엘레강스,가솔린,135243,2010,무사고,흰색,광주,1170,2WD
3501,벤츠,M-클래스,ML350 블루텍 4MATIC,디젤,80017,2014,무사고,흰색,서울,3599,4WD
3503,벤츠,CLA-클래스,CLA200 d,디젤,158125,2016,무사고,흰색,대구,1910,2WD
3509,벤츠,CLA-클래스,CLA45 AMG 4MATIC,가솔린,37735,2016,무사고,흰색,서울,3579,4WD
3511,벤츠,C-클래스,C200 d,디젤,103871,2017,무사고,흰색,광주,2350,2WD
3517,벤츠,GLA-클래스,GLA220 프리미엄,가솔린,9772,2019,무사고,흰색,서울,3900,2WD
3522,벤츠,E-클래스,E220d 4MATIC 익스클루시브,디젤,43642,2017,무사고,흰색,서울,4750,4WD
3523,벤츠,C-클래스,C200 아방가르드,가솔린,46088,2016,무사고,흰색,경기,3150,2WD
3525,벤츠,E-클래스,E350 4MATIC AMG Line,가솔린+전기,3717,2021,무사고,흰색,경기,7760,4WD
3529,벤츠,E-클래스,E400 4MATIC 쿠페,가솔린,22969,2018,무사고,흰색,경기,6650,4WD
3530,벤츠,S-클래스,S63 AMG 4MATIC,가솔린,66005,2017,무사고,흰색,경기,10200,4WD
3531,벤츠,SLK-클래스,200 블루이피션시,가솔린,127943,2012,무사고,흰색,서울,2005,2WD
3532,벤츠,E-클래스,E220d 카브리올레,디젤,31998,2018,무사고,흰색,경기,6250,2WD
3533,벤츠,E-클래스,E220 CDI 아방가르드,디젤,91334,2015,무사고,흰색,경기,2470,2WD
3541,벤츠,CLA-클래스,CLA220 AMG Line,가솔린,30318,2018,무사고,흰색,서울,3120,2WD
3545,벤츠,A-클래스 W176,A45 AMG 4MATIC,가솔린,53396,2015,무사고,흰색,경기,2950,4WD
3546,벤츠,E-클래스,E300 아방가르드,가솔린,43412,2019,무사고,흰색,경기,4950,2WD
3547,벤츠,CLA-클래스,CLA200 CDI 4MATIC,디젤,78309,2015,무사고,흰색,인천,9999,4WD
3553,벤츠,C-클래스,GLC250 d 4MATIC 쿠페,디젤,60736,2018,무사고,흰색,서울,4890,4WD
3560,벤츠,57,CLS300d AMG Line,디젤,21871,2020,무사고,흰색,경기,7790,2WD
3562,벤츠,CLA-클래스,CLA220 AMG Line,가솔린,91591,2018,무사고,흰색,경기,2690,2WD
3569,벤츠,E-클래스,GLE250 d 4MATIC,디젤,53458,2016,무사고,흰색,경기,4700,4WD
3571,벤츠,LS,CLS250 d 4MATIC AMG Line,디젤,62495,2017,무사고,흰색,경기,4290,4WD
3572,벤츠,C-클래스,AMG GLC43 4MATIC 쿠페,가솔린,52152,2017,무사고,흰색,경기,6000,4WD
3581,벤츠,CLA-클래스,CLA200 CDI,디젤,157431,2014,무사고,흰색,경기,1780,2WD
3583,벤츠,E-클래스,E350 쿠페,가솔린,92040,2011,무사고,흰색,경기,1640,2WD
3586,벤츠,57,CLS300d AMG Line,디젤,57804,2019,무사고,흰색,서울,6780,2WD
3587,벤츠,E-클래스,E300 4MATIC 아방가르드,가솔린,43925,2016,무사고,흰색,서울,3090,4WD
3588,벤츠,C-클래스,C220 d 4MATIC 익스클루시브,디젤,24955,2019,무사고,흰색,경기,4350,4WD
