,brand,name,type,km,year,accident,color,location,price,wd,trim
2016,현대,아반떼,가솔린,104405,2014,무사고,검정색,경기,799,2WD,1.0
2018,현대,제네시스,가솔린,53854,2016,무사고,검정색,부산,2470,2WD,1.0
2020,현대,그랜저,가솔린,180795,2017,무사고,검정색,대구,1230,2WD,3.0
2021,현대,크루즈,디젤,188094,2015,무사고,검정색,경기,1590,4WD,3.0
2022,현대,그랜저,가솔린,153436,2007,무사고,검정색,대구,350,2WD,1.0
2023,현대,그랜저,가솔린,62671,2017,무사고,검정색,대구,1620,2WD,1.0
2024,현대,아슬란,가솔린,104578,2015,무사고,검정색,부산,1399,2WD,2.0
2026,현대,그랜저,LPG,162642,2015,무사고,검정색,경기,990,2WD,1.0
2027,현대,쏘나타,가솔린,84858,2018,무사고,검정색,대구,1655,2WD,1.0
2031,현대,제네시스,가솔린,233214,2012,무사고,검정색,경기,760,2WD,2.0
2032,현대,그랜저,가솔린,21236,2019,무사고,검정색,충남,2670,2WD,2.0
2033,현대,아슬란,가솔린,82029,2017,무사고,검정색,경기,2000,2WD,1.0
2034,현대,제네시스,가솔린,248288,2010,무사고,검정색,경기,590,2WD,2.0
2035,현대,그랜저,가솔린,51634,2010,무사고,검정색,경기,710,2WD,1.0
2037,현대,그랜저,가솔린,121643,2014,무사고,검정색,부산,1120,2WD,2.0
2038,현대,제네시스,가솔린,134863,2015,무사고,검정색,충남,1690,AWD,1.0
2039,현대,그랜저,가솔린,60277,2018,무사고,검정색,경기,2150,2WD,2.0
2040,현대,그랜저,가솔린,77664,2018,무사고,검정색,경기,2300,2WD,3.0
2041,현대,그랜저,가솔린,59480,2017,무사고,검정색,경기,2100,2WD,3.0
2042,현대,아반떼,LPG,99898,2018,무사고,검정색,경기,999,2WD,1.0
2043,현대,그랜저,가솔린,59166,2017,무사고,검정색,경기,2080,2WD,2.0
2044,현대,그랜저,가솔린,32653,2018,무사고,검정색,경기,2650,2WD,3.0
2045,현대,그랜저,가솔린,68918,2018,무사고,검정색,경기,2060,2WD,2.0
2046,현대,그랜저,가솔린,80973,2018,무사고,검정색,경기,1870,2WD,1.0
2047,현대,그랜저,가솔린,81377,2018,무사고,검정색,경기,1800,2WD,1.0
2048,현대,그랜저,가솔린,81050,2018,무사고,검정색,경기,2190,2WD,3.0
2050,현대,쏘나타,가솔린,134810,2019,무사고,검정색,경기,1290,2WD,1.0
2052,현대,쏘나타,가솔린,78902,2019,무사고,검정색,경기,1650,2WD,1.0
2053,현대,제네시스,가솔린,78142,2016,무사고,검정색,경기,2250,2WD,1.0
2058,현대,아슬란,가솔린,159389,2016,무사고,검정색,경기,1470,2WD,1.0
2061,현대,그랜저,가솔린,108085,2014,무사고,검정색,대구,1190,2WD,3.0
2064,현대,쏘나타,LPG,74723,2019,무사고,검정색,경기,1570,2WD,1.0
2065,현대,그랜저,가솔린,98141,2009,무사고,검정색,경기,500,2WD,2.0
2066,현대,제네시스,가솔린,168078,2012,무사고,검정색,충남,919,2WD,2.0
2068,현대,쏘나타,가솔린,84201,2019,무사고,검정색,경기,1640,2WD,1.0
2072,현대,제네시스,가솔린,239095,2015,무사고,검정색,서울,1449,AWD,2.0
2074,현대,제네시스,가솔린,134014,2012,무사고,검정색,경기,1080,2WD,2.0
2077,현대,그랜저,가솔린,135910,2015,무사고,검정색,경기,1450,2WD,3.0
2078,현대,그랜저,하이브리드,38002,2019,무사고,검정색,경기,3250,2WD,3.0
2079,현대,그랜저,가솔린,89964,2019,무사고,검정색,충북,2200,2WD,2.0
2080,현대,엑센트,디젤,145148,2014,무사고,검정색,부산,599,2WD,2.0
2083,현대,그랜저,가솔린,72713,2018,무사고,검정색,부산,1950,2WD,1.0
2084,현대,쏘나타,가솔린,65645,2019,무사고,검정색,부산,1799,2WD,1.0
2085,현대,그랜저,가솔린,111297,2019,무사고,검정색,경기,2090,2WD,3.0
2087,현대,그랜저,가솔린,23373,2018,무사고,검정색,경기,2500,2WD,2.0
2088,현대,그랜저,LPG,88772,2018,무사고,검정색,경기,1749,2WD,1.0
2089,현대,제네시스,가솔린,180525,2015,무사고,검정색,경기,1660,AWD,2.0
2090,현대,그랜저,가솔린,156073,2015,무사고,검정색,경기,1030,2WD,2.0
2091,현대,그랜저,LPG,152421,2015,무사고,검정색,경기,1230,2WD,3.0
2094,현대,그랜저,가솔린,81947,2006,무사고,검정색,경기,390,2WD,3.0
2096,현대,제네시스,가솔린,203436,2015,무사고,검정색,경기,1870,AWD,4.0
2098,현대,그랜저,가솔린,52861,2006,무사고,검정색,부산,370,2WD,1.0
2099,현대,그랜저,가솔린,42716,2019,무사고,검정색,서울,2490,2WD,2.0
2100,현대,그랜저,가솔린,29185,2019,무사고,검정색,경기,2999,2WD,3.0
2101,현대,제네시스,가솔린,82542,2016,무사고,검정색,서울,2590,AWD,2.0
2102,현대,그랜저,하이브리드,6889,2021,무사고,검정색,부산,4140,2WD,3.0
2104,현대,그랜저,하이브리드,199526,2014,무사고,검정색,경기,930,2WD,2.0
2106,현대,아슬란,가솔린,48445,2016,무사고,검정색,충남,1800,2WD,1.0
2109,현대,쏘나타,가솔린,48118,2019,무사고,검정색,부산,1850,2WD,1.0
2110,현대,그랜저,가솔린,66569,2018,무사고,검정색,부산,2090,2WD,2.0
2115,현대,제네시스,가솔린,117392,2016,무사고,검정색,서울,1950,AWD,1.0
2116,현대,아슬란,가솔린,30082,2015,무사고,검정색,경기,1790,2WD,1.0
2117,현대,그랜저,가솔린,76088,2014,무사고,검정색,경기,1580,2WD,3.0
2119,현대,그랜저,가솔린,221281,2015,무사고,검정색,경기,769,2WD,1.0
2120,현대,쏘나타,가솔린,98814,2019,무사고,검정색,대구,1679,2WD,2.0
2121,현대,그랜저,가솔린,244048,2014,무사고,검정색,부산,780,2WD,2.0
2122,현대,쏘나타,LPG,74306,2017,무사고,검정색,경기,1090,2WD,1.0
2124,현대,그랜저,가솔린,89411,2012,무사고,검정색,부산,1090,2WD,2.0
2127,현대,그랜저,가솔린,55898,2018,무사고,검정색,부산,2230,2WD,2.0
2128,현대,그랜저,가솔린,165274,2011,무사고,검정색,부산,790,2WD,2.0
2129,현대,제네시스,가솔린,191206,2012,무사고,검정색,경기,800,2WD,2.0
2131,현대,그랜저,LPG,46525,2019,무사고,검정색,경기,2150,2WD,1.0
2132,현대,그랜저,디젤,76417,2018,무사고,검정색,경기,2200,2WD,2.0
2133,현대,그랜저,LPG,68799,2019,무사고,검정색,경기,2120,2WD,1.0
2134,현대,그랜저,LPG,156709,2019,무사고,검정색,경기,1700,2WD,1.0
2135,현대,그랜저,가솔린,46914,2018,무사고,검정색,경기,2620,2WD,2.0
2137,현대,그랜저,LPG,134787,2017,무사고,검정색,경기,1280,2WD,1.0
2138,현대,그랜저,LPG,280582,2011,무사고,검정색,대구,599,2WD,4.0
2139,현대,제네시스,가솔린,106120,2012,무사고,검정색,대구,1090,2WD,2.0
2143,현대,그랜저,하이브리드,54230,2018,무사고,검정색,서울,2420,2WD,2.0
2144,현대,그랜저,가솔린,29264,2019,무사고,검정색,대전,2640,2WD,2.0
2149,현대,그랜저,LPG,93472,2011,무사고,검정색,울산,1160,2WD,4.0
2150,현대,그랜저,LPG,47866,2019,무사고,검정색,경기,2180,2WD,1.0
2152,현대,그랜저,가솔린,60139,2018,무사고,검정색,부산,2680,2WD,3.0
2153,현대,그랜저,하이브리드,63964,2018,무사고,검정색,경기,2670,2WD,3.0
2156,현대,제네시스,가솔린,92973,2009,무사고,검정색,경기,680,2WD,2.0
2157,현대,제네시스,가솔린,77818,2014,무사고,검정색,경기,2190,2WD,2.0
2159,현대,그랜저,가솔린,90186,2017,무사고,검정색,경기,1720,2WD,1.0
2160,현대,싼타페,디젤,111086,2015,무사고,검정색,대구,1469,2WD,3.0
2162,현대,아슬란,가솔린,64786,2016,무사고,검정색,부산,1890,2WD,2.0
2163,현대,그랜저,가솔린,74022,2017,무사고,검정색,부산,2120,2WD,2.0
2164,현대,쏘나타,가솔린,143216,2014,무사고,검정색,부산,600,2WD,1.0
2166,현대,그랜저,가솔린,104316,2011,무사고,검정색,울산,890,2WD,4.0
2167,현대,그랜저,가솔린,51479,2017,무사고,검정색,울산,2220,2WD,3.0
2168,현대,제네시스,가솔린,66174,2016,무사고,검정색,울산,2450,2WD,2.0
2169,현대,제네시스,가솔린,161833,2010,무사고,검정색,부산,760,2WD,2.0
2173,현대,그랜저,가솔린,54797,2017,무사고,검정색,부산,1870,2WD,1.0
2174,현대,그랜저,LPG,136478,2014,무사고,검정색,경기,1090,2WD,1.0
2175,현대,그랜저,가솔린,29276,2018,무사고,검정색,울산,2690,2WD,3.0
2177,현대,그랜저,가솔린,40053,2018,무사고,검정색,충남,2290,2WD,1.0
2179,현대,제네시스,가솔린,152754,2016,무사고,검정색,경기,2250,AWD,2.0
2180,현대,그랜저,디젤,146215,2016,무사고,검정색,경기,1140,2WD,1.0
2181,현대,그랜저,LPG,70637,2017,무사고,검정색,경기,1990,2WD,1.0
2182,현대,그랜저,가솔린,47087,2016,무사고,검정색,부산,1630,2WD,1.0
2183,현대,쏘나타,LPG,106943,2018,무사고,검정색,경기,1450,2WD,2.0
2184,현대,제네시스,가솔린,79308,2016,무사고,검정색,경기,2090,AWD,1.0
2185,현대,제네시스,가솔린,79322,2015,무사고,검정색,경기,2299,AWD,2.0
2186,현대,그랜저,LPG,176681,2014,무사고,검정색,경기,1150,2WD,2.0
2187,현대,그랜저,가솔린,212897,2011,무사고,검정색,충북,650,2WD,2.0
2189,현대,제네시스,가솔린,107195,2011,무사고,검정색,충남,999,2WD,2.0
2191,현대,제네시스,가솔린,132695,2016,무사고,검정색,경기,1750,2WD,1.0
2198,현대,그랜저,가솔린,42974,2018,무사고,검정색,경기,2260,2WD,1.0
2199,현대,제네시스,가솔린,127731,2015,무사고,검정색,경기,2120,2WD,2.0
2200,현대,쏘나타,LPG,142417,2018,무사고,검정색,경기,1050,2WD,1.0
2201,현대,제네시스,가솔린,117034,2016,무사고,검정색,경기,2299,AWD,2.0
2202,현대,쏘나타,디젤,71795,2016,무사고,검정색,울산,1210,2WD,1.0
2203,현대,그랜저,디젤,122882,2018,무사고,검정색,울산,1690,2WD,1.0
2205,현대,싼타페,디젤,140580,2014,무사고,검정색,경기,1420,4WD,2.0
2206,현대,그랜저,디젤,100408,2019,무사고,검정색,대구,1950,2WD,1.0
2208,현대,제네시스,가솔린,141110,2016,무사고,검정색,경기,1680,2WD,1.0
2209,현대,쏘나타,가솔린,80919,2018,무사고,검정색,부산,1690,2WD,1.0
2211,현대,제네시스,가솔린,114748,2016,무사고,검정색,대구,1970,AWD,1.0
2213,현대,제네시스,가솔린,117421,2012,무사고,검정색,경기,1220,2WD,2.0
2215,현대,그랜저,하이브리드,39248,2016,무사고,검정색,경기,2000,2WD,2.0
2217,현대,그랜저,가솔린,81033,2015,무사고,검정색,경기,1280,2WD,1.0
2218,현대,그랜저,가솔린,162341,2012,무사고,검정색,부산,890,2WD,2.0
2219,현대,그랜저,가솔린,243716,2011,무사고,검정색,부산,590,2WD,2.0
2220,현대,그랜저,가솔린,212283,2012,무사고,검정색,충북,690,2WD,2.0
2221,현대,그랜저,하이브리드,70314,2018,무사고,검정색,경기,2430,2WD,2.0
2222,현대,그랜저,LPG,31952,2018,무사고,검정색,부산,2200,2WD,1.0
2226,현대,그랜저,LPG,80536,2018,무사고,검정색,경기,2220,2WD,3.0
2227,현대,그랜저,가솔린,126719,2012,무사고,검정색,충남,1080,2WD,3.0
2229,현대,싼타페,디젤,163159,2014,무사고,검정색,충북,1290,4WD,2.0
2230,현대,그랜저,가솔린,175258,2009,무사고,검정색,대구,289,2WD,2.0
2233,현대,그랜저,가솔린,70888,2017,무사고,검정색,부산,2490,2WD,3.0
2234,현대,제네시스,가솔린,25327,2016,무사고,검정색,부산,3050,AWD,4.0
2236,현대,제네시스,가솔린,110417,2016,무사고,검정색,경기,2590,AWD,2.0
2238,현대,제네시스,가솔린,113037,2014,무사고,검정색,부산,2030,2WD,2.0
2239,현대,쏘나타,가솔린,45501,2018,무사고,검정색,서울,1580,2WD,1.0
2241,현대,그랜저,가솔린,71692,2016,무사고,검정색,경기,1480,2WD,1.0
2242,현대,쏘나타,가솔린,19232,2018,무사고,검정색,경기,1850,2WD,1.0
2243,현대,그랜저,LPG,106090,2014,무사고,검정색,경기,1320,2WD,2.0
2244,현대,그랜저,하이브리드,82278,2016,무사고,검정색,경기,1650,2WD,2.0
2245,현대,그랜저,가솔린,79260,2018,무사고,검정색,경기,2350,2WD,2.0
2246,현대,그랜저,가솔린,37997,2018,무사고,검정색,경기,2470,2WD,2.0
2247,현대,그랜저,가솔린,46410,2018,무사고,검정색,경기,2650,2WD,3.0
2248,현대,그랜저,가솔린,114961,2018,무사고,검정색,경기,1710,2WD,1.0
2249,현대,쏘나타,가솔린,85401,2018,무사고,검정색,경기,1470,2WD,1.0
2251,현대,그랜저,가솔린,70104,2015,무사고,검정색,부산,1440,2WD,1.0
2254,현대,제네시스,가솔린,69336,2015,무사고,검정색,경기,2810,AWD,2.0
2257,현대,그랜저,가솔린,150287,2013,무사고,검정색,대구,1030,2WD,2.0
2258,현대,i3,가솔린,101531,2009,무사고,검정색,부산,499,2WD,3.0
2259,현대,그랜저,가솔린,96211,2014,무사고,검정색,부산,1320,2WD,1.0
2261,현대,그랜저,LPG,70514,2018,무사고,검정색,대구,2080,2WD,1.0
2262,현대,그랜저,가솔린,54514,2018,무사고,검정색,경기,1999,2WD,2.0
2264,현대,그랜저,가솔린,119093,2010,무사고,검정색,울산,440,2WD,3.0
2266,현대,그랜저,가솔린,95068,2018,무사고,검정색,경기,1659,2WD,1.0
2268,현대,그랜저,가솔린,90940,2011,무사고,검정색,경기,960,2WD,2.0
2270,현대,그랜저,디젤,62370,2016,무사고,검정색,경기,1715,2WD,2.0
2271,현대,그랜저,가솔린,46169,2019,무사고,검정색,서울,2250,2WD,1.0
2272,현대,그랜저,가솔린,142570,2014,무사고,검정색,경기,990,2WD,3.0
2275,현대,그랜저,가솔린,106691,2009,무사고,검정색,경기,400,2WD,2.0
2276,현대,그랜저,가솔린,117347,2018,무사고,검정색,부산,1980,2WD,3.0
2277,현대,쏘나타,LPG,80498,2016,무사고,검정색,광주,1120,2WD,1.0
2278,현대,그랜저,LPG,187910,2018,무사고,검정색,부산,1460,2WD,1.0
2279,현대,제네시스,가솔린,108729,2016,무사고,검정색,부산,2190,2WD,1.0
2281,현대,쏘나타,가솔린,67541,2019,무사고,검정색,경기,1750,2WD,1.0
2282,현대,그랜저,가솔린,43947,2019,무사고,검정색,경기,2810,2WD,3.0
2283,현대,그랜저,가솔린,52615,2018,무사고,검정색,경기,2020,2WD,2.0
2286,현대,그랜저,가솔린,36696,2018,무사고,검정색,경기,2320,2WD,3.0
2287,현대,그랜저,가솔린,169000,2012,무사고,검정색,경기,720,2WD,4.0
2289,현대,그랜저,LPG,130329,2011,무사고,검정색,부산,990,2WD,4.0
2291,현대,제네시스,가솔린,73964,2015,무사고,검정색,경기,2250,2WD,1.0
2292,현대,그랜저,가솔린,97499,2016,무사고,검정색,대구,1520,2WD,3.0
2293,현대,제네시스,가솔린,69515,2014,무사고,검정색,대구,2220,2WD,2.0
2295,현대,제네시스,가솔린,157072,2015,무사고,검정색,경기,1750,2WD,2.0
2296,현대,그랜저,가솔린,161877,2010,무사고,검정색,경기,450,2WD,1.0
2297,현대,제네시스,가솔린,208241,2011,무사고,검정색,경기,650,2WD,2.0
2299,현대,그랜저,하이브리드,126526,2015,무사고,검정색,대구,1280,2WD,2.0
2303,현대,제네시스,가솔린,65557,2016,무사고,검정색,서울,2390,2WD,2.0
2305,현대,제네시스,가솔린,254744,2010,무사고,검정색,부산,530,2WD,2.0
2306,현대,그랜저,가솔린,71344,2018,무사고,검정색,부산,2150,2WD,3.0
2308,현대,그랜저,하이브리드,145119,2015,무사고,검정색,부산,1370,2WD,2.0
2309,현대,i3,가솔린,147604,2008,무사고,검정색,부산,320,2WD,3.0
2310,현대,쏘나타,가솔린,101236,2015,무사고,검정색,경기,1200,2WD,1.0
2313,현대,그랜저,가솔린,90215,2016,무사고,검정색,경기,1729,2WD,3.0
2315,현대,그랜저,가솔린,123332,2014,무사고,검정색,서울,1120,2WD,3.0
2317,현대,쏘나타,LPG,72711,2014,무사고,검정색,경기,959,2WD,1.0
2319,현대,그랜저,가솔린,96351,2018,무사고,검정색,경기,1999,2WD,2.0
2322,현대,그랜저,가솔린,150000,2015,무사고,검정색,경기,940,2WD,1.0
2323,현대,쏘나타,가솔린,55636,2019,무사고,검정색,경기,1790,2WD,1.0
2326,현대,그랜저,하이브리드,104316,2015,무사고,검정색,경기,1550,2WD,2.0
2327,현대,쏘나타,하이브리드,9273,2021,무사고,검정색,경기,2910,2WD,2.0
2331,현대,그랜저,가솔린,51716,2018,무사고,검정색,서울,2150,2WD,1.0
2332,현대,쏘나타,가솔린,32164,2015,무사고,검정색,경기,1240,2WD,1.0
2333,현대,쏘나타,가솔린,84593,2010,무사고,검정색,경기,630,2WD,4.0
2334,현대,아슬란,가솔린,75319,2015,무사고,검정색,경기,1850,2WD,2.0
2335,현대,그랜저,가솔린,123672,2015,무사고,검정색,경기,1270,2WD,2.0
2337,현대,제네시스,가솔린,132571,2016,무사고,검정색,경기,1990,AWD,1.0
2339,현대,그랜저,가솔린,55459,2018,무사고,검정색,경기,2550,2WD,3.0
2340,현대,제네시스,가솔린,124372,2014,무사고,검정색,대구,1450,2WD,4.0
2342,현대,그랜저,가솔린,78426,2017,무사고,검정색,경기,2170,2WD,3.0
2344,현대,그랜저,가솔린,206425,2011,무사고,검정색,서울,670,2WD,4.0
2346,현대,그랜저,가솔린,39170,2016,무사고,검정색,대구,1550,2WD,1.0
2347,현대,쏘나타,LPG,36044,2017,무사고,검정색,대구,1490,2WD,1.0
2348,현대,그랜저,가솔린,40274,2019,무사고,검정색,부산,2150,2WD,1.0
2349,현대,그랜저,가솔린,41983,2017,무사고,검정색,부산,2320,2WD,2.0
2350,현대,제네시스,가솔린,118480,2016,무사고,검정색,경기,1950,AWD,1.0
2351,현대,쏘나타,가솔린,109554,2007,무사고,검정색,경기,390,2WD,2.0
2354,현대,제네시스,가솔린,93706,2015,무사고,검정색,경기,1800,AWD,2.0
2355,현대,쏘나타,LPG,166821,2011,무사고,검정색,충북,620,2WD,3.0
2357,현대,그랜저,가솔린,27393,2018,무사고,검정색,경기,2699,2WD,3.0
2358,현대,쏘나타,가솔린,124861,2016,무사고,검정색,부산,1159,2WD,1.0
2359,현대,제네시스,가솔린,76907,2016,무사고,검정색,충북,2290,AWD,1.0
2361,현대,제네시스,가솔린,121856,2015,무사고,검정색,경기,1760,2WD,1.0
2362,현대,그랜저,가솔린,174860,2007,무사고,검정색,부산,240,2WD,1.0
2363,현대,그랜저,가솔린,25983,2019,무사고,검정색,경기,2650,2WD,2.0
2364,현대,싼타페,디젤,104634,2013,무사고,검정색,울산,1440,2WD,2.0
2365,현대,제네시스,가솔린,210957,2008,무사고,검정색,경기,500,2WD,2.0
2366,현대,그랜저,LPG,98250,2018,무사고,검정색,경기,1779,2WD,1.0
2367,현대,그랜저,LPG,96624,2018,무사고,검정색,경기,1779,2WD,1.0
2369,현대,크루즈,디젤,89379,2015,무사고,검정색,서울,1950,4WD,3.0
2370,현대,쏘나타,하이브리드,68645,2018,무사고,검정색,부산,2160,2WD,2.0
2371,현대,쏘나타,하이브리드,65943,2018,무사고,검정색,부산,2170,2WD,2.0
2372,현대,쏘나타,가솔린,95271,2019,무사고,검정색,부산,1680,2WD,1.0
2373,현대,쏘나타,가솔린,104307,2019,무사고,검정색,경기,1489,2WD,2.0
2374,현대,그랜저,디젤,90527,2016,무사고,검정색,경기,1470,2WD,2.0
2375,현대,제네시스,가솔린,54636,2015,무사고,검정색,경기,2300,AWD,1.0
2376,현대,아슬란,가솔린,102317,2016,무사고,검정색,부산,1629,2WD,1.0
2378,현대,쏘나타,LPG,127369,2013,무사고,검정색,경기,690,2WD,1.0
2383,현대,쏘나타,LPG,152040,2015,무사고,검정색,부산,960,2WD,2.0
2393,현대,제네시스,가솔린,183203,2015,무사고,검정색,경기,1690,AWD,2.0
2394,현대,크루즈,디젤,163003,2015,무사고,검정색,대구,1690,2WD,3.0
2395,현대,쏘나타,LPG,67963,2017,무사고,검정색,부산,1260,2WD,2.0
2399,현대,그랜저,디젤,67386,2017,무사고,검정색,서울,2590,2WD,2.0
2401,현대,쏘나타,디젤,71252,2017,무사고,검정색,경기,1490,2WD,1.0
2402,현대,그랜저,LPG,160465,2015,무사고,검정색,경기,1050,2WD,1.0
2404,현대,그랜저,디젤,96118,2016,무사고,검정색,부산,1450,2WD,2.0
2406,현대,그랜저,가솔린,66172,2017,무사고,검정색,경기,1600,2WD,1.0
2407,현대,그랜저,LPG,69031,2018,무사고,검정색,경기,1820,2WD,1.0
2408,현대,싼타페,디젤,119708,2015,무사고,검정색,경기,1570,4WD,2.0
2411,현대,그랜저,가솔린,137352,2012,무사고,검정색,경기,950,2WD,3.0
2412,현대,제네시스,가솔린,150194,2013,무사고,검정색,경기,1250,2WD,2.0
2414,현대,그랜저,가솔린,12992,2019,무사고,검정색,경기,2650,2WD,3.0
2417,현대,그랜저,가솔린,51306,2018,무사고,검정색,경기,2260,2WD,1.0
2418,현대,쏘나타,가솔린,55594,2017,무사고,검정색,경기,1299,2WD,1.0
2421,현대,그랜저,가솔린,195694,2014,무사고,검정색,경기,850,2WD,2.0
2423,현대,쏘나타,LPG,110592,2007,무사고,검정색,대구,249,2WD,1.0
2425,현대,아반떼,LPG,99153,2016,무사고,검정색,대구,880,2WD,1.0
2427,현대,제네시스,가솔린,177532,2016,무사고,검정색,경기,1690,AWD,1.0
2428,현대,그랜저,가솔린,68213,2011,무사고,검정색,경기,1070,2WD,4.0
2429,현대,제네시스,가솔린,173959,2013,무사고,검정색,경기,980,2WD,2.0
2431,현대,그랜저,가솔린,170145,2010,무사고,검정색,부산,430,2WD,1.0
2433,현대,그랜저,가솔린,227216,2013,무사고,검정색,대구,750,2WD,2.0
2435,현대,아반떼,디젤,89118,2015,무사고,검정색,대구,850,2WD,1.0
2436,현대,제네시스,가솔린,121776,2016,무사고,검정색,대구,2090,AWD,1.0
2437,현대,그랜저,LPG,52630,2018,무사고,검정색,경기,2699,2WD,3.0
2438,현대,그랜저,LPG,85376,2016,무사고,검정색,울산,1830,2WD,3.0
2439,현대,그랜저,가솔린,31683,2019,무사고,검정색,경기,2999,2WD,3.0
2440,현대,그랜저,가솔린,117210,2019,무사고,검정색,경기,2000,2WD,3.0
2441,현대,그랜저,LPG,98416,2019,무사고,검정색,경기,2330,2WD,3.0
2443,현대,그랜저,가솔린,135538,2009,무사고,검정색,울산,390,2WD,2.0
2444,현대,그랜저,가솔린,45826,2018,무사고,검정색,울산,2090,2WD,1.0
2445,현대,쏘나타,가솔린,186444,2009,무사고,검정색,울산,390,2WD,3.0
2446,현대,제네시스,가솔린,75866,2014,무사고,검정색,대전,2550,2WD,2.0
2447,현대,쏘나타,가솔린,60841,2016,무사고,검정색,경기,1490,2WD,1.0
2449,현대,쏘나타,LPG,73123,2013,무사고,검정색,경기,790,2WD,1.0
2450,현대,쏘나타,가솔린,104884,2008,무사고,검정색,부산,320,2WD,3.0
2451,현대,쏘나타,가솔린,55885,2016,무사고,검정색,대구,1450,2WD,1.0
2455,현대,제네시스,가솔린,140437,2016,무사고,검정색,경기,1750,2WD,1.0
2456,현대,그랜저,가솔린,171146,2010,무사고,검정색,경기,399,2WD,2.0
2460,현대,제네시스,가솔린,105144,2016,무사고,검정색,대구,2339,AWD,2.0
2461,현대,쏘나타,LPG,156117,2011,무사고,검정색,대구,480,2WD,2.0
2462,현대,그랜저,가솔린,111489,2018,무사고,검정색,대구,2230,2WD,3.0
2463,현대,그랜저,가솔린,165733,2014,무사고,검정색,울산,1130,2WD,3.0
2465,현대,그랜저,가솔린,24951,2017,무사고,검정색,경기,2140,2WD,1.0
2466,현대,그랜저,가솔린,95675,2018,무사고,검정색,대구,1820,2WD,1.0
2467,현대,아반떼,디젤,68049,2018,무사고,검정색,경기,1140,2WD,1.0
2468,현대,그랜저,가솔린,69618,2019,무사고,검정색,경기,2980,2WD,3.0
2469,현대,그랜저,가솔린,37342,2019,무사고,검정색,경기,2700,2WD,2.0
2470,현대,그랜저,하이브리드,13872,2019,무사고,검정색,경기,2960,2WD,2.0
2471,현대,그랜저,가솔린,35274,2019,무사고,검정색,경기,2580,2WD,2.0
2472,현대,그랜저,가솔린,116113,2015,무사고,검정색,부산,1120,2WD,1.0
2473,현대,제네시스,가솔린,79179,2015,무사고,검정색,부산,2280,AWD,3.0
2474,현대,아반떼,가솔린,87753,2012,무사고,검정색,경기,790,2WD,3.0
2475,현대,그랜저,가솔린,122903,2015,무사고,검정색,경기,1220,2WD,1.0
2477,현대,제네시스,가솔린,86994,2015,무사고,검정색,경기,1930,AWD,1.0
2478,현대,아슬란,가솔린,36595,2015,무사고,검정색,경기,1890,2WD,1.0
2479,현대,그랜저,가솔린,141167,2016,무사고,검정색,경기,980,2WD,1.0
2480,현대,쏘나타,가솔린,138742,2019,무사고,검정색,경기,1390,2WD,1.0
2481,현대,그랜저,가솔린,129336,2019,무사고,검정색,경기,1660,2WD,1.0
2482,현대,그랜저,LPG,224659,2014,무사고,검정색,경기,720,2WD,1.0
2483,현대,그랜저,가솔린,148875,2008,무사고,검정색,경기,230,2WD,1.0
2486,현대,제네시스,가솔린,122510,2012,무사고,검정색,경기,1100,2WD,2.0
2487,현대,그랜저,LPG,115718,2015,무사고,검정색,경기,1290,2WD,1.0
2488,현대,그랜저,가솔린,98213,2018,무사고,검정색,부산,2070,2WD,3.0
2489,현대,아반떼,가솔린,50122,2016,무사고,검정색,경기,1320,2WD,1.0
2491,현대,그랜저,디젤,134599,2016,무사고,검정색,충북,1180,2WD,1.0
2492,현대,그랜저,가솔린,153140,2018,무사고,검정색,경기,1580,2WD,3.0
2493,현대,쏘나타,가솔린,53766,2019,무사고,검정색,경기,1790,2WD,1.0
2494,현대,제네시스,가솔린,152299,2016,무사고,검정색,경기,1890,AWD,1.0
2495,현대,그랜저,가솔린,43078,2018,무사고,검정색,서울,2450,2WD,2.0
2498,현대,그랜저,가솔린,166975,2012,무사고,검정색,부산,790,2WD,2.0
2499,현대,제네시스,가솔린,174029,2010,무사고,검정색,경기,790,2WD,2.0
2500,현대,그랜저,가솔린,67937,2019,무사고,검정색,경기,2450,2WD,2.0
2501,현대,쏘나타,가솔린,133512,2017,무사고,검정색,경기,1240,2WD,1.0
2502,현대,그랜저,가솔린,122768,2017,무사고,검정색,경기,1320,2WD,1.0
2503,현대,쏘나타,가솔린,95157,2017,무사고,검정색,경기,1290,2WD,1.0
2504,현대,그랜저,가솔린,215607,2011,무사고,검정색,경기,630,2WD,4.0
2507,현대,그랜저,가솔린,144237,2012,무사고,검정색,서울,840,2WD,4.0
2508,현대,엑센트,디젤,178613,2012,무사고,검정색,경기,450,2WD,3.0
2514,현대,그랜저,가솔린,314477,2012,무사고,검정색,경기,490,2WD,2.0
2517,현대,그랜저,LPG,86910,2017,무사고,검정색,충북,1880,2WD,1.0
2518,현대,그랜저,가솔린,113200,2015,무사고,검정색,경기,1190,2WD,2.0
2521,현대,그랜저,가솔린,114973,2018,무사고,검정색,대구,1949,2WD,3.0
2522,현대,쏘나타,가솔린,86918,2018,무사고,검정색,대구,1570,2WD,1.0
2523,현대,그랜저,가솔린,162676,2011,무사고,검정색,경기,759,2WD,2.0
2526,현대,그랜저,가솔린,128997,2019,무사고,검정색,경기,1690,2WD,2.0
2529,현대,싼타페,디젤,101704,2013,무사고,검정색,경기,1340,2WD,2.0
