,info
3.3,516
3.8,353
2.5T,160
2.0T,149
3.3T,138
3.5T,132
3.3 럭셔리,96
3.3 프리미엄 럭셔리,94
3.3T 스포츠,64
5.0,62
3.0,59
2.2,52
3.8 프레스티지,30
3.3 프레스티지,21
3.8 프리미엄 럭셔리,20
5.0 리무진,19
5.0 프레스티지,18
3.8 럭셔리,17
3.3T 프리미엄 럭셔리,11
