,brand,km,name,type,price,year,info,location
0,포르쉐,74362.0,파나메라,가솔린,7300.0,2016,3.6 AWD 에디션,경기
1,BMW,156680.0,X4 (F26),디젤,2190.0,2015,xDrive20d,인천
2,미니,9635.0,쿠퍼 D 컨트리맨,디젤,2940.0,2018,ALL4,경기
3,미니,88206.0,쿠퍼 D 컨트리맨,디젤,1430.0,2012,기본형,부산
4,포르쉐,68475.0,뉴 카이엔,가솔린,6790.0,2016,3.6,광주
5,캐딜락,122271.0,CTS 2세대,가솔린,777.0,2008,3.6 Premium,대구
6,벤틀리,96609.0,뮬산,가솔린,16590.0,2016,6.8 스피드,경기
7,닛산,78609.0,큐브,가솔린,770.0,2012,1.8 S,경기
8,벤츠,96485.0,E-클래스 W212,가솔린,1190.0,2011,E200 CGI 아방가르드,서울
9,볼보,94678.0,XC60,디젤,2000.0,2014,D4,서울
10,닛산,89298.0,큐브,가솔린,690.0,2011,1.8 S,경기
11,시트로엥,133137.0,그랜드 C4 피카소,디젤,1200.0,2017,2.0 B-HDI 익스클루시브,광주
12,벤츠,49212.0,CLS-클래스 C257,디젤,6799.0,2019,CLS400d 4MATIC,경기
13,아우디,69575.0,S6,가솔린,3150.0,2014,4.0 TFSI 콰트로,서울
14,미니,61092.0,쿠퍼 D 컨트리맨,디젤,1750.0,2016,ALL4,경기
15,벤틀리,77453.0,뮬산,가솔린,18300.0,2016,6.8 스피드,서울
16,아우디,140175.0,A7,디젤,1899.0,2013,3.0 TDI 콰트로 다이나믹,서울
17,미니,91113.0,쿠퍼 S,가솔린,950.0,2011,기본형,경기
18,볼보,97018.0,XC60,디젤,2110.0,2016,D3,경기
19,볼보,104907.0,XC70,디젤,2390.0,2016,D5,서울
20,미니,143896.0,쿠퍼 D 컨트리맨,디젤,959.0,2015,기본형,경기
21,랜드로버,73983.0,디스커버리 스포츠,디젤,2530.0,2016,2.0 TD4 HSE 럭셔리,경기
22,랜드로버,54658.0,레인지로버 4세대,가솔린,8450.0,2016,5.0 SC Vogue SE,경기
23,미니,65807.0,쿠퍼,가솔린,890.0,2011,SE,경기
24,폭스바겐,109452.0,뉴 티구안,디젤,1020.0,2012,2.0 TDI 프리미엄,부산
25,BMW,146652.0,6시리즈 (F12),디젤,2430.0,2014,640d xDrive 그란쿠페,경기
26,벤츠,43062.0,GLC-클래스 X253,디젤,5480.0,2018,GLC250 d 4MATIC 쿠페,대구
