,brand,km,name,type,price,year,info,location
0,랜드로버,62192.0,레인지로버 4세대,디젤,10200.0,2016,4.4 SDV8 AB 디젤,서울
1,랜드로버,124153.0,프리랜더,디젤,650.0,2004,2.0 TD4,경기
2,BMW,291255.0,5시리즈 GT (F07),디젤,1280.0,2013,GT 30d xDrive,부산
3,미니,122296.0,쿠퍼 D 컨트리맨,디젤,1260.0,2015,ALL4,경기
4,아우디,97441.0,뉴 A6,디젤,1600.0,2013,3.0 TDI 콰트로,경기
5,포르쉐,10859.0,타이칸,전기,17500.0,2021,4S,서울
6,BMW,56347.0,5시리즈 (G30),디젤,4450.0,2018,520d M 스포츠 플러스,부산
7,벤츠,17973.0,C-클래스 W205,가솔린,3430.0,2018,C200,부산
8,포르쉐,45597.0,718 카이맨,가솔린,4250.0,2018,2.0,경기
9,미니,99786.0,쿠퍼 컨버터블,가솔린,1840.0,2016,기본형,경기
10,BMW,101998.0,6시리즈 (F12),디젤,4480.0,2016,640d xDrive M 스포츠 그란쿠페,대구
11,미니,10794.0,쿠퍼 클럽맨,가솔린,3350.0,2020,새빌 로 에디션,서울
12,푸조,116469.0,308,디젤,510.0,2013,1.6 e-HDi 에코 터보,인천
13,BMW,36602.0,4시리즈 (F32),가솔린,3550.0,2014,428i M 스포츠 컨버터블,인천
14,포드,38106.0,머스탱,가솔린,3590.0,2019,쿠페,서울
15,BMW,62109.0,1시리즈 (F20),디젤,2300.0,2018,118d M 스포츠 섀도우 5도어,울산
16,포드,22816.0,머스탱,가솔린,5290.0,2020,GT 컨버터블,대구
17,BMW,131317.0,5시리즈 (F10),디젤,1399.0,2012,520d,대구
18,BMW,55986.0,M3 (F80),가솔린,6495.0,2018,M3 세단 컴패티션,대구
19,BMW,40580.0,5시리즈 (F10),가솔린,3385.0,2016,528i M 에어로 다이나믹,대구
20,미니,44388.0,쿠퍼 D 컨트리맨,디젤,2050.0,2016,ALL4 파크레인,경기
21,BMW,84299.0,1시리즈 (F20),디젤,1170.0,2013,118d 어반 팩1 5도어,서울
22,볼보,92567.0,S80,가솔린,1890.0,2016,T5,서울
23,볼보,9943.0,V60 크로스컨트리 2세대,가솔린,5350.0,2020,T5 프로 AWD,경기
24,폭스바겐,74615.0,폴로,디젤,990.0,2016,1.4 TDI R-Line,경기
25,스즈키,110956.0,허슬러,가솔린,1210.0,2014,0.6,경기
26,아우디,75665.0,뉴 A6,디젤,2850.0,2016,40 TDI 콰트로,경기
27,미니,11940.0,쿠퍼,가솔린,2490.0,2019,5도어 기본형,인천
28,미니,34589.0,쿠퍼,가솔린,1920.0,2016,5도어 기본형,경기
29,BMW,38187.0,3시리즈 (G20),디젤,3880.0,2019,320d M 스포츠,서울
30,BMW,95087.0,3시리즈 (F30),가솔린,1620.0,2013,320i,경기
31,폭스바겐,58927.0,골프 7세대,디젤,1650.0,2015,2.0 TDI 프리미엄,경기
32,마세라티,120000.0,기블리,가솔린,5350.0,2017,3.0S Q4,부산
33,BMW,27060.0,X4 (G02),디젤,5880.0,2019,xDrive20d M 스포츠 X,광주
34,BMW,90253.0,5시리즈 GT (F07),디젤,2870.0,2015,GT ED Edition,경기
35,BMW,49593.0,3시리즈 (F30),디젤,2750.0,2016,320d M 스포츠,경기
36,벤츠,1720.0,GLC-클래스 X253,가솔린+전기,7180.0,2021,GLC300e 4MATIC 쿠페,대구
37,BMW,103537.0,7시리즈 (G11),가솔린,6449.0,2018,740Li xDrive M 스포츠,경기
38,BMW,106521.0,3시리즈 (F30),디젤,1849.0,2016,320d,경기
39,포르쉐,7072.0,카이엔 (PO536),가솔린,15000.0,2021,3.0,경기
40,미니,58523.0,쿠퍼 D 컨트리맨,디젤,2450.0,2017,기본형,경기
41,폭스바겐,144996.0,골프 7세대,디젤,950.0,2015,2.0 TDI,경기
42,볼보,93713.0,S80,디젤,1430.0,2014,D4,경기
43,미니,60942.0,쿠퍼 D,디젤,1030.0,2013,SE,서울
44,BMW,178362.0,5시리즈 (F10),가솔린,1830.0,2015,528i xDrive,서울
45,BMW,112922.0,6시리즈 (F12),디젤,3090.0,2013,640d xDrive 그란쿠페,대구
46,미니,96122.0,쿠퍼 D,디젤,1420.0,2015,5도어 기본형,경기
47,포드,45394.0,포커스,디젤,770.0,2014,2.0 디젤 트렌드 해치백,경기
48,BMW,33654.0,X4 (G02),디젤,6300.0,2020,xDrive20d M 스포츠 X,경기
49,미니,37707.0,쿠퍼 클럽맨,가솔린,2440.0,2017,High,경기
50,미니,64791.0,쿠퍼 D,디젤,1750.0,2016,Mid,경기
51,미니,41825.0,쿠퍼 클럽맨,가솔린,2099.0,2018,기본형,경기
52,포르쉐,198975.0,마칸,디젤,4480.0,2015,3.0 S 디젤,광주
53,BMW,11268.0,X7 (G07),디젤,10949.0,2020,xDrive 30d M 스포츠,서울
54,미니,67823.0,쿠퍼 D 클럽맨,디젤,1880.0,2016,기본형,서울
55,랜드로버,96131.0,레인지로버 이보크,디젤,2550.0,2015,2.2 SD4 프레스티지,경기
56,마세라티,48809.0,르반떼,디젤,7800.0,2019,3.0 디젤 AWD,서울
57,폭스바겐,127232.0,골프 7세대,디젤,1050.0,2015,2.0 TDI,광주
58,벤츠,124043.0,S-클래스 W222,가솔린,5597.0,2015,S500L 4MATIC,서울
59,푸조,54157.0,308 2세대,디젤,1200.0,2017,1.6 BlueHDi 알뤼르,경기
60,BMW,14890.0,4시리즈 (F32),디젤,3190.0,2018,420d M 스포츠 쿠페,경기
61,아우디,79477.0,A7,가솔린,2680.0,2012,3.0 TFSI 콰트로 프레스티지,대구
62,BMW,158916.0,5시리즈 (F10),디젤,2780.0,2014,M550d xDrive,경기
63,벤츠,37753.0,C-클래스 W205,디젤,4450.0,2019,C220 d 4MATIC 쿠페,서울
64,BMW,43905.0,7시리즈 (F01),가솔린,4250.0,2015,740Li,충남
65,벤츠,72584.0,E-클래스 W213,디젤,4240.0,2017,E220d 4MATIC 익스클루시브,광주
66,미니,39363.0,쿠퍼 D 컨트리맨,디젤,2499.0,2018,기본형,서울
67,아우디,97032.0,RS5,가솔린,3250.0,2013,4.2 FSI 콰트로,충남
68,지프,34470.0,컴패스 2세대,가솔린,2420.0,2018,2.4 리미티드,경기
69,벤츠,17282.0,GLC-클래스 X253,가솔린,6150.0,2019,GLC300 4MATIC AMG Line 쿠페,경기
70,BMW,87387.0,5시리즈 GT (F07),디젤,2890.0,2015,GT ED Edition,서울
71,BMW,101439.0,7시리즈 (G11),디젤,5990.0,2017,730Ld xDrive M 스포츠,광주
