,brand,km,name,type,price,year,info,location
0,어큐라,159871.0,MDX,가솔린,1100.0,2008,3.7,경기
1,쉐보레,85104.0,익스프레스밴,가솔린,2750.0,2010,5.3,경기
2,벤츠,97935.0,S-클래스 W222,디젤,5730.0,2015,S350 블루텍,부산
3,BMW,127020.0,5시리즈 (F10),디젤,1650.0,2013,520d,부산
4,벤츠,32312.0,스프린터,디젤,4700.0,2012,3.0 디젤,서울
5,벤츠,92407.0,E-클래스 W212,가솔린,2097.0,2014,E300 아방가르드,서울
6,아우디,177390.0,A7,가솔린,1950.0,2013,3.0 TFSI 콰트로 다이나믹,경기
7,폭스바겐,54368.0,뉴 티구안,디젤,1670.0,2015,2.0 TDI 컴포트,경기
8,폭스바겐,11715.0,아테온,디젤,4320.0,2020,2.0 TDI 프레스티지 4모션,광주
9,아우디,69640.0,뉴 TT,가솔린,2550.0,2014,쿠페 2.0 TFSI 콰트로,경기
10,벤츠,65194.0,E-클래스 W212,디젤,2370.0,2015,E220 CDI 아방가르드,경기
11,아우디,66992.0,뉴 TT,가솔린,1670.0,2010,쿠페 2.0 TFSI,경기
12,벤츠,126590.0,E-클래스 W213,디젤,3479.0,2017,E220d 4MATIC 아방가르드,인천
13,폭스바겐,45063.0,뉴 티구안,디젤,1590.0,2015,2.0 TDI 컴포트,경기
14,BMW,176275.0,Z4 (E89),가솔린,2040.0,2011,sDrive 35i,경기
15,미니,46206.0,쿠퍼 클럽맨,가솔린,2280.0,2017,기본형,경기
16,벤츠,77227.0,S-클래스 W222,가솔린,9900.0,2018,S560L 4MATIC,서울
17,BMW,11999.0,X4M (G02),가솔린,9200.0,2021,3.0 컴패티션 카본패키지,경기
18,폭스바겐,124915.0,뉴 CC,디젤,1249.0,2014,2.0 TDI 블루모션 4모션,서울
19,아우디,41369.0,뉴 A3,가솔린,1990.0,2018,40 TFSI,경기
20,BMW,63209.0,5시리즈 (G30),디젤,3870.0,2018,520d 럭셔리 스페셜 에디션,경기
21,미니,20408.0,쿠퍼 S,가솔린,2490.0,2017,기본형,인천
22,벤츠,23928.0,GLE-클래스 W166,디젤,6799.0,2017,GLE350 d 4MATIC 쿠페,서울
23,벤츠,156554.0,S-클래스 W222,디젤,4350.0,2015,S350 블루텍,경기
24,아우디,86166.0,뉴 A6,디젤,2720.0,2018,35 TDI 콰트로 프리미엄,서울
25,BMW,185894.0,7시리즈 (F01),디젤,2550.0,2013,740d,경기
26,볼보,19909.0,S60 3세대,가솔린,4400.0,2020,T5 인스크립션,경기
27,인피니티,137317.0,G37,가솔린,790.0,2008,쿠페,경기
28,포르쉐,77710.0,뉴 카이엔,디젤,3699.0,2011,3.0 디젤,경기
29,랜드로버,88484.0,디스커버리 스포츠,디젤,3080.0,2018,2.0 TD4 HSE 럭셔리,경기
30,BMW,29474.0,7시리즈 (G11),가솔린,11299.0,2020,740Li xDrive M 스포츠,대구
31,벤츠,52972.0,S-클래스 W222,가솔린,9850.0,2018,S450L,대구
32,크라이슬러,146024.0,더 뉴 300C,가솔린,1050.0,2013,3.6,부산
33,랜드로버,43974.0,디스커버리 스포츠,디젤,3180.0,2018,2.0 TD4 SE (150마력),경기
34,아우디,14928.0,A6 (C8),디젤,5890.0,2020,45 TDI 콰트로 프리미엄,경기
35,벤츠,81613.0,S-클래스 W222,가솔린,6390.0,2015,S500L,경기
36,벤츠,92182.0,CLS-클래스 W218,가솔린,3820.0,2016,CLS400,서울
37,아우디,139288.0,A7,디젤,2250.0,2015,45 TDI 콰트로,경기
38,재규어,94992.0,XE,디젤,1599.0,2016,20d 프레스티지,경기
39,재규어,102672.0,New XF,가솔린,2490.0,2013,R 5.0 SC,경기
40,미니,30188.0,쿠퍼,가솔린,2390.0,2019,5도어 기본형,경기
41,지프,6732.0,글래디에이터 (JT),가솔린,6199.0,2020,3.6 루비콘,서울
42,BMW,146068.0,X5 (E70),가솔린,2730.0,2011,xDrive 50i,경기
43,아우디,184373.0,뉴 A6,가솔린,450.0,2008,3.2 FSI 콰트로 다이나믹,서울
44,BMW,36659.0,3시리즈 (F30),디젤,3490.0,2018,320d M 스포츠 쉐도우,경기
45,벤츠,81492.0,E-클래스 W213,디젤,3750.0,2017,E220d 아방가르드,경기
46,랜드로버,63450.0,레인지로버 4세대,디젤,7490.0,2016,4.4 SDV8 Vogue SE 디젤,경기
