,brand,km,name,type,price,year,info,location
0,페라리,30698.0,488 스파이더,가솔린,29500.0,2016,3.9,인천
1,도요타,88266.0,WiLL,가솔린,580.0,2003,CYPHA,대구
2,람보르기니,29098.0,가야르도,가솔린,8600.0,2008,5.0 V10 스파이더,경기
3,포르쉐,15977.0,718 박스터,가솔린,9500.0,2019,2.0,경기
4,시트로엥,47812.0,DS3,디젤,1480.0,2018,1.6 BlueHDi 소 시크,경기
5,스마트,66716.0,포투 카브리오,가솔린,1299.0,2013,카브리오,경기
6,지프,131201.0,랭글러 (JK),디젤,3200.0,2015,2.8 디젤 루비콘 4도어,대구
7,지프,101726.0,랭글러 (JK),디젤,2999.0,2013,2.8 디젤 루비콘 4도어,대구
8,미니,49158.0,쿠퍼 D,디젤,1780.0,2016,5도어 Mid,경기
9,포르쉐,54351.0,911,가솔린,9550.0,2013,카레라 4S,경기
10,미니,141624.0,쿠퍼 컨버터블,가솔린,840.0,2009,기본형,경기
11,미니,88569.0,쿠퍼 S 컨버터블,가솔린,1389.0,2010,기본형,경기
12,스마트,40339.0,포투 쿠페,가솔린,1350.0,2015,쿠페,경기
13,포드,57809.0,머스탱,가솔린,3170.0,2015,GT 쿠페,경기
14,미니,176716.0,쿠퍼,가솔린,630.0,2008,기본형,대구
15,포드,61937.0,머스탱,가솔린,3599.0,2018,컨버터블,서울
16,포르쉐,78735.0,카이맨,가솔린,4699.0,2014,2.7,경기
17,시트로엥,29379.0,C4 칵투스,디젤,1540.0,2017,1.6 BlueHDi 샤인,경기
18,포르쉐,43369.0,718 카이맨,가솔린,7399.0,2018,2.0,경기
19,람보르기니,61644.0,가야르도,가솔린,8260.0,2006,5.0 V10 쿠페,경기
20,BMW,49137.0,M4 (F82),가솔린,6100.0,2018,M4 쿠페 컴패티션,경기
21,람보르기니,51978.0,아벤타도르,가솔린,26500.0,2012,LP700-4,인천
22,람보르기니,40160.0,가야르도,가솔린,13200.0,2013,LP560-4,경기
23,포드,12720.0,머스탱,가솔린,4590.0,2019,GT 쿠페,경기
24,랜드로버,154964.0,디스커버리 4,디젤,2310.0,2011,3.0 SDV6 HSE,경기
25,닛산,140959.0,마치,가솔린,235.0,2004,1.3,충남
26,포르쉐,100125.0,카이맨,가솔린,5850.0,2014,S 3.4,경기
27,맥라렌,20302.0,675LT,가솔린,29500.0,2016,3.8 스파이더,서울
28,폭스바겐,10267.0,아테온,디젤,4270.0,2020,2.0 TDI 프레스티지 4모션,경기
29,벤츠,13857.0,CLA-클래스 C118,가솔린,4790.0,2020,CLA250 4MATIC,경기
30,미니,39345.0,쿠퍼,가솔린,2270.0,2018,5도어 기본형,경기
31,미니,20701.0,쿠퍼 D,디젤,2400.0,2018,기본형,경기
32,포르쉐,18021.0,718 카이맨,가솔린,9990.0,2018,2.5 GTS,경기
33,포르쉐,69728.0,911,가솔린,7790.0,2013,카레라 4,경기
34,지프,102761.0,랭글러 (JK),디젤,1930.0,2009,2.8 디젤 루비콘 4도어,경기
35,포르쉐,24109.0,718 카이맨,가솔린,8990.0,2017,S 2.5,부산
36,포르쉐,16628.0,718 박스터,가솔린,12150.0,2019,2.5 GTS,부산
37,마세라티,37421.0,기블리,가솔린,4720.0,2016,3.0,부산
38,벤츠,20236.0,AMG GT,가솔린,15500.0,2018,S 4.0,경기
39,도요타,40003.0,프리우스 C,가솔린+전기,1570.0,2018,1.5,서울
40,폭스바겐,40425.0,뉴 비틀,가솔린,850.0,2009,DELUXE 2.0,경기
41,아우디,108099.0,R8,가솔린,6600.0,2009,4.2 V8 쿠페,경기
42,BMW,22394.0,X2 (F39),디젤,3399.0,2018,xDrive20d M 스포츠,대구
43,BMW,32263.0,X2 (F39),디젤,3490.0,2018,xDrive20d M 스포츠,경기
44,미니,22371.0,쿠퍼 D,디젤,2080.0,2017,HIGH,경기
45,포르쉐,105180.0,박스터,가솔린,5490.0,2015,S 3.4,경기
46,포르쉐,24109.0,718 카이맨,가솔린,168.0,2017,S 2.5,부산
47,아우디,131922.0,TT (8S),가솔린,3050.0,2016,쿠페 45 TFSI 콰트로,인천
48,포르쉐,6257.0,718 박스터,가솔린,16900.0,2020,4.0 스파이더,서울
49,미니,46976.0,쿠퍼 S,가솔린,3480.0,2015,기본형,경기
50,BMW,58468.0,M4 (F82),가솔린,6050.0,2018,M4 쿠페 컴패티션,경기
