,brand,km,name,type,price,year,info,location
0,BMW,61314.0,7시리즈 (G11),디젤,6890.0,2018,730Ld xDrive M 스포츠,경기
1,피아트,83078.0,500X,디젤,1200.0,2016,2.0 디젤 크로스 AWD,경기
2,닛산,126072.0,큐브,가솔린,750.0,2011,1.8 SL,경기
3,미니,18647.0,쿠퍼,가솔린,2290.0,2017,기본형,서울
4,마세라티,96929.0,그란카브리오,가솔린,7780.0,2014,4.7 스포츠,서울
5,미니,53865.0,쿠퍼 D,디젤,1830.0,2015,5도어 HIGH,광주
6,크라이슬러,81160.0,PT 크루저,가솔린,650.0,2006,2.4L,대구
7,미니,65418.0,쿠퍼 로드스터,가솔린,1840.0,2014,1.6,경기
8,미니,7230.0,쿠퍼,가솔린,3030.0,2019,5도어 HIGH,광주
9,포드,89283.0,포커스,가솔린,499.0,2012,2.0 SEL 해치백,경기
10,인피니티,29936.0,QX50 (P71A),가솔린,3399.0,2019,2.0 센서리 AWD,경기
11,미니,55008.0,쿠퍼,가솔린,1290.0,2013,오리지널,경기
12,재규어,99805.0,All New XJ,디젤,4399.0,2016,3.0D 다이아몬드 리미티드 에디션,경기
13,BMW,66887.0,X6 (F16),디젤,5350.0,2017,xDrive 30d SAC 에디션,대구
14,마세라티,35487.0,콰트로포르테,디젤,7600.0,2018,3.0 디젤,서울
15,미니,13961.0,쿠퍼 D,디젤,2450.0,2019,기본형,서울
16,캐딜락,91572.0,ATS,가솔린,1190.0,2013,2.0 럭셔리,경기
17,미니,124477.0,쿠퍼 S,가솔린,749.0,2011,기본형,경기
18,미니,141450.0,쿠퍼 S 클럽맨,가솔린,750.0,2010,기본형,경기
19,미니,10719.0,쿠퍼 S 클럽맨,가솔린,3680.0,2020,기본형,부산
20,렉서스,48199.0,뉴 ES300h,가솔린+전기,3430.0,2017,슈프림,경기
21,미니,5777.0,쿠퍼,가솔린,2800.0,2020,5도어 기본형,경기
22,미니,82990.0,쿠퍼,가솔린,1850.0,2015,5도어 HIGH,광주
23,인피니티,161541.0,G25,가솔린,750.0,2012,레이싱 에디션,경기
24,벤틀리,240292.0,플라잉스퍼 1세대,가솔린,4970.0,2010,6.0,광주
25,미니,138659.0,쿠퍼 S 클럽맨,가솔린,720.0,2009,기본형,경기
26,벤츠,184344.0,S-클래스 W222,가솔린,6700.0,2016,S63 AMG 4MATIC,경기
27,미니,160159.0,쿠퍼,가솔린,629.0,2010,기본형,대전
28,도요타,117808.0,RAV4,가솔린,1070.0,2011,2.5 4WD,서울
29,마이바흐,72135.0,57,가솔린,5190.0,2004,5.5 V12,경기
30,지프,219086.0,그랜드 체로키,가솔린,970.0,2012,3.6 라레도,충남
31,벤츠,122077.0,CLS-클래스 W218,디젤,3490.0,2016,CLS350 d 4MATIC,서울
32,미니,80185.0,쿠퍼,가솔린,1050.0,2010,메이페어,전북
33,미니,7655.0,쿠퍼,가솔린,2530.0,2019,기본형,서울
34,미니,23924.0,쿠퍼 SD,디젤,2849.0,2018,기본형,경기
35,링컨,29604.0,MKX 2세대,가솔린,3480.0,2018,2.7 AWD,경기
36,다이하쯔,3215.0,탄토,가솔린,1590.0,2016,0.6,서울
37,미니,90631.0,쿠퍼 D,디젤,1550.0,2015,Mid,충남
38,미니,19333.0,쿠퍼 S,가솔린,2990.0,2019,5도어 기본형,부산
39,포드,125543.0,익스플로러,가솔린,2430.0,2017,2.3 리미티드 4WD,경기
40,지프,113284.0,체로키(KL),디젤,1500.0,2015,2.0 디젤 론지튜드 AWD,서울
41,미니,100883.0,쿠퍼 D 클럽맨,디젤,2099.0,2016,High,서울
42,피아트,66047.0,500,가솔린,850.0,2013,1.4 라운지,경기
43,미니,21401.0,쿠퍼,가솔린,1999.0,2017,기본형,서울
44,시트로엥,61548.0,그랜드 C4 피카소,디젤,2170.0,2017,1.6 B-HDI 필,서울
45,미니,65143.0,쿠퍼 D,디젤,1920.0,2016,HIGH,경기
46,미니,79804.0,쿠퍼,가솔린,1120.0,2013,SE,경기
47,미니,57193.0,쿠퍼 S,가솔린,1190.0,2012,기본형,경기
48,미니,26629.0,쿠퍼 클럽맨,가솔린,2870.0,2020,기본형,서울
49,미니,19412.0,쿠퍼,가솔린,2550.0,2019,기본형,경기
50,BMW,119456.0,7시리즈 (F01),디젤,2950.0,2014,740d xDrive,경기
51,벤츠,64032.0,S-클래스 W222,가솔린,8700.0,2017,S400 4MATIC 쿠페,서울
52,캐딜락,55758.0,CT6,가솔린,4750.0,2018,3.6 플래티넘 AWD,경기
53,미니,44552.0,쿠퍼,가솔린,2399.0,2019,5도어 기본형,서울
54,랜드로버,98723.0,디스커버리 4,디젤,3999.0,2016,3.0 SDV6 SE,경기
55,미니,41417.0,쿠퍼 S,가솔린,3090.0,2020,5도어 HIGH,경기
56,미니,88353.0,쿠퍼 S,가솔린,1799.0,2014,기본형,경기
57,미니,10790.0,쿠퍼 D 클럽맨,디젤,3730.0,2021,High,서울
58,미니,57697.0,쿠퍼 S,가솔린,990.0,2010,기본형,서울
59,미니,7457.0,쿠퍼,가솔린,2889.0,2020,5도어 기본형,경기
60,포드,40231.0,익스플로러,가솔린,3450.0,2018,2.3 리미티드 4WD,경기
61,미니,111457.0,쿠퍼 D,디젤,1140.0,2013,SE,광주
62,닛산,38086.0,리프,전기,1450.0,2016,EV,광주
63,미니,3489.0,쿠퍼 S,가솔린,3870.0,2021,JCW,부산
64,미니,88819.0,쿠퍼 D,디젤,1880.0,2018,5도어 기본형,부산
65,벤츠,117955.0,CLA-클래스 C117,가솔린,2390.0,2018,CLA250 4MATIC,서울
66,도요타,8972.0,프리우스 C,가솔린+전기,2020.0,2020,1.5,경기
67,미니,174176.0,쿠퍼 컨버터블,가솔린,1290.0,2014,기본형,대구
68,미니,94380.0,쿠퍼 로드스터,가솔린,1790.0,2014,1.6,경기
69,미니,122272.0,쿠퍼 S 컨버터블,가솔린,1290.0,2010,기본형,서울
70,캐딜락,67866.0,ATS,가솔린,1450.0,2013,2.0 프리미엄,경기
71,미니,20504.0,쿠퍼 D,디젤,2450.0,2018,5도어 기본형,경기
72,미니,60125.0,쿠퍼 D,디젤,1790.0,2016,Mid,경기
73,미니,146309.0,쿠퍼 D,디젤,1270.0,2016,5도어 Mid,경기
74,BMW,81516.0,X6 (F16),디젤,4900.0,2016,xDrive 30d,경기
75,벤츠,27865.0,CLS-클래스 C257,디젤,7930.0,2019,CLS400d 4MATIC AMG Line,서울
76,피아트,72835.0,500C,가솔린,1390.0,2012,1.4,경기
77,미니,30206.0,쿠퍼,가솔린,1699.0,2015,기본형,경기
78,미니,97277.0,쿠퍼 S 로드스터,가솔린,1850.0,2013,1.6,경기
79,렉서스,31521.0,ES300h 7세대,가솔린+전기,4800.0,2019,럭셔리 플러스,경기
80,미니,69585.0,쿠퍼,가솔린,1500.0,2015,기본형,서울
81,미니,103417.0,쿠퍼,가솔린,750.0,2012,기본형,경기
82,미니,73170.0,쿠퍼 S 컨버터블,가솔린,1750.0,2013,기본형,경기
83,미니,116990.0,쿠퍼 S,가솔린,920.0,2011,기본형,경기
84,미니,149873.0,쿠퍼,가솔린,599.0,2011,SE,경기
85,캐딜락,133869.0,에스컬레이드,가솔린,2300.0,2010,6.2,서울
86,미니,71050.0,쿠퍼 클럽맨,가솔린,1130.0,2013,기본형,경기
87,미니,11826.0,쿠퍼 S,가솔린,3350.0,2020,HIGH,경기
88,아우디,103139.0,뉴 A6,디젤,2090.0,2016,35 TDI,경기
89,랜드로버,105847.0,레인지로버,디젤,2350.0,2008,3.7 TDV8 Vogue,경기
90,포드,52685.0,뉴 토러스,가솔린,1320.0,2015,2.0 SEL 에코부스트,경기
91,미니,45820.0,쿠퍼,가솔린,1950.0,2015,Mid,경기
