,brand,km,name,type,price,year,info,location
0,BMW,66425.0,4시리즈 (F32),가솔린,3550.0,2015,428i M 스포츠 컨버터블,경기
1,벤츠,82550.0,SL-클래스,가솔린,25500.0,2001,SL280,서울
2,벤츠,124935.0,E-클래스 W210,가솔린,777.0,1997,E280,대구
3,랜드로버,193980.0,레인지로버 이보크,디젤,1760.0,2014,2.2 SD4 다이나믹,인천
4,폭스바겐,12739.0,아테온,디젤,4280.0,2020,2.0 TDI 프레스티지 4모션,충북
5,랜드로버,87237.0,레인지로버 4세대,디젤,9999.0,2014,4.4 SDV8 AB 디젤,서울
6,푸조,64291.0,407,디젤,530.0,2007,2.0 HDi,서울
7,아우디,59038.0,뉴 A6,가솔린,2899.0,2016,40 TFSI 콰트로 스포츠,서울
8,폭스바겐,6608.0,아테온,디젤,3790.0,2020,2.0 TDI 프리미엄,부산
9,폭스바겐,39455.0,아테온,디젤,3850.0,2019,2.0 TDI 프레스티지,경기
10,폭스바겐,60957.0,뉴 티구안,가솔린,1680.0,2015,2.0 TSI,경기
11,랜드로버,3339.0,디펜더 (L663),디젤,8950.0,2020,110 D240 SE,경기
12,BMW,87728.0,3시리즈 (F30),디젤,1999.0,2016,320d xDrive,충남
