,brand,km,name,type,price,year,info,location
0,벤츠,15509.0,E-클래스 W213,가솔린,5270.0,2019,E300 4MATIC 아방가르드,경기
1,BMW,87656.0,7시리즈 (F01),디젤,2470.0,2011,730Ld,경기
2,볼보,150629.0,C30,가솔린,420.0,2007,2.4i,경기
3,BMW,230680.0,5시리즈 GT (F07),디젤,1190.0,2011,GT 30d,경기
4,렉서스,75964.0,ES330,가솔린,530.0,2005,P-Grade,경기
5,BMW,167988.0,5시리즈 (E60),가솔린,390.0,2005,520i 세단,경기
6,BMW,32903.0,5시리즈 (F10),가솔린,2930.0,2015,528i,경기
7,도요타,69325.0,86,가솔린,2050.0,2013,2.0,경기
8,벤츠,311165.0,E-클래스 W212,디젤,1250.0,2013,E250 CDI 4MATIC,경기
9,벤츠,94162.0,S-클래스 W222,가솔린,5550.0,2015,S400L,서울
10,벤츠,167206.0,E-클래스 W212,가솔린,1150.0,2013,E300 엘레강스,인천
11,아우디,140296.0,뉴 A4,가솔린,890.0,2013,2.0 TFSI 콰트로,경기
12,벤츠,108646.0,S-클래스 W222,디젤,5080.0,2014,S350L 블루텍,대구
13,링컨,26407.0,뉴 MKZ,가솔린,2050.0,2015,2.0 AWD,경기
14,지프,172344.0,그랜드 체로키,디젤,1750.0,2013,3.0 디젤 오버랜드,충남
15,아우디,109931.0,A7,가솔린,2080.0,2012,3.0 TFSI 콰트로 다이나믹,인천
16,폭스바겐,81260.0,뉴 티구안,디젤,1390.0,2014,2.0 TDI 프리미엄,경기
17,벤츠,56738.0,E-클래스 W213,디젤,3680.0,2017,E220d 아방가르드,서울
18,폭스바겐,81874.0,CC,디젤,930.0,2012,2.0 TDI 블루모션,경기
19,폭스바겐,136472.0,더 뉴 파사트,디젤,750.0,2013,2.0 TDI,인천
20,BMW,119646.0,5시리즈 (F10),디젤,2000.0,2015,520d xDrive,울산
21,BMW,75218.0,3시리즈 (E90),가솔린,800.0,2010,320i 세단,경기
22,벤츠,124865.0,E-클래스 W212,가솔린,1430.0,2013,E300 아방가르드 스포츠 패키지,부산
23,벤츠,5309.0,G-클래스 W463b,가솔린,21700.0,2021,AMG G63,경기
24,BMW,120721.0,5시리즈 (F10),가솔린,1620.0,2012,528i xDrive,광주
25,BMW,47811.0,1시리즈 (F20),디젤,1350.0,2013,118d 어반 팩1 5도어,경기
26,아우디,49648.0,Q3,디젤,1700.0,2012,2.0 TDI 콰트로 다이나믹,경기
27,BMW,149758.0,5시리즈 (F10),가솔린,1350.0,2013,528i,경기
