,brand,km,name,type,price,year,info,location
0,크라이슬러,67285.0,더 뉴 300C,가솔린,1980.0,2016,3.6,경기
1,시트로엥,123929.0,DS4,디젤,699.0,2013,1.6 e-HDi 시크,경기
2,랜드로버,44132.0,디스커버리 스포츠,디젤,3590.0,2018,2.0 TD4 HSE 럭셔리,경기
3,아우디,141003.0,뉴 A6,디젤,1250.0,2012,3.0 TDI 콰트로,인천
4,랜드로버,42975.0,디스커버리 스포츠,디젤,3700.0,2019,2.0 TD4 SE,서울
5,벤츠,156460.0,E-클래스 W212,디젤,1200.0,2012,E220 CDI 아방가르드,서울
6,아우디,146552.0,뉴 A6,디젤,1920.0,2016,40 TDI 콰트로,경기
7,지프,20994.0,체로키(KL),가솔린,2720.0,2018,2.4 론지튜드 하이 AWD,경기
8,포드,29510.0,익스플로러,가솔린,3690.0,2019,2.3 리미티드 4WD,대구
9,아우디,118373.0,A7,가솔린,3950.0,2016,50 TFSI 콰트로 스포츠,대구
10,폭스바겐,68508.0,뉴 CC,가솔린,1390.0,2013,2.0 TSI,경기
11,벤츠,101208.0,CLS-클래스 W218,가솔린,5140.0,2014,CLS63 AMG S 4MATIC,경기
12,포르쉐,90687.0,뉴 카이엔,가솔린+전기,6400.0,2015,3.0 S E-하이브리드,경기
13,재규어,35589.0,XE,디젤,2599.0,2018,20d 포트폴리오,경기
14,포르쉐,127708.0,파나메라,가솔린,6899.0,2014,4.8 GTS,경기
15,폭스바겐,114972.0,골프 6세대,디젤,699.0,2012,2.0 TDI,경기
16,푸조,61332.0,2008,디젤,1089.0,2016,1.6 e-HDi 펠린 L,경기
17,아우디,67026.0,A4 (B9),디젤,2650.0,2018,35 TDI 프리미엄,경기
18,아우디,170640.0,A7,가솔린,1900.0,2012,3.0 TFSI 콰트로 프레스티지,경기
19,벤츠,29733.0,GLE-클래스 W167,가솔린,9190.0,2019,GLE450 4MATIC,경기
20,벤츠,54360.0,스프린터,디젤,5890.0,2016,3.0 디젤,부산
21,도요타,114726.0,프리우스 4세대,가솔린+전기,1590.0,2017,1.8 E,부산
22,BMW,56858.0,5시리즈 (G30),디젤,4150.0,2019,520d 럭셔리 플러스,부산
23,벤츠,44394.0,E-클래스 W213,디젤,4190.0,2017,E220d 익스클루시브,부산
24,BMW,30529.0,7시리즈 (G11),가솔린,8090.0,2018,740Li xDrive M 스포츠,부산
25,BMW,74807.0,1시리즈 (F20),디젤,1940.0,2017,118d 스포츠 5도어,대구
26,벤츠,36492.0,GLC-클래스 X253,디젤,4797.0,2018,GLC220 d 4MATIC,서울
27,아우디,207093.0,A7,디젤,2699.0,2016,50 TDI 콰트로,경기
28,벤츠,50622.0,C-클래스 W205,가솔린,3297.0,2018,C200 아방가르드,서울
29,포르쉐,75553.0,뉴 카이엔,디젤,7430.0,2017,3.0 디젤 플래티넘 에디션,부산
30,벤츠,124411.0,CLS-클래스 W218,디젤,2895.0,2016,CLS250 d 4MATIC,서울
31,BMW,48319.0,5시리즈 (G30),가솔린,4745.0,2018,530i M 스포츠 플러스,서울
32,BMW,108519.0,5시리즈 (F10),디젤,2750.0,2016,520d xDrive M 에어로 다이나믹,경기
33,BMW,37295.0,3시리즈 GT (F34),디젤,3030.0,2016,GT 320d,경기
34,BMW,4827.0,3시리즈 (G20),디젤,5990.0,2021,320d xDrive M 스포츠,광주
35,푸조,89372.0,2008,디젤,1100.0,2017,1.6 BlueHDi 펠린,경기
36,포드,84485.0,익스플로러,가솔린,1999.0,2015,3.5 리미티드 4WD,충남
37,벤츠,25715.0,E-클래스 W213,디젤,6350.0,2018,E220d 카브리올레,대구
38,벤츠,113774.0,E-클래스 W212,가솔린,1260.0,2011,E300 엘레강스,경기
39,혼다,75012.0,파일럿 3세대,가솔린,2690.0,2017,3.5,경기
40,BMW,120239.0,Z4 (E89),가솔린,2700.0,2012,sDrive 35i,경기
41,폭스바겐,136105.0,뉴 티구안,디젤,1390.0,2015,2.0 TDI 프리미엄,경기
42,폭스바겐,106064.0,뉴 CC,디젤,1430.0,2013,2.0 TDI 블루모션,경기
43,아우디,1958.0,A6 (C8),가솔린,6090.0,2021,45 TFSI 콰트로 프리미엄,경기
44,벤츠,9417.0,GLB-클래스 X247,가솔린,119.0,2021,AMG GLB35 4MATIC,대구
45,아우디,12409.0,A4 (B9),디젤,3180.0,2018,35 TDI 프리미엄,서울
46,푸조,35473.0,3008 2세대,디젤,2750.0,2018,1.6 BlueHDi GT Line,서울
47,BMW,74578.0,5시리즈 (F10),디젤,2899.0,2016,520d xDrive M 에어로 다이나믹,인천
48,BMW,41877.0,X4 (G02),디젤,6789.0,2019,xDrive M40d,부산
49,BMW,25090.0,3시리즈 (F30),디젤,2790.0,2017,320d,서울
50,지프,62073.0,랭글러 (JK),디젤,2400.0,2011,2.8 디젤 루비콘 2도어,경기
51,폭스바겐,167040.0,뉴 제타,디젤,550.0,2013,2.0 TDI,충남
52,푸조,120944.0,308,디젤,750.0,2014,1.6 e-HDi 에코 터보,경기
53,도요타,135935.0,프리우스,가솔린+전기,950.0,2012,1.8 E,경기
54,벤츠,47750.0,GLC-클래스 X253,가솔린,107.0,2018,AMG GLC43 4MATIC 쿠페,대구
55,BMW,158278.0,5시리즈 (F10),디젤,1610.0,2012,520d,광주
56,BMW,70328.0,X3 (F25),디젤,3790.0,2017,xDrive 20d M 에어로다이나믹,서울
57,폭스바겐,93283.0,골프 6세대,디젤,790.0,2013,1.6 TDI 블루모션 스타일에디션,경기
58,볼보,58471.0,V90 크로스컨트리,디젤,4650.0,2017,D5 AWD,서울
59,아우디,195243.0,뉴 A6,디젤,990.0,2013,2.0 TDI,경기
60,벤츠,128191.0,E-클래스 W213,디젤,3780.0,2017,E220d 4MATIC 익스클루시브,경기
61,BMW,182160.0,5시리즈 (F10),디젤,1655.0,2014,520d,충남
62,재규어,10156.0,XF (X260),가솔린,3999.0,2017,3.0 S AWD,경기
63,BMW,837.0,1시리즈 (F40),디젤,3699.0,2021,118d M 스포츠,서울
64,BMW,178142.0,3시리즈 (F30),디젤,1450.0,2016,320d xDrive,경기
65,아우디,186382.0,S7,가솔린,2950.0,2013,4.0 TFSI 콰트로,경기
66,BMW,30992.0,X4 (G02),가솔린,6280.0,2020,xDrive20i M 스포츠 X,경기
67,벤츠,32906.0,E-클래스 W213,디젤,6470.0,2018,E220d 카브리올레,인천
68,인피니티,89141.0,Q50,디젤,1440.0,2015,2.2d 프리미엄,경기
69,BMW,10507.0,1시리즈 (F20),디젤,2699.0,2018,118d 스포츠 5도어,서울
70,폭스바겐,148849.0,더 뉴 파사트,디젤,690.0,2013,2.0 TDI,경기
71,렉서스,51695.0,CT200h,가솔린+전기,1500.0,2011,1.8 컴팩트 트랜디,경기
72,아우디,148185.0,뉴 TT,가솔린,1190.0,2009,쿠페 2.0 TFSI,경기
73,아우디,89532.0,뉴 A6,가솔린,1390.0,2012,3.0 TFSI 콰트로,경기
74,BMW,21651.0,X1 (F48),디젤,3440.0,2018,xDrive 20d 조이,경기
75,아우디,104906.0,Q3,디젤,1999.0,2015,35 TDI 콰트로 다이나믹,대구
76,폭스바겐,120844.0,폴로,디젤,799.0,2014,1.6 TDI R-Line,대구
77,벤츠,104459.0,S-클래스 W222,가솔린,9650.0,2018,S560L,대구
78,벤츠,63874.0,S-클래스 W222,가솔린,8999.0,2015,S63 AMG 4MATIC 쿠페,대구
79,마세라티,15426.0,르반떼,가솔린,10300.0,2020,3.0 AWD 그란스포츠,경기
80,벤츠,56418.0,E-클래스 W213,가솔린,4350.0,2017,E300 아방가르드,경기
81,BMW,49405.0,5시리즈 (G30),디젤,4050.0,2017,520d M 스포츠 플러스,서울
82,BMW,104355.0,5시리즈 (F10),가솔린,2499.0,2014,528i xDrive 럭셔리,경기
83,테슬라,54072.0,모델 S,전기,6899.0,2017,90D,서울
84,BMW,39648.0,3시리즈 (F30),가솔린,3299.0,2017,330i M 스포츠,경기
85,폭스바겐,91777.0,더 비틀,디젤,1500.0,2014,2.0 TDI 프리미엄,충남
86,벤츠,151626.0,GLK-클래스 X204,디젤,1290.0,2011,GLK220 CDI 프리미엄,경기
87,BMW,38916.0,1시리즈 (F20),디젤,2255.0,2019,118d 스포츠 5도어,경기
88,벤츠,45614.0,E-클래스 W213,가솔린,4149.0,2018,E200 아방가르드,서울
89,벤츠,159800.0,C-클래스 W205,디젤,2120.0,2015,C220 블루텍 아방가르드,경기
90,BMW,83777.0,5시리즈 (G30),디젤,3850.0,2018,520d M 스포츠 스페셜 에디션,경기
91,포드,65730.0,익스플로러,가솔린,2990.0,2017,2.3 리미티드 4WD,대구
92,BMW,26080.0,5시리즈 (G30),디젤,4390.0,2018,520d M 스포츠,서울
93,재규어,125835.0,F-PACE,디젤,2900.0,2017,20d 포트폴리오,인천
94,아우디,71253.0,뉴 A3,디젤,1450.0,2014,2.0 TDI 다이나믹,경기
95,폭스바겐,94247.0,골프 7세대,가솔린,2130.0,2015,2.0 GTI,경기
96,벤츠,56587.0,C-클래스 W205,디젤,3389.0,2018,C220 d 아방가르드,부산
97,폭스바겐,129381.0,뉴 티구안,디젤,1080.0,2014,2.0 TDI 컴포트,서울
98,지프,23063.0,랭글러 (JL),가솔린,4790.0,2019,2.0 루비콘 2도어,경기
99,벤츠,177837.0,C-클래스 W205,디젤,2390.0,2017,C250 d 4MATIC,경기
100,볼보,33082.0,S90,디젤,4880.0,2017,D5 AWD 인스크립션,경기
101,벤츠,39394.0,CLA-클래스 C117,가솔린,3099.0,2017,CLA250 4MATIC,경기
102,아우디,32273.0,뉴 A3,디젤,1950.0,2016,35 TDI 다이나믹,경기
103,재규어,78515.0,New XF,가솔린,1330.0,2014,2.0 럭셔리,경기
104,볼보,9922.0,S90,디젤,4630.0,2019,D5 AWD 모멘텀,경기
105,폭스바겐,69017.0,폴로,디젤,1050.0,2015,1.4 TDI R-Line,대구
106,재규어,152470.0,All New XJ,디젤,2380.0,2013,3.0D 프리미엄 럭셔리 LWB,경기
107,아우디,95433.0,뉴 A6,디젤,1999.0,2015,45 TDI 콰트로,경기
108,BMW,137471.0,3시리즈 (F30),디젤,1640.0,2015,320d,대구
109,벤츠,49000.0,E-클래스 W213,가솔린,4990.0,2017,E300 AMG Line,대구
110,포드,147796.0,익스플로러,가솔린,1700.0,2015,3.5 리미티드 4WD,서울
111,BMW,86431.0,2시리즈 액티브 투어러 (F45),디젤,1790.0,2015,럭셔리,경기
112,BMW,133007.0,X4 (F26),디젤,2880.0,2016,xDrive20d,서울
113,BMW,70751.0,4시리즈 (F32),디젤,2490.0,2015,420d 럭셔리 그란쿠페,경기
114,벤츠,18163.0,A-클래스 W176,가솔린,4050.0,2018,A45 AMG 4MATIC,서울
115,폭스바겐,91128.0,더 뉴 파사트,디젤,1180.0,2015,2.0 TDI,광주
116,지프,66394.0,그랜드 체로키,디젤,3890.0,2018,3.0 디젤 오버랜드서밋,부산
117,BMW,35486.0,X5 (G05),디젤,8999.0,2020,xDrive 30d M 스포츠,경기
118,벤츠,47515.0,C-클래스 W204,가솔린,1490.0,2013,C200 CGI 아방가르드 스타일패키지,경기
119,BMW,89213.0,3시리즈 GT (F34),디젤,2450.0,2015,GT 320d xDrive 스포츠,충남
120,링컨,69001.0,뉴 MKZ,가솔린,2399.0,2017,2.0,경기
121,벤츠,66692.0,S-클래스 W222,가솔린,8450.0,2014,S63 AMG 4MATIC,경기
122,도요타,67029.0,프리우스 C,가솔린+전기,1550.0,2018,1.5,경기
123,BMW,85722.0,5시리즈 (F10),디젤,2270.0,2015,520d,대구
124,BMW,19945.0,5시리즈 (G30),가솔린,5690.0,2019,530i M 스포츠 플러스,대구
125,BMW,45669.0,X5 (F15),디젤,5450.0,2017,xDrive 30d,경기
126,재규어,106484.0,XE,디젤,1630.0,2016,20d 프레스티지,경기
127,벤츠,31073.0,스프린터,디젤,5690.0,2014,3.0 디젤,부산
128,BMW,26311.0,5시리즈 (G30),가솔린,5350.0,2019,530i M 스포츠 플러스,서울
129,벤츠,100959.0,E-클래스 W212,가솔린,3699.0,2016,E400 카브리올레,광주
130,링컨,37510.0,MKC,가솔린,2580.0,2017,2.0 AWD,경기
131,BMW,86008.0,X5 (F15),디젤,4490.0,2016,xDrive 30d,대구
132,지프,44340.0,컴패스,가솔린,1250.0,2012,70th 애니버셔리,서울
133,미니,153161.0,쿠퍼 D 컨트리맨,디젤,888.0,2012,SE,경기
134,BMW,40508.0,3시리즈 GT (F34),디젤,3250.0,2017,GT 320d xDrive,서울
135,아우디,78432.0,뉴 A6,디젤,2880.0,2016,40 TDI 콰트로 프리미엄,서울
136,링컨,27460.0,뉴 MKZ,가솔린,2850.0,2017,2.0,경기
137,인피니티,7874.0,Q50,가솔린,3350.0,2020,3.0,경기
138,폭스바겐,142855.0,더 뉴 파사트,디젤,899.0,2014,2.0 TDI,충남
139,BMW,126902.0,X6 (F16),디젤,4690.0,2017,xDrive 30d,서울
140,폭스바겐,113288.0,더 뉴 파사트,디젤,930.0,2013,2.0 TDI,대구
141,BMW,201125.0,3시리즈 (E90),디젤,650.0,2011,320d 세단 내비 패키지,대구
142,벤츠,97090.0,M-클래스 W166,디젤,3570.0,2015,ML350 블루텍 4MATIC,대구
143,랜드로버,27368.0,디스커버리 5,디젤,7590.0,2019,3.0 SD6 HSE 럭셔리,경기
144,포드,152739.0,익스플로러,가솔린,2120.0,2017,2.3 리미티드 4WD,인천
145,렉서스,67935.0,NX300h,가솔린+전기,3190.0,2015,이그제큐티브,광주
146,벤츠,88454.0,E-클래스 W212,가솔린,2090.0,2013,E300 아방가르드 스포츠 패키지,광주
147,BMW,41113.0,5시리즈 (F10),디젤,3450.0,2016,520d xDrive M 에어로 다이나믹,광주
148,벤츠,13968.0,C-클래스 W205,디젤,4790.0,2019,C220 d 4MATIC 쿠페,경기
149,BMW,98950.0,3시리즈 (F30),디젤,1900.0,2016,320d,인천
150,닛산,105741.0,큐브,가솔린,690.0,2011,1.8 S,서울
151,아우디,163549.0,A7,디젤,2390.0,2014,3.0 TDI 콰트로 프레스티지,인천
152,BMW,18164.0,6시리즈 GT (G32),디젤,6590.0,2020,620d M 스포츠,대구
153,BMW,128181.0,5시리즈 (F10),디젤,2440.0,2016,520d M 에어로 다이나믹,경기
154,벤츠,55951.0,E-클래스 W213,디젤,4580.0,2017,E220d 익스클루시브,서울
155,벤츠,78144.0,E-클래스 W213,가솔린,3780.0,2017,E300 4MATIC 아방가르드,서울
156,아우디,120030.0,Q5,디젤,2390.0,2016,45 TDI 콰트로,경기
157,벤틀리,74918.0,플라잉스퍼 2세대,가솔린,10600.0,2015,4.0,부산
158,BMW,32223.0,5시리즈 (G30),디젤,4590.0,2020,520d 럭셔리 플러스,경기
159,벤츠,63975.0,GLE-클래스 W166,디젤,5950.0,2018,GLE350 d 4MATIC,광주
160,BMW,108873.0,3시리즈 (F30),가솔린,2150.0,2016,320i 럭셔리,광주
161,BMW,39570.0,7시리즈 (G11),디젤,8199.0,2018,730Ld xDrive M 스포츠,서울
162,BMW,58403.0,4시리즈 (F32),디젤,2500.0,2016,420d M 스포츠 쿠페,서울
163,벤츠,17498.0,E-클래스 W213,가솔린,6480.0,2018,E400 4MATIC 익스클루시브,경기
164,폭스바겐,189462.0,티구안,디젤,650.0,2009,2.0 TDI,경기
165,포르쉐,73419.0,뉴 카이엔,디젤,5180.0,2014,3.0 디젤 플래티넘 에디션,서울
166,도요타,76074.0,시에나,가솔린,2500.0,2016,3.5 AWD,경기
167,도요타,44630.0,시에나,가솔린,2550.0,2015,3.5 AWD,경기
168,푸조,40830.0,5008 2세대,디젤,2850.0,2019,1.6 BlueHDi 알뤼르,경기
169,BMW,49382.0,3시리즈 (F30),디젤,1690.0,2012,320d,서울
170,BMW,72584.0,4시리즈 (F32),디젤,2550.0,2015,420d M 스포츠 쿠페,인천
171,벤츠,48668.0,B-클래스 W246,디젤,1690.0,2014,B200 CDI,경기
172,링컨,129657.0,MKX 2세대,가솔린,2130.0,2016,2.7 AWD,경기
173,벤츠,45560.0,GLE-클래스 W166,디젤,6680.0,2017,GLE350 d 4MATIC 쿠페,경기
174,벤츠,52907.0,E-클래스 W212,가솔린,3490.0,2017,E200 카브리올레,인천
175,렉서스,113889.0,CT200h,가솔린+전기,1299.0,2012,1.8 컴팩트 럭셔리,대구
176,닛산,33388.0,맥시마 (A36),가솔린,2090.0,2017,3.5 플래티넘,서울
177,폭스바겐,29297.0,뉴 제타,디젤,1650.0,2016,2.0 TDI 블루모션 프리미엄,서울
178,벤츠,142783.0,E-클래스 W213,디젤,3350.0,2017,E220d 익스클루시브,서울
179,BMW,13090.0,1시리즈 (F20),디젤,2720.0,2018,118d M 스포츠 섀도우 5도어,서울
180,랜드로버,112092.0,레인지로버 이보크,디젤,2400.0,2014,2.2 SD4 프레스티지,서울
181,재규어,20735.0,XE,디젤,2890.0,2019,20d R스포츠,경기
182,BMW,74890.0,3시리즈 (F30),디젤,2300.0,2016,320d,경기
183,재규어,96046.0,F-PACE,디젤,3450.0,2017,30d S,광주
184,BMW,123511.0,X5 (F15),디젤,3599.0,2014,xDrive 30d,부산
185,BMW,42192.0,1시리즈 (F20),디젤,1950.0,2018,118d 조이 5도어,부산
186,폭스바겐,38687.0,파사트 GT(B8),디젤,2350.0,2018,2.0 TDI,경기
187,BMW,81667.0,X1 (F48),디젤,2650.0,2017,xDrive 20d M 스포츠,경기
188,BMW,53514.0,X6 (F16),디젤,5590.0,2017,xDrive 30d,경기
189,지프,53903.0,레니게이드,가솔린,1830.0,2015,2.4 론지튜드,경기
190,벤츠,64392.0,E-클래스 W213,가솔린,4830.0,2018,E300 4MATIC 익스클루시브,경기
191,벤츠,103778.0,E-클래스 W213,가솔린,4980.0,2017,E400 4MATIC 쿠페,인천
192,BMW,40841.0,3시리즈 (F30),디젤,2630.0,2013,320d 투어링 M 스포츠,인천
193,아우디,103942.0,뉴 A6,디젤,9999.0,2012,3.0 TDI 콰트로,인천
194,BMW,146250.0,5시리즈 GT (F07),디젤,1680.0,2012,GT 30d,인천
195,미니,92940.0,쿠퍼 SD 컨트리맨,디젤,1630.0,2015,ALL4,인천
196,벤츠,302665.0,M-클래스 W164,디젤,1350.0,2007,ML280 CDI,광주
197,벤츠,60001.0,GLC-클래스 X253,가솔린+전기,4990.0,2019,GLC350e 4MATIC AMG Line,경기
198,아우디,148087.0,뉴 A8,가솔린,1900.0,2011,4.2 FSI 콰트로,대구
199,벤츠,61443.0,E-클래스 W213,디젤,4100.0,2017,E220d 익스클루시브,광주
200,크라이슬러,29037.0,200 2세대,가솔린,1300.0,2015,2.4 C,경기
201,BMW,29669.0,5시리즈 (G30),가솔린,4650.0,2019,520i 럭셔리,경기
202,BMW,117373.0,5시리즈 (G30),가솔린,4670.0,2018,540i xDrive M 스포츠 플러스,대구
203,BMW,168610.0,3시리즈 (F30),디젤,1270.0,2014,320d xDrive,서울
204,BMW,29464.0,M4 (F82),가솔린,5199.0,2015,M4 쿠페,경기
205,마세라티,36656.0,기블리,가솔린,4620.0,2014,3.0,경기
206,BMW,59305.0,5시리즈 (G30),디젤,3850.0,2018,520d 럭셔리 스페셜 에디션,서울
207,BMW,58935.0,5시리즈 (G30),디젤,4290.0,2018,520d xDrive 럭셔리 플러스,경기
208,BMW,98666.0,X1 (F48),디젤,2380.0,2016,xDrive 20d,경기
209,벤츠,47302.0,E-클래스 W213,디젤,4450.0,2019,E220d 아방가르드,서울
210,벤츠,72379.0,GLC-클래스 X253,디젤,3950.0,2017,GLC220 d 4MATIC,경기
211,BMW,26762.0,X3 (G01),디젤,5690.0,2019,xDrive 20d M 스포츠,서울
212,아우디,67630.0,뉴 A6,디젤,3050.0,2016,40 TDI 콰트로 프리미엄,경기
213,벤츠,117395.0,E-클래스 W212,디젤,1990.0,2014,E220 CDI 아방가르드,대구
214,재규어,92541.0,XE,디젤,1470.0,2016,20d 프레스티지,서울
