,brand,km,name,type,price,year,info,location
0,재규어,160923.0,All New XJ,디젤,2570.0,2015,3.0D 프리미엄 럭셔리 LWB,경기
1,BMW,26480.0,6시리즈 GT (G32),디젤,6490.0,2020,620d M 스포츠,서울
2,미니,62318.0,쿠퍼 D 클럽맨,디젤,2100.0,2018,기본형,경기
3,랜드로버,70732.0,레인지로버 이보크,가솔린,2549.0,2012,2.0 Si4 다이나믹 쿠페,경기
4,마세라티,75683.0,르반떼,디젤,6320.0,2017,3.0 디젤 AWD 프리미엄,경기
5,미니,23233.0,쿠퍼 클럽맨,가솔린,2450.0,2018,기본형,경기
6,미니,11646.0,쿠퍼 SD 클럽맨,디젤,3390.0,2018,기본형,경기
7,재규어,98257.0,All New XJ,가솔린,2150.0,2013,2.0 럭셔리 LWB,경기
8,시트로엥,52393.0,C4 칵투스,디젤,1340.0,2017,1.6 BlueHDi 샤인,서울
9,벤츠,70353.0,GL-클래스 X166,가솔린,4499.0,2013,GL450 4MATIC,경기
10,미니,43164.0,쿠퍼 S 클럽맨,가솔린,1999.0,2016,기본형,경기
11,미니,37194.0,쿠퍼 클럽맨,가솔린,2590.0,2018,High,부산
12,BMW,8491.0,6시리즈 GT (G32),가솔린,7290.0,2020,630i xDrive M 스포츠,서울
13,미니,44035.0,쿠퍼 D 클럽맨,디젤,2180.0,2018,기본형,경기
14,인피니티,83088.0,QX50,가솔린,1680.0,2016,3.7 AWD,광주
15,마세라티,96629.0,기블리,가솔린,4250.0,2016,3.0,대구
16,마세라티,105075.0,콰트로포르테,디젤,4900.0,2016,3.0 디젤,부산
17,미니,66746.0,쿠퍼 D 클럽맨,디젤,1850.0,2016,기본형,서울
