,brand,km,name,type,price,year,info,location
186,랜드로버,114086.0,레인지로버 벨라,디젤,5090.0,2018,2.0 D240 SE,경기
187,렉서스,74796.0,CT200h,가솔린+전기,2120.0,2017,1.8 슈프림,광주
188,마세라티,58040.0,기블리,가솔린,4960.0,2015,3.0S Q4,서울
189,볼보,59816.0,XC90 2세대,가솔린,6850.0,2017,T6 인스크립션,광주
190,지프,29537.0,랭글러 (JL),가솔린,5250.0,2019,2.0 오버랜드 4도어,경기
191,벤츠,23572.0,S-클래스 W222,디젤,10890.0,2020,S350 d 4MATIC AMG Line,대구
192,BMW,107358.0,7시리즈 (G11),디젤,5450.0,2016,740Ld xDrive,충남
193,벤츠,81801.0,C-클래스 W205,디젤,2650.0,2016,C220 d 아방가르드,부산
194,벤츠,72904.0,CLA-클래스 C117,가솔린,2699.0,2015,CLA45 AMG 4MATIC,경기
195,포드,44886.0,머스탱,가솔린,4900.0,2018,GT 컨버터블,경기
196,폭스바겐,3273.0,아테온,디젤,4170.0,2020,2.0 TDI 프레스티지,경기
197,BMW,134270.0,5시리즈 (F10),디젤,2390.0,2016,520d M 에어로 다이나믹,부산
198,BMW,12908.0,5시리즈 (G30),가솔린,5380.0,2020,520i M 스포츠,경기
199,벤츠,76203.0,S-클래스 W222,가솔린,7490.0,2016,S500L 4MATIC,경기
200,BMW,151750.0,5시리즈 (F10),디젤,1470.0,2013,520d,경기
201,볼보,4013.0,S60,디젤,3190.0,2018,D4,부산
202,BMW,7527.0,2시리즈 그란쿠페 (F44),디젤,3080.0,2021,218d 어드밴티지,경기
203,재규어,41510.0,XF (X260),가솔린,2490.0,2017,25t 프레스티지,경기
204,벤츠,40031.0,A-클래스 W176,가솔린,3750.0,2018,A45 AMG 4MATIC,광주
205,벤츠,32923.0,C-클래스 W205,가솔린,3250.0,2017,C200 아방가르드,경기
206,벤츠,57027.0,GLC-클래스 X253,디젤,5090.0,2018,GLC220 d 4MATIC 쿠페,서울
207,크라이슬러,151661.0,더 뉴 300C,가솔린,749.0,2012,3.6,경기
208,혼다,25147.0,어코드 10세대,가솔린+전기,3260.0,2019,2.0 하이브리드 투어링,경기
209,아우디,5832.0,A4 (B9),가솔린,3490.0,2019,40 TFSI,경기
210,벤츠,74138.0,C-클래스 W205,디젤,3300.0,2018,C220 d 4MATIC,경기
211,아우디,54906.0,뉴 A6,디젤,3100.0,2018,35 TDI 프리미엄,서울
212,BMW,10421.0,2시리즈 그란쿠페 (F44),디젤,3860.0,2021,218d M 스포츠,경기
213,도요타,43268.0,시에나,가솔린,2690.0,2015,3.5 AWD,대구
214,렉서스,39012.0,뉴 ES350,가솔린,3490.0,2018,이그제큐티브,대구
215,지프,53193.0,그랜드 체로키,가솔린,3149.0,2018,3.6 리미티드,경기
216,포르쉐,69500.0,카이맨,가솔린,5449.0,2015,2.7,경기
217,BMW,84386.0,5시리즈 (G30),디젤,3949.0,2018,520d xDrive M 스포츠 플러스,경기
218,BMW,94611.0,5시리즈 (G30),디젤,3549.0,2017,520d M 스포츠 플러스,경기
219,지프,39891.0,체로키(KL),가솔린,2149.0,2018,2.4 론지튜드 하이 AWD,경기
220,벤츠,19355.0,C-클래스 W205,디젤,2900.0,2016,C200 d,서울
221,도요타,91038.0,시에나,가솔린,2299.0,2017,3.5 AWD,경기
222,BMW,82685.0,5시리즈 (G30),디젤,3799.0,2018,520d M 스포츠 플러스,경기
223,포르쉐,21331.0,718 카이맨,가솔린,9349.0,2020,2.0,경기
224,BMW,132397.0,7시리즈 (G11),디젤,4889.0,2017,730d xDrive M 스포츠,경기
225,폭스바겐,117292.0,폴로,디젤,780.0,2013,1.6 TDI R-Line,경기
226,폭스바겐,13142.0,제타 7세대,가솔린,2650.0,2021,1.4 TSI 프레스티지,서울
227,렉서스,75721.0,NX300h,가솔린+전기,3099.0,2017,슈프림,전북
228,벤츠,45737.0,E-클래스 W213,가솔린,4690.0,2018,E300 4MATIC 익스클루시브 스탠다드,경기
229,렉서스,74610.0,NX300h,가솔린+전기,3490.0,2017,이그제큐티브,경기
230,인피니티,25480.0,Q30,가솔린,2080.0,2018,2.0 프리미엄,경기
231,BMW,121232.0,5시리즈 (F10),디젤,2030.0,2014,520d,서울
232,캐딜락,7712.0,XT5,가솔린,4820.0,2020,3.6 프리미엄 럭셔리 AWD,광주
233,포르쉐,142705.0,파나메라,가솔린,3990.0,2011,4.8 S,경기
234,벤츠,73107.0,CLA-클래스 C117,가솔린,3550.0,2018,CLA45 AMG 4MATIC,울산
235,미니,92090.0,쿠퍼 S,가솔린,1099.0,2012,기본형,울산
236,BMW,149190.0,5시리즈 (F10),디젤,2480.0,2016,520d xDrive M 에어로 다이나믹,경기
237,재규어,129378.0,XF (X260),디젤,1900.0,2017,20d 프레스티지 AWD,경기
238,렉서스,97700.0,뉴 ES300h,가솔린+전기,2250.0,2015,슈프림,경기
239,랜드로버,79465.0,디스커버리 5,디젤,5870.0,2019,3.0 SD6 HSE,경기
240,벤츠,14109.0,E-클래스 W213,가솔린,4070.0,2017,E200 아방가르드,경기
241,미니,41203.0,쿠퍼 SD 컨트리맨,디젤,2000.0,2016,ALL4 파크레인,서울
242,BMW,182180.0,X6 (E71),디젤,2499.0,2014,30d,충남
243,지프,68382.0,레니게이드,가솔린,1750.0,2016,2.4 론지튜드,경기
244,벤츠,84333.0,CLS-클래스 W218,가솔린,3499.0,2015,CLS400,경기
245,볼보,116557.0,V90 크로스컨트리,디젤,4270.0,2018,D5 프로 AWD,경기
246,포르쉐,88083.0,파나메라,디젤,5900.0,2014,3.0 디젤,경기
247,재규어,26855.0,XE,디젤,3199.0,2019,20d 포트폴리오,서울
248,BMW,79307.0,1시리즈 (F20),디젤,1800.0,2017,118d 스포츠 5도어,충남
249,지프,22282.0,그랜드 체로키,가솔린,4300.0,2020,3.6 오버랜드,충남
250,미니,146886.0,쿠퍼 D 컨트리맨,디젤,1150.0,2012,ALL4,서울
251,벤츠,9612.0,EQC N293,전기,6470.0,2020,EQC400 4MATIC,인천
252,BMW,133403.0,3시리즈 (F30),디젤,1320.0,2014,320d,광주
253,아우디,160112.0,Q5,디젤,1970.0,2015,45 TDI 콰트로 다이나믹,경기
254,닛산,139635.0,패스파인더 4세대,가솔린,1830.0,2017,3.5 4WD,경기
255,지프,6615.0,랭글러 (JL),가솔린,5140.0,2020,2.0 루비콘 2도어,광주
256,볼보,46987.0,V40 크로스컨트리,가솔린,2150.0,2016,T5 AWD,서울
257,BMW,65061.0,X5 (F15),디젤,4250.0,2015,xDrive 30d,경기
258,BMW,87040.0,5시리즈 (E60),가솔린,799.0,2009,528i 세단,서울
259,랜드로버,41341.0,레인지로버 4세대,디젤,12590.0,2018,4.4 SDV8 Vogue SE 디젤,서울
260,아우디,67877.0,A7,가솔린,2790.0,2012,3.0 TFSI 콰트로 프레스티지,경기
261,도요타,7797.0,프리우스 4세대,가솔린+전기,2500.0,2019,1.8,경기
262,포르쉐,11311.0,파나메라 (971),가솔린,16650.0,2020,3.0 AWD,경기
263,벤츠,81605.0,GLC-클래스 X253,디젤,4190.0,2017,GLC220 d 4MATIC 프리미엄 쿠페,서울
264,벤츠,10248.0,E-클래스 W213,가솔린,6360.0,2021,E250 익스클루시브,경기
265,벤츠,17449.0,CLA-클래스 C118,가솔린,5050.0,2020,CLA250 4MATIC,경기
266,벤츠,25613.0,GLA-클래스 X156,가솔린,3350.0,2019,GLA220 프리미엄,서울
267,BMW,64629.0,1시리즈 (F20),디젤,1850.0,2018,118d 조이 5도어,경기
268,벤츠,159174.0,S-클래스 W222,디젤,4700.0,2015,S350 블루텍 4MATIC,광주
269,벤츠,98771.0,GLS-클래스 X166,디젤,5890.0,2017,GLS350 d 4MATIC,경기
270,벤츠,56653.0,C-클래스 W205,디젤,3090.0,2017,C220 d 아방가르드,경기
271,랜드로버,41262.0,레인지로버 이보크,디젤,3050.0,2016,2.0 TD4 SE,서울
272,랜드로버,69027.0,레인지로버 이보크,디젤,2449.0,2013,2.2 SD4 프레스티지,경기
273,인피니티,131691.0,QX70,디젤,1990.0,2015,3.0d AWD,부산
274,BMW,124844.0,X4 (F26),디젤,2900.0,2016,xDrive20d,인천
275,벤츠,71458.0,E-클래스 W213,디젤,3790.0,2017,E220d 아방가르드,광주
276,테슬라,20677.0,모델 X,전기,12600.0,2018,100D,경기
277,재규어,107299.0,All New XJ,가솔린,1750.0,2011,5.0 프리미엄 럭셔리 LWB,경기
278,벤츠,80756.0,CLS-클래스 W218,디젤,3890.0,2017,CLS250 d 4MATIC AMG Line,부산
279,닛산,109335.0,캐시카이 2세대,디젤,1080.0,2015,1.6 SL,경기
280,BMW,67456.0,4시리즈 (F32),가솔린,4320.0,2018,430i M 스포츠 컨버터블,경기
281,BMW,14394.0,5시리즈 (G30),디젤,5450.0,2020,520d xDrive M 스포츠 플러스,광주
282,아우디,8074.0,Q5 (FY),디젤,5270.0,2020,40 TDI 콰트로 프리미엄,서울
283,BMW,53225.0,X4 (F26),디젤,3670.0,2016,xDrive20d,서울
284,혼다,79179.0,CR-V 5세대,가솔린,2350.0,2017,1.5 EX-L 4WD,광주
285,지프,180018.0,그랜드 체로키,디젤,1070.0,2012,3.0 디젤 라레도,인천
286,BMW,95458.0,4시리즈 (F32),디젤,2240.0,2015,420d M 스포츠 쿠페,광주
287,지프,37006.0,체로키(KL),가솔린,2290.0,2017,2.4 론지튜드 AWD,경기
288,아우디,196082.0,뉴 A6,가솔린,430.0,2009,3.0 TFSI 콰트로 다이나믹,경기
289,벤츠,11927.0,C-클래스 W205,가솔린,5600.0,2020,C200 카브리올레,서울
290,벤츠,62815.0,C-클래스 W205,디젤,3700.0,2019,C220 d 4MATIC AMG Line,경기
291,링컨,61143.0,뉴 MKZ,가솔린,1450.0,2014,2.0,경기
292,도요타,38136.0,프리우스 V,가솔린+전기,2280.0,2017,1.8,경기
293,벤츠,56592.0,E-클래스 W213,가솔린,4500.0,2019,E300 아방가르드,서울
294,랜드로버,96613.0,레인지로버 4세대,디젤,6290.0,2014,4.4 SDV8 Vogue SE 디젤,서울
295,폭스바겐,84816.0,더 뉴 파사트,가솔린,1325.0,2015,1.8 TSI,대구
296,아우디,36434.0,뉴 A6,디젤,2890.0,2016,40 TDI 콰트로 프리미엄,경기
297,벤츠,55587.0,C-클래스 W205,가솔린,4650.0,2018,C200 카브리올레,경기
298,폭스바겐,92417.0,뉴 제타,디젤,980.0,2015,2.0 TDI 블루모션,충남
299,벤츠,74447.0,A-클래스 W176,디젤,1530.0,2015,A180 CDI 스타일,서울
300,BMW,35832.0,X1 (F48),디젤,3299.0,2018,xDrive 18d 프리미엄,부산
301,BMW,49314.0,5시리즈 (G30),가솔린,4890.0,2018,530i xDrive M 스포츠 플러스,부산
302,벤츠,86116.0,C-클래스 W204,가솔린,3520.0,2012,C63 AMG 세단,경기
