,brand,name,info,type,km,year,location,price
0,쌍용,렉스턴 W,2.2 4WD RX7,디젤,118425.0,2016,충남,1380.0
1,쉐보레(GM대우),올란도,LPG LT,LPG(일반인 구입),125088.0,2014,충남,800.0
2,쉐보레(GM대우),올란도,LPG LS,LPG(일반인 구입),132391.0,2015,서울,790.0
3,기아,K7,LPI VG270 럭셔리,LPG(일반인 구입),232544.0,2011,경기,350.0
4,쌍용,코란도 C,클래시 4WD,디젤,115130.0,2013,광주,850.0
5,현대,베라크루즈,디젤 2WD 300VX,디젤,247717.0,2007,인천,540.0
6,현대,베라크루즈,디젤 4WD 300VX,디젤,202618.0,2011,대전,730.0
7,현대,벨로스터 (JS),2.0 N,가솔린,40063.0,2019,울산,2460.0
8,현대,그랜드 스타렉스,5인승 밴,디젤,95442.0,2018,광주,1630.0
9,기아,카니발 R,그랜드 카니발 GX,디젤,160924.0,2011,경기,499.0
10,기아,더 뉴 K3,트렌디,가솔린,39262.0,2017,광주,1199.0
11,현대,그랜저 HG,LPG HG300 이그제큐티브,LPG(일반인 구입),202142.0,2012,광주,770.0
12,현대,그랜드 스타렉스,12인승 왜건,디젤,84856.0,2018,충남,1570.0
13,쉐보레(GM대우),임팔라,2.5 LT,가솔린,24150.0,2019,서울,2150.0
14,쌍용,렉스턴 스포츠,디젤 2.2 4WD,디젤,35871.0,2019,충남,2360.0
15,기아,스포티지 4세대,디젤 1.7 2WD 노블레스,디젤,114273.0,2017,인천,1230.0
16,현대,싼타페 CM,4WD(2.2 e-VGT) MLX,디젤,194336.0,2012,광주,960.0
17,현대,그랜드 스타렉스,5인승 밴,디젤,75093.0,2015,경기,1520.0
18,현대,그랜저 IG,3.0 익스클루시브,가솔린,112957.0,2018,대전,1799.0
19,현대,제네시스,BH330 럭셔리,가솔린,279706.0,2008,대전,420.0
20,기아,올 뉴 K3,럭셔리,가솔린,72664.0,2019,광주,1480.0
21,기아,올 뉴 카니발,11인승 럭셔리,디젤,67165.0,2015,경기,1550.0
22,현대,그랜저 IG,3.0 모던 베이직 (렌터카),가솔린,73126.0,2017,경기,1790.0
23,현대,아반떼 AD,1.6 GDI 스마트,가솔린,14146.0,2018,경기,1399.0
24,쌍용,코란도 스포츠,CX7 4WD,디젤,143172.0,2014,광주,1030.0
25,쉐보레(GM대우),더 넥스트 스파크,LT,가솔린,30695.0,2016,경기,690.0
26,현대,그랜드 스타렉스,5인승 밴,디젤,122210.0,2014,대전,1080.0
27,르노삼성,SM7 New Art,SE 플레져,가솔린,104785.0,2011,충남,399.0
28,쌍용,코란도 스포츠,CX7 4WD,디젤,119951.0,2014,서울,990.0
29,현대,LF 쏘나타,LPI 모던,LPG(일반인 구입),45822.0,2016,인천,1260.0
30,기아,올 뉴 모닝,디럭스 스페셜,가솔린,63121.0,2012,광주,490.0
31,현대,그랜저 뉴 럭셔리,LPI Q270 모범형,LPG(일반인 구입),187782.0,2009,광주,350.0
32,현대,제네시스 DH,G330 프리미엄 AWD,가솔린,155664.0,2015,울산,1790.0
33,현대,제네시스,BH330 럭셔리,가솔린,202059.0,2012,광주,700.0
34,기아,더 뉴 카니발,9인승 럭셔리,디젤,57480.0,2019,경기,2010.0
35,쌍용,렉스턴 스포츠,디젤 2.2 4WD,디젤,11646.0,2019,경기,2570.0
36,쉐보레(GM대우),말리부,2.0 디젤 LT 프리미엄팩,디젤,145909.0,2015,부산,669.0
37,기아,올 뉴 모닝 (JA),프레스티지,가솔린,92744.0,2017,경기,730.0
38,쉐보레(GM대우),크루즈,1.8 LT,가솔린,66249.0,2012,부산,560.0
39,현대,그랜드 스타렉스,12인승 왜건,디젤,55320.0,2018,서울,1550.0
40,현대,싼타페 더 프라임,디젤 2.0 2WD,디젤,152351.0,2016,인천,1480.0
41,현대,그랜드 스타렉스,12인승 왜건,디젤,72359.0,2018,경기,1690.0
42,기아,스팅어,2.2 디젤 2WD,디젤,78309.0,2018,서울,2400.0
43,기아,New 스포티지,디젤(VGT) 2WD TLX,디젤,165047.0,2007,광주,330.0
44,현대,LF 쏘나타,1.7 디젤 스마트,디젤,82717.0,2016,경기,1190.0
45,기아,올 뉴 모닝,럭셔리,가솔린,65840.0,2012,경기,560.0
