,brand,name,info,type,km,year,location,price
0,쉐보레(GM대우),마티즈 크리에이티브,그루브,가솔린,3438.0,2010,충남,399.0
1,현대,엑센트(신형),1.4 VVT 모던,가솔린,45946.0,2018,서울,1100.0
2,제네시스,G80,3.3 GDI,가솔린,65087.0,2018,서울,2890.0
3,제네시스,G80 (RG3),디젤 2.2 AWD,디젤,9856.0,2021,광주,6750.0
4,현대,싼타페 더 프라임,디젤 2.0 2WD,디젤,122267.0,2017,부산,2000.0
5,쉐보레(GM대우),말리부,2.0 LT 디럭스팩,가솔린,24820.0,2014,서울,1050.0
6,쉐보레(GM대우),크루즈,1.8 LTZ+,가솔린,122864.0,2014,경기,550.0
7,제네시스,G80,3.3 GDI AWD,가솔린,33432.0,2018,경기,3390.0
8,현대,더 뉴 맥스크루즈,디젤 2.2 4WD,디젤,42632.0,2017,대구,2570.0
9,현대,싼타페 DM,디젤(e-VGT) 2.0 4WD 프리미엄,디젤,125516.0,2013,경기,1350.0
10,현대,맥스크루즈,가솔린 3.3 4WD 익스클루시브,가솔린,22047.0,2016,경기,2420.0
11,쉐보레(GM대우),마티즈 크리에이티브,재즈,가솔린,140899.0,2011,충남,270.0
12,기아,스포티지 R,디젤 2WD TLX,디젤,153365.0,2012,충남,899.0
13,쉐보레(GM대우),올란도,1.6 디젤 LT,디젤,101692.0,2016,경기,1060.0
14,르노삼성,QM3,RE 시그니처,디젤,130182.0,2017,전북,1050.0
15,현대,더 뉴 그랜드 스타렉스,4WD 어반 9인승,디젤,27772.0,2019,경기,3030.0
16,쌍용,코란도 스포츠,CX7 4WD,디젤,94047.0,2016,광주,1449.0
17,기아,올 뉴 쏘렌토,디젤 2.0 2WD,디젤,125681.0,2015,경기,1590.0
18,쌍용,렉스턴 스포츠,디젤 2.2 4WD,디젤,23646.0,2018,경기,2400.0
19,제네시스,G80,3.3 GDI AWD,가솔린,22070.0,2018,경기,3340.0
20,르노삼성,SM7 New Art,SE,가솔린,152177.0,2008,서울,290.0
21,쉐보레(GM대우),트레일블레이저,1.3 터보 2WD,가솔린,7882.0,2021,경기,2250.0
22,현대,제네시스 DH,G380 프레스티지 AWD,가솔린,127826.0,2016,경기,2490.0
23,제네시스,G70,3.3T 스포츠 AWD,가솔린,28639.0,2019,경기,3999.0
24,제네시스,EQ900,3.3 T-GDI AWD,가솔린,90068.0,2018,경기,4390.0
25,기아,더 뉴 쏘렌토,디젤 2.2 2WD,디젤,23385.0,2019,경기,2850.0
