,brand,name,info,type,km,year,location,price
0,기아,모닝,LX,가솔린,100889.0,2004,인천,140.0
1,기아,레이,럭셔리,가솔린,94461.0,2013,경기,780.0
2,기아,레이,럭셔리,가솔린,48852.0,2015,울산,920.0
3,기아,올 뉴 모닝,럭셔리,가솔린,75394.0,2012,경기,600.0
4,기아,더 뉴 레이,시그니처,가솔린,18975.0,2021,충북,1550.0
5,기아,레이,디럭스,가솔린,33415.0,2016,경기,890.0
6,기아,더 뉴 레이,밴,가솔린,7725.0,2020,경기,1159.0
7,기아,레이,디럭스 스페셜,가솔린,73826.0,2012,서울,680.0
8,기아,더 뉴 레이,럭셔리,가솔린,34524.0,2018,경기,1190.0
9,쉐보레(GM대우),더 넥스트 스파크,LT,가솔린,25174.0,2017,서울,749.0
10,기아,레이,프레스티지,가솔린,67879.0,2014,경기,930.0
11,기아,더 뉴 레이,디럭스,가솔린,52091.0,2018,충남,1030.0
12,기아,레이,프레스티지,가솔린,114011.0,2012,광주,750.0
13,현대,그랜저 IG,2.4 프리미엄,가솔린,86517.0,2018,광주,2099.0
14,쉐보레(GM대우),더 넥스트 스파크,LTZ,가솔린,29647.0,2018,부산,890.0
15,기아,올 뉴 모닝,럭셔리,가솔린,85840.0,2013,광주,570.0
16,기아,레이,럭셔리,가솔린,75801.0,2016,서울,849.0
17,기아,레이,디럭스,가솔린,17796.0,2017,광주,980.0
18,쉐보레(GM대우),더 넥스트 스파크,LT,가솔린,11971.0,2018,서울,900.0
19,기아,더 뉴 레이,프레스티지,가솔린,17035.0,2018,부산,1350.0
20,기아,레이,럭셔리,가솔린,11370.0,2016,서울,974.0
21,기아,레이,럭셔리,가솔린,18151.0,2013,서울,870.0
22,기아,레이,디럭스 스페셜,가솔린,99904.0,2012,충남,699.0
23,기아,레이,프레스티지,가솔린,69175.0,2013,경기,850.0
24,기아,레이,럭셔리,가솔린,51034.0,2016,경기,899.0
25,기아,레이,프레스티지,가솔린,56868.0,2014,경기,970.0
26,기아,레이,럭셔리,가솔린,72254.0,2014,울산,870.0
27,현대,그랜저 IG,3.0 익스클루시브,가솔린,61846.0,2018,경기,2100.0
28,기아,레이,럭셔리,가솔린,125871.0,2015,부산,699.0
29,쉐보레(GM대우),마티즈 크리에이티브,그루브,가솔린,168648.0,2010,서울,250.0
30,기아,레이,프레스티지,가솔린,74845.0,2013,경기,820.0
31,쉐보레(GM대우),마티즈 크리에이티브,재즈,가솔린,76477.0,2010,울산,280.0
32,기아,레이,럭셔리,가솔린,83837.0,2012,부산,760.0
