,brand,name,info,type,km,year,location,price
49,기아,올 뉴 K7,3.0 LPI 럭셔리 (렌터카),LPG(일반인 구입),42352.0,2017,대전,1890.0
50,제네시스,G80,3.3 GDI,가솔린,122011.0,2018,광주,2530.0
51,현대,올 뉴 투싼,가솔린 1.6 터보 2WD,가솔린,65030.0,2019,서울,2099.0
52,기아,포르테 쿱,1.6 GDI 프레스티지,가솔린,157743.0,2011,경기,400.0
53,현대,제네시스 쿠페,200 터보 RW,가솔린,84989.0,2011,경기,800.0
54,현대,쏘나타 뉴 라이즈,LPI 모던(장애인용),LPG(일반인 구입),39285.0,2019,경기,1850.0
55,현대,아반떼 AD,1.6 GDI 밸류 플러스,가솔린,86204.0,2018,울산,1300.0
56,현대,그랜저 IG 하이브리드,익스클루시브,가솔린+전기,246407.0,2018,대구,1599.0
57,현대,팰리세이드,디젤 2.2 4WD,디젤,25912.0,2020,서울,4470.0
58,현대,그랜저 IG,3.0 익스클루시브,가솔린,72316.0,2018,서울,2290.0
59,기아,포르테,1.6 GDI 디럭스,가솔린,99757.0,2012,대전,550.0
60,기아,더 뉴 쏘렌토,가솔린 2.0 터보 2WD,가솔린,23185.0,2020,경기,2950.0
61,쌍용,렉스턴 스포츠,디젤 2.2 2WD,디젤,36848.0,2019,울산,1840.0
62,르노삼성,뉴SM5 플래티넘,LE,가솔린,189881.0,2013,대구,550.0
63,현대,싼타페 DM,디젤(e-VGT) 2.0 2WD 익스클루시브,디젤,173020.0,2013,광주,1230.0
64,제네시스,G80,3.3 GDI,가솔린,84079.0,2017,대구,2750.0
65,현대,제네시스 DH,G330 모던 AWD,가솔린,135207.0,2016,울산,1880.0
66,제네시스,G80,3.3 GDI AWD,가솔린,53425.0,2017,부산,3299.0
67,기아,스토닉,디젤 1.6,디젤,96056.0,2018,광주,1470.0
68,현대,싼타페 DM,디젤(e-VGT) 2.0 2WD 프리미엄,디젤,174187.0,2013,서울,1080.0
69,기아,더 뉴 쏘렌토,디젤 2.0 2WD,디젤,103366.0,2018,광주,2250.0
70,쌍용,뷰티풀 코란도,가솔린 1.5 2WD C5,가솔린,25311.0,2020,경기,2050.0
71,기아,올 뉴 K7,2.4 GDI 리미티드,가솔린,55853.0,2018,서울,2050.0
72,기아,올 뉴 쏘렌토,디젤 2.0 2WD,디젤,50702.0,2016,서울,2350.0
73,기아,올 뉴 모닝,디럭스 스페셜,가솔린,180640.0,2012,대구,355.0
74,현대,싼타페 DM,디젤(e-VGT) 2.0 2WD 익스클루시브,디젤,173824.0,2013,인천,1230.0
75,기아,K5 2세대,2.0 MX,가솔린,42553.0,2018,서울,1650.0
76,기아,모하비,4WD QV300,디젤,107255.0,2012,서울,1600.0
77,기아,스포티지 더 볼드,디젤 2.0 2WD,디젤,89606.0,2019,광주,1870.0
78,기아,더 뉴 모하비,디젤 3.0 4WD,디젤,184873.0,2018,경기,2190.0
79,현대,그랜저 IG,2.4 프리미엄,가솔린,42644.0,2019,경기,2530.0
80,제네시스,더 뉴 G70,가솔린 3.3T 2WD,가솔린,35.0,2021,경기,5100.0
81,현대,제네시스 DH,G380 익스클루시브 AWD,가솔린,197294.0,2016,충남,1639.0
82,르노삼성,SM6,2.0 GDe SE,가솔린,55202.0,2019,서울,1499.0
83,제네시스,G80 (RG3),가솔린 3.5 터보 AWD,가솔린,30121.0,2021,대구,6899.0
84,기아,K9,3.8 GDI 노블레스,가솔린,163275.0,2014,충남,1690.0
85,기아,올 뉴 K7,3.0 LPI 럭셔리 (렌터카),LPG(일반인 구입),102716.0,2017,울산,1730.0
86,현대,그랜저 IG,2.4 프리미엄,가솔린,81557.0,2018,대구,1999.0
87,현대,쏘나타 뉴 라이즈,LPI 모던,LPG(일반인 구입),129627.0,2018,광주,1150.0
88,르노삼성,SM6,2.0 LPe LE (장애인용),LPG(일반인 구입),101123.0,2016,대구,1169.0
89,제네시스,EQ900,3.8 GDI AWD,가솔린,28192.0,2018,경기,5450.0
90,쉐보레(GM대우),더 뉴 트랙스,1.4 프리미어,가솔린,12097.0,2019,경기,1890.0
91,기아,쏘울,디젤 1.6 스마트,디젤,146538.0,2011,경기,570.0
92,기아,올 뉴 쏘렌토,디젤 2.0 2WD,디젤,105357.0,2016,경기,2090.0
93,현대,그랜저 IG,3.0 LPi 모던 베이직 (렌터카),LPG(일반인 구입),74474.0,2018,경기,1790.0
94,기아,더 뉴 K3 2세대,1.6 터보 GT 5도어,가솔린,940.0,2022,경기,2790.0
95,현대,더 뉴 아반떼 AD,1.6,가솔린,32451.0,2019,경기,1490.0
96,현대,그랜저 IG,2.4 모던,가솔린,60249.0,2017,경기,1840.0
97,현대,그랜저 IG,2.4 프리미엄,가솔린,19073.0,2019,경기,2599.0
98,르노삼성,QM5,가솔린 2WD 씨티 LE25,가솔린,221530.0,2009,인천,390.0
99,쌍용,렉스턴 스포츠 칸,디젤 2.2 4WD,디젤,22894.0,2019,전북,3020.0
100,현대,코나,1.6 터보 4WD,가솔린,18493.0,2019,서울,2199.0
101,르노삼성,SM6,2.0 LPe RE,LPG(일반인 구입),44589.0,2019,경기,1990.0
102,제네시스,EQ900,5.0 GDI AWD 리무진,가솔린,35029.0,2018,경기,6800.0
103,기아,더 뉴 쏘렌토,디젤 2.2 2WD,디젤,67174.0,2018,서울,2650.0
104,쉐보레(GM대우),더 넥스트 스파크,LT,가솔린,60107.0,2016,경기,660.0
105,기아,올 뉴 카니발,9인승 프레스티지,디젤,93958.0,2017,전북,1999.0
106,기아,올 뉴 K7,2.4 GDI 리미티드,가솔린,46786.0,2018,경기,2200.0
107,기아,올 뉴 모닝,디럭스 스페셜,가솔린,55484.0,2013,경기,999.0
108,르노삼성,더 뉴 QM6,2.0 LPe RE 시그니처 2WD,LPG(일반인 구입),23.0,2021,광주,2890.0
109,르노삼성,더 뉴 QM6,2.0 LPe RE 2WD,LPG(일반인 구입),3574.0,2021,대구,2740.0
110,르노삼성,더 뉴 QM6,2.0 LPe RE 시그니처 2WD,LPG(일반인 구입),30807.0,2020,경기,2530.0
111,기아,올 뉴 K7,3.0 GDI 리미티드,가솔린,50270.0,2018,경기,2180.0
112,기아,스포티지 4세대,디젤 2.0 2WD 프레스티지,디젤,96286.0,2016,광주,1450.0
113,기아,K8,2.5 가솔린 2WD,가솔린,4527.0,2022,경기,4400.0
114,현대,더 뉴 그랜저 IG,2.5,가솔린,33347.0,2020,서울,3490.0
115,현대,더 뉴 코나,가솔린 1.6 터보 4WD,가솔린,5098.0,2021,대전,2850.0
116,기아,올 뉴 쏘렌토,디젤 2.0 2WD,디젤,122568.0,2015,충남,1650.0
117,르노삼성,뉴QM5,디젤 4WD SE,디젤,149998.0,2012,경기,570.0
118,제네시스,EQ900,3.8 GDI AWD,가솔린,56599.0,2018,대전,4700.0
119,현대,제네시스 DH,G330 모던 AWD,가솔린,81041.0,2015,인천,1909.0
120,기아,쏘렌토 R,디젤 2.0 2WD TLX,디젤,132658.0,2011,경기,890.0
121,르노삼성,SM7 노바,LPLI 2.0 LPe,LPG(일반인 구입),41020.0,2019,경기,1680.0
122,쌍용,더 뉴 코란도 스포츠,2.2 CX7 4WD,디젤,109498.0,2017,광주,1670.0
123,르노삼성,SM6,2.0 GDe RE,가솔린,138204.0,2016,충남,1195.0
124,현대,제네시스 DH,G330 프리미엄 AWD,가솔린,103037.0,2016,경기,2190.0
125,쉐보레(GM대우),더 넥스트 스파크,LTZ,가솔린,26897.0,2017,전북,820.0
126,기아,올 뉴 K3,트렌디,가솔린,92793.0,2019,경기,1300.0
127,현대,쏘나타 뉴 라이즈,2.0 스마트,가솔린,57389.0,2018,경기,1540.0
128,기아,K5 3세대,1.6 터보,가솔린,19915.0,2020,경기,2810.0
129,현대,쏘나타 뉴 라이즈 하이브리드,스마트,가솔린+전기,83327.0,2018,대구,1660.0
130,현대,쏘나타 뉴 라이즈,2.0 스마트,가솔린,80619.0,2018,대구,1480.0
131,현대,엑센트(신형),디젤 1.6 VGT 모던,디젤,152972.0,2014,대구,550.0
132,기아,K5 2세대,2.0 MX,가솔린,122763.0,2016,인천,940.0
133,현대,쏘나타 뉴 라이즈,2.0 프리미엄 스페셜,가솔린,84197.0,2018,경기,1750.0
134,기아,K5 3세대,1.6 터보,가솔린,16758.0,2020,광주,3090.0
135,현대,그랜저 IG 하이브리드,익스클루시브,가솔린+전기,30966.0,2019,대구,3270.0
136,현대,아반떼 AD,1.6 GDI 스마트,가솔린,42367.0,2018,서울,1390.0
137,현대,쏘나타 뉴 라이즈,2.0 스마트 초이스,가솔린,23456.0,2019,서울,1820.0
138,기아,뉴모닝,LX,가솔린,48943.0,2011,충남,359.0
139,기아,올 뉴 K3,스탠다드,가솔린,20735.0,2021,경기,1530.0
140,쌍용,렉스턴 스포츠,디젤 2.2 4WD,디젤,7010.0,2021,서울,2690.0
141,현대,아반떼 AD,1.6 GDI 밸류 플러스,가솔린,27400.0,2018,경기,1380.0
142,르노삼성,XM3,1.3 TCe RE 시그니처,가솔린,17681.0,2020,충남,2170.0
143,르노삼성,SM6,2.0 GDe SE,가솔린,31846.0,2016,경기,1190.0
144,쉐보레(GM대우),볼트 EV,EV,전기,36480.0,2017,경기,2230.0
145,기아,올 뉴 카니발,9인승 프레스티지,디젤,117838.0,2015,서울,1770.0
146,현대,벨로스터 (JS),2.0 N,가솔린,29439.0,2021,경기,2990.0
147,현대,싼타페 TM,디젤 2.0 2WD,디젤,8839.0,2019,경기,3190.0
148,쉐보레(GM대우),올 뉴 크루즈,1.4 터보 LTZ,가솔린,41894.0,2017,경기,1380.0
149,르노삼성,SM6,2.0 LPe RE (장애인용),LPG(일반인 구입),64308.0,2016,광주,1590.0
150,제네시스,G80,3.3 GDI AWD,가솔린,16247.0,2019,서울,4430.0
151,현대,그랜저 IG,2.4 프리미엄,가솔린,80257.0,2019,광주,2250.0
152,현대,아반떼 AD,1.6 e-VGT 스마트,디젤,74158.0,2016,충남,1219.0
153,쉐보레(GM대우),더 넥스트 스파크,LTZ,가솔린,22795.0,2017,충남,899.0
154,르노삼성,SM6,1.5 dCi PE,디젤,218910.0,2016,인천,720.0
155,기아,K5 3세대,1.6 터보,가솔린,13336.0,2020,경기,2890.0
156,현대,그랜저 IG,2.4 프리미엄,가솔린,23633.0,2018,경기,2580.0
157,현대,싼타페 TM,가솔린 2.0T 2WD,가솔린,20046.0,2019,서울,3050.0
158,현대,싼타페 더 프라임,디젤 2.0 2WD,디젤,162520.0,2016,충남,1559.0
159,현대,쏘나타 뉴 라이즈,2.0 스마트,가솔린,87642.0,2018,경기,1570.0
160,르노삼성,SM6,2.0 LPe RE (장애인용),LPG(일반인 구입),73658.0,2016,충남,1670.0
161,기아,모하비,4WD KV300,디젤,227521.0,2008,경기,860.0
162,제네시스,EQ900,3.8 GDI AWD,가솔린,83002.0,2017,대구,3690.0
163,기아,스팅어 마이스터,2.5 AWD 마스터즈,가솔린,5068.0,2021,대구,4390.0
164,기아,더 뉴 모하비,디젤 3.0 4WD,디젤,79437.0,2018,대구,3190.0
165,현대,더 뉴 맥스크루즈,가솔린 3.3 2WD,가솔린,46198.0,2018,대구,2590.0
166,기아,올 뉴 카니발,9인승 프레스티지,디젤,31638.0,2018,대구,2490.0
167,현대,그랜저 IG,2.4 프리미엄,가솔린,85994.0,2018,대구,2390.0
168,쌍용,렉스턴 스포츠,디젤 2.2 2WD,디젤,28988.0,2019,부산,2190.0
169,기아,더 뉴 쏘렌토,디젤 2.2 2WD,디젤,30588.0,2018,부산,2570.0
170,현대,그랜저 IG,2.2 디젤 프리미엄,디젤,95036.0,2018,부산,1990.0
171,쌍용,뷰티풀 코란도,가솔린 1.5 2WD C7,가솔린,26608.0,2020,부산,2280.0
172,기아,K5 2세대,2.0 MX,가솔린,29828.0,2016,부산,1290.0
173,기아,더 뉴 스포티지 R,디젤 2WD 프레스티지,디젤,131056.0,2015,대구,1280.0
174,현대,올 뉴 투싼,디젤 1.6 4WD,디젤,30241.0,2019,대구,2330.0
175,현대,쏘나타 (DN8),2.0,가솔린,53120.0,2020,경기,1780.0
176,현대,쏘나타 (DN8),2.0,가솔린,14921.0,2020,경기,1900.0
177,현대,그랜드 스타렉스,3인승 밴,디젤,181882.0,2011,대구,970.0
178,기아,올 뉴 K7,2.4 GDI 리미티드,가솔린,53922.0,2017,경기,2320.0
179,현대,그랜저 IG 하이브리드,익스클루시브,가솔린+전기,82081.0,2018,인천,2630.0
180,쌍용,렉스턴 스포츠,디젤 2.2 4WD,디젤,50868.0,2019,부산,2190.0
181,쌍용,뉴코란도 C,2.0 RX 2WD,디젤,69889.0,2015,경기,1030.0
182,현대,쏘나타 뉴 라이즈,2.0 스마트,가솔린,22853.0,2018,경기,1790.0
183,현대,쏘나타 (DN8),2.0,가솔린,59923.0,2020,대구,1650.0
184,르노삼성,SM3 네오,LE,가솔린,73915.0,2016,충남,799.0
185,기아,더 뉴 모닝,럭셔리,가솔린,26909.0,2016,전북,750.0
186,기아,스토닉,디젤 1.6,디젤,49028.0,2018,경기,1500.0
187,기아,K3,럭셔리,가솔린,70249.0,2013,서울,780.0
188,제네시스,G80 (RG3),가솔린 3.5 터보 AWD,가솔린,18391.0,2021,부산,6499.0
189,현대,제네시스 쿠페,380 GT-P,가솔린,168877.0,2009,대구,890.0
190,현대,제네시스 DH,G330 모던 AWD,가솔린,135642.0,2016,대전,1890.0
191,기아,올 뉴 K7,3.3 GDI 노블레스,가솔린,29753.0,2016,경기,1950.0
192,쉐보레(GM대우),더 넥스트 스파크,LT,가솔린,57699.0,2017,대구,779.0
193,쉐보레(GM대우),더 넥스트 스파크,LT,가솔린,81614.0,2018,광주,750.0
194,현대,그랜저 HG,HG300 로얄,가솔린,169635.0,2012,충남,890.0
195,르노삼성,QM6,가솔린 2WD RE,가솔린,72156.0,2018,광주,1850.0
196,기아,올 뉴 K7,3.3 GDI 노블레스,가솔린,26266.0,2017,경기,2350.0
197,현대,그랜저 HG,HG240 럭셔리,가솔린,108525.0,2012,대구,950.0
198,현대,에쿠스(신형),VS380,가솔린+LPG,195303.0,2010,경기,1190.0
199,쉐보레(GM대우),더 뉴 트랙스,1.6 디젤 프리미어,디젤,45944.0,2018,부산,1500.0
200,현대,그랜저 IG,2.4 프리미엄,가솔린,57885.0,2018,부산,2550.0
201,기아,쏘울 부스터,1.6 T-GDI 프레스티지,가솔린,32216.0,2021,부산,1750.0
202,기아,레이,밴 고급형,가솔린,42752.0,2016,부산,830.0
203,기아,더 뉴 쏘렌토,디젤 2.0 4WD,디젤,94647.0,2019,경기,2450.0
204,제네시스,G80 (RG3),가솔린 3.5 터보 AWD,가솔린,16919.0,2021,대구,6920.0
205,쉐보레(GM대우),라세티 프리미어,1.8 CDX ID,가솔린,171670.0,2010,대구,249.0
206,현대,쏘나타 뉴 라이즈,LPI 스타일,LPG(일반인 구입),59740.0,2018,서울,1399.0
207,르노삼성,QM3,LE,디젤,49618.0,2017,서울,1299.0
208,현대,아반떼 AD,1.6 GDI 밸류 플러스,가솔린,85382.0,2017,부산,1270.0
209,제네시스,G80,3.3 GDI AWD,가솔린,108484.0,2018,경기,3240.0
210,현대,아반떼 AD,1.6 e-VGT 스마트,디젤,94452.0,2018,경기,1159.0
211,현대,더 뉴 아반떼 AD,1.6,가솔린,67854.0,2019,경기,1650.0
212,제네시스,G80,2.2D AWD,디젤,44263.0,2019,서울,4250.0
213,르노삼성,All New SM7,RE,가솔린,84918.0,2012,경기,800.0
214,쉐보레(GM대우),더 뉴 스파크,프리미어,가솔린,11282.0,2019,대구,1070.0
215,기아,쏘렌토 R,디젤 2.2 2WD TLX,디젤,188673.0,2010,대구,749.0
216,현대,더 뉴 코나 하이브리드,인스퍼레이션,가솔린+전기,12082.0,2021,충남,2950.0
217,현대,아반떼 (CN7),1.6,가솔린,12239.0,2021,대구,2450.0
218,현대,싼타페 TM,가솔린 2.0T 4WD,가솔린,16534.0,2019,광주,3230.0
219,쌍용,코란도 스포츠,CX7 4WD,디젤,132185.0,2013,서울,1070.0
220,기아,올 뉴 쏘렌토,디젤 2.0 2WD,디젤,120956.0,2015,부산,1750.0
221,현대,그랜저 IG,3.0 LPi 모던 (렌터카),LPG(일반인 구입),54576.0,2018,전북,2190.0
222,현대,뉴 투싼 ix,디젤(e-VGT) 2WD,디젤,161367.0,2014,경기,960.0
223,기아,스팅어 마이스터,2.5 AWD 마스터즈,가솔린,3516.0,2021,경기,4450.0
224,기아,올 뉴 쏘렌토,디젤 2.0 2WD,디젤,60738.0,2015,인천,1920.0
225,기아,스토닉,디젤 1.6,디젤,21612.0,2018,경기,1490.0
226,기아,더 뉴 K5 하이브리드 2세대,노블레스,가솔린+전기,83047.0,2019,대구,1990.0
227,기아,올 뉴 카니발,9인승 노블레스 스페셜,디젤,102915.0,2018,대구,2359.0
228,쉐보레(GM대우),캡티바,2WD LT,디젤,127843.0,2013,충남,770.0
229,쉐보레(GM대우),어메이징 뉴 크루즈,2.0 디젤 LTZ,디젤,89612.0,2015,경기,790.0
230,현대,쏘나타 (DN8),2.0,가솔린,29901.0,2020,서울,2490.0
231,기아,올 뉴 카니발,9인승 프레스티지,디젤,83367.0,2018,인천,2050.0
232,쉐보레(GM대우),올란도,LPG LT,LPG(일반인 구입),100675.0,2017,대구,1199.0
233,기아,K5 3세대,1.6 터보,가솔린,5575.0,2021,경기,3190.0
234,현대,그랜드 스타렉스,11인승 왜건,디젤,160385.0,2011,경기,699.0
235,기아,올 뉴 쏘렌토,디젤 2.0 2WD,디젤,104370.0,2015,광주,1950.0
236,현대,그랜드 스타렉스,5인승 밴,디젤,36382.0,2017,경기,1830.0
237,현대,더 뉴 제네시스 쿠페,200 터보 S,가솔린,129456.0,2012,광주,960.0
238,현대,더 뉴 코나,가솔린 1.6 터보 4WD,가솔린,3705.0,2021,광주,2870.0
239,현대,싼타페 TM,가솔린 2.0T 4WD,가솔린,21534.0,2020,경기,3150.0
240,쉐보레(GM대우),크루즈,2.0 LTZ+,디젤,76789.0,2014,대구,740.0
241,기아,더 뉴 모닝,디럭스,가솔린,117213.0,2016,대구,535.0
242,현대,쏘나타 뉴 라이즈,LPI 스타일,LPG(일반인 구입),59772.0,2018,서울,1399.0
243,르노삼성,XM3,1.3 TCe RE 시그니처,가솔린,14985.0,2020,서울,2180.0
244,르노삼성,뉴SM5 플래티넘,디젤 D,디젤,108266.0,2014,부산,660.0
245,제네시스,G70,2.0T AWD,가솔린,6426.0,2020,경기,9999.0
246,현대,코나,1.6 터보 2WD,가솔린,58285.0,2018,광주,1880.0
247,기아,K5 3세대,2.0,가솔린,21448.0,2020,서울,2920.0
248,쉐보레(GM대우),더 뉴 스파크,프리미어,가솔린,18267.0,2021,서울,1170.0
249,현대,그랜저 IG,3.0 LPi 모던 (렌터카),LPG(일반인 구입),57793.0,2018,경기,2100.0
250,르노삼성,SM6,2.0 LPe LE (장애인용),LPG(일반인 구입),44953.0,2017,광주,1600.0
251,현대,그랜저 IG,3.0 익스클루시브,가솔린,87079.0,2018,전북,2340.0
252,르노삼성,All New SM7,RE35,가솔린,136672.0,2012,광주,690.0
253,현대,그랜저 IG,3.0 LPi 모던 (렌터카),LPG(일반인 구입),97039.0,2018,충남,1999.0
254,기아,올 뉴 카니발,11인승 디럭스,디젤,105457.0,2015,경기,1390.0
255,제네시스,G80,3.3 T-GDI AWD,가솔린,75849.0,2018,대구,4190.0
256,쌍용,렉스턴 스포츠,디젤 2.2 4WD,디젤,30562.0,2019,경기,2190.0
257,현대,벨로스터 (JS),1.6 터보 스포츠,가솔린,6817.0,2019,대구,2290.0
258,제네시스,더 뉴 G70,가솔린 2.0T 4WD,가솔린,11214.0,2021,서울,4800.0
259,기아,올 뉴 쏘렌토,디젤 2.0 2WD,디젤,98882.0,2015,경기,1690.0
260,기아,더 뉴 모하비,디젤 3.0 4WD,디젤,182280.0,2017,충남,2150.0
261,현대,싼타페 TM,가솔린 2.0T 2WD,가솔린,35476.0,2019,경기,3230.0
262,기아,스포티지 4세대,디젤 2.0 2WD 노블레스,디젤,47148.0,2017,대구,1990.0
263,기아,더 뉴 카니발,7인승 리무진,디젤,35140.0,2020,경기,3120.0
264,르노삼성,SM6,2.0 LPe SE,LPG(일반인 구입),5426.0,2020,경기,1899.0
265,르노삼성,더 뉴 QM6,2.0 LPe LE 2WD,LPG(일반인 구입),19455.0,2020,서울,2300.0
266,제네시스,G70,2.0T,가솔린,34498.0,2018,서울,3320.0
267,기아,스팅어,2.0 터보 2WD,가솔린,37805.0,2018,서울,2899.0
268,르노삼성,더 뉴 QM6,2.0 LPe LE 2WD,LPG(일반인 구입),10643.0,2021,부산,2550.0
269,제네시스,G80 (RG3),가솔린 2.5 터보 AWD,가솔린,8526.0,2021,울산,6050.0
270,르노삼성,QM6,디젤 2WD RE 시그니처,디젤,77367.0,2017,경기,1670.0
271,현대,제네시스 DH,G330 모던 AWD,가솔린,126734.0,2015,대구,1869.0
272,현대,그랜저 HG,HG300 익스클루시브,가솔린,57247.0,2015,서울,1490.0
273,현대,싼타페 더 프라임,디젤 2.0 2WD,디젤,97161.0,2016,울산,1690.0
274,제네시스,G80 (RG3),가솔린 2.5 터보 AWD,가솔린,11044.0,2021,대구,6050.0
275,현대,투싼 ix,디젤 2WD LX20,디젤,116849.0,2010,서울,770.0
276,쉐보레(GM대우),더 뉴 트랙스,1.6 디젤 프리미어,디젤,43313.0,2018,경기,1550.0
277,현대,아반떼 AD,1.6 GDI 스마트,가솔린,50091.0,2017,경기,1290.0
278,현대,더 뉴 아반떼 AD,1.6 LPi,LPG(일반인 구입),102016.0,2020,대구,1380.0
279,쉐보레(GM대우),더 뉴 스파크,LT,가솔린,12452.0,2021,서울,990.0
280,기아,K5 2세대,LPI MX,LPG(일반인 구입),28237.0,2017,울산,1490.0
281,현대,쏘나타 (DN8),2.0,가솔린,13634.0,2021,경기,2290.0
282,르노삼성,SM6,2.0 GDe RE,가솔린,136939.0,2016,인천,920.0
283,르노삼성,QM6,디젤 4WD RE 시그니처,디젤,76909.0,2017,충남,1890.0
284,현대,쏘나타 뉴 라이즈,2.0 스마트,가솔린,84444.0,2018,대구,1490.0
285,기아,올 뉴 모닝,에코플러스 럭셔리,가솔린,95365.0,2013,부산,460.0
286,현대,쏘나타 (DN8),2.0 LPG(장애인용),LPG(일반인 구입),11599.0,2020,경기,2560.0
287,기아,올 뉴 K3,노블레스,가솔린,11926.0,2020,경기,2090.0
288,현대,싼타페 TM,디젤 2.2 4WD,디젤,50460.0,2019,경기,3190.0
289,기아,올 뉴 K7,2.4 GDI 프레스티지,가솔린,37720.0,2017,서울,1930.0
290,현대,그랜드 스타렉스,캠핑카,디젤,139814.0,2016,충남,2280.0
291,현대,쏘나타 (DN8),2.0,가솔린,66923.0,2020,충남,2177.0
292,현대,올 뉴 투싼,디젤 1.7 2WD,디젤,99325.0,2018,경기,1899.0
293,기아,올 뉴 K3,노블레스,가솔린,37603.0,2019,서울,1720.0
294,쌍용,렉스턴 스포츠,디젤 2.2 4WD,디젤,54352.0,2019,경기,2400.0
295,기아,올 뉴 쏘렌토,디젤 2.0 4WD,디젤,89344.0,2016,경기,1899.0
296,기아,K7 프리미어 하이브리드,시그니처,가솔린+전기,13842.0,2020,경기,3850.0
297,현대,제네시스 DH,G330 모던,가솔린,13646.0,2016,경기,2690.0
