,brand,name,info,type,km,year,location,price
0,쉐보레(GM대우),라세티 프리미어,디젤 CDX 블루&블랙 에디션,디젤,245738.0,2010,경기,330.0
1,기아,뉴모닝,SLX,가솔린,105251.0,2010,부산,299.0
2,쉐보레(GM대우),크루즈,1.8 LTZ+,가솔린,95343.0,2014,서울,650.0
3,현대,코나,1.6 터보 2WD,가솔린,13692.0,2020,서울,1950.0
4,르노삼성,클리오,인텐스,디젤,47760.0,2018,충남,1377.0
5,제네시스,더 뉴 G70,가솔린 3.3T 4WD,가솔린,48.0,2021,경기,5450.0
6,기아,올 뉴 모닝,바이퓨얼 럭셔리,가솔린+LPG,112642.0,2012,충남,490.0
7,기아,뉴모닝,LX,가솔린,102097.0,2008,전북,199.0
8,기아,올 뉴 쏘울,1.6 GDi 트렌디,가솔린,44126.0,2016,서울,1299.0
9,기아,스팅어,2.0 터보 2WD,가솔린,37898.0,2018,부산,2990.0
10,현대,벨로스터 (JS),1.6 터보 스포츠,가솔린,45156.0,2018,서울,1580.0
11,현대,쏘나타 (DN8),2.5 터보 N Line,가솔린,965.0,2021,부산,3090.0
12,쉐보레(GM대우),더 넥스트 스파크,LT,가솔린,48565.0,2016,대전,770.0
13,쉐보레(GM대우),크루즈,1.8 LT+,가솔린,91157.0,2012,충남,499.0
14,기아,올 뉴 프라이드,1.6 GDI 해치백,가솔린,29610.0,2014,전북,790.0
15,쌍용,액티언 스포츠,4WD AX7 패션,디젤,197980.0,2010,울산,550.0
16,기아,카니발 R,그랜드 카니발 GLX,디젤,102129.0,2013,경기,720.0
17,기아,쏘울,1.6 GDI 럭셔리,가솔린,139499.0,2012,서울,579.0
18,현대,싼타페 TM,디젤 2.2 4WD,디젤,46822.0,2019,광주,3400.0
19,현대,i30(신형),1.6 GDI 유니크,가솔린,52925.0,2012,대전,950.0
20,현대,쏘나타 (DN8),2.0,가솔린,19219.0,2020,서울,2230.0
21,쌍용,티볼리 에어,디젤 RX 2WD,디젤,110731.0,2017,전북,1190.0
22,르노삼성,클리오,아이코닉,디젤,12475.0,2019,울산,1490.0
23,현대,i30(신형),1.6 GDI 유니크,가솔린,119226.0,2012,대전,730.0
24,쌍용,액티언 스포츠,4WD AX7 비젼,디젤,83798.0,2011,인천,589.0
25,기아,스토닉,디젤 1.6,디젤,50781.0,2018,경기,1480.0
26,기아,올 뉴 K3,프레스티지,가솔린,12385.0,2020,서울,1750.0
