,brand,name,info,type,km,year,location,price
0,기아,올 뉴 카니발,7인승 리무진,디젤,80251.0,2018,대전,2650.0
1,기아,카니발 R,이지무브 8인승,디젤,37286.0,2012,전북,999.0
2,기아,더 뉴 K5 2세대,2.0 LPI 렌터카용,LPG(일반인 구입),30408.0,2020,대구,1820.0
3,쉐보레(GM대우),트래버스,3.6 AWD 레드라인,가솔린,4923.0,2021,경기,5050.0
4,기아,카니발 R,그랜드 카니발 GLX,디젤,87779.0,2014,서울,1030.0
5,현대,올 뉴 투싼,디젤 1.7 2WD,디젤,115632.0,2016,광주,1455.0
6,기아,더 뉴 쏘렌토,디젤 2.0 2WD,디젤,48766.0,2019,대전,2790.0
7,기아,올 뉴 K7,3.0 LPI 럭셔리 (렌터카),LPG(일반인 구입),22296.0,2018,서울,2290.0
8,쌍용,코란도 스포츠,CX7 4WD,디젤,82650.0,2012,충남,1049.0
9,기아,더 뉴 니로,1.6 HEV,가솔린+전기,11923.0,2020,서울,2850.0
10,제네시스,GV80,2.5T 가솔린 2WD,가솔린,9202.0,2020,경기,6350.0
11,르노삼성,더 뉴 QM6,2.0 LPe RE 2WD,LPG(일반인 구입),17116.0,2020,경기,2490.0
12,르노삼성,SM5 노바,클래식,가솔린,107073.0,2018,인천,990.0
13,현대,그랜저 HG,HG240 모던 컬렉션,가솔린,88106.0,2016,경기,1550.0
14,쌍용,렉스턴 스포츠,디젤 2.2 2WD,디젤,41975.0,2018,광주,2450.0
15,기아,올 뉴 K7,3.3 GDI 노블레스,가솔린,15193.0,2018,부산,2940.0
16,기아,올 뉴 카니발,9인승 럭셔리,디젤,83848.0,2018,충남,1799.0
17,기아,더 뉴 스포티지 R,디젤 2WD 프레스티지,디젤,102077.0,2014,충남,1260.0
18,르노삼성,캡처,1.5 dCi 인텐스,디젤,33747.0,2020,경기,2170.0
19,기아,올 뉴 카니발,7인승 리무진,디젤,68284.0,2018,대구,2980.0
20,기아,더 뉴 K3,디젤 트렌디,디젤,59437.0,2016,대구,1170.0
21,기아,셀토스,가솔린 1.6 터보 2WD,가솔린,17037.0,2020,서울,2350.0
22,쉐보레(GM대우),더 넥스트 스파크,LT,가솔린,73213.0,2016,경기,650.0
23,현대,뉴 투싼 ix,디젤(e-VGT) 2WD,디젤,129207.0,2015,경기,1200.0
24,기아,뉴 쏘렌토 R,디젤 2.0 2WD,디젤,134167.0,2014,충남,1370.0
25,기아,스포티지 4세대,디젤 2.0 2WD 노블레스,디젤,36208.0,2018,광주,2190.0
26,기아,올 뉴 쏘렌토,디젤 2.0 2WD,디젤,96558.0,2015,광주,2050.0
27,현대,LF 쏘나타 하이브리드,2.0 HEV,가솔린+전기,102027.0,2017,경기,1770.0
28,현대,더 뉴 그랜저 IG,3.3,가솔린,15370.0,2020,대구,3850.0
29,쌍용,티볼리,엣지 에디션 2WD,가솔린,28117.0,2017,대전,1430.0
30,쉐보레(GM대우),올 뉴 말리부,1.5 터보 LT,가솔린,21508.0,2018,대전,1630.0
31,기아,더 뉴 K5 2세대,2.0,가솔린,50624.0,2019,충남,1790.0
32,현대,LF 쏘나타,1.6 터보 스마트,가솔린,40617.0,2016,경기,1720.0
33,르노삼성,SM6,2.0 GDe LE,가솔린,28367.0,2019,경기,1790.0
34,제네시스,G70,2.0T,가솔린,17908.0,2020,충남,3620.0
35,기아,모하비 더 마스터,디젤 3.0 4WD 6인승,디젤,36350.0,2020,대구,4690.0
36,기아,올 뉴 모닝 (JA),럭셔리,가솔린,40383.0,2018,인천,870.0
37,현대,그랜저 IG 하이브리드,익스클루시브,가솔린+전기,73217.0,2019,경기,2890.0
38,현대,LF 쏘나타,LPI 모던,LPG(일반인 구입),154522.0,2015,전북,850.0
39,기아,K5 3세대,2.0 LPI,LPG(일반인 구입),18151.0,2020,광주,2550.0
40,기아,올 뉴 쏘렌토,디젤 2.2 2WD,디젤,114902.0,2016,대구,2040.0
41,기아,올 뉴 모닝 (JA),프레스티지,가솔린,16828.0,2018,대구,1120.0
42,쉐보레(GM대우),말리부,2.0 LT 디럭스팩,가솔린,167187.0,2013,대전,590.0
43,기아,올 뉴 카니발,9인승 럭셔리,디젤,67507.0,2017,대전,1990.0
44,기아,올 뉴 모닝 (JA),LPi 디럭스,LPG(일반인 구입),108990.0,2017,경기,600.0
45,현대,아반떼 MD,M16 GDI 스타일,가솔린,33734.0,2014,경기,870.0
46,르노삼성,더 뉴 QM6,2.0 LPe LE 2WD,LPG(일반인 구입),61860.0,2020,서울,2150.0
47,기아,K5,2.0 럭셔리,가솔린,183665.0,2012,대구,625.0
48,기아,올 뉴 모닝 (JA),럭셔리,가솔린,76591.0,2017,대구,850.0
49,현대,그랜저 TG,Q270 럭셔리,가솔린,91826.0,2008,부산,399.0
50,기아,모하비,4WD KV300,디젤,93716.0,2014,부산,1890.0
51,현대,올 뉴 투싼,디젤 1.7 2WD,디젤,89628.0,2016,서울,1479.0
52,기아,K5 하이브리드 2세대,노블레스,가솔린+전기,53912.0,2017,부산,1950.0
53,현대,그랜저 HG,HG240 럭셔리,가솔린,87053.0,2012,경기,1230.0
54,기아,레이,터보 프레스티지,가솔린,135722.0,2015,울산,800.0
55,현대,LF 쏘나타,2.0 터보 익스클루시브,가솔린,115456.0,2017,울산,1470.0
56,기아,올 뉴 쏘렌토,디젤 2.0 2WD,디젤,173310.0,2015,서울,4999.0
57,기아,스팅어,2.0 터보 2WD,가솔린,38198.0,2019,경기,3330.0
58,현대,그랜저 IG,2.4 익스클루시브,가솔린,26709.0,2019,경기,2910.0
59,기아,스팅어,3.3 터보 AWD,가솔린,38986.0,2019,경기,3570.0
60,르노삼성,더 뉴 QM6,2.0 LPe RE 시그니처 2WD,LPG(일반인 구입),17040.0,2020,경기,2590.0
61,기아,K5 3세대,1.6 터보,가솔린,20836.0,2020,경기,3150.0
62,현대,싼타페 TM,가솔린 2.0T 2WD,가솔린,24106.0,2019,경기,3333.0
63,기아,올 뉴 모닝 (JA),밴,가솔린,82349.0,2017,충북,580.0
64,기아,카니발 R,그랜드 카니발 GLX,디젤,122449.0,2012,충북,820.0
65,현대,올 뉴 투싼,디젤 1.7 2WD,디젤,148944.0,2016,충북,1250.0
66,현대,더 뉴 아반떼,1.6 GDi 모던,가솔린,53476.0,2014,충북,1050.0
67,현대,싼타페 더 프라임,디젤 2.0 2WD,디젤,124021.0,2017,대구,1720.0
68,쉐보레(GM대우),올 뉴 말리부,1.5 터보 LS,가솔린,110095.0,2018,전북,1090.0
69,기아,레이,밴,가솔린,48964.0,2016,전북,850.0
70,쉐보레(GM대우),알페온,EL240,가솔린,131678.0,2012,전북,630.0
71,현대,싼타페 더 프라임,디젤 2.0 2WD,디젤,173083.0,2016,전북,1530.0
72,기아,K5 2세대,2.0 SX,가솔린,29723.0,2016,대구,1870.0
73,기아,올 뉴 카니발,7인승 하이리무진,디젤,50299.0,2018,대전,3680.0
74,현대,아반떼 AD,1.6 GDI 모던,가솔린,51290.0,2016,충남,1340.0
75,기아,K7 프리미어,3.0 GDI 시그니처,가솔린,40692.0,2020,서울,3580.0
76,쉐보레(GM대우),뉴 라보,내장탑차 롱카고,LPG(일반인 구입),62598.0,2017,충남,480.0
77,현대,NF 쏘나타,N20 디럭스,가솔린,133605.0,2005,대전,299.0
78,기아,올 뉴 모닝 (JA),LPi 디럭스,LPG(일반인 구입),106897.0,2017,전북,580.0
79,기아,올 뉴 모닝,바이퓨얼 스마트,가솔린+LPG,118213.0,2013,충남,429.0
80,쌍용,티볼리 에어,디젤 IX 2WD,디젤,61665.0,2016,충남,1250.0
81,기아,올 뉴 K7 하이브리드,노블레스,가솔린+전기,145890.0,2017,인천,2050.0
82,쉐보레(GM대우),올 뉴 말리부,1.5 터보 LS,가솔린,35309.0,2017,경기,1319.0
83,기아,스포티지 4세대,가솔린 2.0 2WD 노블레스,가솔린,47619.0,2018,경기,1950.0
84,르노삼성,SM7 New Art,LE,가솔린,87475.0,2011,서울,499.0
85,현대,아반떼 AD,1.6 GDI 스마트,가솔린,72491.0,2016,울산,1300.0
86,쉐보레(GM대우),말리부,2.0 LTZ 디럭스팩(블랙휠),가솔린,139199.0,2013,충남,650.0
87,기아,스포티지 4세대,디젤 1.7 2WD 노블레스,디젤,146269.0,2016,경기,1130.0
88,현대,싼타페 TM,디젤 2.0 2WD,디젤,37287.0,2019,인천,2790.0
89,기아,뉴오피러스,GH330 최고급형,가솔린,215326.0,2007,광주,260.0
90,현대,더 뉴 아반떼 AD,1.6,가솔린,77227.0,2019,경기,1499.0
91,현대,i30 (PD),1.6 터보,가솔린,23525.0,2020,경기,2299.0
92,기아,더 프레스티지 K7,2.4 GDI 프레스티지,가솔린,153484.0,2012,경기,720.0
93,기아,K5 2세대,2.0 MX,가솔린,34012.0,2018,대구,1790.0
94,쉐보레(GM대우),더 넥스트 스파크,LTZ,가솔린,26369.0,2016,서울,9999.0
95,현대,아반떼 AD,1.6 e-VGT 스마트,디젤,66574.0,2016,경기,1320.0
96,기아,올 뉴 K3,럭셔리,가솔린,34508.0,2019,경기,1600.0
97,현대,올 뉴 투싼,디젤 1.7 2WD,디젤,97951.0,2016,대전,1390.0
98,현대,아반떼 AD,1.6 GDI 스마트,가솔린,30898.0,2017,충남,1390.0
99,쌍용,렉스턴 스포츠,디젤 2.2 4WD,디젤,65615.0,2019,경기,2550.0
100,현대,쏘나타 뉴 라이즈,2.0 모던,가솔린,33159.0,2019,인천,1900.0
101,기아,K5 2세대,2.0 SX,가솔린,75062.0,2016,서울,1320.0
102,현대,올 뉴 투싼,디젤 2.0 2WD,디젤,76537.0,2016,경기,1620.0
103,기아,스포티지 4세대,디젤 1.7 2WD 노블레스,디젤,74269.0,2018,대구,1930.0
104,르노삼성,QM6,가솔린 2WD RE,가솔린,57096.0,2019,충남,2020.0
105,현대,투싼 ix,디젤 2WD LX20,디젤,157048.0,2011,경기,690.0
106,기아,더 뉴 니로,1.6 HEV,가솔린+전기,14994.0,2020,전북,2850.0
107,기아,스토닉,디젤 1.6,디젤,115144.0,2018,대구,1299.0
108,기아,쏘울,1.6 GDI 럭셔리,가솔린,63061.0,2013,서울,850.0
109,기아,K5 2세대,2.0 MX,가솔린,72512.0,2016,경기,1650.0
110,쉐보레(GM대우),올 뉴 말리부,1.5 터보 LT,가솔린,51289.0,2017,광주,1650.0
111,기아,레이,럭셔리,가솔린,26444.0,2016,광주,970.0
112,기아,K5 하이브리드,500h 럭셔리,가솔린+전기,95230.0,2014,부산,1170.0
113,기아,오피러스 프리미엄,GH330 프레스티지,가솔린,129673.0,2011,충남,866.0
114,기아,올 뉴 K3,트렌디,가솔린,37087.0,2019,광주,1430.0
115,쉐보레(GM대우),올 뉴 말리부,1.5 터보 LS,가솔린,112363.0,2017,충남,1020.0
116,기아,올 뉴 K3,럭셔리,가솔린,49279.0,2019,경기,1399.0
117,현대,엑센트(신형),1.6 GDI 모던,가솔린,44867.0,2015,경기,698.0
118,기아,더 뉴 카렌스,2.0 LPI 럭셔리,LPG(일반인 구입),75319.0,2018,광주,1349.0
119,기아,K7 프리미어 하이브리드,시그니처,가솔린+전기,29258.0,2020,대구,3890.0
120,기아,올 뉴 카니발,9인승 프레스티지,디젤,53604.0,2016,부산,2190.0
121,기아,올 뉴 K3,럭셔리,가솔린,36404.0,2020,경기,1630.0
122,쉐보레(GM대우),라세티 프리미어,1.8 CDX ID,가솔린,134906.0,2011,전북,320.0
123,쉐보레(GM대우),말리부,2.0 디젤 LT 프리미엄팩,디젤,92585.0,2015,경기,750.0
124,쉐보레(GM대우),더 뉴 스파크,마이핏 에디션,가솔린,5715.0,2020,경기,1200.0
125,르노삼성,QM6,디젤 2WD LE,디젤,143134.0,2017,경기,1320.0
