,brand,name,info,type,km,year,location,price
0,기아,뉴 쏘렌토 R,디젤 2.0 2WD,디젤,148168.0,2014,광주,1250.0
1,쌍용,티볼리 에어,디젤 IX 2WD,디젤,83372.0,2017,경기,1299.0
2,쌍용,티볼리 에어,디젤 AX 2WD,디젤,170780.0,2016,전북,790.0
3,쌍용,베리 뉴 티볼리,가솔린 1.5 2WD,가솔린,15623.0,2021,전북,2030.0
4,기아,셀토스,가솔린 1.6 터보 2WD,가솔린,24195.0,2020,경기,2750.0
5,쌍용,티볼리 아머,디젤 기어 에디션 2WD,디젤,104381.0,2018,경기,1470.0
6,쌍용,티볼리 에어,디젤 RX 2WD,디젤,80985.0,2016,경기,1320.0
7,쌍용,티볼리 아머,VX 2WD,가솔린,41083.0,2019,서울,1580.0
8,쌍용,티볼리 아머,VX 2WD,가솔린,23237.0,2019,광주,1550.0
9,기아,올 뉴 쏘울,1.6 디젤 노블레스,디젤,37342.0,2014,광주,1490.0
10,쌍용,티볼리,LX 2WD,가솔린,105413.0,2015,경기,1090.0
11,쌍용,티볼리,디젤 LX 2WD,디젤,88564.0,2016,전북,1190.0
12,르노삼성,뉴QM3,RE,디젤,26288.0,2019,부산,1650.0
13,르노삼성,뉴QM3,RE,디젤,29273.0,2019,부산,1670.0
14,기아,올 뉴 쏘렌토,디젤 2.0 4WD,디젤,68579.0,2016,경기,2390.0
15,르노삼성,QM3,LE,디젤,63071.0,2015,경기,950.0
16,기아,뉴쏘렌토,7인승 디젤(CRDI) 2WD LX,디젤,165881.0,2007,경기,400.0
