,brand,name,info,type,km,year,location,price
0,기아,K5,2.0 럭셔리,가솔린,110575.0,2011,인천,650.0
1,현대,에쿠스(신형),VS500,가솔린,250703.0,2012,경기,920.0
2,기아,모하비,가솔린 4WD KV460,가솔린,213823.0,2011,대구,1550.0
3,쉐보레(GM대우),아베오 해치백,LT,가솔린,125664.0,2013,경기,430.0
4,기아,더 뉴 K5,럭셔리,가솔린,106819.0,2014,인천,940.0
5,기아,올 뉴 K7,3.3 GDI 노블레스,가솔린,110857.0,2016,경기,1780.0
6,기아,스포티지 4세대,디젤 1.7 2WD 노블레스,디젤,129624.0,2018,경기,2100.0
7,현대,그랜저 IG,3.0 익스클루시브,가솔린,74482.0,2017,경기,2030.0
8,쉐보레(GM대우),임팔라,2.5 LT,가솔린,32470.0,2017,충남,1699.0
9,기아,더 뉴 K5 2세대,2.0,가솔린,29151.0,2019,충북,1890.0
10,현대,제네시스 DH,G330 모던 AWD,가솔린,148637.0,2016,경기,1800.0
11,르노삼성,SM6,2.0 LPe SE (택시형),LPG(일반인 구입),100759.0,2017,전북,1180.0
12,현대,그랜저 HG,HG220 디젤 프리미엄,디젤,101095.0,2015,대구,1480.0
13,기아,더 뉴 카니발,가솔린 7인승 리무진,가솔린,34516.0,2019,대구,3430.0
14,기아,올 뉴 카니발,9인승 노블레스 스페셜,디젤,72175.0,2018,인천,2620.0
15,기아,카니발 R,그랜드 카니발 GLX,디젤,104368.0,2013,경기,920.0
16,현대,그랜저 HG,HG300 프리미엄,가솔린,191227.0,2016,경기,930.0
17,기아,올 뉴 쏘렌토,디젤 2.0 4WD,디젤,93132.0,2016,광주,2180.0
18,기아,더 뉴 K7,3.0 GDI 프레스티지,가솔린,50938.0,2015,서울,1590.0
19,현대,LF 쏘나타,LPI 스마트,LPG(일반인 구입),150702.0,2016,충남,999.0
20,현대,에쿠스(신형),VS380,가솔린,110155.0,2011,경기,1150.0
21,쌍용,체어맨 W,CW600 4TRONIC,가솔린,127493.0,2011,경기,700.0
22,기아,더 뉴 레이,프레스티지,가솔린,39097.0,2018,경기,1350.0
23,쉐보레(GM대우),올 뉴 말리부,2.0 터보 LTZ,가솔린,59463.0,2017,경기,1690.0
24,르노삼성,All New SM7,RE,가솔린,152307.0,2012,경기,600.0
25,르노삼성,뉴SM5(신형),SE,가솔린,76160.0,2011,서울,450.0
26,쌍용,베리 뉴 티볼리,가솔린 1.5 2WD,가솔린,8468.0,2020,경기,1920.0
27,쌍용,G4 렉스턴,디젤 2.2 2WD,디젤,11040.0,2020,경기,3270.0
28,쌍용,티볼리 아머,기어 에디션 2WD,가솔린,29572.0,2018,경기,1520.0
29,기아,더 뉴 모하비,디젤 3.0 4WD,디젤,43813.0,2018,경기,3580.0
30,현대,제네시스 DH,G330 모던,가솔린,71708.0,2015,경기,2130.0
31,쉐보레(GM대우),올 뉴 말리부,1.5 터보 LTZ,가솔린,38168.0,2017,경기,1880.0
32,현대,올 뉴 투싼,디젤 1.7 2WD,디젤,62316.0,2017,경기,2000.0
33,쉐보레(GM대우),트랙스,1.4 LT 래더패키지,가솔린,65078.0,2015,경기,1250.0
34,기아,더 뉴 카니발,9인승 프레스티지,디젤,39004.0,2019,서울,2850.0
35,기아,모하비,4WD KV300,디젤,51482.0,2014,서울,2350.0
36,현대,그랜드 스타렉스,3인승 밴,디젤,123976.0,2009,충북,730.0
37,쉐보레(GM대우),임팔라,3.6 LTZ,가솔린,57615.0,2016,경기,1750.0
38,쌍용,뉴체어맨 W,CW700 4TRONIC,가솔린,144725.0,2013,울산,1380.0
39,쌍용,뉴체어맨 W,CW700 4TRONIC,가솔린,94164.0,2017,대구,2590.0
40,현대,아슬란,G330 프리미엄,가솔린,150452.0,2015,대구,1555.0
41,제네시스,EQ900,5.0 GDI AWD 리무진,가솔린,83273.0,2016,충남,4399.0
42,기아,더 뉴 K9,3.3 GDI 프레스티지,가솔린,134112.0,2017,대구,1899.0
43,제네시스,G80,3.3 GDI AWD,가솔린,151031.0,2018,충남,2339.0
44,쌍용,렉스턴 W,2.0 4WD RX7,디젤,150238.0,2015,인천,1050.0
45,현대,그랜저 HG,HG300 프라임,가솔린,59260.0,2012,경기,1150.0
46,기아,올 뉴 K7,3.0 LPI 럭셔리 (렌터카),LPG(일반인 구입),61709.0,2017,광주,1870.0
47,기아,뉴 쏘렌토 R,디젤 2.0 2WD,디젤,181517.0,2014,광주,1070.0
48,현대,그랜저 HG,LPG HG300 모던,LPG(일반인 구입),153940.0,2017,대구,1250.0
49,기아,K7 프리미어,2.2 디젤 노블레스,디젤,58018.0,2020,광주,3080.0
50,현대,그랜저 HG,HG220 디젤 프리미엄,디젤,176622.0,2015,충남,1129.0
51,쉐보레(GM대우),더 넥스트 스파크,LT,가솔린,86170.0,2017,충북,690.0
52,기아,올 뉴 카니발,9인승 하이리무진,디젤,106003.0,2017,서울,2700.0
53,현대,그랜저 IG,2.4 프리미엄,가솔린,53742.0,2019,경기,2350.0
54,현대,그랜저 HG,LPG HG300 모던,LPG(일반인 구입),201169.0,2013,경기,880.0
55,현대,그랜저 HG,LPG HG300 모던,LPG(일반인 구입),240832.0,2015,경기,800.0
56,현대,그랜저 HG,LPG HG300 장애인용,LPG(일반인 구입),124772.0,2012,서울,1200.0
57,쉐보레(GM대우),콜로라도,3.6 익스트림-X 4WD,가솔린,20283.0,2020,경기,3500.0
58,르노삼성,SM7 노바,LPLI 2.0 LPe 장애인용,LPG(일반인 구입),37156.0,2017,경기,1590.0
59,제네시스,G80,3.8 GDI AWD,가솔린,159066.0,2017,서울,2490.0
60,제네시스,G80,3.8 GDI AWD,가솔린,56604.0,2017,대구,3990.0
61,제네시스,EQ900,3.8 GDI AWD,가솔린,119946.0,2016,인천,3580.0
62,기아,포르테,1.6 CVVT 프리미엄 Si,가솔린,35638.0,2010,경기,550.0
63,쌍용,체어맨 W,CW700,가솔린,210210.0,2011,대구,530.0
64,제네시스,EQ900,3.8 GDI AWD,가솔린,85636.0,2016,울산,3960.0
65,쌍용,코란도 투리스모,4WD 아웃도어 에디션 9인승,디젤,103676.0,2016,경기,1490.0
66,기아,더 K9,3.8 GDI AWD,가솔린,13457.0,2021,경기,4830.0
67,현대,제네시스 DH,G330 프리미엄 AWD,가솔린,178109.0,2014,대구,1749.0
68,현대,YF 쏘나타,Y20 프라임,가솔린,202881.0,2010,대전,470.0
69,제네시스,EQ900,3.8 GDI AWD,가솔린,84467.0,2018,대전,3750.0
70,기아,올 뉴 쏘렌토,디젤 2.2 2WD,디젤,61468.0,2016,대구,2430.0
71,현대,그랜저 뉴 럭셔리,Q270 럭셔리,가솔린,138258.0,2009,경기,350.0
