,brand,name,info,type,km,year,location,price
0,현대,제네시스 DH,G380 파이니스트 에디션 AWD,가솔린,262949.0,2015,전북,1699.0
1,기아,레이,프레스티지,가솔린,43817.0,2016,광주,1099.0
2,현대,그랜저 HG,LPG HG300 익스클루시브,LPG(일반인 구입),130239.0,2015,광주,1390.0
3,기아,뉴모닝,SLX,가솔린,65404.0,2010,경기,280.0
4,기아,레이,터보 프레스티지,가솔린,49868.0,2016,서울,999.0
5,현대,제네시스 DH,G330 프리미엄 AWD,가솔린,68437.0,2015,서울,2290.0
6,현대,벨로스터 (JS),2.0 N,가솔린,17773.0,2019,서울,2720.0
7,현대,그랜저 HG,HG220 디젤 프리미엄,디젤,257664.0,2015,대전,850.0
8,현대,LF 쏘나타,2.0 스마트,가솔린,158985.0,2015,경기,1040.0
9,쌍용,코란도 C,클러비 2WD,디젤,191247.0,2012,광주,455.0
10,기아,K5 하이브리드,프레스티지,가솔린+전기,129274.0,2013,대구,830.0
11,제네시스,G80,3.3 GDI,가솔린,101414.0,2017,경기,2260.0
12,쌍용,뷰티풀 코란도,가솔린 1.5 4WD C7,가솔린,7963.0,2020,경기,2450.0
13,기아,레이,프레스티지,가솔린,53836.0,2015,경기,990.0
14,현대,벨로스터 (JS),2.0 N,가솔린,22830.0,2021,경기,2890.0
15,쌍용,렉스턴 II,AWD RX7,디젤,206959.0,2008,전북,450.0
16,기아,레이,터보 프레스티지,가솔린,21572.0,2016,경기,1150.0
17,현대,제네시스 DH,G330 프리미엄 AWD,가솔린,130410.0,2016,경기,1999.0
18,기아,레이,럭셔리,가솔린,47946.0,2013,서울,820.0
19,현대,그랜저 HG,HG240 모던,가솔린,83411.0,2015,경기,1350.0
20,현대,그랜저 HG,HG240 모던,가솔린,60643.0,2017,경기,1490.0
21,현대,에쿠스(신형),VS380,가솔린,107959.0,2014,광주,2330.0
22,현대,그랜저 HG,HG220 디젤 모던,디젤,177960.0,2015,대전,1150.0
23,현대,벨로스터 (JS),2.0 N,가솔린,55559.0,2019,전북,2320.0
24,르노삼성,뉴SM5,SE,가솔린,107227.0,2006,전북,170.0
25,현대,제네시스 DH,G330 프리미엄 AWD,가솔린,167583.0,2016,대전,1950.0
26,현대,그랜저 IG 하이브리드,익스클루시브,가솔린+전기,162352.0,2018,충남,1733.0
27,제네시스,G80,3.3 GDI AWD,가솔린,122676.0,2017,경기,2450.0
28,기아,더 K9,3.8 GDI AWD,가솔린,27566.0,2019,서울,3930.0
29,현대,제네시스 DH,G330 모던 AWD,가솔린,158275.0,2014,충남,1650.0
30,기아,레이,터보,가솔린,96059.0,2013,서울,825.0
31,기아,쏘렌토,디젤(CRDI) 2WD LX,디젤,260991.0,2004,광주,190.0
32,현대,아슬란,G330 익스클루시브,가솔린,77725.0,2015,충남,1890.0
33,현대,싼타페 CM,2WD(2.2VGT) MLX,디젤,249259.0,2007,경기,520.0
34,현대,LF 쏘나타,2.0 터보 스마트,가솔린,86638.0,2017,충북,1470.0
35,현대,그랜저 HG,HG240 모던,가솔린,131537.0,2014,경기,990.0
36,현대,코나,디젤 1.6 2WD,디젤,88970.0,2018,충남,1720.0
37,쌍용,렉스턴 II,AWD 노블레스,디젤,161475.0,2006,부산,440.0
38,현대,베라크루즈,디젤 2WD 300X,디젤,201254.0,2007,경기,590.0
39,기아,레이,밴 고급형,가솔린,70552.0,2015,충남,640.0
40,현대,그랜저 TG,Q270 프리미어,가솔린,105497.0,2006,충북,320.0
41,기아,더 뉴 레이,럭셔리,가솔린,45547.0,2019,경기,1139.0
42,현대,제네시스 DH,G380 프레스티지,가솔린,53230.0,2016,부산,2580.0
43,현대,코나,1.6 터보 2WD,가솔린,27974.0,2019,경기,1860.0
