,brand,name,info,type,km,year,location,price
0,쉐보레(GM대우),더 뉴 스파크,프리미어,가솔린,21623.0,2019,광주,990.0
1,르노삼성,SM6,2.0 GDe RE,가솔린,7434.0,2017,서울,1780.0
2,기아,K5,LPI 프레스티지,LPG(일반인 구입),195515.0,2011,광주,590.0
3,현대,제네시스 DH,G380 파이니스트 에디션 AWD,가솔린,147825.0,2015,경기,2500.0
4,기아,더 K9,3.3 T-GDI AWD,가솔린,23838.0,2019,대구,5100.0
5,현대,코나,1.6 터보 2WD,가솔린,72621.0,2018,충남,1849.0
6,쉐보레(GM대우),더 넥스트 스파크,LTZ,가솔린,46627.0,2017,대구,830.0
7,쉐보레(GM대우),스파크,LT,가솔린,47089.0,2014,울산,520.0
8,현대,그랜저 HG,HG300 노블,가솔린,129729.0,2011,충남,820.0
9,르노삼성,SM6,2.0 GDe RE,가솔린,29988.0,2017,서울,1850.0
10,기아,더 K9,3.3 T-GDI AWD,가솔린,37722.0,2019,서울,4999.0
11,쉐보레(GM대우),더 넥스트 스파크,LTZ,가솔린,30203.0,2016,경기,779.0
12,쉐보레(GM대우),스파크,LS,가솔린,33255.0,2015,서울,530.0
13,쉐보레(GM대우),스파크,LT,가솔린,48881.0,2014,서울,530.0
14,르노삼성,QM6,가솔린 2WD RE 시그니처,가솔린,69003.0,2019,경기,2190.0
15,기아,올 뉴 카니발,9인승 노블레스 스페셜,디젤,75148.0,2018,광주,2390.0
16,쉐보레(GM대우),더 넥스트 스파크,LTZ,가솔린,40515.0,2016,광주,920.0
17,르노삼성,QM6,디젤 4WD RE 시그니처,디젤,125447.0,2018,광주,1740.0
18,기아,스팅어,3.3 터보 AWD,가솔린,21236.0,2019,경기,3770.0
19,쉐보레(GM대우),더 뉴 스파크,프리미어,가솔린,13714.0,2019,경기,1050.0
20,쉐보레(GM대우),스파크,LS,가솔린,62259.0,2014,충남,430.0
21,르노삼성,QM6,가솔린 2WD RE,가솔린,57620.0,2018,경기,1830.0
22,르노삼성,QM6,가솔린 2WD RE,가솔린,42305.0,2018,광주,1890.0
23,쉐보레(GM대우),뉴 라보,롱카고 DLX,LPG(일반인 구입),54883.0,2015,전북,650.0
24,쉐보레(GM대우),더 넥스트 스파크,LTZ,가솔린,77656.0,2016,경기,680.0
25,쉐보레(GM대우),스파크,LS+,가솔린,99068.0,2014,경기,390.0
26,쉐보레(GM대우),스파크,LT,가솔린,61994.0,2014,서울,499.0
27,르노삼성,SM6,2.0 GDe RE,가솔린,91533.0,2017,부산,1140.0
28,현대,제네시스 DH,G380 파이니스트 에디션 AWD,가솔린,58605.0,2014,부산,2890.0
29,쉐보레(GM대우),스파크,LT,가솔린,104237.0,2014,경기,590.0
30,쉐보레(GM대우),스파크,LT,가솔린,62897.0,2014,부산,530.0
31,쉐보레(GM대우),더 뉴 스파크,LT,가솔린,17752.0,2020,부산,999.0
32,르노삼성,뉴QM3,RE,디젤,34695.0,2018,경기,1570.0
33,쉐보레(GM대우),스파크,LT,가솔린,138802.0,2014,충북,460.0
34,르노삼성,뉴QM3,RE,디젤,50648.0,2018,충북,1500.0
