,brand,name,info,type,km,year,location,price
0,쉐보레(GM대우),스파크,LT,가솔린,92002.0,2014,광주,500.0
1,쌍용,코란도 C,클래시 2WD,디젤,176991.0,2013,부산,439.0
2,쉐보레(GM대우),스파크,LS+,가솔린,96726.0,2015,대전,480.0
3,기아,레이,밴,가솔린,121747.0,2013,전북,520.0
4,기아,레이,터보 프레스티지,가솔린,71068.0,2015,서울,920.0
5,현대,코나,1.6 터보 2WD,가솔린,27904.0,2018,대구,2050.0
6,쉐보레(GM대우),스파크,LS,가솔린,38246.0,2014,광주,420.0
7,기아,레이,디럭스 스페셜,가솔린,110490.0,2013,경기,569.0
8,쉐보레(GM대우),스파크,LS,가솔린,142310.0,2015,경기,370.0
9,기아,레이,프레스티지,가솔린,191338.0,2016,경기,650.0
10,쉐보레(GM대우),스파크,LT,가솔린,58026.0,2014,울산,470.0
11,기아,레이,프레스티지,가솔린,86456.0,2012,서울,760.0
12,현대,그랜저 IG 하이브리드,익스클루시브,가솔린+전기,68299.0,2018,서울,2799.0
13,기아,더 뉴 레이,럭셔리,가솔린,15415.0,2019,경기,1350.0
14,쉐보레(GM대우),스파크,LT,가솔린,74738.0,2014,충남,458.0
15,기아,더 뉴 레이,럭셔리,가솔린,42880.0,2018,인천,1150.0
16,쉐보레(GM대우),스파크,LS,가솔린,77766.0,2014,광주,429.0
17,쉐보레(GM대우),스파크,LT,가솔린,62913.0,2014,광주,499.0
18,현대,벨로스터 (JS),2.0 N,가솔린,59946.0,2019,인천,2320.0
19,기아,레이,디럭스 스페셜,가솔린,92215.0,2013,부산,750.0
20,쉐보레(GM대우),마티즈 크리에이티브,재즈,가솔린,113269.0,2010,경기,249.0
21,기아,레이,디럭스,가솔린,90863.0,2014,경기,690.0
22,쌍용,코란도 C,클러비 2WD,디젤,121867.0,2011,광주,570.0
23,기아,레이,프레스티지,가솔린,80100.0,2017,인천,970.0
24,기아,레이,럭셔리,가솔린,92331.0,2012,경기,629.0
25,기아,레이,디럭스,가솔린,83600.0,2015,대전,830.0
26,현대,코나,1.6 터보 2WD,가솔린,44609.0,2018,경기,1750.0
27,기아,레이,프레스티지,가솔린,73058.0,2013,경기,810.0
28,기아,더 뉴 레이,프레스티지,가솔린,11104.0,2018,충남,1350.0
29,기아,그랜드 카니발,GX,디젤,204263.0,2009,부산,350.0
30,기아,레이,프레스티지,가솔린,62607.0,2012,울산,860.0
31,기아,레이,프레스티지,가솔린,90341.0,2013,부산,770.0
32,기아,카니발 R,그랜드 카니발 GX,디젤,101225.0,2010,광주,690.0
33,쉐보레(GM대우),스파크,LPG LT,LPG(일반인 구입),126041.0,2014,서울,460.0
34,기아,올 뉴 모닝 (JA),프레스티지,가솔린,20044.0,2018,충남,1070.0
35,기아,더 뉴 레이,시그니처,가솔린,5990.0,2021,서울,1638.0
36,기아,레이,럭셔리,가솔린,59613.0,2016,서울,880.0
