,brand,name,info,type,km,year,location,price
0,르노삼성,QM3,LE,디젤,95957.0,2017,부산,1100.0
1,기아,올 뉴 모닝,디럭스 트렌디,가솔린,47596.0,2014,경기,540.0
2,기아,더 뉴 모닝,럭셔리,가솔린,45396.0,2016,경기,760.0
3,현대,싼타페 더 프라임,디젤 2.0 2WD,디젤,91849.0,2016,서울,1729.0
4,기아,더 뉴 K5 2세대,2.0,가솔린,50891.0,2019,경기,1950.0
5,현대,싼타페 DM,디젤(e-VGT) 2.0 2WD 프리미엄,디젤,69687.0,2015,충남,1569.0
6,현대,뉴 투싼 ix,디젤(e-VGT) 4WD,디젤,131028.0,2014,대구,1300.0
7,기아,더 뉴 레이,프레스티지,가솔린,10247.0,2019,경기,1390.0
8,기아,레이,프레스티지,가솔린,53185.0,2016,경기,990.0
9,르노삼성,SM7 New Art,프레스티지,가솔린,134084.0,2009,경기,450.0
10,르노삼성,SM6,2.0 GDe SE,가솔린,70016.0,2019,경기,1280.0
11,기아,더 뉴 카니발,9인승 럭셔리,디젤,53107.0,2019,경기,2179.0
12,기아,올 뉴 K3,트렌디,가솔린,39019.0,2019,경기,1549.0
13,기아,모닝 어반,시그니처,가솔린,8583.0,2021,서울,1400.0
14,기아,올 뉴 모닝,럭셔리,가솔린,49026.0,2015,경기,670.0
15,쉐보레(GM대우),더 넥스트 스파크,LTZ,가솔린,40185.0,2017,서울,780.0
16,기아,올 뉴 모닝,럭셔리,가솔린,44968.0,2012,부산,650.0
17,현대,싼타페 DM,디젤(e-VGT) 2.0 2WD 프리미엄,디젤,139599.0,2015,대전,1500.0
18,기아,모닝 어반,스탠다드,가솔린,29210.0,2021,전북,920.0
19,기아,올 뉴 모닝 (JA),럭셔리,가솔린,8325.0,2017,경기,900.0
20,기아,더 뉴 레이,트렌디,가솔린,8289.0,2018,경기,1190.0
21,기아,올 뉴 모닝,럭셔리,가솔린,58902.0,2012,충북,590.0
22,르노삼성,QM3,RE,디젤,190826.0,2015,경기,539.0
23,기아,올 뉴 모닝 (JA),럭셔리,가솔린,14797.0,2017,서울,920.0
24,기아,더 뉴 레이,프레스티지,가솔린,2361.0,2021,경기,1450.0
25,쉐보레(GM대우),더 넥스트 스파크,LT,가솔린,34837.0,2017,경기,730.0
26,기아,K5,LPI 프레스티지,LPG(일반인 구입),123312.0,2013,경기,850.0
27,기아,레이,프레스티지,가솔린,42974.0,2014,부산,1030.0
28,기아,레이,밴 고급형,가솔린,159221.0,2013,경기,429.0
29,쉐보레(GM대우),더 넥스트 스파크,LTZ,가솔린,72698.0,2016,경기,650.0
30,기아,모닝 어반,프레스티지,가솔린,1011.0,2021,대구,1339.0
31,현대,싼타페 DM,디젤(e-VGT) 2.0 2WD 프리미엄,디젤,131247.0,2013,충남,1299.0
32,기아,올 뉴 모닝 (JA),럭셔리,가솔린,8852.0,2020,대구,1170.0
33,기아,레이,럭셔리,가솔린,85568.0,2012,부산,760.0
34,기아,스포티지 4세대,디젤 2.0 2WD 노블레스,디젤,61154.0,2016,경기,1920.0
35,기아,올 뉴 카니발,11인승 럭셔리,디젤,115198.0,2018,경기,1640.0
36,기아,올 뉴 모닝 (JA),프레스티지,가솔린,55197.0,2017,경기,899.0
37,쉐보레(GM대우),더 넥스트 스파크,LTZ,가솔린,63340.0,2017,경기,799.0
38,기아,올 뉴 K7 하이브리드,노블레스 스페셜,가솔린+전기,79647.0,2018,경기,2530.0
39,현대,쏘나타 하이브리드,2.0,가솔린+전기,98632.0,2015,경기,1030.0
40,현대,그랜저 IG,2.4 프리미엄,가솔린,76471.0,2018,경기,2200.0
41,기아,쏘렌토 R,디젤 2.0 2WD 리미티드,디젤,114011.0,2012,경기,1150.0
42,르노삼성,SM7 New Art,LE,가솔린,83516.0,2011,경기,560.0
43,르노삼성,All New SM7,RE,가솔린,43331.0,2012,서울,1090.0
44,기아,올 뉴 모닝 (JA),럭셔리,가솔린,148850.0,2017,전북,650.0
45,기아,더 뉴 모닝,럭셔리,가솔린,160024.0,2016,경기,530.0
46,기아,더 뉴 레이,프레스티지,가솔린,24413.0,2018,서울,1330.0
47,기아,레이,프레스티지,가솔린,38617.0,2016,경기,1050.0
48,르노삼성,QM3,LE,디젤,50568.0,2017,경기,1150.0
49,기아,올 뉴 K3,노블레스,가솔린,50884.0,2019,경기,1789.0
50,기아,올 뉴 모닝,럭셔리,가솔린,79562.0,2012,충남,570.0
51,기아,더 뉴 레이,시그니처,가솔린,11747.0,2021,경기,1550.0
52,현대,쏘나타 뉴 라이즈,2.0 스타일,가솔린,49894.0,2018,경기,1699.0
53,기아,올 뉴 모닝,스마트,가솔린,70949.0,2012,경기,300.0
54,기아,더 뉴 레이,럭셔리,가솔린,154080.0,2018,충남,939.0
55,르노삼성,QM3,LE,디젤,34172.0,2017,경기,1289.0
56,기아,쏘울,1.6 2U,가솔린,185743.0,2010,경기,500.0
57,기아,더 뉴 K5 2세대,1.6 터보,가솔린,80766.0,2019,경기,1830.0
58,기아,레이,프레스티지,가솔린,65719.0,2017,충남,1150.0
59,기아,더 뉴 레이,럭셔리,가솔린,27297.0,2018,경기,1170.0
60,쉐보레(GM대우),더 넥스트 스파크,LT,가솔린,72994.0,2016,경기,680.0
61,기아,올 뉴 모닝,디럭스 스페셜,가솔린,182708.0,2012,전북,389.0
62,쉐보레(GM대우),더 넥스트 스파크,LT,가솔린,13381.0,2018,광주,899.0
63,기아,올 뉴 모닝 (JA),럭셔리,가솔린,34444.0,2020,경기,1030.0
64,기아,쏘울,1.6 GDI 럭셔리,가솔린,39257.0,2012,경기,990.0
65,기아,올 뉴 K7,3.0 GDI 프레스티지,가솔린,10069.0,2018,경기,2450.0
66,기아,더 뉴 모닝,디럭스,가솔린,50378.0,2016,서울,790.0
67,기아,더 뉴 모닝,럭셔리,가솔린,53790.0,2016,경기,650.0
68,기아,올 뉴 모닝 (JA),프레스티지,가솔린,26189.0,2020,울산,1180.0
69,기아,올 뉴 K3,럭셔리,가솔린,23756.0,2020,경기,1590.0
70,제네시스,G70,3.3T 스포츠,가솔린,26416.0,2019,경기,3530.0
71,기아,더 뉴 레이,밴,가솔린,4868.0,2019,인천,1030.0
