,brand,name,info,type,km,year,location,price
0,쌍용,렉스턴 스포츠,디젤 2.2 4WD,디젤,54144.0,2019,경기,1950.0
1,제네시스,G80 (RG3),가솔린 2.5 터보 AWD,가솔린,29472.0,2021,울산,5750.0
2,르노삼성,QM3,RE,디젤,114990.0,2016,충남,870.0
3,기아,스토닉,디젤 1.6,디젤,44074.0,2019,울산,1760.0
4,기아,더 뉴 쏘렌토,디젤 2.0 2WD,디젤,35230.0,2020,경기,2400.0
5,쌍용,렉스턴 스포츠,디젤 2.2 4WD,디젤,21802.0,2020,서울,3050.0
6,쌍용,티볼리,LX 2WD,가솔린,70687.0,2017,경기,1390.0
7,현대,코나,디젤 1.6 2WD,디젤,85054.0,2018,서울,1730.0
8,기아,더 K9,3.8 GDI AWD,가솔린,29362.0,2019,광주,3730.0
9,현대,더 뉴 맥스크루즈,디젤 2.2 2WD,디젤,90421.0,2017,대전,2000.0
10,기아,K5 2세대,LPI MX,LPG(일반인 구입),57996.0,2018,충북,1550.0
11,쉐보레(GM대우),올란도,2.0 디젤 LTZ,디젤,122226.0,2015,대구,870.0
12,르노삼성,SM3 네오,PE,가솔린,19696.0,2019,경기,1080.0
13,기아,더 뉴 K5 2세대,2.0 LPI 렌터카용,LPG(일반인 구입),97955.0,2019,광주,1370.0
14,쌍용,티볼리,디젤 VX 2WD,디젤,65311.0,2016,경기,1220.0
15,기아,스포티지 R,디젤 2WD TLX,디젤,170145.0,2011,충남,799.0
16,기아,더 K9,3.3 T-GDI AWD,가솔린,39626.0,2020,경기,5099.0
17,현대,그랜저 IG,3.0 LPi 장애인용,LPG(일반인 구입),99326.0,2018,경기,2300.0
18,기아,더 뉴 쏘렌토,디젤 2.0 2WD,디젤,56439.0,2018,경기,2680.0
19,현대,아반떼 (CN7),1.6,가솔린,14494.0,2021,경기,2330.0
20,현대,그랜저 IG,2.4 프리미엄,가솔린,40662.0,2018,경기,2270.0
21,현대,그랜저 IG 하이브리드,익스클루시브,가솔린+전기,93605.0,2018,경기,2430.0
22,쌍용,티볼리 에어,가솔린 1.5 A3 2WD,가솔린,3212.0,2021,경기,2170.0
23,현대,코나 하이브리드,프리미엄 스페셜,가솔린+전기,17804.0,2020,경기,2690.0
24,기아,더 뉴 K3 2세대,1.6 터보 GT 5도어,가솔린,1302.0,2022,광주,2790.0
25,기아,K5 2세대,LPI MX,LPG(일반인 구입),118737.0,2018,광주,1150.0
26,제네시스,G80 (RG3),가솔린 3.5 터보 AWD,가솔린,24315.0,2021,광주,6880.0
