,brand,name,info,type,km,year,location,price
0,현대,더 뉴 그랜드 스타렉스,밴 5인승,디젤,56443.0,2019,서울,2070.0
1,현대,LF 쏘나타,2.0 케어플러스,가솔린,51877.0,2017,서울,1420.0
2,기아,올 뉴 모닝,디럭스,가솔린,67809.0,2013,경기,450.0
3,현대,LF 쏘나타,1.7 디젤 스마트,디젤,96826.0,2016,서울,1320.0
4,현대,그랜드 스타렉스,5인승 밴,디젤,60604.0,2017,대전,1730.0
5,기아,스포티지 4세대,디젤 2.0 2WD 트렌디,디젤,35642.0,2018,전북,1680.0
6,기아,올 뉴 K3,스탠다드,가솔린,21933.0,2021,서울,1590.0
7,현대,싼타페 DM,디젤(e-VGT) 2.2 2WD 프리미엄,디젤,203510.0,2014,충남,9999.0
8,현대,더 뉴 그랜드 스타렉스,웨건 12인승,디젤,28895.0,2019,서울,2300.0
9,기아,올 뉴 모닝 (JA),밴,가솔린,39889.0,2017,경기,540.0
10,현대,아반떼 MD,M16 GDI 탑,가솔린,100521.0,2011,대전,740.0
11,현대,싼타페 DM,디젤(e-VGT) 2.0 2WD 프리미엄,디젤,133687.0,2013,경기,1280.0
12,현대,LF 쏘나타,1.7 디젤 스타일,디젤,98073.0,2016,대구,1190.0
13,기아,셀토스,가솔린 1.6 터보 2WD,가솔린,1045.0,2021,경기,2580.0
14,현대,그랜드 스타렉스,5인승 LPi 밴,LPG(일반인 구입),218653.0,2011,서울,700.0
15,기아,레이,럭셔리 바이퓨얼,가솔린+LPG,152886.0,2013,인천,630.0
16,현대,LF 쏘나타,LPI 모던,LPG(일반인 구입),185026.0,2016,광주,850.0
17,르노삼성,SM3 네오,LE,가솔린,35989.0,2018,경기,1120.0
18,현대,투싼 ix,디젤 4WD LMX20,디젤,92779.0,2010,경기,1050.0
19,현대,아반떼 (CN7),1.6,가솔린,14144.0,2021,경기,1790.0
20,제네시스,G70,2.0T AWD,가솔린,43930.0,2018,경기,3380.0
21,현대,그랜저 IG,2.4 프리미엄,가솔린,78564.0,2017,전북,2029.0
22,기아,스포티지 더 볼드,디젤 2.0 2WD,디젤,17498.0,2020,경기,2240.0
23,르노삼성,더 뉴 QM6,2.0 LPe RE 시그니처 2WD,LPG(일반인 구입),15246.0,2021,경기,2650.0
24,르노삼성,QM5 네오,디젤 2WD RE,디젤,87738.0,2014,경기,1030.0
25,현대,그랜드 스타렉스,5인승 밴,디젤,10772.0,2018,경기,1790.0
26,현대,그랜드 스타렉스,3인승 밴,디젤,210389.0,2015,경기,920.0
27,르노삼성,SM6,2.0 GDe SE,가솔린,56255.0,2019,전북,1339.0
28,현대,더 뉴 아반떼,1.6 VGT 스마트,디젤,86442.0,2014,광주,900.0
29,르노삼성,뉴QM3,RE,디젤,38453.0,2018,광주,1530.0
30,르노삼성,SM6,2.0 LPe RE (장애인용),LPG(일반인 구입),109644.0,2016,경기,1189.0
31,현대,제네시스,BH330 럭셔리,가솔린,209804.0,2008,경기,500.0
32,현대,더 뉴 그랜드 스타렉스,밴 5인승,디젤,14591.0,2019,경기,2390.0
33,현대,그랜저 HG,LPG HG300 장애인용,LPG(일반인 구입),186225.0,2013,경기,1000.0
34,르노삼성,SM6,2.0 GDe SE,가솔린,25316.0,2017,경기,1410.0
35,기아,더 K9,3.8 GDI AWD,가솔린,61096.0,2019,경기,4290.0
36,현대,LF 쏘나타,LPI 프리미엄,LPG(일반인 구입),143536.0,2015,경기,990.0
37,현대,그랜저 IG,2.4 프리미엄,가솔린,65746.0,2019,광주,2430.0
38,쌍용,렉스턴 W,2.0 4WD RX7,디젤,124552.0,2013,경기,950.0
39,현대,더 뉴 그랜드 스타렉스,밴 3인승,디젤,120315.0,2018,광주,1650.0
40,현대,LF 쏘나타,1.6 터보 스마트,가솔린,55146.0,2016,경기,1600.0
41,현대,그랜드 스타렉스,5인승 밴,디젤,121123.0,2016,대구,1470.0
42,현대,더 뉴 그랜드 스타렉스,4WD 웨건 12인승,디젤,50297.0,2019,대전,2420.0
43,현대,더 뉴 그랜드 스타렉스,웨건 12인승,디젤,37431.0,2019,경기,9999.0
44,현대,제네시스,BH330 럭셔리,가솔린,171755.0,2011,경기,880.0
45,현대,쏘나타 하이브리드,2.0,가솔린+전기,175754.0,2012,광주,720.0
46,현대,아반떼 AD,1.6 e-VGT 스타일,디젤,49978.0,2018,광주,1150.0
47,현대,쏘나타 하이브리드,2.0,가솔린+전기,86664.0,2014,광주,1040.0
48,기아,모하비,4WD JV300,디젤,196522.0,2008,광주,890.0
49,현대,그랜드 스타렉스,5인승 밴,디젤,155018.0,2016,충남,1289.0
50,현대,아슬란,G330 프리미엄,가솔린,102816.0,2015,전북,1450.0
51,현대,제네시스,BH330 럭셔리,가솔린,157108.0,2008,광주,680.0
52,쌍용,코란도 스포츠,CX7 4WD,디젤,175223.0,2012,대구,895.0
53,현대,에쿠스(신형),VS380,가솔린,143543.0,2015,대전,2270.0
54,현대,아반떼 AD,1.6 GDI 스마트,가솔린,42215.0,2018,경기,1360.0
55,현대,그랜저 IG,2.4 모던,가솔린,43388.0,2018,경기,1950.0
56,현대,쏘나타 더 브릴리언트,CVVL 어트랙션,가솔린,235865.0,2014,경기,9999.0
57,기아,뉴 쏘렌토 R,디젤 2.2 2WD,디젤,123817.0,2013,광주,1435.0
58,현대,그랜저 HG,HG240 럭셔리,가솔린,156114.0,2011,경기,670.0
59,현대,제네시스,BH330 럭셔리,가솔린,138072.0,2011,경기,890.0
60,현대,제네시스,BH330 럭셔리,가솔린,129734.0,2010,서울,770.0
61,현대,테라칸,4WD JX290,디젤,207500.0,2003,경기,350.0
62,현대,그랜저 HG,HG240 럭셔리,가솔린,75857.0,2012,서울,1020.0
63,현대,i40,2.0 GDi,가솔린,99977.0,2012,경기,970.0
64,현대,그랜드 스타렉스,3인승 밴,디젤,66491.0,2016,대구,1690.0
65,현대,그랜저 HG,HG240 모던,가솔린,131106.0,2013,경기,1000.0
66,현대,에쿠스(신형),VS380,가솔린,196135.0,2015,광주,2090.0
67,기아,K5,LPI 럭셔리,LPG(일반인 구입),153190.0,2011,광주,560.0
68,현대,아반떼 AD,1.6 GDI 밸류 플러스,가솔린,79106.0,2018,경기,1270.0
69,제네시스,G70,3.3T 스포츠,가솔린,26905.0,2020,경기,4450.0
70,기아,올 뉴 모닝,디럭스 트렌디,가솔린,87299.0,2014,경기,550.0
71,현대,그랜드 스타렉스,12인승 왜건,디젤,94438.0,2011,광주,820.0
72,제네시스,더 뉴 G70,가솔린 2.0T 2WD,가솔린,6212.0,2021,경기,4499.0
73,현대,아반떼 AD,1.6 GDI 스마트,가솔린,63249.0,2018,대구,1259.0
74,현대,에쿠스(신형),VS380,가솔린,118765.0,2014,경기,1790.0
75,현대,YF 쏘나타,Y20 그랜드,가솔린,93034.0,2011,경기,599.0
76,현대,그랜드 스타렉스,12인승 왜건,디젤,51315.0,2018,경기,1550.0
77,현대,싼타페 더 프라임,디젤 2.0 2WD,디젤,92268.0,2016,대구,1790.0
78,현대,그랜드 스타렉스,3인승 밴,디젤,173373.0,2012,광주,850.0
79,현대,그랜저 HG,HG240 모던,가솔린,118045.0,2015,광주,1280.0
80,기아,K8,2.5 가솔린 2WD,가솔린,2651.0,2022,대전,4390.0
81,현대,투싼 ix,디젤 2WD X20,디젤,195967.0,2011,광주,620.0
82,기아,올 뉴 프라이드,1.6 GDI 해치백,가솔린,78697.0,2012,경기,630.0
83,현대,싼타페 더 프라임,디젤 2.0 4WD,디젤,14232.0,2017,경기,2130.0
84,제네시스,G70,2.0T,가솔린,33335.0,2019,경기,3399.0
85,현대,YF 쏘나타,Y20 프리미어,가솔린,58821.0,2011,광주,690.0
86,기아,쏘렌토 R,디젤 2.2 4WD TLX,디젤,191179.0,2012,서울,790.0
87,현대,YF 쏘나타,F24 GDI,가솔린,165022.0,2011,전북,550.0
88,현대,LF 쏘나타,1.7 디젤 스마트,디젤,61070.0,2016,경기,1570.0
89,기아,레이,디럭스,가솔린,107251.0,2015,경기,695.0
90,기아,올 뉴 K3,트렌디,가솔린,52567.0,2019,서울,3333.0
91,현대,더 뉴 그랜드 스타렉스,밴 5인승,디젤,46086.0,2019,경기,2330.0
92,기아,K7,LPI VG270 프레스티지,LPG(일반인 구입),186783.0,2011,경기,650.0
93,기아,K7,VG270 프레스티지,가솔린,131324.0,2011,광주,765.0
94,현대,제네시스,BH330 모던,가솔린,86168.0,2013,경기,1120.0
95,현대,그랜드 스타렉스,3인승 밴,디젤,126646.0,2011,서울,970.0
96,기아,니로,프레스티지,가솔린+전기,16174.0,2018,경기,2090.0
97,현대,싼타페 CM,2WD(2.0 e-VGT) MLX,디젤,156309.0,2010,경기,530.0
98,현대,그랜드 스타렉스,12인승 왜건,디젤,27374.0,2018,대전,1400.0
99,쉐보레(GM대우),스파크,스파크 S,가솔린,74229.0,2014,경기,500.0
100,현대,더 뉴 그랜드 스타렉스,밴 3인승,디젤,52561.0,2019,충남,1740.0
