,brand,name,info,type,km,year,location,price
0,기아,쏘울,1.6 U,가솔린,103713.0,2010,광주,480.0
1,쉐보레(GM대우),말리부,2.0 LT 디럭스팩,가솔린,42184.0,2015,인천,1030.0
2,현대,아반떼 (CN7),1.6,가솔린,11083.0,2021,경기,2350.0
3,제네시스,G90,3.3 T AWD,가솔린,28.0,2021,광주,9550.0
4,기아,셀토스,가솔린 1.6 터보 4WD,가솔린,21756.0,2020,서울,2580.0
5,르노삼성,QM3,RE,디젤,93010.0,2016,충남,990.0
6,현대,싼타페 TM,디젤 2.2 4WD,디젤,52947.0,2019,경기,2990.0
7,쌍용,뷰티풀 코란도,디젤 1.6 2WD 딜라이트 플러스,디젤,3445.0,2019,경기,1970.0
8,현대,뉴 투싼 ix,디젤(e-VGT) 2WD,디젤,135213.0,2014,경기,1050.0
9,기아,올 뉴 모닝 (JA),터보 프레스티지,가솔린,54472.0,2017,부산,1050.0
10,기아,모하비,2WD KV300,디젤,81818.0,2008,경기,1360.0
11,현대,뉴 투싼 ix,디젤(e-VGT) 2WD,디젤,149275.0,2014,전북,880.0
12,현대,벨로스터,익스트림,가솔린,92476.0,2012,경기,750.0
13,르노삼성,QM3,RE,디젤,120141.0,2015,인천,830.0
14,현대,코나,디젤 1.6 2WD,디젤,48669.0,2018,부산,1650.0
15,기아,올 뉴 K3,5도어 GT 베이직,가솔린,37515.0,2020,광주,1880.0
16,현대,아반떼 AD,1.6 터보 스포츠,가솔린,95752.0,2017,경기,1090.0
17,현대,올 뉴 투싼,디젤 1.7 2WD,디젤,57420.0,2016,서울,1660.0
18,르노삼성,QM3,RE,디젤,115770.0,2014,경기,799.0
19,쌍용,베리 뉴 티볼리,가솔린 1.5 2WD,가솔린,55400.0,2020,경기,1550.0
20,르노삼성,QM3,RE,디젤,15435.0,2016,서울,1190.0
21,현대,벨로스터,DCT팩,가솔린,160985.0,2013,충남,666.0
22,현대,코나,1.6 터보 2WD,가솔린,46477.0,2018,광주,1870.0
23,르노삼성,QM3,RE,디젤,32072.0,2017,울산,1300.0
24,기아,스포티지 R,디젤 2WD TLX,디젤,143393.0,2013,부산,869.0
25,현대,베뉴,1.6 모던,가솔린,14118.0,2020,경기,1950.0
26,쉐보레(GM대우),더 뉴 스파크,프리미어,가솔린,40215.0,2019,경기,849.0
27,쉐보레(GM대우),아베오 해치백,1.4 터보 RS,가솔린,66248.0,2015,서울,829.0
28,기아,올 뉴 K3,5도어 GT 플러스,가솔린,42061.0,2020,서울,1890.0
29,쌍용,티볼리 아머,디젤 기어 플러스 2WD,디젤,38493.0,2019,대전,1650.0
30,르노삼성,QM3,RE,디젤,115659.0,2015,경기,790.0
31,쌍용,티볼리 에어,가솔린 1.6 RX 2WD,가솔린,16260.0,2019,경기,1650.0
32,기아,쏘울,1.6 2U,가솔린,127642.0,2011,울산,540.0
33,현대,LF 쏘나타,2.0 터보 익스클루시브,가솔린,112399.0,2015,부산,1450.0
