,brand,name,info,type,km,year,color,location,accident,price
252,혼다,어코드 10세대,2.0 하이브리드 투어링,가솔린+전기,23632,2019,흰색,서울,사고,2990
253,쉐보레(GM대우),더 넥스트 스파크,LT플러스,가솔린,37480,2018,빨간색,경남,무사고,790
254,기아,레이,밴 고급형,가솔린,16210,2016,진주색,경기/인천,무사고,910
255,기아,스토닉,1.0 터보프레스티지,가솔린,19690,2019,검정색,경북,무사고,1930
256,기아,올 뉴 K7,2.4 GDI 리미티드,가솔린,37716,2017,검정색,전북,단순사고(접촉),1920
257,현대,쏘나타 DN8,2.0 가솔린프리미엄 패밀리,가솔린,32246,2020,쥐색,경기/인천,무사고,2360
258,현대,아반떼 AD,1.6 GDI 밸류 플러스,가솔린,30541,2018,흰색,경남,단순교환,1420
259,기아,K7 프리미어,가솔린 3.0시그니처,가솔린,66220,2020,청색,경북,무사고,3190
260,현대,LF 쏘나타,LPI 모던(장애인용),LPG,50761,2016,진주색,경북,단순교환,1620
261,르노삼성,SM6,2.0 GDe RE,가솔린,90234,2017,흰색,경기/인천,무사고,1550
262,쌍용,G4 렉스턴,디젤 2.2 4WD유라시아 에디션,디젤,51575,2018,검정색,경남,무사고,2570
263,쉐보레(GM대우),임팔라,2.5 LTZ,가솔린,35826,2017,흰색,경북,무사고,1990
264,쉐보레(GM대우),더 뉴 트랙스,1.4 프리미어,가솔린,116481,2018,흰색,충북,단순교환,1240
265,기아,올 뉴 모닝,스마트 스페셜,가솔린,55088,2013,진주색,경기/인천,무사고,470
266,현대,제네시스,BH330 프리미엄기본형,가솔린,110448,2013,은색,충북,무사고,1290
267,쉐보레(GM대우),트레일블레이저,1.3 가솔린 터보 2WDRS,가솔린,6613,2021,검정색,경북,무사고,2830
268,기아,올 뉴 모닝,디럭스,가솔린,33448,2013,진주색,전남,단순사고(접촉),530
269,현대,그랜저 IG,3.3 셀러브리티,가솔린,57314,2018,검정색,경기/인천,무사고,2870
270,현대,쏘나타 뉴 라이즈,2.0 프리미엄 스페셜,가솔린,99611,2018,흰색,경북,단순교환,1890
271,현대,그랜저 IG 하이브리드,익스클루시브스페셜,가솔린+전기,63640,2018,검정색,경기/인천,무사고,2850
272,쉐보레(GM대우),어메이징 뉴 크루즈,1.4 터보 LTZ,가솔린,63882,2016,흰색,경북,단순교환,1080
273,기아,더 뉴 카니발,가솔린 9인승 하이리무진노블레스 스페셜,가솔린,48255,2019,흰색,서울,무사고,3990
274,쉐보레(GM대우),임팔라,2.5 LTZ,가솔린,94956,2016,검정색,충남,무사고,1460
275,쉐보레(GM대우),더 뉴 스파크,프리미어,가솔린,20448,2020,진주색,경남,무사고,1130
276,현대,그랜저 HG,LPG HG300 모던,LPG,93701,2016,진주색,경기/인천,무사고,1450
277,현대,그랜저 HG,HG240 모던 컬렉션,가솔린,58787,2017,은회색,경기/인천,무사고,1690
278,기아,K5,2.0 노블레스,가솔린,90262,2011,연금색,서울,단순교환,810
279,기아,K5 2세대,1.6 터보 SX노블레스,가솔린,71755,2016,흰색,경기/인천,무사고,1680
280,지프,체로키(KL),2.4 론지튜드 하이 AWD,가솔린,26315,2019,흰색,충남,무사고,2890
281,기아,레이,프레스티지,가솔린,49060,2016,하늘색,서울,무사고,1070
282,제네시스,G80,3.3 GDI럭셔리,가솔린,48800,2017,검정색,경기/인천,단순교환,2790
283,현대,아반떼 MD,M16 GDI 럭셔리,가솔린,76568,2012,흰색,서울,단순교환,750
284,제네시스,G70,2.0T AWD슈프림,가솔린,22120,2018,쥐색,충남,단순교환,3390
285,르노삼성,뉴QM3,RE세부등급 없음,디젤,35714,2018,청색,서울,단순교환,1480
286,르노삼성,SM6,1.6 TCe RE,가솔린,53132,2016,검정색,경기/인천,무사고,1650
287,현대,쏘나타 DN8,2.0 가솔린인스퍼레이션,가솔린,9834,2020,검정색,경기/인천,무사고,2990
288,현대,에쿠스(신형),VS380모던,가솔린,59066,2014,검정색,경북,무사고,2410
289,르노삼성,SM6,2.0 LPe LE (장애인용),LPG,30619,2019,흰색,경기/인천,단순사고(접촉),1600
290,현대,아반떼 AD,1.6 GDI 밸류 플러스,가솔린,40239,2018,흰색,경기/인천,단순사고(접촉),1240
291,현대,쏘나타 DN8,2.0 LPi(렌터카용)스마트,LPG,36817,2020,흰색,서울,무사고,2160
292,기아,더 뉴 카니발,가솔린 7인승 리무진VIP,가솔린,21922,2020,흰색,경북,단순사고(접촉),3270
293,르노삼성,QM6,디젤 2WD LE,디젤,60765,2018,쥐색,경기/인천,무사고,1740
294,기아,레이,럭셔리,가솔린,32194,2017,진주색,경기/인천,무사고,1100
295,벤츠,S-클래스 W222,S400L 4MATIC,가솔린,97717,2016,쥐색,서울,단순교환,6590
296,쉐보레(GM대우),더 넥스트 스파크,LT플러스,가솔린,57257,2016,쥐색,경북,단순교환,650
297,쌍용,코란도 C,클러비 4WD파크,디젤,87877,2011,주황색,경기/인천,단순교환,670
298,기아,더 뉴 카니발,9인승 노블레스 스페셜,디젤,67030,2019,흰색,경기/인천,무사고,3060
299,쉐보레(GM대우),올란도,1.6 디젤 LS고급형,디젤,21314,2018,흰색,경기/인천,무사고,1260
300,현대,그랜저 IG,3.0 익스클루시브스페셜,가솔린,40143,2018,검정색,서울,무사고,2540
301,랜드로버,디스커버리 5,2.0 SD4 SE,디젤,45928,2018,흰색,경기/인천,무사고,4880
302,쌍용,올 뉴 렉스턴,디젤 2.2 5인승4WD 프레스티지,디젤,16223,2021,검정색,전남,무사고,3800
303,쉐보레(GM대우),더 넥스트 스파크,LTZ,가솔린,12433,2017,은색,충남,무사고,850
304,미니,쿠퍼 클럽맨(2세대),High,가솔린,62321,2018,녹색,서울,무사고,2330
305,현대,올 뉴 투싼,가솔린 1.6 터보 2WD모던 피버,가솔린,57313,2017,쥐색,경기/인천,무사고,2070
306,피아트,500,1.4 컬러1세대,가솔린,65928,2015,하늘색,서울,무사고,1360
307,르노삼성,SM5 노바,LE,가솔린,60222,2015,검정색,경북,무사고,1060
308,르노삼성,QM6,가솔린 2WD RE 시그니처,가솔린,50921,2019,검정색,서울,단순사고(접촉),1990
309,기아,올 뉴 모닝,럭셔리,가솔린,68458,2012,흰색,경남,단순교환,550
310,현대,쏘나타 뉴 라이즈,2.0 모던,가솔린,84338,2018,검정색,경기/인천,단순사고(접촉),1580
311,기아,K5 2세대,2.0 터보 SX노블레스 스페셜,가솔린,78208,2016,흰색,경남,무사고,1820
312,기아,모하비,4WD KV300세부등급 없음,디젤,119815,2014,은색,전남,단순교환,1930
313,기아,K8,가솔린 3.5 2WD시그니처,가솔린,4266,2022,검정색,경기/인천,무사고,4880
314,현대,아반떼 AD,1.6 GDI 밸류 플러스,가솔린,100151,2018,흰색,경기/인천,단순교환,1080
315,BMW,5시리즈 (G30),520d M 스포츠,디젤,64075,2017,검정색,경기/인천,무사고,3940
316,기아,올 뉴 쏘렌토,디젤 2.0 4WD프레스티지,디젤,81545,2017,흰색,서울,무사고,1990
317,기아,올 뉴 모닝 (JA),LPi 럭셔리,LPG,75525,2020,쥐색,경기/인천,무사고,990
318,기아,올 뉴 모닝 (JA),럭셔리,가솔린,18735,2017,진주색,경북,무사고,920
319,기아,K8,가솔린 2.5시그니처,가솔린,2668,2022,검정색,경기/인천,무사고,4450
320,기아,K8,가솔린 2.5시그니처,가솔린,3457,2022,쥐색,경남,무사고,4450
321,기아,뉴모닝,SLX고급형 블랙프리미엄,가솔린,54184,2011,노란색,서울,무사고,420
322,기아,프라이드(신형),4DR 1.4 DOHC LX,가솔린,82434,2008,흰색,경남,무사고,360
323,포드,익스플로러,2.3 리미티드 4WD5세대,가솔린,75632,2016,흰색,서울,무사고,2930
324,기아,더 뉴 K7,2.4 GDI 프레스티지 스페셜,가솔린,161219,2013,흰색,경기/인천,무사고,970
325,현대,그랜저 IG,3.0 익스클루시브세부등급 없음,가솔린,46550,2018,쥐색,충북,단순교환,2390
326,현대,포터2 CRDi 특장,캠핑카,디젤,2403,2019,흰색,경기/인천,무사고,3590
327,르노삼성,SM6,1.6 TCe RE,가솔린,27113,2017,보라색,경기/인천,무사고,1720
328,기아,올 뉴 K7,2.4 GDI 프레스티지,가솔린,36857,2018,쥐색,경기/인천,사고,1690
329,벤츠,A-클래스 W176,A180 CDI 스타일,디젤,93032,2015,검정색,서울,무사고,1450
330,기아,올 뉴 K3,프레스티지,가솔린,12142,2021,쥐색,경북,무사고,1830
331,현대,그랜저 HG,LPG HG300 모던,LPG,117658,2016,검정색,경기/인천,무사고,1380
332,기아,올 뉴 K7,2.4 GDI 리미티드,가솔린,57874,2018,검정색,충남,무사고,2290
333,쉐보레(GM대우),올란도,1.6 디젤 LT세이프티,디젤,67644,2016,흰색,경기/인천,무사고,1300
334,제네시스,G80,3.8 GDI AWD프레스티지,가솔린,65670,2017,쥐색,경기/인천,무사고,3360
335,BMW,X3 (G01),xDrive 20d xLine,디젤,39064,2018,쥐색,경기/인천,단순교환,4320
336,기아,올 뉴 K7 하이브리드,노블레스,가솔린+전기,20117,2018,검정색,서울,단순교환,2860
337,쉐보레(GM대우),더 뉴 말리부,2.0 터보 프리미어스페셜,가솔린,21230,2019,쥐색,경기/인천,무사고,2400
338,폭스바겐,아테온,2.0 TDI 프레스티지,디젤,39977,2019,검정색,경북,단순교환,3670
339,쉐보레(GM대우),어메이징 뉴 크루즈,1.4 터보 LTZ,가솔린,52573,2016,흰색,충남,무사고,1080
340,기아,올 뉴 K7 하이브리드,노블레스 스페셜,가솔린+전기,67909,2018,검정색,경기/인천,단순사고(접촉),2720
341,기아,올 뉴 K7,2.4 GDI 프레스티지,가솔린,21083,2016,쥐색,서울,단순사고(접촉),1780
342,쉐보레(GM대우),올 뉴 말리부,2.0 터보 LTZ프리미엄,가솔린,81972,2018,검정색,경기/인천,무사고,1620
343,쉐보레(GM대우),마티즈 크리에이티브,그루브스타,가솔린,71277,2010,하늘색,경남,단순교환,380
344,기아,더 K9,3.8 GDI AWD플래티넘Ⅲ,가솔린,21771,2019,청색,경기/인천,단순교환,4690
345,기아,K5,LPI 디럭스,LPG,135507,2011,은색,경기/인천,단순교환,500
346,BMW,3시리즈 (F30),320d M 스포츠,디젤,81688,2016,흰색,서울,무사고,2540
347,볼보,XC60 2세대,T6 인스크립션,가솔린,36698,2018,흰색,서울,무사고,6180
348,쉐보레(GM대우),더 넥스트 스파크,LT플러스,가솔린,28082,2017,쥐색,경기/인천,무사고,750
349,기아,올 뉴 쏘렌토,디젤 2.0 2WD노블레스 스페셜,디젤,100199,2016,흰색,경기/인천,단순교환,1910
350,기아,더 뉴 카니발,가솔린 9인승 노블레스 스페셜,가솔린,32491,2019,진주색,경기/인천,무사고,3250
351,기아,더 뉴 스포티지 R,가솔린 2WD 터보 GDI 에이스,가솔린,99582,2016,은색,서울,무사고,1480
352,현대,코나,1.6 터보 2WD모던 팝,가솔린,30560,2019,쥐색,경남,무사고,2070
353,기아,더 뉴 쏘렌토,가솔린 2.0 터보 2WD노블레스,가솔린,44657,2018,청색,충북,단순사고(접촉),2620
354,BMW,5시리즈 (G30),520d xDrive M 스포츠 플러스,디젤,53936,2017,흰색,경기/인천,무사고,4340
355,현대,팰리세이드,디젤 2.2 2WD프레스티지 (7인승),디젤,27202,2019,흰색,경남,무사고,3930
356,쌍용,베리 뉴 티볼리,1.5 가솔린 2WDV5,가솔린,17642,2020,흰색,경기/인천,무사고,1930
357,기아,카니발 R,그랜드 카니발 GLX최고급형,디젤,140897,2012,검정색,경기/인천,단순사고(접촉),820
358,기아,올 뉴 K3,프레스티지,가솔린,7422,2020,흰색,경기/인천,무사고,1980
359,쉐보레(GM대우),올 뉴 크루즈,1.4 터보 LTZ세부등급 없음,가솔린,35897,2017,흰색,충남,무사고,1470
360,쌍용,뉴 스타일 코란도 C,2.2 RX 2WD고급형,디젤,30809,2017,쥐색,서울,사고,1290
361,현대,아반떼 AD,1.6 터보 스포츠7DCT,가솔린,59521,2017,청색,경기/인천,무사고,1420
362,기아,더 뉴 모하비,디젤 3.0 4WD프레지던트,디젤,51473,2017,쥐색,전남,단순교환,2940
363,제네시스,G80,3.3 GDI AWD럭셔리,가솔린,78281,2019,검정색,경기/인천,무사고,3260
364,현대,아반떼 AD,1.6 GDI 스마트세부등급 없음,가솔린,51180,2017,흰색,경기/인천,단순교환,1420
365,기아,올 뉴 K3,럭셔리,가솔린,20888,2020,흰색,전북,무사고,1700
366,제네시스,G80,3.3 GDI AWD럭셔리,가솔린,48551,2018,검정색,경기/인천,무사고,3190
367,기아,K5 2세대,2.0 SX럭셔리,가솔린,19378,2018,검정색,경기/인천,단순교환,1560
368,기아,더 뉴 K7,3.0 GDI 프레스티지,가솔린,83397,2013,검정색,경기/인천,무사고,1140
369,쉐보레(GM대우),올 뉴 말리부,2.0 터보 LTZ프리미엄,가솔린,50604,2017,쥐색,전남,무사고,1730
370,BMW,5시리즈 (G30),520d 럭셔리 플러스,디젤,50665,2018,쥐색,경기/인천,무사고,4150
371,기아,K8,가솔린 2.5시그니처,가솔린,3026,2022,검정색,충남,무사고,4450
372,기아,스토닉,1.0 터보프레스티지,가솔린,17884,2019,흰색,경북,무사고,1990
373,제네시스,G80,3.3 GDI AWD럭셔리,가솔린,84516,2018,검정색,충남,무사고,2990
374,현대,아반떼 AD,1.6 GDI 밸류 플러스,가솔린,47944,2018,쥐색,경기/인천,사고,1140
375,BMW,3시리즈 (F30),320i M 스포츠,가솔린,47205,2017,쥐색,경기/인천,단순교환,2730
376,BMW,7시리즈 (G11 F/L),가솔린+전기745e i퍼포먼스 M스포츠,가솔린+전기,9498,2021,은회색,경기/인천,무사고,11600
377,기아,더 뉴 쏘렌토,디젤 2.0 2WD노블레스 스페셜,디젤,79947,2018,청색,경기/인천,무사고,2630
378,현대,더 뉴 맥스크루즈,디젤 2.2 2WD파이니스트 에디션,디젤,70957,2017,검정색,서울,무사고,2590
379,제네시스,G80,3.3 GDI프레스티지,가솔린,54739,2019,검정색,충남,무사고,3990
380,현대,아반떼 MD,M16 GDI 프리미어,가솔린,59815,2011,흰색,경북,단순교환,820
381,현대,더 뉴 맥스크루즈,디젤 2.2 2WD익스클루시브,디젤,88280,2017,흰색,경기/인천,무사고,1990
382,현대,제네시스 DH,G330 모던,가솔린,60857,2015,쥐색,경북,무사고,1990
383,쉐보레(GM대우),올 뉴 말리부,1.5 터보 LTZ세부등급 없음,가솔린,54262,2017,청색,경기/인천,단순교환,1530
384,기아,K7 프리미어,가솔린 2.5노블레스,가솔린,32921,2020,검정색,경기/인천,무사고,3090
385,르노삼성,SM6,2.0 GDe LE,가솔린,57283,2019,검정색,경기/인천,단순교환,1450
386,현대,제네시스 DH,G330 프리미엄 AWD,가솔린,70781,2015,청색,서울,단순교환,2250
387,BMW,5시리즈 (G30),520d 럭셔리 플러스,디젤,95955,2018,검정색,경기/인천,무사고,3550
388,현대,코나,1.6 터보 2WD모던 아트,가솔린,13494,2019,쥐색,경북,무사고,2040
389,기아,셀토스,가솔린 터보 1.6 2WD노블레스,가솔린,9198,2020,쥐색,서울,단순교환,2520
390,현대,싼타페 TM,가솔린 2.0T 2WD프레스티지,가솔린,14560,2020,흰색,경북,무사고,3220
391,쉐보레(GM대우),볼트 EV,EV프리미어,전기,21888,2019,흰색,충남,무사고,2620
392,르노삼성,뉴SM5(신형),LE,가솔린,110591,2010,은색,서울,무사고,460
393,현대,코나,1.6 터보 2WD모던 팝,가솔린,20645,2018,흰색,경북,무사고,1950
394,쉐보레(GM대우),뉴 다마스,5인승 코치리빅,LPG,61852,2016,흰색,경기/인천,무사고,490
395,현대,싼타페 TM,가솔린 2.0T 4WD인스퍼레이션,가솔린,33974,2020,청색,경기/인천,무사고,3290
396,BMW,3시리즈 (F30),320d M 퍼포먼스 에디션,디젤,108564,2015,흰색,서울,무사고,2340
397,벤츠,S-클래스 W222,S350L 블루텍,디젤,88757,2015,청색,서울,무사고,6080
398,기아,더 뉴 K5 2세대,1.6 터보노블레스,가솔린,21999,2019,흰색,경기/인천,무사고,2250
399,현대,그랜저 IG,2.4 프리미엄세부등급 없음,가솔린,111616,2018,검정색,경북,무사고,1730
400,현대,더 뉴 아반떼 AD,1.6스마트,가솔린,7208,2020,검정색,충남,무사고,1980
401,제네시스,G80,3.3 GDI AWD프리미엄 럭셔리,가솔린,21873,2018,쥐색,경기/인천,단순교환,3550
402,현대,아반떼 AD,1.6 GDI 스마트세부등급 없음,가솔린,60200,2017,흰색,경기/인천,무사고,1320
403,르노삼성,뉴SM3,RE,가솔린,35071,2010,은색,경남,단순교환,540
404,쌍용,렉스턴 스포츠,디젤 2.2 2WD와일드,디젤,29010,2019,쥐색,경기/인천,무사고,1920
405,현대,포터2 CRDi 카고,초장축 슈퍼캡스마트,디젤,7800,2019,청색,전북,무사고,1760
406,현대,아반떼 MD,M16 GDI 스마트,가솔린,95668,2014,흰색,충남,무사고,820
407,현대,쏘나타 DN8,2.0 가솔린인스퍼레이션,가솔린,38076,2019,흰색,경기/인천,무사고,2770
408,기아,레이,터보,가솔린,79431,2013,진주색,경북,단순교환,950
409,쌍용,렉스턴 W,2.0 4WD RX7럭셔리,디젤,102349,2015,진주색,경기/인천,무사고,1250
410,현대,팰리세이드,디젤 2.2 2WD프레스티지 (7인승),디젤,31740,2019,쥐색,충남,무사고,3990
411,BMW,5시리즈 (G30),M550i xDrive,가솔린,3591,2021,청색,경기/인천,무사고,8850
412,벤츠,C-클래스 W204,C200 CGI 아방가르드,가솔린,73490,2012,진주색,경기/인천,무사고,1470
413,쌍용,G4 렉스턴,디젤 2.2 4WD화이트 에디션,디젤,4151,2020,검정색,전남,무사고,3340
414,현대,YF 쏘나타,Y20 프라임최고급형,가솔린,134386,2010,검정색,경기/인천,무사고,590
415,현대,올 뉴 투싼,가솔린 1.6 터보 2WD모던 피버,가솔린,58245,2017,쥐색,서울,무사고,1960
416,현대,벨로스터-N,T-Gdi 2.0N 퍼포먼스패키지,가솔린,22021,2019,검정색,경기/인천,단순교환,2410
417,쉐보레(GM대우),더 뉴 스파크,프리미어,가솔린,42629,2019,쥐색,경북,무사고,960
418,벤츠,E-클래스 W213,E220d 아방가르드,디젤,27920,2018,검정색,경기/인천,무사고,4630
419,기아,스포티지 4세대,디젤 2.0 2WD 트렌디,디젤,106776,2016,흰색,충남,단순교환,1250
420,지프,체로키(KL),2.2 디젤 리미티드 4WD,디젤,40618,2017,흰색,서울,무사고,2650
421,기아,올 뉴 K7,2.4 GDI 프레스티지,가솔린,40267,2016,검정색,경기/인천,무사고,2160
422,현대,아반떼 AD,1.6 GDI 스마트세부등급 없음,가솔린,53198,2018,은색,경기/인천,무사고,1320
423,현대,LF 쏘나타,1.7 디젤 스마트세부등급 없음,디젤,117507,2016,검정색,경기/인천,무사고,1140
424,현대,아반떼 AD,1.6 GDI 모던세부등급 없음,가솔린,40854,2017,쥐색,경기/인천,무사고,1480
