,name,brand,color,fuel,accident,price,mile,model
3364,올 뉴 K7,기아,검정색,가솔린,무사고,2100,45398,2.4 GDI 리미티드
3365,티구안 올스페이스,폭스바겐,은회색,디젤,무사고,4090,3820,2.0 TDI 프레스티지
3366,XC60 2세대,볼보,쥐색,디젤,무사고,5400,45469,D5 인스크립션
3367,더 뉴 쏘렌토,기아,흰색,디젤,무사고,2640,78232,디젤 2.0 2WD노블레스
3368,G80,제네시스,쥐색,가솔린,무사고,2490,128195,3.3 GDI AWD럭셔리
3369,그랜드 스타렉스,현대,은색,디젤,단순사고(접촉),1640,80664,3인승 밴스마트
3370,5시리즈 (G30),BMW,쥐색,가솔린,무사고,4740,47917,530i xDrive M 스포츠 플러스
3371,K5 2세대,기아,진주색,가솔린,무사고,1610,63110,2.0 MX스타일 에디션
3372,올 뉴 쏘렌토,기아,흰색,디젤,단순교환,1870,64755,디젤 2.0 2WD럭셔리
3373,QM6,르노삼성,검정색,가솔린,무사고,2200,45281,가솔린 2WD RE 시그니처
3374,컴패스 2세대,지프,흰색,가솔린,무사고,2550,45763,2.4 리미티드
3375,올 뉴 쏘울,기아,흰색투톤,디젤,무사고,1050,122167,1.6 디젤 노블레스
3376,코나,현대,쥐색,가솔린,무사고,2230,38867,1.6 터보 2WD프리미엄
3377,벨로스터-N,현대,흰색,가솔린,무사고,2520,41817,T-Gdi 2.0N 퍼포먼스패키지
3378,프리우스 4세대,도요타,흰색,가솔린+전기,단순교환,2280,21028,1.8
3379,더 뉴 K5 하이브리드 2세대,기아,쥐색,가솔린+전기,무사고,2390,60063,노블레스세부등급 없음
3380,G80,제네시스,검정색,가솔린,무사고,3760,81156,3.3 GDI AWD프리미엄 럭셔리
3381,E-클래스 W213,벤츠,검정색,디젤,무사고,4850,50497,E220d 4MATIC 익스클루시브
3382,더 뉴 카니발,기아,검정색,가솔린,단순교환,3090,11359,가솔린 9인승 노블레스 스페셜
3383,더 뉴 카니발,기아,검정색,가솔린,무사고,3840,62276,가솔린 9인승 하이리무진노블레스 스페셜
3384,골프 7세대,폭스바겐,흰색,디젤,무사고,1720,91598,2.0 TDI 프리미엄
3385,올 뉴 쏘렌토,기아,쥐색,디젤,무사고,1730,130400,디젤 2.2 4WD노블레스
3386,더 뉴 스파크,쉐보레(GM대우),쥐색,가솔린,무사고,1010,23687,프리미어
3387,쏘나타 DN8,현대,흰색,가솔린,무사고,2360,22541,2.0 가솔린프리미엄 패밀리
3388,쏘나타 뉴 라이즈,현대,흰색,LPG,무사고,1390,82682,LPI 스타일
3389,EQ900,제네시스,검정색,가솔린,무사고,3940,63900,3.3 T-GDI AWD럭셔리
3390,더 뉴 니로,기아,검정색,가솔린+전기,무사고,2600,36355,노블레스 스폐셜
3391,G80,제네시스,검정색,가솔린,무사고,2730,106954,3.3 GDI프리미엄 럭셔리
3392,E-클래스 W212,벤츠,검정색,디젤,무사고,2460,113898,E250 블루텍 4MATIC 아방가르드
3393,508 2세대,푸조,흰색,디젤,무사고,2950,10271,2.0 BlueHDi 알뤼르
3394,더 넥스트 스파크,쉐보레(GM대우),검정색,가솔린,무사고,960,5704,LTZ
3395,스파크,쉐보레(GM대우),흰색,가솔린,단순교환,550,82181,스파크 SLT
3396,스팅어,기아,쥐색,가솔린,무사고,2600,92025,2.0 터보 2WD플래티넘
3397,코란도 C,쌍용,흰색,디젤,단순교환,720,96201,클러비 2WD파크
3398,임팔라,쉐보레(GM대우),흰색,가솔린,무사고,2170,47809,2.5 프리미어
3399,맥스크루즈,현대,은색,디젤,단순교환,1590,76034,디젤(e-VGT) 2.2 4WD 익스클루시브기본형
3400,올 뉴 모닝 (JA),기아,검정색,가솔린,무사고,970,40717,프레스티지
3401,라세티 프리미어,쉐보레(GM대우),검정색,가솔린,무사고,380,122601,1.8 CDX ID고급형
3402,올 뉴 쏘렌토,기아,청색,디젤,무사고,2120,56211,디젤 2.0 2WD프레스티지
3403,더 뉴 K3 2세대,기아,쥐색,가솔린,무사고,2450,2011,시그니처
3404,그랜저 HG,현대,검정색,가솔린,무사고,1620,80019,HG300 프리미엄
3405,올 뉴 투싼,현대,흰색,가솔린,무사고,2190,70839,가솔린 1.6 터보 2WD모던
3406,쏘나타 DN8,현대,흰색,가솔린,무사고,3420,781,2.5 터보 (N 라인)인스퍼레이션
3407,G80,제네시스,쥐색,가솔린,무사고,3140,119575,3.3 GDI AWD프리미엄 럭셔리
3408,올 뉴 말리부,쉐보레(GM대우),검정색,가솔린,무사고,2110,29320,2.0 터보 퍼펙트 블랙
3409,티볼리,쌍용,하늘색,가솔린,단순사고(접촉),1260,38823,LX 2WD고급형
3410,3시리즈 (F30),BMW,청색,가솔린,무사고,2800,65633,320i M 스포츠
3411,익스플로러,포드,흰색,가솔린,무사고,3160,54104,2.3 리미티드 4WD5세대
3412,올 뉴 K7,기아,쥐색,가솔린,무사고,2320,30917,2.4 GDI 리미티드
3413,올 뉴 말리부,쉐보레(GM대우),흰색,가솔린,무사고,1630,86468,2.0 터보 LTZ프리미엄
3414,K7 프리미어,기아,검정색,가솔린,무사고,2870,22992,가솔린 2.5노블레스
3415,더 뉴 모닝,기아,쥐색,가솔린,단순교환,690,57118,럭셔리
3416,더 뉴 쏘렌토,기아,흰색,디젤,무사고,2260,102947,디젤 2.2 2WD노블레스
3417,레이,기아,흰색,가솔린,무사고,950,77326,터보
3418,그랜저 HG,현대,은회색,가솔린,무사고,980,65731,HG240 럭셔리
3419,더 뉴 말리부,쉐보레(GM대우),검정색,가솔린,무사고,1830,53723,1.3 터보 LT디럭스
3420,올 뉴 K7,기아,검정색,가솔린,단순사고(접촉),2270,71105,2.4 GDI 리미티드
3421,더 뉴 카니발,기아,흰색,디젤,단순교환,2230,97046,9인승 프레스티지
3422,뉴QM5,르노삼성,쥐색,디젤,단순교환,880,104242,디젤 4WD RE
3423,K7 프리미어,기아,흰색,가솔린,무사고,2850,10559,가솔린 2.5프레스티지
3424,더 뉴 G70,제네시스,청색,가솔린,무사고,5420,7589,가솔린 터보 3.3스포츠 패키지 AWD
3425,G80,제네시스,검정색,가솔린,단순교환,2910,107592,3.3 GDI AWD프리미엄 럭셔리
3426,쏘나타 뉴 라이즈,현대,쥐색,가솔린,단순교환,1360,109626,2.0 스마트
3427,그랜저 IG,현대,검정색,가솔린,무사고,2400,45452,3.0 익스클루시브세부등급 없음
3428,그랜저 HG,현대,은회색,가솔린,단순교환,1420,83027,HG240 모던
3429,뉴 캠리,도요타,검정색,가솔린,무사고,1280,63806,2.5 XLE
3430,올 뉴 K7,기아,쥐색,가솔린,무사고,2490,62785,3.0 GDI 리미티드
3431,K5 2세대,기아,진주색,가솔린,무사고,1790,32498,2.0 SX노블레스 스페셜
3432,올 뉴 모닝 (JA),기아,진주색,가솔린,무사고,990,29320,프레스티지
3433,더 뉴 스파크,쉐보레(GM대우),흰색,가솔린,무사고,1250,5800,프리미어
3434,스팅어,기아,흰색,가솔린,무사고,3050,25374,2.0 터보 2WD플래티넘
3435,K7 프리미어 하이브리드,기아,흰색,가솔린+전기,무사고,3540,35887,노블레스
3436,셀토스,기아,진주색,가솔린,무사고,2430,27531,가솔린 터보 1.6 2WD노블레스
3437,올 뉴 크루즈,쉐보레(GM대우),검정색,가솔린,단순사고(접촉),1140,46106,1.4 터보 LT디럭스
3438,더 뉴 니로,기아,청색,가솔린+전기,무사고,2280,50777,프레스티지
3439,제네시스,현대,검정색,가솔린,무사고,950,132951,BH330 럭셔리기본형
3440,C-클래스 W205,벤츠,흰색,디젤,무사고,3090,82557,C250 d 4MATIC
3441,G80,제네시스,쥐색,가솔린,무사고,3780,72457,3.3 T-GDI스포츠
3442,더 뉴 K3 2세대,기아,은색,가솔린,무사고,2470,1796,시그니처
3443,3시리즈 (F30),BMW,흰색,디젤,무사고,3070,36309,320d M 스포츠
3444,렉스턴 스포츠,쌍용,흰색,디젤,무사고,2330,29982,디젤 2.2 4WD프레스티지
3445,올 뉴 K7,기아,은색,가솔린,무사고,1850,50855,3.3 GDI 노블레스세부등급 없음
3446,올 뉴 K7,기아,검정색,가솔린,무사고,1990,81349,3.3 GDI 노블레스스페셜
3447,올 뉴 K7,기아,검정색,디젤,무사고,2290,87826,2.2 디젤 리미티드
3448,엑센트(신형),현대,흰색,가솔린,무사고,910,34066,1.4 VVT 모던
3449,CLA-클래스 C117,벤츠,쥐색,가솔린,무사고,3100,49869,CLA220 AMG Line
3450,K5 3세대,기아,쥐색,가솔린,무사고,3050,1769,가솔린 터보 1.6노블레스
3451,더 뉴 그랜드 스타렉스,현대,검정색,디젤,사고,4180,38746,리무진2WD 익스클루시브 (6인승)
3452,더 뉴 스포티지 R,기아,은색,디젤,단순교환,1170,124795,디젤 2WD 노블레스
3453,K7 프리미어,기아,검정색,가솔린,무사고,2830,13579,가솔린 2.5노블레스
3454,더 뉴 K3 2세대,기아,흰색,가솔린,무사고,2500,1866,시그니처
3455,제네시스,현대,쥐색,가솔린,단순사고(접촉),690,154565,BH330 럭셔리기본형
3456,쏘나타 DN8,현대,흰색,가솔린,무사고,2280,9500,2.0 가솔린프리미엄
3457,쏘나타 DN8,현대,검정색,가솔린,무사고,2210,20625,2.0 가솔린프리미엄
3458,트랙스,쉐보레(GM대우),흰색,가솔린,단순사고(접촉),920,61922,1.4 LT
3459,뉴 QM6,르노삼성,쥐색,가솔린,무사고,3240,266,가솔린 2.0프리미에르
3460,아반떼 AD,현대,흰색,가솔린,단순사고(접촉),1470,45345,1.6 GDI 프리미엄
3461,스팅어,기아,흰색,가솔린,단순사고(접촉),3820,17656,3.3 터보 AWDGT
3462,LF 쏘나타 하이브리드,현대,은회색,가솔린+전기,무사고,1420,102864,2.0 HEV모던
3463,제네시스 DH,현대,검정색,가솔린,무사고,2630,69774,G330 프리미엄 AWD
3464,SM7 노바,르노삼성,검정색,가솔린,무사고,1650,72452,2.5 V6
3465,SM6,르노삼성,쥐색,가솔린,무사고,1990,4993,2.0 GDe LE
3466,더 뉴 카니발,기아,검정색,디젤,무사고,4050,31403,9인승 하이리무진노블레스 스페셜
3467,K5 3세대,기아,검정색,가솔린,무사고,2880,16411,가솔린 터보 1.6노블레스
3468,뉴 A4 (B8),아우디,청색,가솔린,단순사고(접촉),1320,109862,30 TDIB8
3469,K7 프리미어,기아,검정색,가솔린,무사고,3120,40136,가솔린 2.5노블레스
3470,티구안 2세대,폭스바겐,흰색,디젤,무사고,3370,33461,2.0 TDI 4모션 프레스티지
3471,쏘나타 뉴 라이즈,현대,쥐색,가솔린,무사고,1940,16869,2.0 스마트 스페셜
3472,렉스턴 스포츠,쌍용,쥐색,디젤,단순사고(접촉),1990,92298,디젤 2.2 4WD프레스티지
3473,뉴QM3,르노삼성,빨간색,디젤,무사고,1430,37498,RE세부등급 없음
3474,5시리즈 (G30),BMW,흰색,가솔린+전기,무사고,5660,13531,530e 럭셔리
3475,그랜저 HG,현대,검정색,가솔린,무사고,950,124061,HG240 럭셔리
3476,뉴 A6 (C7),아우디,청색,가솔린,무사고,2900,94073,40 TFSI 콰트로 스포츠 TechC7
3477,어메이징 뉴 크루즈,쉐보레(GM대우),흰색,가솔린,무사고,920,66961,1.8 LTZ
3478,CLS-클래스 W218,벤츠,흰색,디젤,무사고,4240,90958,CLS250 d 4MATIC AMG Line
3479,코나,현대,검정색,가솔린,무사고,2290,8877,1.6 터보 2WD프리미엄
3480,G80,제네시스,검정색,가솔린,단순사고(접촉),3060,43590,3.3 GDI프리미엄 럭셔리
3481,더 뉴 아반떼 AD,현대,흰색,가솔린,무사고,1680,29450,1.6스마트
3482,G80,제네시스,검정색,가솔린,무사고,2610,123481,3.3 GDI프리미엄 럭셔리
3483,포터2 CRDi 카고,현대,흰색,디젤,무사고,1950,25715,4WD 장축 더블캡스마트
3484,그랜저 IG,현대,검정색,가솔린,무사고,2530,72986,2.4 익스클루시브 스페셜
3485,더 뉴 레이,기아,쥐색,가솔린,무사고,1360,6483,럭셔리
3486,코나,현대,검정색,디젤,단순교환,2050,9745,디젤 1.6 2WD모던 아트
3487,더 뉴 K5 2세대,기아,흰색,가솔린,무사고,1970,16641,2.0프레스티지
3488,올 뉴 K7,기아,쥐색,가솔린,무사고,1970,56305,2.4 GDI 프레스티지
3489,G80,제네시스,검정색,가솔린,무사고,3240,102973,3.3 GDI AWD프리미엄 럭셔리
3490,G70,제네시스,쥐색,가솔린,무사고,3530,33342,3.3T 스포츠엘리트
3491,G80,제네시스,검정색,가솔린,무사고,3350,55866,3.3 GDI프리미엄 럭셔리
3492,올 뉴 프라이드,기아,흰색,가솔린,단순교환,920,49352,1.6 GDI 해치백프레스티지
3493,3시리즈 (F30),BMW,진주색,디젤,무사고,2440,75035,320d
3494,S-클래스 W222,벤츠,쥐색,디젤,무사고,6700,52800,S350L 블루텍
3495,B-클래스 W246,벤츠,흰색,가솔린,무사고,2550,52906,B220
3496,NF 쏘나타 트랜스폼,현대,흰색,가솔린,사고,530,55175,N20 프리미어 블랙고급형
3497,코나,현대,쥐색,가솔린,무사고,2070,30560,1.6 터보 2WD모던 팝
3498,아반떼 AD,현대,흰색,가솔린,무사고,1180,59904,1.6 GDI 스타일
3499,뉴 A6 (C7),아우디,쥐색,디젤,단순교환,2940,61927,35 TDI 콰트로C7
3500,더 뉴 니로,기아,흰색,가솔린+전기,무사고,2350,37295,프레스티지
3501,아반떼 MD,현대,흰색,가솔린,단순교환,760,82625,M16 GDI 탑
3502,레이,기아,진주색,가솔린,단순교환,950,79431,터보
3503,그랜저 IG,현대,쥐색,LPG,무사고,1960,85505,3.0 LPi 모던 (렌터카용)
3504,뉴 ES350,렉서스,쥐색,가솔린,무사고,1790,122315,슈프림XV60
3505,LF 쏘나타,현대,은회색,가솔린,단순교환,1490,44433,2.0 스마트세부등급 없음
3506,쏘나타 하이브리드,현대,은회색,가솔린+전기,무사고,890,94395,2.0프리미어
3507,셀토스,기아,청색,가솔린,무사고,2420,12577,가솔린 터보 1.6 2WD프레스티지
3508,올 뉴 K3,기아,청색,가솔린,단순교환,1860,11478,프레스티지
3509,2시리즈 그란쿠페 (F44),BMW,청색,가솔린,무사고,4590,8162,가솔린 4WDM235i xDrive
3510,어코드 10세대,혼다,흰색,가솔린,무사고,2890,19606,1.5 터보
3511,베뉴,현대,흰색,가솔린,단순사고(접촉),1760,17402,1.6 모던
3512,카니발 R,기아,진주색,디젤,무사고,760,95636,그랜드 카니발 GLX기본형
3513,K5 2세대,기아,청색,가솔린,단순교환,1700,67022,1.6 터보 SX노블레스
3514,아반떼 AD,현대,흰색,가솔린,무사고,1450,36642,1.6 GDI 밸류 플러스
3515,쏘나타 DN8 하이브리드,현대,흰색,가솔린+전기,무사고,3190,13806,프리미엄 패밀리
3516,올 뉴 말리부,쉐보레(GM대우),흰색,가솔린,무사고,1210,93197,1.5 터보 LT세부등급 없음
3517,올란도,쉐보레(GM대우),흰색,LPG,무사고,990,129672,LPG LT세이프티팩
3518,파사트 GT (B8),폭스바겐,은색,디젤,무사고,2900,57935,TDI 4모션 프레스티지
3519,쏘나타 DN8,현대,흰색,가솔린,무사고,2280,17846,2.0 가솔린프리미엄
3520,T-Roc,폭스바겐,빨간색,디젤,무사고,3300,3433,2.0 디젤프레스티지
3521,콜로라도,쉐보레(GM대우),흰색,가솔린,무사고,3630,27503,가솔린 4WD3.6 익스트림-X  스포츠 바
3522,올 뉴 K7,기아,쥐색,가솔린,무사고,2110,62635,2.4 GDI 리미티드
3523,올란도,쉐보레(GM대우),흰색,디젤,단순교환,940,64798,2.0 디젤 LT프리미엄
3524,올 뉴 K7,기아,쥐색,가솔린,단순교환,1760,98131,3.3 GDI 노블레스세부등급 없음
3525,Q50,인피니티,흰색,디젤,무사고,1550,79496,2.2d 프리미엄
3526,더 뉴 카니발,기아,검정색,디젤,무사고,3260,47352,9인승 노블레스 스페셜
3527,아반떼 AD,현대,쥐색,가솔린,단순교환,1180,118511,1.6 GDI 모던스페셜
3528,3시리즈 (F30),BMW,쥐색,가솔린,단순교환,2730,47205,320i M 스포츠
3529,SM7 노바,르노삼성,쥐색,LPG,무사고,1320,47456,LPLI 2.0 LPe세부등급없음
3530,레이,기아,청옥색,가솔린,단순교환,990,29640,럭셔리
3531,싼타페 TM,현대,검정색,가솔린,무사고,3050,38973,가솔린 2.0T 2WD익스클루시브 스페셜
3532,벨로스터,현대,주황색,가솔린,무사고,710,88941,익스트림
3533,제네시스,현대,은색,가솔린,단순교환,850,114378,BH330 그랜드프라임팩
3534,스팅어,기아,쥐색,가솔린,무사고,3770,22257,3.3 터보 AWDGT
3535,SM6,르노삼성,검정색,가솔린,단순교환,1400,66726,2.0 GDe RE
3536,더 뉴 싼타페,현대,쥐색,디젤,무사고,3930,8184,디젤 2.2 4WD캘리그래피
3537,K5 3세대,기아,은색,가솔린,무사고,2990,21569,가솔린 2.0시그니처
3538,더 뉴 K5 2세대,기아,검정색,가솔린,무사고,2090,33858,2.0노블레스
3539,더 뉴 QM6,르노삼성,쥐색,LPG,무사고,2290,30963,LPG 2WD(일반인판매용)2.0 LPe RE
3540,올 뉴 K7,기아,검정색,가솔린,무사고,2480,41336,2.4 GDI 스페셜
3541,쏘나타 뉴 라이즈,현대,쥐색,가솔린,단순교환,1790,83030,2.0 프리미엄 스페셜
3542,올 뉴 카니발,기아,검정색,가솔린,무사고,2210,93712,가솔린 9인승 노블레스
3543,레이,기아,하늘색,가솔린,단순교환,660,94870,럭셔리
3544,그랜저 HG,현대,은회색,디젤,무사고,1710,33652,HG220 디젤 모던
3545,올 뉴 K7 하이브리드,기아,쥐색,가솔린+전기,무사고,2890,55974,노블레스 스페셜
3546,X1 (F48),BMW,흰색,가솔린,무사고,3750,20803,xDrive25i M 스포츠
3547,SM6,르노삼성,흰색,가솔린,무사고,1750,51876,2.0 GDe LE
3548,그랜저 IG,현대,검정색,가솔린,무사고,2870,57314,3.3 셀러브리티
3549,제네시스,현대,검정색,가솔린,단순교환,1210,102229,BH330 그랜드프라임팩
3550,뉴 쏘렌토 R,기아,진주색,디젤,무사고,1280,108707,디젤 2.0 2WD트렌디
3551,그랜저 HG,현대,은회색,가솔린,단순교환,1060,91845,HG300 프리미엄
3552,S-클래스 W222,벤츠,검정색,가솔린,단순교환,9650,93124,S560L 4MATIC
3553,뉴 QM6,르노삼성,흰색,LPG,무사고,2960,40,LPG 2.0 (일반인 판매용)RE 시그니처
3554,코세어,링컨,흰색,가솔린,무사고,5180,4735,가솔린 4WD2.0 리저브 AWD
3555,더 뉴 스파크,쉐보레(GM대우),진주색,가솔린,무사고,1090,11410,프리미어
3556,더 뉴 쏘렌토,기아,검정색,디젤,무사고,2350,32885,디젤 2.0 2WD프레스티지
3557,스팅어,기아,흰색,가솔린,사고,2650,37704,2.0 터보 2WD플래티넘
3558,아반떼 MD,현대,흰색,가솔린,단순사고(접촉),600,162361,M16 GDI 모던
3559,K7 프리미어,기아,검정색,가솔린,무사고,2780,36843,가솔린 2.5노블레스
3560,더 뉴 니로,기아,흰색,가솔린+전기,무사고,2720,25092,노블레스 스폐셜
3561,All New SM7,르노삼성,은색,가솔린,단순교환,720,118186,RE기본형
3562,싼타페 더 프라임,현대,흰색,디젤,무사고,2390,70873,디젤 2.0 2WD익스클루시브 스페셜
3563,SM7 노바,르노삼성,흰색,가솔린,단순교환,1120,116617,RE
3564,더 뉴 K3 2세대,기아,흰색,가솔린,무사고,2520,1731,시그니처
3565,올 뉴 모닝 (JA),기아,진주색,가솔린,무사고,1120,12193,프레스티지
3566,G80,제네시스,쥐색,가솔린,사고,3310,53269,3.3 GDI AWD프리미엄 럭셔리
3567,SM6,르노삼성,쥐색,디젤,무사고,1400,58342,1.5 dCi SE
3568,S-클래스 W222,벤츠,검정색,가솔린,무사고,16500,41289,마이바흐 S560 4MATIC
3569,쏘나타 뉴 라이즈,현대,검정색,가솔린,무사고,2090,57759,1.6 터보 프리미엄
3570,더 뉴 쏘렌토,기아,흰색,디젤,무사고,2960,44710,디젤 2.0 2WD마스터
3571,포터2 CRDi 카고,현대,청색,디젤,무사고,1590,56969,초장축 더블캡스마트
3572,팰리세이드,현대,쥐색,디젤,무사고,3990,31740,디젤 2.2 2WD프레스티지 (7인승)
3573,더 넥스트 스파크,쉐보레(GM대우),쥐색,가솔린,단순교환,840,19051,LTZ
3574,5시리즈 (F10),BMW,흰색,디젤,무사고,2190,127348,520d xDrive
3575,XM3,르노삼성,흰색,가솔린,무사고,2430,9236,가솔린 터보 1.3RE 시그니쳐
3576,쏘나타 DN8,현대,흰색,가솔린,무사고,2710,43906,2.0 가솔린인스퍼레이션
3577,베리 뉴 티볼리,쌍용,흰색,가솔린,무사고,2160,33878,1.5 가솔린 4WDV5
3578,SM6,르노삼성,검정색,LPG,단순교환,960,105430,2.0 LPe PE (렌터카)
3579,올란도,쉐보레(GM대우),흰색,LPG,무사고,1290,70972,LPG LT프리미엄
3580,쏘나타 뉴 라이즈,현대,흰색,가솔린,무사고,1420,48187,2.0 스타일
3581,올란도,쉐보레(GM대우),쥐색,LPG,무사고,910,105660,LPG LT컨비니언스팩
3582,All New SM7,르노삼성,진주색,가솔린,단순교환,690,152681,LE기본형
3583,Q50,인피니티,흰색,디젤,무사고,1420,101734,2.2d 프리미엄
3584,XM3,르노삼성,흰색,가솔린,무사고,2250,17692,가솔린 터보 1.3RE 시그니쳐
3585,마티즈 크리에이티브,쉐보레(GM대우),검정색,가솔린,무사고,380,85553,그루브스타
3586,더 뉴 레이,기아,진주색,가솔린,단순사고(접촉),950,41245,밴고급형
3587,뉴SM5 플래티넘,르노삼성,검정색,가솔린,무사고,750,109688,1.6 TCE기본형
3588,7시리즈 (G11),BMW,검정색,가솔린,무사고,8000,64914,750Li xDrive
3589,S-클래스 W222,벤츠,검정색,가솔린,무사고,8380,90652,S63 AMG 4MATIC
3590,더 뉴 코나,현대,쥐색,가솔린,무사고,2290,11120,가솔린 터보 1.6 2WD모던
3591,올 뉴 카니발,기아,진주색,디젤,무사고,3090,62566,9인승 하이리무진프레스티지
3592,올 뉴 K7,기아,검정색,LPG,무사고,1830,116672,3.0 LPI 프레스티지
3593,C-클래스 W205,벤츠,흰색,가솔린,단순교환,3650,43677,C200 4MATIC AMG Line
3594,New XF,재규어,흰색,가솔린,무사고,2040,80986,3.0SC AWD 프리미엄X250
3595,G80,제네시스,검정색,가솔린,무사고,2830,92782,3.3 GDI AWD프리미엄 럭셔리
3596,더 뉴 K5 2세대,기아,쥐색,가솔린,단순교환,1790,15090,2.0노블레스
3597,5시리즈 (F10),BMW,흰색,가솔린,무사고,3200,60055,528i M 에어로 다이나믹
3598,아반떼 하이브리드 (CN7),현대,검정색,가솔린+전기,무사고,2820,12245,인스퍼레이션
3599,그랜저 IG,현대,검정색,가솔린,무사고,1920,72810,2.4 모던
3600,QM6,르노삼성,쥐색,디젤,무사고,1830,76983,디젤 2WD RE
3601,5시리즈 (F10),BMW,청색,디젤,단순교환,1470,119901,520d
3602,그랜저 IG,현대,쥐색,LPG,단순교환,1890,121013,3.0 LPi 익스클루시브 (렌터카용)
3603,쏘나타 DN8 하이브리드,현대,쥐색,가솔린+전기,무사고,2950,17198,프리미엄 패밀리
3604,더 뉴 레이,기아,청옥색,가솔린,무사고,1250,8954,럭셔리
3605,올 뉴 말리부,쉐보레(GM대우),검정색,가솔린,무사고,1890,56919,2.0 터보 퍼펙트 블랙
3606,더 뉴 쏘렌토,기아,검정색,디젤,무사고,2710,39919,디젤 2.0 2WD노블레스
3607,7시리즈 (G11),BMW,쥐색,가솔린,무사고,8020,89797,M760Li xDrive
3608,레이,기아,검정색,가솔린,단순교환,730,55620,디럭스
3609,올 뉴 카니발,기아,쥐색,디젤,무사고,2730,44560,9인승 노블레스 스페셜
3610,클리오,르노삼성,흰색,디젤,단순교환,1480,30602,인텐스 파노라믹
3611,더 뉴 맥스크루즈,현대,청색,가솔린,사고,2170,44455,가솔린 3.3 2WD프레스티지
3612,더 넥스트 스파크,쉐보레(GM대우),청색,가솔린,무사고,880,17258,LTZ
3613,맥스크루즈,현대,은색,디젤,무사고,1630,85503,디젤(e-VGT) 2.2 2WD 익스클루시브기본형
3614,더 프레스티지 K7,기아,검정색,가솔린,무사고,950,96390,2.4 GDI 프레스티지
3615,더 뉴 카니발,기아,흰색,디젤,무사고,3590,13591,7인승 리무진프레지던트
3616,아반떼 AD,현대,쥐색,가솔린,무사고,1560,59819,1.6 GDI 프리미엄
3617,그랜저 IG 하이브리드,현대,검정색,가솔린+전기,무사고,3690,21068,익스클루시브스페셜
3618,뉴 A6 (C7),아우디,검정색,디젤,무사고,2540,89573,35 TDI 콰트로C7
3619,QM3,르노삼성,청색,디젤,무사고,1080,59738,RE
3620,올 뉴 모닝,기아,진주색,가솔린,단순교환,530,112421,럭셔리
3621,그랜저 HG,현대,검정색,가솔린,단순교환,1360,107994,HG240 모던 컬렉션
3622,5시리즈 (G30),BMW,쥐색,가솔린,무사고,3820,113100,530i xDrive M 스포츠 플러스
3623,쏘나타 뉴 라이즈,현대,흰색,가솔린,단순사고(접촉),1830,69979,2.0 프리미엄 스페셜
3624,5시리즈 (G30),BMW,흰색,가솔린+전기,무사고,6300,6885,530e M 스포츠
3625,3시리즈 (F30),BMW,흰색,가솔린,무사고,2840,70358,328i M 스포츠
3626,C-클래스 W205,벤츠,흰색,디젤,무사고,4340,30154,C220 d 4MATIC AMG Line
3627,Q5,아우디,쥐색,디젤,무사고,2320,59972,2.0 TDI 콰트로8R
3628,올 뉴 말리부,쉐보레(GM대우),흰색,가솔린,무사고,1690,37620,1.5 터보 LT디럭스
3629,제네시스 DH,현대,쥐색,가솔린,무사고,2290,75240,G330 모던
3630,캡티바,쉐보레(GM대우),진주색,디젤,단순교환,1720,33588,2WD LT 디럭스팩
3631,SM3 네오,르노삼성,흰색,가솔린,무사고,850,49280,RE
3632,아반떼 AD,현대,흰색,가솔린,무사고,1390,47613,1.6 GDI 밸류 플러스
3633,싼타페 더 프라임,현대,은색,디젤,무사고,2090,82142,디젤 2.0 2WD밸류 플러스
3634,1시리즈 (F20),BMW,쥐색,디젤,무사고,1290,109189,118d 스포츠 5도어
3635,G4 렉스턴,쌍용,흰색,디젤,무사고,2830,28084,디젤 2.2 4WD유라시아 에디션
3636,올 뉴 카니발,기아,진주색,디젤,무사고,3320,64020,9인승 하이리무진프레스티지
3637,쿠퍼 클럽맨(2세대),미니,진주색,가솔린,무사고,2950,31592,High
3638,뉴코란도 C,쌍용,흰색,디젤,무사고,1120,92705,2.2 RX 2WD최고급형
3639,올 뉴 쏘렌토,기아,검정색,디젤,무사고,1970,48747,디젤 2.2 2WD프레스티지
3640,올 뉴 카니발,기아,검정색,디젤,무사고,2220,95146,7인승 리무진VIP
3641,올 뉴 투싼 TL,현대,흰색,가솔린,무사고,2740,60849,가솔린 1.6 터보 AWD프리미엄
3642,더 뉴 K5 2세대,기아,진주색,가솔린,사고,1700,45322,2.0노블레스
3643,아반떼 MD,현대,흰색,가솔린,단순교환,880,34444,M16 GDI 스마트
3644,아테온,폭스바겐,흰색,디젤,무사고,3700,59551,2.0 TDI 프레스티지
3645,뉴 A6 (C7),아우디,흰색,디젤,단순사고(접촉),2730,85083,40 TDI 콰트로 프리미엄C7
3646,아반떼 AD,현대,쥐색,가솔린,무사고,1520,52710,1.6 GDI 스마트세부등급 없음
3647,카니발 R,기아,은색,디젤,무사고,690,117739,그랜드 카니발 GLXR 스페셜
3648,쏘나타 DN8,현대,흰색,가솔린,무사고,2830,3224,1.6 터보프리미엄 패밀리
3649,올 뉴 K7,기아,검정색,LPG,무사고,1690,92273,3.0 LPI 럭셔리
3650,더 넥스트 스파크,쉐보레(GM대우),흰색,가솔린,무사고,810,59379,LTZ
