,name,brand,color,fuel,accident,price,mile,model
0,더 뉴 맥스크루즈,현대,갈색,가솔린,단순교환,2570,67709,가솔린 3.3 4WD프레스티지
1,올 뉴 말리부,쉐보레(GM대우),흰색,가솔린,무사고,1560,77964,2.0 터보 LT프리미엄
2,스파크,쉐보레(GM대우),쥐색,가솔린,무사고,530,62783,LT기본형
3,더 뉴 스파크,쉐보레(GM대우),흰색,가솔린,무사고,1040,18087,프리미어
4,더 뉴 K3,기아,진주색,가솔린,단순사고(접촉),1130,63749,트렌디스타일
5,그랜저 HG,현대,은회색,가솔린,단순사고(접촉),1300,43472,HG300 프리미엄
6,그랜저 IG,현대,쥐색,가솔린,무사고,2440,46931,3.0 익스클루시브세부등급 없음
7,SM6,르노삼성,쥐색,가솔린,무사고,1560,56501,2.0 GDe LE
8,쏘나타 더 브릴리언트,현대,은회색,LPG,단순교환,950,40081,LPI 모던
9,코나,현대,흰색,가솔린,무사고,2010,14470,1.6 터보 2WD모던 팝
10,올 뉴 K7,기아,검정색,LPG,무사고,1640,139235,3.0 LPI 프레스티지(장애인용)
11,올 뉴 K7,기아,흰색,가솔린,무사고,1790,79266,2.4 GDI 프레스티지
12,올 뉴 쏘렌토,기아,쥐색,디젤,무사고,1760,94264,디젤 2.0 4WD프레스티지
13,C-클래스 W204,벤츠,흰색,가솔린,무사고,3190,81280,C63 AMG 쿠페
14,E-클래스 W213,벤츠,흰색,가솔린+전기,무사고,5900,28123,E300e 익스클루시브
15,아반떼 AD,현대,쥐색,가솔린,단순사고(접촉),1420,38037,1.6 GDI 밸류 플러스
16,그랜저 IG,현대,흰색,가솔린,무사고,1890,84658,2.4 프리미엄세부등급 없음
17,뉴 QM6,르노삼성,흰색,LPG,무사고,2980,236,LPG 2.0 (일반인 판매용)RE 시그니처
18,K8 하이브리드,기아,검정색,가솔린+전기,무사고,5110,2242,시그니처
19,그랜저 HG,현대,쥐색,가솔린,무사고,1460,54866,HG300 익스클루시브
20,그랜저 IG,현대,검정색,LPG,단순교환,2060,82274,3.0 LPi 모던 (렌터카용)
21,더 뉴 K5 2세대,기아,흰색,LPG,무사고,1740,52698,2.0 LPI프레스티지
22,SM6,르노삼성,흰색,가솔린,단순교환,1790,27975,2.0 GDe LE
23,K5 2세대,기아,검정색,가솔린,무사고,1190,144317,2.0 SX프레스티지
24,올란도,쉐보레(GM대우),은색,디젤,무사고,800,105809,2.0 디젤 LS고급형
25,더 뉴 모하비,기아,진주색,디젤,무사고,3330,72678,디젤 3.0 4WD프레지던트
26,올란도,쉐보레(GM대우),쥐색,LPG,무사고,980,88988,LPG LS고급형
27,렉스턴 스포츠 칸,쌍용,흰색,디젤,무사고,3090,3066,디젤 2.2 4WD (다이내믹 5링크)다이나믹 에디션
28,어메이징 뉴 크루즈,쉐보레(GM대우),쥐색,가솔린,단순교환,1050,47636,1.4 터보 LTZ
29,올 뉴 카니발,기아,쥐색,가솔린,무사고,2830,33743,가솔린 7인승 리무진프레지던트
30,쿠퍼 (3세대),미니,갈색,디젤,무사고,1420,77971,D 기본형
31,QM3,르노삼성,쥐색,디젤,무사고,850,124390,LE
32,5시리즈 (G30),BMW,검정색,디젤,무사고,3800,85573,520d M 스포츠 플러스
33,K8,기아,검정색,가솔린,무사고,4470,3500,가솔린 2.5시그니처
34,레이,기아,진주색,가솔린,무사고,1160,38524,프레스티지
35,X6 (F16),BMW,검정색,디젤,무사고,5590,70470,xDrive 30d
36,올 뉴 K3,기아,검정색,가솔린,단순사고(접촉),1670,24314,프레스티지
37,더 뉴 카니발,기아,쥐색,디젤,무사고,2660,64454,9인승 노블레스
38,RS7,아우디,청색,가솔린,무사고,4650,104714,4.0 TFSI 콰트로4G
39,티볼리 아머,쌍용,쥐색,가솔린,단순교환,1490,33971,VX 2WD
40,QM6,르노삼성,검정색,디젤,무사고,1870,83402,디젤 4WD RE 시그니처
41,아반떼 (CN7),현대,검정색,가솔린,무사고,2350,14689,가솔린 1.6모던
42,그랜저 HG,현대,검정색,가솔린,무사고,1690,50877,HG300 프리미엄 컬렉션
43,그랜저 IG,현대,검정색,가솔린,무사고,2390,60552,3.0 익스클루시브스페셜
44,아반떼 AD,현대,쥐색,가솔린,단순교환,1490,31506,1.6 GDI 스마트스페셜
45,쏘나타 DN8,현대,흰색,가솔린,무사고,1930,43770,2.0 가솔린스마트
46,올란도,쉐보레(GM대우),갈색,LPG,무사고,1200,105985,LPG LT세이프티팩
47,UX250h,렉서스,흰색,가솔린+전기,무사고,3750,57105,2.0 2WD
48,더 뉴 K3,기아,쥐색,가솔린,단순교환,1280,41734,트렌디세부등급 없음
49,레니게이드,지프,쥐색,가솔린,무사고,2140,49315,2.4 론지튜드
50,스팅어,기아,빨간색,가솔린,무사고,3800,18857,3.3 터보 AWDGT
51,레이,기아,흰색,가솔린,무사고,960,62882,프레스티지
52,뉴 쏘렌토 R,기아,쥐색,디젤,단순교환,1400,94450,디젤 2.2 4WD리미티드 스페셜
53,G80,제네시스,검정색,가솔린,단순교환,3620,24237,3.3 GDI AWD프리미엄 럭셔리
54,더 뉴 K7,기아,검정색,가솔린,단순교환,1200,102266,2.4 GDI 프레스티지
55,티볼리 아머,쌍용,흰색,가솔린,무사고,1750,29373,기어 플러스 2WD
56,더 뉴 그랜저,현대,검정색,가솔린,무사고,3200,6547,가솔린 2.5프리미엄 초이스
57,5시리즈 (G30),BMW,검정색,가솔린,무사고,4320,23127,520i 럭셔리
58,5시리즈 (G30),BMW,쥐색,디젤,무사고,4200,53471,520d M 스포츠 플러스
59,XM3,르노삼성,흰색,가솔린,무사고,2340,9391,가솔린 터보 1.3RE 시그니쳐
60,더 뉴 맥스크루즈,현대,갈색,가솔린,단순교환,2570,67709,가솔린 3.3 4WD프레스티지
61,올 뉴 말리부,쉐보레(GM대우),흰색,가솔린,무사고,1560,77964,2.0 터보 LT프리미엄
62,스파크,쉐보레(GM대우),쥐색,가솔린,무사고,530,62783,LT기본형
63,더 뉴 스파크,쉐보레(GM대우),흰색,가솔린,무사고,1040,18087,프리미어
64,더 뉴 K3,기아,진주색,가솔린,단순사고(접촉),1130,63749,트렌디스타일
65,그랜저 HG,현대,은회색,가솔린,단순사고(접촉),1300,43472,HG300 프리미엄
66,그랜저 IG,현대,쥐색,가솔린,무사고,2440,46931,3.0 익스클루시브세부등급 없음
67,SM6,르노삼성,쥐색,가솔린,무사고,1560,56501,2.0 GDe LE
68,쏘나타 더 브릴리언트,현대,은회색,LPG,단순교환,950,40081,LPI 모던
69,코나,현대,흰색,가솔린,무사고,2010,14470,1.6 터보 2WD모던 팝
70,올 뉴 K7,기아,검정색,LPG,무사고,1640,139235,3.0 LPI 프레스티지(장애인용)
71,올 뉴 K7,기아,흰색,가솔린,무사고,1790,79266,2.4 GDI 프레스티지
72,올 뉴 쏘렌토,기아,쥐색,디젤,무사고,1760,94264,디젤 2.0 4WD프레스티지
73,C-클래스 W204,벤츠,흰색,가솔린,무사고,3190,81280,C63 AMG 쿠페
74,E-클래스 W213,벤츠,흰색,가솔린+전기,무사고,5900,28123,E300e 익스클루시브
75,아반떼 AD,현대,쥐색,가솔린,단순사고(접촉),1420,38037,1.6 GDI 밸류 플러스
76,그랜저 IG,현대,흰색,가솔린,무사고,1890,84658,2.4 프리미엄세부등급 없음
77,뉴 QM6,르노삼성,흰색,LPG,무사고,2980,236,LPG 2.0 (일반인 판매용)RE 시그니처
78,K8 하이브리드,기아,검정색,가솔린+전기,무사고,5110,2242,시그니처
79,그랜저 HG,현대,쥐색,가솔린,무사고,1460,54866,HG300 익스클루시브
80,그랜저 IG,현대,검정색,LPG,단순교환,2060,82274,3.0 LPi 모던 (렌터카용)
81,더 뉴 K5 2세대,기아,흰색,LPG,무사고,1740,52698,2.0 LPI프레스티지
82,SM6,르노삼성,흰색,가솔린,단순교환,1790,27975,2.0 GDe LE
83,K5 2세대,기아,검정색,가솔린,무사고,1190,144317,2.0 SX프레스티지
84,올란도,쉐보레(GM대우),은색,디젤,무사고,800,105809,2.0 디젤 LS고급형
85,더 뉴 모하비,기아,진주색,디젤,무사고,3330,72678,디젤 3.0 4WD프레지던트
86,올란도,쉐보레(GM대우),쥐색,LPG,무사고,980,88988,LPG LS고급형
87,렉스턴 스포츠 칸,쌍용,흰색,디젤,무사고,3090,3066,디젤 2.2 4WD (다이내믹 5링크)다이나믹 에디션
88,어메이징 뉴 크루즈,쉐보레(GM대우),쥐색,가솔린,단순교환,1050,47636,1.4 터보 LTZ
89,올 뉴 카니발,기아,쥐색,가솔린,무사고,2830,33743,가솔린 7인승 리무진프레지던트
90,쿠퍼 (3세대),미니,갈색,디젤,무사고,1420,77971,D 기본형
91,QM3,르노삼성,쥐색,디젤,무사고,850,124390,LE
92,5시리즈 (G30),BMW,검정색,디젤,무사고,3800,85573,520d M 스포츠 플러스
93,K8,기아,검정색,가솔린,무사고,4470,3500,가솔린 2.5시그니처
94,레이,기아,진주색,가솔린,무사고,1160,38524,프레스티지
95,X6 (F16),BMW,검정색,디젤,무사고,5590,70470,xDrive 30d
96,올 뉴 K3,기아,검정색,가솔린,단순사고(접촉),1670,24314,프레스티지
97,더 뉴 카니발,기아,쥐색,디젤,무사고,2660,64454,9인승 노블레스
98,RS7,아우디,청색,가솔린,무사고,4650,104714,4.0 TFSI 콰트로4G
99,티볼리 아머,쌍용,쥐색,가솔린,단순교환,1490,33971,VX 2WD
100,QM6,르노삼성,검정색,디젤,무사고,1870,83402,디젤 4WD RE 시그니처
101,아반떼 (CN7),현대,검정색,가솔린,무사고,2350,14689,가솔린 1.6모던
102,그랜저 HG,현대,검정색,가솔린,무사고,1690,50877,HG300 프리미엄 컬렉션
103,그랜저 IG,현대,검정색,가솔린,무사고,2390,60552,3.0 익스클루시브스페셜
104,아반떼 AD,현대,쥐색,가솔린,단순교환,1490,31506,1.6 GDI 스마트스페셜
105,쏘나타 DN8,현대,흰색,가솔린,무사고,1930,43770,2.0 가솔린스마트
106,올란도,쉐보레(GM대우),갈색,LPG,무사고,1200,105985,LPG LT세이프티팩
107,UX250h,렉서스,흰색,가솔린+전기,무사고,3750,57105,2.0 2WD
108,더 뉴 K3,기아,쥐색,가솔린,단순교환,1280,41734,트렌디세부등급 없음
109,레니게이드,지프,쥐색,가솔린,무사고,2140,49315,2.4 론지튜드
110,스팅어,기아,빨간색,가솔린,무사고,3800,18857,3.3 터보 AWDGT
111,레이,기아,흰색,가솔린,무사고,960,62882,프레스티지
112,뉴 쏘렌토 R,기아,쥐색,디젤,단순교환,1400,94450,디젤 2.2 4WD리미티드 스페셜
113,G80,제네시스,검정색,가솔린,단순교환,3620,24237,3.3 GDI AWD프리미엄 럭셔리
114,더 뉴 K7,기아,검정색,가솔린,단순교환,1200,102266,2.4 GDI 프레스티지
115,티볼리 아머,쌍용,흰색,가솔린,무사고,1750,29373,기어 플러스 2WD
116,더 뉴 그랜저,현대,검정색,가솔린,무사고,3200,6547,가솔린 2.5프리미엄 초이스
117,5시리즈 (G30),BMW,검정색,가솔린,무사고,4320,23127,520i 럭셔리
118,5시리즈 (G30),BMW,쥐색,디젤,무사고,4200,53471,520d M 스포츠 플러스
119,XM3,르노삼성,흰색,가솔린,무사고,2340,9391,가솔린 터보 1.3RE 시그니쳐
120,S60 3세대,볼보,흰색,가솔린,단순교환,4230,7091,가솔린 2WDT5 모멘텀
121,G-클래스 W463,벤츠,청색,가솔린,무사고,13400,36630,G63 AMG
122,올 뉴 K7,기아,흰색,가솔린,단순교환,2130,44271,2.4 GDI 리미티드
123,2시리즈 액티브 투어러 (F45),BMW,은색,디젤,무사고,2470,34828,조이
124,더 뉴 말리부,쉐보레(GM대우),청색,가솔린,무사고,1870,24091,1.3 터보 LT디럭스
125,디스커버리 스포츠,랜드로버,흰색,디젤,무사고,3280,52147,2.0 TD4 SE (150마력)
126,말리부,쉐보레(GM대우),빨간색,디젤,무사고,1030,81338,2.0 디젤 LT 프리미엄팩
127,XM3,르노삼성,진주색,가솔린,무사고,2210,7996,가솔린 터보 1.3RE
128,어메이징 뉴 크루즈,쉐보레(GM대우),흰색,가솔린,무사고,1100,46977,1.4 터보 LTZ
129,그랜저 HG,현대,흰색,가솔린,무사고,1310,123537,HG240 모던
130,뉴SM5 플래티넘,르노삼성,흰색,가솔린,무사고,990,38071,RE기본형
131,더 뉴 스파크,쉐보레(GM대우),흰색,가솔린,단순교환,760,24048,밴세부등급 없음
132,코나,현대,흰색,가솔린,무사고,2150,22066,1.6 터보 2WD프리미엄
133,코란도 투리스모,쌍용,진주색,디젤,무사고,1750,49573,4WD TX 9인승
134,SM6,르노삼성,쥐색,가솔린,무사고,2090,21920,1.6 TCe RE
135,티볼리,쌍용,청색,디젤,무사고,1320,68003,디젤 LX 2WD
136,더 뉴 그랜저,현대,은회색,가솔린,무사고,3560,38081,가솔린 2.5캘리그래피
137,XC60 2세대,볼보,검정색,디젤,무사고,5590,32291,D5 인스크립션
138,그랜저 IG,현대,검정색,LPG,무사고,2450,82338,3.0 LPi 익스클루시브 (렌터카용)
139,그랜저 뉴 럭셔리,현대,검정색,가솔린,무사고,430,146644,Q270 럭셔리기본형
140,그랜저 HG,현대,검정색,가솔린,단순교환,1510,59762,HG240 모던
141,올 뉴 투싼,현대,쥐색,디젤,무사고,1960,38063,디젤 1.7 2WD모던
142,더 뉴 트랙스,쉐보레(GM대우),쥐색,가솔린,무사고,1610,45079,1.4 LT코어
143,팰리세이드,현대,청색,디젤,무사고,4060,22564,디젤 2.2 2WD프레스티지 (7인승)
144,G80,제네시스,쥐색,가솔린,무사고,2890,57294,3.3 GDI럭셔리
145,모닝 어반,기아,은색,가솔린,무사고,1230,1645,가솔린 1.0밴 스페셜
146,SM7 New Art,르노삼성,검정색,가솔린,사고,650,89435,RE
147,올 뉴 모닝 (JA),기아,흰색,가솔린,무사고,950,22153,레이디
148,더 뉴 레이,기아,흰색,가솔린,무사고,1440,6647,프레스티지
149,YF 쏘나타,현대,은색,가솔린,무사고,720,64835,Y20 프라임세부등급 없음
150,임팔라,쉐보레(GM대우),검정색,가솔린,무사고,1480,112927,2.5 LTZ
151,올 뉴 모닝 (JA),기아,진주색,가솔린,단순교환,1130,23715,프레스티지
152,아반떼 AD,현대,흰색,가솔린,사고,1350,47981,1.6 GDI 밸류 플러스
153,더 넥스트 스파크,쉐보레(GM대우),진주색,가솔린,무사고,860,27655,LTZ
154,올 뉴 K3,기아,흰색,가솔린,단순교환,1780,39852,노블레스
155,임팔라,쉐보레(GM대우),검정색,가솔린,무사고,1810,89495,2.5 프리미어
156,아반떼 AD,현대,쥐색,가솔린,단순교환,1450,16009,1.6 GDI 모던세부등급 없음
157,아반떼 (CN7),현대,쥐색,가솔린,무사고,2260,26995,가솔린 1.6인스퍼레이션
158,그랜저 IG,현대,은회색,가솔린,무사고,2790,56940,3.3 셀러브리티
159,더 뉴 레이,기아,하늘색,LPG,무사고,1560,34194,LPi 프레스티지
160,쏘렌토 4세대 하이브리드,기아,흰색,가솔린+전기,무사고,4420,24139,가솔린 터보 1.6 2WD시그니처
161,뉴모닝,기아,은색,가솔린,단순교환,300,75093,SLX고급형 블랙프리미엄
162,SM6,르노삼성,검정색,가솔린,무사고,1390,78598,2.0 GDe LE
163,뉴 A6 (C7),아우디,흰색,가솔린,무사고,3650,47521,40 TFSI 프리미엄C7
164,올 뉴 K7,기아,검정색,가솔린,무사고,1750,79697,2.4 GDI 프레스티지
165,더 뉴 QM6,르노삼성,쥐색,LPG,무사고,2580,21203,LPG 2WD(일반인판매용)2.0 LPe RE 시그니쳐
166,더 뉴 카니발,기아,검정색,가솔린,무사고,3090,12227,가솔린 9인승 노블레스
167,더 뉴 K3 GT 2세대,기아,빨간색,가솔린,무사고,2650,3564,1.6 터보 5도어시그니처
168,싼타페 TM,현대,쥐색,디젤,무사고,2950,27320,디젤 2.0 2WD익스클루시브 스페셜
169,SM6,르노삼성,검정색,가솔린,단순교환,1660,42810,2.0 GDe RE
170,더 뉴 아반떼 AD,현대,흰색,가솔린,무사고,1700,14628,1.6스마트
171,더 K9,기아,쥐색,가솔린,무사고,4670,35805,3.3 T-GDI AWD마스터즈 Ⅱ
172,K9,기아,검정색,가솔린,무사고,1820,58539,3.3 GDI 프레스티지기본형
173,올 뉴 K3,기아,진주색,가솔린,무사고,1830,33838,프레스티지
174,익스플로러,포드,흰색,가솔린,무사고,3740,27768,2.3 리미티드 4WD5세대
175,올란도,쉐보레(GM대우),쥐색,디젤,단순교환,600,131087,2.0 디젤 LT프리미엄
176,더 뉴 카니발,기아,흰색,가솔린,무사고,3300,13545,가솔린 9인승 노블레스 스페셜
177,아반떼 AD,현대,흰색,가솔린,단순교환,1410,41501,1.6 GDI 스마트스페셜
178,K5 2세대,기아,흰색,가솔린,무사고,1520,52384,2.0 SX스타일 에디션
179,올 뉴 K7 하이브리드,기아,검정색,가솔린+전기,단순교환,2140,92389,프레스티지
180,에쿠스(신형),현대,검정색,가솔린,사고,1880,117662,VS380프리미엄
181,뉴SM3,르노삼성,검정색,가솔린,무사고,390,100581,LE 플러스
182,더 뉴 K5 2세대,기아,검정색,가솔린,무사고,2210,41711,2.0인텔리전트
183,알티마,닛산,흰색,가솔린,무사고,1640,30907,2.5 SL 테크L33
184,SM6,르노삼성,쥐색,디젤,무사고,1290,113323,1.5 dCi LE
185,크루즈,쉐보레(GM대우),검정색,가솔린,무사고,670,105980,1.8 LTZ+ 더 퍼펙트 블랙
186,SM6,르노삼성,연금색,LPG,무사고,1410,79388,2.0 LPe RE (장애인용)
187,올 뉴 K3,기아,흰색,가솔린,무사고,1990,2555,프레스티지
188,K8,기아,녹색,가솔린,무사고,4920,1938,가솔린 3.5 4WD플래티넘
189,베뉴,현대,검정색,가솔린,단순교환,1990,15898,1.6 플럭스
190,더 넥스트 스파크,쉐보레(GM대우),흰색,가솔린,단순교환,670,78385,LTZ
191,쏘나타 DN8,현대,흰색,LPG,무사고,2160,36817,2.0 LPi(렌터카용)스마트
192,더 넥스트 스파크,쉐보레(GM대우),흰색,가솔린,무사고,780,58137,LTZ
193,G80,제네시스,검정색,가솔린,단순교환,2900,61323,3.3 GDI럭셔리
194,그랜저 IG 하이브리드,현대,진주색,가솔린+전기,무사고,2930,57311,익스클루시브세부등급 없음
195,베라크루즈,현대,검정색,디젤,무사고,2090,103400,디젤 2WD 익스클루시브스페셜
196,C-클래스 W205,벤츠,은색,가솔린,무사고,2970,58071,C200 아방가르드
197,셀토스,기아,노란색,가솔린,무사고,2500,19818,가솔린 터보 1.6 2WD노블레스
198,쏘나타 DN8,현대,흰색,가솔린,무사고,2900,8103,2.0 가솔린인스퍼레이션
199,올란도,쉐보레(GM대우),흰색,LPG,무사고,1160,91125,LPG LT세이프티팩
200,쏘나타 DN8 하이브리드,현대,흰색,가솔린+전기,무사고,2970,19623,프리미엄 패밀리
201,K8,기아,검정색,가솔린,무사고,4880,3844,가솔린 3.5 2WD시그니처
202,K7 프리미어,기아,흰색,가솔린,단순교환,3190,15840,가솔린 2.5노블레스
203,스팅어 마이스터,기아,흰색,가솔린,무사고,4190,15545,3.3 터보 2WD마스터즈 터보 패키지
204,올 뉴 K3,기아,흰색,가솔린,무사고,1770,37389,프레스티지
205,더 뉴 니로,기아,쥐색,가솔린+전기,무사고,2720,21784,노블레스 스폐셜
206,제네시스 DH,현대,검정색,가솔린,무사고,2590,96111,G330 프리미엄 AWD
207,모하비 더 마스터,기아,검정색,디젤,무사고,5750,4429,디젤 3.0 4WD마스터즈 그래비티 6인승
208,올 뉴 K7,기아,쥐색,가솔린,사고,1690,36857,2.4 GDI 프레스티지
209,더 뉴 카니발,기아,검정색,가솔린,무사고,3760,56701,가솔린 9인승 하이리무진노블레스 스페셜
210,더 뉴 모하비,기아,흰색,디젤,무사고,2770,92381,디젤 3.0 4WD프레지던트
211,익스플로러,포드,검정색,가솔린,단순교환,2790,43099,2.3 리미티드 4WD5세대
212,디스커버리 5,랜드로버,흰색,디젤,무사고,4880,45928,2.0 SD4 SE
213,트래버스,쉐보레(GM대우),쥐색,가솔린,무사고,3830,15250,가솔린 4WD3.6 AWD LT 레더 프리미엄
214,쏘렌토 R,기아,쥐색,디젤,무사고,890,140627,디젤 2.2 4WD TLX프리미엄
215,더 뉴 K5 2세대,기아,검정색,가솔린,단순사고(접촉),2090,15906,2.0노블레스
216,올 뉴 모닝,기아,기타,가솔린,무사고,520,69364,디럭스
217,아반떼 AD,현대,쥐색,가솔린,단순사고(접촉),970,69990,1.6 GDI 스마트세부등급 없음
218,SM7 노바,르노삼성,검정색,가솔린,단순교환,1120,53168,LE
219,더 뉴 K3,기아,쥐색,가솔린,단순교환,1160,47950,트렌디세부등급 없음
220,올 뉴 투싼,현대,검정색,디젤,단순교환,2200,50018,디젤 2.0 2WD프리미엄
221,그랜저 IG 하이브리드,현대,검정색,가솔린+전기,무사고,2590,58064,프리미엄
222,더 뉴 니로,기아,쥐색,가솔린+전기,무사고,2590,44009,노블레스 스폐셜
223,그랜저 HG,현대,검정색,가솔린,단순교환,940,106906,HG240 모던
224,그랜저 IG 하이브리드,현대,흰색,가솔린+전기,무사고,3280,19917,익스클루시브세부등급 없음
225,그랜저 HG,현대,은색,가솔린,무사고,1260,137622,HG300 익스클루시브
226,더 넥스트 스파크,쉐보레(GM대우),흰색,가솔린,단순교환,720,36180,LT플러스
227,그랜저 HG,현대,은색,가솔린,단순사고(접촉),1350,46830,HG240 모던
228,제네시스,현대,검정색,가솔린,무사고,1420,103499,BH330 프리미엄기본형
229,3시리즈 GT (F34),BMW,쥐색,디젤,무사고,4580,9513,GT 320d xDrive M 스포츠 프리미엄
230,더 뉴 K5 2세대,기아,청색,가솔린,무사고,2130,55289,2.0인텔리전트
231,더 뉴 아반떼 AD,현대,흰색,가솔린,무사고,1840,18187,1.6스마트 베스트 초이스 패키지
232,더 뉴 K7,기아,검정색,가솔린,단순교환,1290,87822,2.4 GDI 프레스티지
233,더 뉴 K3,기아,흰색,가솔린,무사고,1290,74714,트렌디스타일
234,아반떼 AD,현대,은색,가솔린,무사고,1510,19886,1.6 GDI 스마트세부등급 없음
235,G70,제네시스,흰색,가솔린,무사고,4150,6262,3.3T 스포츠 AWD엘리트
236,더 넥스트 스파크,쉐보레(GM대우),쥐색,가솔린,단순교환,650,57257,LT플러스
237,500,피아트,검정색,가솔린,무사고,1980,6435,1.4 컬러 플러스1세대
238,K5 3세대,기아,쥐색,가솔린,무사고,2750,22720,가솔린 터보 1.6노블레스
239,올 뉴 카니발,기아,검정색,디젤,단순교환,3050,41186,9인승 하이리무진노블레스
240,G80 (RG3),제네시스,기타,가솔린,무사고,6350,11645,가솔린 터보 2.5AWD
241,임팔라,쉐보레(GM대우),검정색,가솔린,단순교환,1310,103680,2.5 LTZ
242,아반떼 AD,현대,쥐색,가솔린,무사고,1680,19422,1.6 GDI 모던스페셜
243,쏘나타 하이브리드,현대,흰색,가솔린+전기,무사고,1180,82292,2.0프리미엄
244,C-클래스 W205,벤츠,검정색,디젤,무사고,3690,38907,C220 d 아방가르드
245,SM7 New Art,르노삼성,검정색,가솔린,무사고,620,106395,LE
246,코나,현대,쥐색,가솔린,무사고,2160,2142,1.6 터보 2WD모던 초이스
247,올 뉴 말리부,쉐보레(GM대우),흰색,가솔린,단순교환,1860,30593,1.5 터보 LTZ세부등급 없음
248,올 뉴 K7,기아,쥐색,가솔린,무사고,2300,46682,3.0 GDI 리미티드
249,쏘나타 뉴 라이즈,현대,검정색,가솔린,무사고,1530,51291,2.0 스타일
250,더 뉴 카니발,기아,흰색,가솔린,무사고,3830,65856,가솔린 9인승 하이리무진노블레스 스페셜
251,올 뉴 K3,기아,쥐색,가솔린,무사고,1710,42287,프레스티지
252,XT5,캐딜락,검정색,가솔린,무사고,3790,29017,3.6 플래티넘 AWD
253,더 뉴 스파크,쉐보레(GM대우),흰색,가솔린,무사고,1100,15375,마이핏 에디션
254,임팔라,쉐보레(GM대우),검정색,가솔린,무사고,2600,27336,3.6 프리미어
255,올 뉴 모닝 (JA),기아,흰색,가솔린,무사고,1050,20997,프레스티지
256,더 뉴 K7,기아,검정색,가솔린,단순교환,1210,112520,2.4 GDI 프레스티지
257,더 뉴 니로 플러그인 하이브리브,기아,흰색,가솔린+전기,무사고,2790,47897,노블레스 스폐셜
258,더 뉴 K5 2세대,기아,진주색,가솔린,사고,1470,46856,2.0노블레스
259,올 뉴 K7,기아,은색,가솔린,무사고,1530,119598,2.4 GDI 프레스티지
260,더 뉴 쏘렌토,기아,흰색,디젤,무사고,2580,47863,디젤 2.2 4WD노블레스
261,더 K9,기아,쥐색,가솔린,무사고,4690,53919,3.3 T-GDI AWD마스터즈 Ⅲ
262,파일럿 3세대,혼다,은회색,가솔린,무사고,2660,66176,3.5
263,더 뉴 쏘렌토,기아,쥐색,디젤,무사고,2530,45342,디젤 2.0 2WD프레스티지
264,더 뉴 스파크,쉐보레(GM대우),흰색,가솔린,무사고,960,12779,LT
265,XC60,볼보,갈색,디젤,무사고,2590,75932,D5 AWD1세대
266,스토닉,기아,흰색,가솔린,무사고,1990,17884,1.0 터보프레스티지
267,더 뉴 아반떼 AD,현대,흰색,가솔린,무사고,1850,13277,1.6스마트
268,올 뉴 쏘렌토,기아,검정색,디젤,무사고,1990,98382,디젤 2.0 2WD노블레스 스페셜
269,트레일블레이저,쉐보레(GM대우),쥐색,가솔린,무사고,2350,12035,1.3 가솔린 터보 2WD프리미어
270,5시리즈 (F10),BMW,진주색,디젤,단순교환,2690,73842,520d xDrive
271,XM3,르노삼성,진주색,가솔린,무사고,2060,51838,가솔린 터보 1.3RE 시그니쳐
272,코나,현대,흰색,디젤,무사고,1830,63816,디젤 1.6 2WD모던 팝
273,익스플로러,포드,검정색,가솔린,무사고,3900,26283,3.5 리미티드 4WD5세대
274,그랜저 IG,현대,검정색,가솔린,무사고,2500,43219,3.0 익스클루시브세부등급 없음
275,제네시스,현대,검정색,가솔린,무사고,1240,133587,BH330 프리미엄기본형
276,아반떼 AD,현대,흰색,가솔린,무사고,1420,43439,1.6 GDI 밸류 플러스
277,트랙스,쉐보레(GM대우),쥐색,가솔린,단순교환,990,89345,1.4 LTZ
278,SM6,르노삼성,흰색,가솔린,무사고,1520,75930,2.0 GDe LE
279,All New SM7,르노삼성,검정색,가솔린,무사고,920,86528,RE기본형
280,올 뉴 K7,기아,검정색,가솔린,단순교환,2720,28203,3.0 GDI 노블레스
281,더 뉴 K3,기아,흰색,가솔린,단순교환,1470,45833,프레스티지스페셜
282,아반떼 AD,현대,흰색,가솔린,무사고,1100,102445,1.6 GDI 스마트세부등급 없음
283,뉴QM3,르노삼성,흰색,디젤,무사고,1550,32447,RE세부등급 없음
284,렉스턴 스포츠,쌍용,쥐색,디젤,무사고,2470,70258,디젤 2.2 4WD노블레스
285,그랜저 HG,현대,은회색,가솔린,무사고,1190,122689,HG240 모던
286,3008 2세대,푸조,쥐색,디젤,무사고,2100,78252,1.6 BlueHDi 알뤼르
287,아반떼 AD,현대,청색,LPG,단순교환,1110,51376,1.6 LPI 스마트(렌터카)
288,SM6,르노삼성,흰색,가솔린,단순사고(접촉),1650,31565,2.0 GDe RE
289,쏘울 부스터,기아,청색,가솔린,무사고,2430,2863,1.6 T-GDI 노블레스 스폐셜
290,G4 렉스턴,쌍용,검정색,디젤,무사고,2650,39562,디젤 2.2 4WD유라시아 에디션
291,뉴QM3,르노삼성,흰색,디젤,단순사고(접촉),1420,41123,RE파노라믹 에디션
292,더 뉴 K7,기아,은색,가솔린,무사고,1160,117016,2.4 GDI 프레스티지 스페셜
293,티볼리,쌍용,흰색,가솔린,단순교환,1130,112056,LX 2WD고급형
294,넥쏘,현대,쥐색,,무사고,3520,1799,프리미엄
