,brand,name,year,info,km,location,price,type,color,websites
15271,기아,K5,12/12식(13년형),2.0 프레스티지,"72,515km",강원,"1,099",가솔린,흰색,Ncar
15272,현대,뉴 투싼 ix,14/02식,디젤(e-VGT) 2WD,"179,740km",강원,990,디젤,흰색,Ncar
15273,현대,그랜저 HG,16/09식(17년형),LPG HG300 모던,"139,169km",강원,"1,399",LPG(일반인 구입),흰색,Ncar
15274,현대,LF 쏘나타,16/07식,LPI 프리미엄,"60,714km",강원,"1,380",LPG(일반인 구입),흰색,Ncar
15275,현대,NF 쏘나타 트랜스폼,08/04식,N20 엘레강스 스페셜,"99,132km",강원,480,가솔린,흰색,Ncar
15276,현대,맥스크루즈,13/11식(14년형),디젤(e-VGT) 2.2 4WD 익스클루시브,"175,243km",강원,"1,499",디젤,흰색,Ncar
15277,기아,카니발 R,12/08식(13년형),그랜드 카니발 GLX,"192,562km",경기,510,디젤,흰색,Ncar
15278,현대,그랜저 IG,18/03식,2.4 프리미엄,"75,616km",경기,"2,390",가솔린,흰색,Ncar
15279,기아,올 뉴 쏘렌토,16/05식,디젤 2.2 2WD,"70,554km",경기,"2,200",디젤,흰색,Ncar
15280,쉐보레(GM대우),더 뉴 스파크,20/01식,마이핏 에디션,"35,185km",경기,"1,090",가솔린,흰색,Ncar
15281,현대,싼타페 DM,12/07식(13년형),디젤(e-VGT) 2.0 2WD 프리미엄,"107,774km",경북,"1,420",디젤,흰색,Ncar
15282,현대,코나,19/10식,1.6 터보 2WD,"21,366km",경북,"1,970",가솔린,흰색,Ncar
15283,기아,더 뉴 K7,15/09식(16년형),LPI 3.0 럭셔리,"105,298km",경기,"1,300",LPG(일반인 구입),흰색,Ncar
15284,기아,올 뉴 쏘렌토,16/01식,디젤 2.0 2WD,"142,986km",경기,"1,800",디젤,흰색,Ncar
15285,기아,레이,15/03식(16년형),밴 고급형,"70,040km",경기,890,가솔린,흰색,Ncar
15286,기아,올 뉴 모닝 (JA),18/01식,럭셔리,"106,666km",부산,780,가솔린,흰색,Ncar
15287,쌍용,렉스턴 스포츠 칸,19/05식,디젤 2.2 4WD,"45,500km",부산,"2,550",디젤,흰색,Ncar
15288,쉐보레(GM대우),더 넥스트 스파크,15/08식(16년형),LT,"42,900km",인천,720,가솔린,흰색,Ncar
15289,쌍용,뉴코란도 C,15/01식,2.0 DX 2WD,"117,900km",인천,"1,080",디젤,흰색,Ncar
15290,제네시스,G70,18/03식,3.3T 스포츠,"40,733km",경기,"3,199",가솔린,흰색,Ncar
15291,쉐보레(GM대우),올란도,11/08식(12년형),LPG LT,"219,030km",경기,450,LPG(일반인 구입),흰색,Ncar
15292,쉐보레(GM대우),올란도,12/10식(13년형),2.0 디젤 LTZ,"168,091km",경기,580,디젤,흰색,Ncar
15293,기아,K3,14/07식(15년형),디젤 프레스티지,"183,624km",경기,620,디젤,흰색,Ncar
15294,현대,아반떼 AD,18/03식,1.6 터보 스포츠,"46,330km",경기,"1,380",가솔린,흰색,Ncar
15295,기아,K5,11/09식(12년형),2.0 디럭스,"109,933km",경기,670,가솔린,흰색,Ncar
15296,기아,K5,12/01식,LPI 프레스티지,"228,621km",부산,470,LPG(일반인 구입),흰색,Ncar
15297,현대,올 뉴 투싼,17/06식(18년형),디젤 1.7 2WD,"55,811km",인천,"2,250",디젤,흰색,Ncar
15298,기아,K5 3세대,20/11식,2.0,"6,844km",경기,"2,699",가솔린,흰색,Ncar
15299,현대,아반떼 AD,16/08식(17년형),1.6 GDI 스타일,"49,072km",부산,"1,230",가솔린,흰색,Ncar
15300,현대,아반떼 AD,18/03식,1.6 터보 스포츠,"46,330km",경기,"1,380",가솔린,흰색,Ncar
15301,기아,K5,11/09식(12년형),2.0 디럭스,"109,933km",경기,670,가솔린,흰색,Ncar
15302,기아,K5,12/01식,LPI 프레스티지,"228,621km",부산,470,LPG(일반인 구입),흰색,Ncar
15303,현대,올 뉴 투싼,17/06식(18년형),디젤 1.7 2WD,"55,811km",인천,"2,250",디젤,흰색,Ncar
15304,기아,K5 3세대,20/11식,2.0,"6,844km",경기,"2,699",가솔린,흰색,Ncar
15305,현대,아반떼 AD,16/08식(17년형),1.6 GDI 스타일,"49,072km",부산,"1,230",가솔린,흰색,Ncar
15306,현대,아반떼 AD,17/04식(18년형),1.6 GDI 밸류 플러스,"71,217km",대구,"1,340",가솔린,흰색,Ncar
15307,현대,그랜드 스타렉스,16/11식(17년형),5인승 밴,"49,212km",대구,"2,630",디젤,흰색,Ncar
15308,현대,싼타페 DM,14/10식(15년형),디젤(e-VGT) 2.0 4WD 익스클루시브,"112,699km",대구,"1,650",디젤,흰색,Ncar
15309,기아,K5 2세대,16/03식,2.0 MX,"79,797km",대구,"1,490",가솔린,흰색,Ncar
15310,기아,올 뉴 카니발,18/01식,9인승 노블레스,"36,007km",대구,"2,850",디젤,흰색,Ncar
15311,현대,그랜저 HG 하이브리드,15/09식(16년형),프리미엄,"83,144km",대구,"1,760",가솔린+전기,흰색,Ncar
15312,기아,K5,12/05식(13년형),LPI 럭셔리,"99,689km",대구,750,LPG(일반인 구입),흰색,Ncar
15313,기아,레이,16/05식,럭셔리,"36,929km",대구,990,가솔린,흰색,Ncar
15314,쌍용,티볼리 아머,17/08식(18년형),TX 2WD,"74,651km",대구,"1,330",가솔린,흰색,Ncar
15315,기아,K5,11/07식(12년형),LPI 디럭스,"225,105km",대구,420,LPG(일반인 구입),흰색,Ncar
15316,현대,LF 쏘나타,14/11식(15년형),2.0 스마트,"43,802km",울산,"1,580",가솔린,흰색,Ncar
15317,르노삼성,SM7 노바,18/06식,LPLI 2.0 LPe,"45,948km",울산,"1,850",LPG(일반인 구입),흰색,Ncar
15318,기아,더 뉴 K3,17/05식,디럭스,"47,320km",울산,"1,300",가솔린,흰색,Ncar
15319,기아,더 뉴 레이,18/05식,트렌디,"18,435km",울산,"1,220",가솔린,흰색,Ncar
15320,기아,더 뉴 모닝,16/12식,바이퓨얼 스마트,"69,841km",울산,600,LPG(일반인 구입),흰색,Ncar
15321,쌍용,베리 뉴 티볼리,20/02식,디젤 1.6 2WD,"33,719km",울산,"1,800",디젤,흰색,Ncar
15322,,,,,,,,,흰색,Ncar
15323,쉐보레(GM대우),더 넥스트 스파크,16/05식,LS,"62,163km",울산,620,가솔린,흰색,Ncar
15324,기아,더 뉴 쏘렌토,17/12식(18년형),디젤 2.2 2WD,"89,246km",울산,"2,750",디젤,흰색,Ncar
15325,기아,카니발 R,12/06식,그랜드 카니발 GLX,"292,832km",울산,480,디젤,흰색,Ncar
15326,현대,아반떼 AD,17/04식(18년형),1.6 GDI 밸류 플러스,"47,349km",울산,"1,280",가솔린,흰색,Ncar
15327,기아,그랜드 카니발,07/09식,GX,"200,634km",부산,299,디젤,흰색,Ncar
15328,현대,i30 (PD),17/12식(18년형),1.4 터보,"113,108km",부산,"1,239",가솔린,흰색,Ncar
15329,쉐보레(GM대우),뉴 다마스,17/05식,5인승 코치,"32,200km",부산,599,LPG(일반인 구입),흰색,Ncar
15330,현대,i30 (PD),19/03식,1.6 터보,"25,360km",서울,"2,130",가솔린,흰색,Ncar
15331,현대,그랜저 뉴 럭셔리,09/04식,Q270 럭셔리,"159,465km",경기,329,가솔린,흰색,Ncar
15332,기아,포르테,12/12식(13년형),1.6 하이브리드 LPI HEV,"156,158km",경기,580,LPG+전기,흰색,Ncar
15333,기아,더 뉴 카니발,19/03식,9인승 하이리무진(특장업체),"60,650km",대전,"4,850",디젤,흰색,Ncar
15334,현대,그랜저 HG,12/07식,HG240 럭셔리,"165,504km",전북,790,가솔린,흰색,Ncar
15335,쉐보레(GM대우),더 뉴 스파크,19/10식,마이핏 에디션,"11,560km",경기,"1,080",가솔린,흰색,Ncar
15336,쉐보레(GM대우),스파크,11/07식(12년형),LT,"45,700km",울산,530,가솔린,흰색,Ncar
15337,르노삼성,XM3,20/04식,1.3 TCe RE 시그니처,"10,664km",대구,"2,120",가솔린,흰색,Ncar
15338,쌍용,렉스턴 스포츠,18/06식,디젤 2.2 2WD,"9,519km",부산,"2,499",디젤,흰색,Ncar
15339,현대,그랜저 IG,18/01식,3.0 익스클루시브,"40,386km",인천,"2,690",가솔린,흰색,Ncar
15340,기아,올 뉴 카니발,16/06식(17년형),9인승 노블레스,"86,171km",인천,"2,340",디젤,흰색,Ncar
15341,쉐보레(GM대우),올 뉴 말리부,16/11식(17년형),1.5 터보 LTZ,"71,084km",인천,"1,640",가솔린,흰색,Ncar
15342,현대,뉴 투싼 ix,15/02식,디젤(e-VGT) 2WD,"107,559km",인천,"1,280",디젤,흰색,Ncar
15343,현대,그랜저 HG 하이브리드,16/03식,프리미엄,"57,184km",인천,"2,190",가솔린+전기,흰색,Ncar
15344,쌍용,뉴코란도 C,15/11식(16년형),2.2 RX 2WD,"70,103km",인천,"1,230",디젤,흰색,Ncar
15345,쉐보레(GM대우),트랙스,14/02식,1.4 LTZ,"64,711km",인천,"1,050",가솔린,흰색,Ncar
15346,현대,투싼 ix,10/08식(11년형),디젤 2WD LX20,"103,000km",대구,870,디젤,흰색,Ncar
15347,쌍용,티볼리 에어,19/02식,가솔린 1.6 IX 2WD,"29,898km",경기,"1,569",가솔린,흰색,Ncar
15348,기아,스토닉,18/12식(19년형),디젤 1.6,"71,269km",울산,"1,590",디젤,흰색,Ncar
15349,제네시스,G80,16/08식(17년형),3.3 GDI,"87,365km",울산,"2,890",가솔린,흰색,Ncar
15350,현대,그랜저 HG,14/07식(15년형),HG220 디젤 모던,"90,960km",울산,"1,360",디젤,흰색,Ncar
15351,현대,뉴 투싼 ix,15/02식,디젤(e-VGT) 2WD,"107,559km",인천,"1,280",디젤,흰색,Ncar
15352,현대,그랜저 HG 하이브리드,16/03식,프리미엄,"57,184km",인천,"2,190",가솔린+전기,흰색,Ncar
15353,쌍용,뉴코란도 C,15/11식(16년형),2.2 RX 2WD,"70,103km",인천,"1,230",디젤,흰색,Ncar
15354,쉐보레(GM대우),트랙스,14/02식,1.4 LTZ,"64,711km",인천,"1,050",가솔린,흰색,Ncar
15355,현대,투싼 ix,10/08식(11년형),디젤 2WD LX20,"103,000km",대구,870,디젤,흰색,Ncar
15356,,,,,,,,,흰색,Ncar
15357,쌍용,티볼리 에어,19/02식,가솔린 1.6 IX 2WD,"29,898km",경기,"1,569",가솔린,흰색,Ncar
15358,기아,스토닉,18/12식(19년형),디젤 1.6,"71,269km",울산,"1,590",디젤,흰색,Ncar
15359,제네시스,G80,16/08식(17년형),3.3 GDI,"87,365km",울산,"2,890",가솔린,흰색,Ncar
15360,현대,그랜저 HG,14/07식(15년형),HG220 디젤 모던,"90,960km",울산,"1,360",디젤,흰색,Ncar
15361,쌍용,티볼리 아머,18/09식(19년형),기어 플러스 2WD,"28,000km",경기,"1,390",가솔린,흰색,Ncar
15362,현대,그랜저 IG 하이브리드,17/09식(18년형),익스클루시브,"143,225km",경기,"2,500",가솔린+전기,흰색,Ncar
15363,기아,올 뉴 K3,19/12식(20년형),럭셔리,"14,423km",경기,"1,700",가솔린,흰색,Ncar
15364,기아,스포티지 4세대,15/11식(16년형),디젤 1.7 2WD 노블레스,"77,268km",경기,"1,540",디젤,흰색,Ncar
15365,현대,그랜드 스타렉스,10/09식(11년형),12인승 왜건,"162,773km",부산,740,디젤,흰색,Ncar
15366,쌍용,코란도 스포츠,16/07식,익스트림 4WD,"85,000km",충남,"1,500",디젤,흰색,Ncar
15367,기아,니로 EV,19/04식,노블레스,"62,732km",서울,"3,000",전기,흰색,Ncar
15368,기아,K5 3세대,20/06식,2.0 LPI,"20,241km",서울,"2,750",LPG(일반인 구입),흰색,Ncar
15369,르노삼성,SM6,16/04식,2.0 GDe LE,"89,124km",서울,"1,210",가솔린,흰색,Ncar
15370,기아,스포티지 4세대,15/10식(16년형),디젤 2.0 2WD 노블레스,"72,170km",대구,"1,930",디젤,흰색,Ncar
15371,기아,뉴모닝,09/06식,LX 스페셜,"33,000km",경남,290,가솔린,흰색,Ncar
15372,기아,스포티지 4세대,17/07식(18년형),디젤 2.0 4WD 프레스티지,"132,347km",대구,"1,490",디젤,흰색,Ncar
15373,쉐보레(GM대우),더 뉴 트랙스,19/07식,1.6 디젤 LT,"33,390km",대구,"1,650",디젤,흰색,Ncar
15374,현대,올 뉴 투싼,17/08식(18년형),디젤 2.0 2WD,"119,080km",대구,"1,390",디젤,흰색,Ncar
15375,기아,스포티지 4세대,18/04식,디젤 2.0 2WD 프레스티지,"168,277km",대구,"1,490",디젤,흰색,Ncar
15376,르노삼성,뉴SM5,06/04식,LE 플러스,"150,000km",서울,270,가솔린,흰색,Ncar
15377,현대,베라크루즈,14/11식(15년형),디젤 2WD 익스클루시브,"249,948km",대구,"1,290",디젤,흰색,Ncar
15378,현대,싼타페 DM,15/05식,디젤(e-VGT) 2.0 4WD 익스클루시브,"190,547km",대구,"1,490",디젤,흰색,Ncar
15379,현대,LF 쏘나타,16/08식(17년형),LPI 프리미엄,"121,873km",서울,"1,099",LPG(일반인 구입),흰색,Ncar
15380,쉐보레(GM대우),뉴 다마스,19/09식(20년형),2인승 판넬밴,"54,457km",서울,699,LPG(일반인 구입),흰색,Ncar
15381,현대,그랜드 스타렉스,07/10식(08년형),5인승 밴,"231,434km",경북,420,디젤,흰색,Ncar
15382,기아,올 뉴 카니발,14/08식(15년형),11인승 디럭스,"55,760km",서울,"1,480",디젤,흰색,Ncar
15383,기아,스포티지 더 볼드,19/08식,디젤 2.0 2WD,"11,415km",서울,"2,580",디젤,흰색,Ncar
15384,기아,K3,13/02식,프레스티지,"82,444km",서울,880,가솔린,흰색,Ncar
15385,현대,싼타페 CM,09/07식(10년형),2WD(2.0 e-VGT) MLX,"129,941km",경북,650,디젤,흰색,Ncar
15386,현대,아반떼 AD,17/01식,1.6 e-VGT 스마트,"62,000km",부산,"1,370",디젤,흰색,Ncar
15387,현대,i30(신형),12/09식,1.6 GDI 유니크,"120,586km",경기,590,가솔린,흰색,Ncar
15388,기아,뉴모닝,09/07식(10년형),LX,"161,106km",경기,190,가솔린,흰색,Ncar
15389,기아,뉴 쏘렌토 R,12/09식(13년형),디젤 2.0 2WD,"119,239km",경기,"1,190",디젤,흰색,Ncar
15390,현대,LF 쏘나타 하이브리드,16/08식(17년형),2.0 플러그인 HEV,"99,151km",경기,"1,750",가솔린+전기,흰색,Ncar
15391,기아,스팅어,19/04식,2.0 터보 AWD,"10,200km",대구,"2,990",가솔린,흰색,Ncar
15392,기아,뉴 쏘렌토 R,13/11식(14년형),디젤 2.0 2WD,"191,263km",경기,"1,140",디젤,흰색,Ncar
15393,기아,더 뉴 K5 2세대,18/04식(19년형),2.0,"51,360km",경기,"1,580",가솔린,흰색,Ncar
15394,기아,New 스포티지,09/12식(10년형),디젤(VGT) 2WD TLX,"162,768km",경기,390,디젤,흰색,Ncar
15395,기아,더 뉴 K5,13/10식(14년형),LPI 디럭스,"197,417km",경기,490,LPG(일반인 구입),흰색,Ncar
15396,기아,레이,15/07식(16년형),밴 고급형,"202,877km",경기,370,가솔린,흰색,Ncar
15397,기아,셀토스,19/10식(20년형),디젤 1.6 2WD,"48,500km",대구,"2,080",디젤,흰색,Ncar
15398,기아,카니발 4세대,21/02식,9인승 노블레스,"11,200km",대구,"3,590",디젤,흰색,Ncar
15399,현대,더 뉴 그랜저 IG 하이브리드,20/03식,캘리그래피,"10,000km",대구,"3,880",가솔린+전기,흰색,Ncar
15400,현대,올 뉴 투싼,17/01식,디젤 2.0 4WD,"57,600km",대구,"1,880",디젤,흰색,Ncar
15401,현대,팰리세이드,19/09식,가솔린 3.8 2WD,"31,000km",대구,"4,000",가솔린,흰색,Ncar
15402,기아,New 스포티지,09/12식(10년형),디젤(VGT) 2WD TLX,"162,768km",경기,390,디젤,흰색,Ncar
15403,기아,더 뉴 K5,13/10식(14년형),LPI 디럭스,"197,417km",경기,490,LPG(일반인 구입),흰색,Ncar
15404,기아,레이,15/07식(16년형),밴 고급형,"202,877km",경기,370,가솔린,흰색,Ncar
15405,기아,셀토스,19/10식(20년형),디젤 1.6 2WD,"48,500km",대구,"2,080",디젤,흰색,Ncar
15406,기아,카니발 4세대,21/02식,9인승 노블레스,"11,200km",대구,"3,590",디젤,흰색,Ncar
15407,현대,더 뉴 그랜저 IG 하이브리드,20/03식,캘리그래피,"10,000km",대구,"3,880",가솔린+전기,흰색,Ncar
15408,현대,올 뉴 투싼,17/01식,디젤 2.0 4WD,"57,600km",대구,"1,880",디젤,흰색,Ncar
15409,현대,팰리세이드,19/09식,가솔린 3.8 2WD,"31,000km",대구,"4,000",가솔린,흰색,Ncar
15410,기아,니로 EV,19/04식,노블레스,"62,732km",서울,"3,000",전기,흰색,Ncar
15411,기아,올 뉴 모닝 (JA),20/04식,프레스티지,"27,390km",서울,"1,080",가솔린,흰색,Ncar
15412,기아,K5 3세대,20/06식,2.0 LPI,"20,241km",서울,"2,750",LPG(일반인 구입),흰색,Ncar
15413,르노삼성,SM6,16/04식,2.0 GDe LE,"89,124km",서울,"1,210",가솔린,흰색,Ncar
15414,현대,더 뉴 그랜저 IG,20/07식,3.3,"8,420km",경기,"3,899",가솔린,흰색,Ncar
15415,르노삼성,더 뉴 QM6,19/09식(20년형),2.0 LPe LE 2WD,"44,168km",경기,"1,919",LPG(일반인 구입),흰색,Ncar
15416,르노삼성,SM7 노바,15/09식(16년형),LPLI 2.0 LPe 장애인용,"144,960km",경기,939,LPG(일반인 구입),흰색,Ncar
15417,쉐보레(GM대우),올 뉴 크루즈,17/08식,1.4 터보 LTZ,"75,000km",경기,"1,199",가솔린,흰색,Ncar
15418,쉐보레(GM대우),뉴 다마스,12/07식,5인승 코치,"84,406km",경기,260,LPG(일반인 구입),흰색,Ncar
15419,쉐보레(GM대우),이쿼녹스,18/06식,2WD LT,"38,189km",경기,"2,160",디젤,흰색,Ncar
15420,쌍용,G4 렉스턴,17/11식(18년형),디젤 2.2 4WD,"93,264km",경기,"2,250",디젤,흰색,Ncar
15421,쉐보레(GM대우),크루즈5,12/09식(13년형),2.0 LTZ+,"207,842km",경기,280,디젤,흰색,Ncar
15422,현대,아반떼 (CN7),21/06식,1.6 터보 N Line,"2,679km",경기,"2,390",가솔린,흰색,Ncar
15423,제네시스,G70,19/08식,2.0T AWD,"18,292km",경기,"3,850",가솔린,흰색,Ncar
15424,현대,뉴 아반떼 XD,05/10식(06년형),1.6 VVT 디럭스,"160,755km",경북,210,가솔린,흰색,Ncar
15425,기아,더 뉴 K5 2세대,19/05식(20년형),2.0,"31,281km",경기,"1,900",가솔린,흰색,Ncar
15426,쉐보레(GM대우),스파크,14/06식,LT,"97,000km",경남,397,가솔린,흰색,Ncar
15427,현대,올 뉴 투싼,15/06식(16년형),디젤 2.0 2WD,"70,038km",경남,"1,595",디젤,흰색,Ncar
15428,기아,K5,11/06식,2.4 GDI 노블레스,"83,055km",경남,845,가솔린,흰색,Ncar
15429,현대,아반떼 AD,18/08식,1.6 GDI 스마트,"67,279km",경남,"1,275",가솔린,흰색,Ncar
15430,현대,더 뉴 아반떼 AD,19/02식,1.6,"81,637km",경남,"1,537",가솔린,흰색,Ncar
15431,기아,스팅어,18/06식,2.0 터보 AWD,"121,688km",경기,"2,600",가솔린,흰색,Ncar
15432,기아,모하비,11/07식(12년형),4WD QV300,"144,883km",경기,"1,490",디젤,흰색,Ncar
15433,현대,LF 쏘나타,16/01식,LPI 모던,"65,180km",대전,"1,120",LPG(일반인 구입),흰색,Ncar
15434,쉐보레(GM대우),뉴 다마스,14/11식(15년형),2인승 판넬밴,"80,000km",대전,370,LPG(일반인 구입),흰색,Ncar
15435,쌍용,코란도 스포츠,13/03식,CX7 4WD,"63,000km",경기,"1,050",디젤,흰색,Ncar
15436,현대,그랜드 스타렉스,16/02식,5인승 밴,"98,336km",충남,"1,569",디젤,흰색,Ncar
15437,기아,올 뉴 모닝 (JA),17/07식,밴,"51,766km",충남,569,가솔린,흰색,Ncar
15438,기아,올 뉴 K3,18/04식(19년형),럭셔리,"78,145km",충남,"1,419",가솔린,흰색,Ncar
15439,현대,올 뉴 투싼,17/10식(18년형),디젤 2.0 2WD,"111,286km",충남,"1,669",디젤,흰색,Ncar
15440,현대,더 뉴 아반떼,14/03식,1.6 GDi 프리미엄,"118,167km",충남,969,가솔린,흰색,Ncar
15441,르노삼성,SM3 네오,18/05식,SE,"34,860km",충남,"1,169",가솔린,흰색,Ncar
15442,,,,,,,,,흰색,Ncar
15443,기아,올 뉴 카니발,17/07식(18년형),9인승 프레스티지,"106,925km",충남,"2,069",디젤,흰색,Ncar
15444,기아,K5,12/02식(13년형),2.0 프레스티지,"90,033km",부산,880,가솔린,흰색,Ncar
15445,기아,K5 하이브리드,14/05식,500h 럭셔리,"132,791km",부산,950,가솔린+전기,흰색,Ncar
15446,기아,K5,12/03식(13년형),2.0 디럭스,"113,131km",부산,670,가솔린,흰색,Ncar
15447,현대,아반떼 AD,17/02식,1.6 GDI 스마트,"72,438km",부산,"1,400",가솔린,흰색,Ncar
15448,현대,i30(신형),12/12식,1.6 GDI 익스트림,"86,065km",부산,799,가솔린,흰색,Ncar
15449,현대,i30 (PD),18/08식,1.6 터보,"119,503km",부산,"1,350",가솔린,흰색,Ncar
15450,현대,아반떼 MD,12/01식,M16 GDI 럭셔리,"60,217km",부산,730,가솔린,흰색,Ncar
15451,기아,더 뉴 카니발,19/10식,가솔린 9인승 하이리무진(특장업체),"13,913km",서울,"5,300",가솔린,흰색,Ncar
15452,현대,그랜드 스타렉스,12/01식,캠핑카,"123,055km",서울,"3,990",디젤,흰색,Ncar
15453,현대,i30(신형),12/12식,1.6 GDI 익스트림,"86,065km",부산,799,가솔린,흰색,Ncar
15454,현대,i30 (PD),18/08식,1.6 터보,"119,503km",부산,"1,350",가솔린,흰색,Ncar
15455,현대,아반떼 MD,12/01식,M16 GDI 럭셔리,"60,217km",부산,730,가솔린,흰색,Ncar
15456,기아,더 뉴 카니발,19/10식,가솔린 9인승 하이리무진(특장업체),"13,913km",서울,"5,300",가솔린,흰색,Ncar
15457,현대,그랜드 스타렉스,12/01식,캠핑카,"123,055km",서울,"3,990",디젤,흰색,Ncar
15458,기아,카니발 4세대,21/08식(22년형),9인승 하이리무진(특장업체),42km,서울,"8,054",디젤,흰색,Ncar
15459,기아,카니발 4세대,20/10식(21년형),9인승 하이리무진(특장업체),127km,서울,"8,247",디젤,흰색,Ncar
15460,기아,카니발 4세대,20/11식(21년형),9인승 하이리무진(특장업체),"1,200km",서울,"8,239",디젤,흰색,Ncar
15461,쉐보레(GM대우),스파크,14/04식,LPG L,"129,900km",경기,330,LPG(일반인 구입),흰색,Ncar
15462,쉐보레(GM대우),이쿼녹스,18/06식,4WD 프리미어,"29,420km",경기,"2,650",디젤,흰색,Ncar
15463,르노삼성,더 뉴 QM6,20/01식,2.0 LPe RE 2WD,"10,107km",경기,"2,420",LPG(일반인 구입),흰색,Ncar
15464,르노삼성,더 뉴 QM6,20/06식,2.0 LPe RE 시그니처 2WD,"8,856km",경기,"2,699",LPG(일반인 구입),흰색,Ncar
15465,현대,NF 쏘나타 트랜스폼,08/08식(09년형),LPG N20 디럭스,"242,425km",경기,200,LPG(일반인 구입),흰색,Ncar
