,brand,name,year,info,km,location,price,type,color
193,기아,포르테 쿱,10/05식,2.0 고급,"155,841km",대구,490,가솔린,빨강색
194,현대,싼타페 TM,19/09식,디젤 2.2 4WD,"46,822km",광주,"3,400",디젤,빨강색
195,,,,,,,,,빨강색
196,현대,i30(신형),12/07식,1.6 GDI 유니크,"52,925km",대전,950,가솔린,빨강색
197,현대,아반떼 AD,17/03식,1.6 터보 스포츠,"38,285km",경기,"1,190",가솔린,빨강색
198,기아,올 뉴 모닝,14/06식(15년형),럭셔리,"122,800km",인천,450,가솔린,빨강색
199,쌍용,티볼리 에어,17/03식,디젤 RX 2WD,"110,731km",전북,"1,190",디젤,빨강색
200,현대,아반떼 AD,17/09식(18년형),1.6 e-VGT 스마트,"63,847km",서울,"1,299",디젤,빨강색
201,기아,올 뉴 모닝,11/04식(12년형),럭셔리,"93,349km",서울,370,가솔린,빨강색
202,현대,더 뉴 벨로스터,15/06식(16년형),1.6 PYL DCT,"71,737km",충남,"1,130",가솔린,빨강색
203,쌍용,렉스턴 스포츠 칸,19/07식,디젤 2.2 4WD,"66,093km",서울,"2,730",디젤,빨강색
204,기아,올 뉴 모닝,11/04식(12년형),럭셔리,"93,349km",서울,370,가솔린,빨강색
205,현대,더 뉴 벨로스터,15/06식(16년형),1.6 PYL DCT,"71,737km",충남,"1,130",가솔린,빨강색
206,쌍용,렉스턴 스포츠 칸,19/07식,디젤 2.2 4WD,"66,093km",서울,"2,730",디젤,빨강색
207,쉐보레(GM대우),콜로라도,20/01식,3.6 익스트림-X 4WD,"30,646km",경기,"3,560",가솔린,빨강색
208,현대,쏘나타 (DN8),19/04식(20년형),2.0,"42,452km",대전,"2,500",가솔린,빨강색
209,현대,벨로스터,11/05식(12년형),익스트림,"113,821km",충남,569,가솔린,빨강색
210,현대,i30(신형),12/06식,1.6 GDI 유니크,"119,226km",대전,730,가솔린,빨강색
211,쌍용,액티언 스포츠,11/02식,4WD AX7 비젼,"83,798km",인천,589,디젤,빨강색
212,현대,엑센트(신형),13/09식(14년형),1.6 GDI 모던,"57,977km",경기,690,가솔린,빨강색
213,기아,포르테 해치백,11/02식,1.6 GDI 럭셔리,"158,333km",경기,375,가솔린,빨강색
214,현대,아반떼 (CN7),21/03식,1.6 터보 N Line,"10,778km",서울,"2,580",가솔린,빨강색
215,쌍용,액티언,06/01식,4WD CX7,"158,000km",경기,230,디젤,빨강색
216,르노삼성,클리오,18/12식(19년형),인텐스,"24,534km",경기,"1,390",디젤,빨강색
217,현대,벨로스터 (JS),18/04식,1.4 터보 모던,"51,596km",경기,"1,350",가솔린,빨강색
218,쉐보레(GM대우),All New 마티즈,06/08식,SE,"77,522km",광주,159,가솔린,빨강색
219,기아,레이,15/01식,터보 프레스티지,"159,115km",충남,730,가솔린,빨강색
220,기아,포르테 쿱,12/07식(13년형),1.6 GDI 프레스티지,"57,618km",경기,750,가솔린,빨강색
221,쉐보레(GM대우),스파크,12/09식,LT,"185,364km",부산,250,가솔린,빨강색
222,기아,올 뉴 모닝,14/02식,럭셔리,"42,866km",부산,590,가솔린,빨강색
223,기아,더 뉴 프라이드,15/05식,5DR 1.6 GDI,"55,679km",광주,830,가솔린,빨강색
224,쉐보레(GM대우),올 뉴 카마로,17/04식,SS 6.2 V8 볼케이노 레드,"21,615km",서울,"2,850",가솔린,빨강색
225,쉐보레(GM대우),더 뉴 스파크,20/03식,프리미어,"22,378km",경기,990,가솔린,빨강색
226,현대,벨로스터,12/11식(13년형),익스트림,"48,289km",전북,850,가솔린,빨강색
