,brand,fuel,location,mile,model,name,price,year
0,쉐보레(GM대우),가솔린,경기,3485.0,3.6 AWD 레드라인,트래버스,4690.0,2020
1,기아,디젤,경기,135714.0,9인승 하이리무진,올 뉴 카니발,2090.0,2015
2,기아,디젤,경기,51488.0,9인승 럭셔리,올 뉴 카니발,2060.0,2018
3,기아,가솔린,광주,127972.0,3.0 GDI 프레스티지 스페셜,더 뉴 K7,1150.0,2013
4,제네시스,가솔린,광주,79448.0,3.3 GDI AWD,G80,2780.0,2017
5,현대,가솔린+전기,경기,38343.0,프리미엄,쏘나타 뉴 라이즈 하이브리드,2100.0,2018
6,제네시스,가솔린,광주,133690.0,3.8 GDI AWD,EQ900,3490.0,2017
7,쉐보레(GM대우),가솔린,경기,38981.0,1.5 터보 LTZ,올 뉴 말리부,1360.0,2017
8,쌍용,디젤,경기,28333.0,디젤 2.2 4WD,렉스턴 스포츠,2590.0,2019
9,기아,가솔린,인천,146965.0,가솔린 7인승 하이리무진,올 뉴 카니발,2520.0,2016
10,쉐보레(GM대우),디젤,경기,203902.0,7인승 2WD LT,윈스톰,300.0,2008
11,현대,가솔린,경기,65649.0,3.0 익스클루시브,그랜저 IG,2200.0,2018
12,르노삼성,가솔린,울산,120148.0,LE,뉴SM5,230.0,2007
13,기아,가솔린,부산,82746.0,2.4 GDI 프레스티지,더 뉴 K7,1430.0,2015
14,현대,가솔린,서울,40304.0,2.4 프리미엄,그랜저 IG,2060.0,2018
15,쉐보레(GM대우),가솔린,경기,123224.0,EL300,알페온,840.0,2013
16,현대,가솔린,부산,185850.0,2.0 스마트,LF 쏘나타,830.0,2015
17,기아,디젤,경기,116622.0,디젤 2.0 2WD,뉴 쏘렌토 R,1240.0,2013
18,기아,디젤,광주,85883.0,2.2 디젤 프레스티지,올 뉴 K7,1830.0,2017
19,르노삼성,디젤,경기,149912.0,디젤 D 프리미엄,SM5 노바,590.0,2015
20,현대,가솔린,광주,184618.0,VL500,에쿠스(신형),1850.0,2013
21,기아,가솔린,경기,73546.0,2.4 GDI 프레스티지,더 뉴 K7,1300.0,2014
22,기아,가솔린,경기,108091.0,3.3 GDI 이그제큐티브,더 뉴 K9,1950.0,2015
23,제네시스,가솔린,경기,41611.0,가솔린 3.5 터보 AWD,G80 (RG3),6250.0,2021
24,기아,가솔린,충남,108137.0,3.0 GDI 프레스티지,더 뉴 K7,1130.0,2013
25,현대,LPG(일반인 구입),광주,76155.0,LPI 모던,쏘나타 뉴 라이즈,1550.0,2018
26,르노삼성,가솔린,전북,236507.0,SE 플러스,뉴SM5(신형),260.0,2010
27,기아,디젤,광주,100174.0,디젤 2.0 2WD,올 뉴 쏘렌토,2090.0,2016
28,쌍용,디젤,경기,80044.0,디젤 2.2 4WD,G4 렉스턴,2790.0,2018
29,기아,디젤,광주,139010.0,그랜드 카니발 GLX,카니발 R,680.0,2010
30,기아,가솔린,인천,100403.0,2.0 SX,K5 2세대,1350.0,2018
31,제네시스,가솔린,충남,95293.0,3.3 GDI,G80,2650.0,2017
32,기아,가솔린,충남,34914.0,노블레스,올 뉴 K3,1750.0,2019
33,현대,디젤,대전,244622.0,3인승 밴,그랜드 스타렉스,830.0,2014
34,기아,디젤,충남,72172.0,디젤 2.0 2WD,더 뉴 쏘렌토,2399.0,2018
35,르노삼성,디젤,광주,130122.0,RE,QM3,875.0,2015
36,현대,LPG(일반인 구입),대구,47711.0,3.0 LPi 모던 (렌터카),그랜저 IG,2170.0,2018
37,현대,가솔린,서울,17084.0,2.0 N,벨로스터 (JS),2649.0,2020
38,기아,디젤,경기,68627.0,9인승 럭셔리,올 뉴 카니발,1910.0,2018
39,기아,디젤,경기,119747.0,디젤 2.2 4WD,올 뉴 쏘렌토,1799.0,2015
40,현대,LPG(일반인 구입),충남,163321.0,LPI Q270 모범형,그랜저 뉴 럭셔리,350.0,2009
41,기아,가솔린,경기,39323.0,3.0 GDI 리미티드,올 뉴 K7,9999.0,2018
42,현대,LPG(일반인 구입),서울,104491.0,LPG N20 프리미어,NF 쏘나타 트랜스폼,450.0,2008
43,쉐보레(GM대우),가솔린,서울,19830.0,프리미어,더 뉴 스파크,1149.0,2020
44,기아,가솔린,경기,116274.0,2.0 프레스티지,K5,590.0,2011
45,기아,가솔린+전기,서울,12670.0,시그니처,K5 하이브리드 3세대,2999.0,2021
46,현대,LPG(일반인 구입),광주,175807.0,LPG HG300 이그제큐티브,그랜저 HG,965.0,2012
47,제네시스,가솔린,광주,26720.0,3.3 GDI,G80,3850.0,2018
48,현대,가솔린,경기,70716.0,HG300 프리미엄 컬렉션,그랜저 HG,1410.0,2016
49,현대,디젤,울산,109241.0,2WD(2.0 e-VGT) MLX,싼타페 CM,1010.0,2011
50,현대,디젤,경기,106490.0,2.2 디젤 모던,그랜저 IG,1850.0,2019
51,현대,가솔린,대구,149902.0,200 터보 R,제네시스 쿠페,730.0,2009
52,기아,디젤,경기,194088.0,9인승 디젤(CRDI) 리미티드,뉴카니발,450.0,2006
53,현대,가솔린,대구,152699.0,2.4 프리미엄,그랜저 IG,1733.0,2019
54,현대,가솔린,경기,156747.0,Q270 디럭스,더 럭셔리 그랜저,380.0,2010
55,기아,가솔린,서울,11583.0,프레스티지,더 뉴 레이,1520.0,2020
56,현대,가솔린,인천,111349.0,JS350,에쿠스,250.0,2006
57,기아,가솔린,인천,277937.0,2.4 GDI 럭셔리,더 프레스티지 K7,400.0,2012
58,현대,디젤,인천,163817.0,4WD(2.2 e-VGT) CLX,싼타페 CM,690.0,2011
59,현대,디젤,인천,144887.0,HG220 디젤 모던,그랜저 HG,1090.0,2016
60,르노삼성,가솔린,인천,139959.0,SE,All New SM7,390.0,2012
61,제네시스,가솔린,인천,210499.0,3.8 GDI AWD,EQ900,2680.0,2016
62,현대,가솔린,인천,94142.0,유니크,벨로스터,460.0,2012
63,쌍용,디젤,인천,91347.0,디젤 2.2 4WD,G4 렉스턴,2350.0,2018
64,쌍용,디젤,인천,101450.0,2.0 CVT 2WD,뉴코란도 C,690.0,2014
65,현대,디젤,인천,8853.0,디젤 2.2 2WD,팰리세이드,3630.0,2021
66,쌍용,디젤,인천,50384.0,AWD RX7,슈퍼 렉스턴,1050.0,2011
67,현대,가솔린,인천,82977.0,1.6 GDi 스타일,더 뉴 아반떼,750.0,2015
68,현대,가솔린,인천,115607.0,2.0 모던,쏘나타 뉴 라이즈,1530.0,2018
69,쉐보레(GM대우),가솔린,충남,160000.0,V6 3.6,스테이츠맨,179.0,2005
70,쉐보레(GM대우),가솔린,서울,41076.0,3.6 익스트림-X 4WD,콜로라도,3650.0,2020
71,현대,가솔린,경기,52615.0,2.4 프리미엄,그랜저 IG,2150.0,2018
72,쉐보레(GM대우),가솔린,대구,33900.0,SS 6.2 V8,올 뉴 카마로,5000.0,2017
73,현대,LPG(일반인 구입),서울,92032.0,LPI Q270 팩1,더 럭셔리 그랜저,640.0,2010
74,제네시스,가솔린,부산,81930.0,3.8 GDI AWD,EQ900,3180.0,2016
75,기아,가솔린,부산,59435.0,2.4 GDI 리미티드 에디션,올 뉴 K7,2040.0,2017
76,현대,가솔린,경기,16185.0,3.3,더 뉴 그랜저 IG,3270.0,2020
77,기아,가솔린,경기,201505.0,3.8 GDI AWD,더 K9,2950.0,2019
78,기아,가솔린,경기,86797.0,3.3 GDI 노블레스,올 뉴 K7,1890.0,2017
79,현대,디젤,부산,65202.0,리무진,더 뉴 그랜드 스타렉스,3030.0,2019
80,현대,디젤,경기,81417.0,디젤 2.0 2WD,올 뉴 투싼,1790.0,2017
81,현대,LPG(일반인 구입),대구,129367.0,LPI 프리미엄,LF 쏘나타,1135.0,2017
82,현대,디젤,대구,140439.0,디젤 2.0 2WD,싼타페 더 프라임,1599.0,2016
83,르노삼성,가솔린,경기,199371.0,SM520V,SM5,120.0,2004
84,르노삼성,가솔린,경기,64320.0,LE,뉴SM5 플래티넘,740.0,2013
85,기아,디젤,대구,85247.0,디젤 2.2 4WD,올 뉴 쏘렌토,2099.0,2016
86,현대,가솔린,대구,86845.0,HG300 프리미엄 컬렉션,그랜저 HG,1795.0,2016
87,기아,가솔린,경기,73000.0,1.4 MPI 세단,올 뉴 프라이드,550.0,2013
88,현대,가솔린,경기,94615.0,VS380,에쿠스(신형),2350.0,2014
89,쌍용,가솔린,경기,145199.0,수출형,렉스턴 II,680.0,2009
90,쌍용,가솔린,경기,167202.0,수출형,렉스턴 II,650.0,2009
91,기아,디젤,부산,114413.0,9인승 프레스티지,올 뉴 카니발,2120.0,2018
92,현대,디젤,대구,100408.0,2.2 디젤 모던,그랜저 IG,1950.0,2019
93,기아,디젤,경기,161000.0,디젤 2.0 4WD,올 뉴 쏘렌토,1630.0,2016
94,현대,가솔린+전기,경기,47303.0,익스클루시브,그랜저 IG 하이브리드,2899.0,2018
95,기아,가솔린,경기,14268.0,가솔린 9인승 하이리무진(특장업체),더 뉴 카니발,4930.0,2019
96,기아,LPG(일반인 구입),경기,257787.0,LPI 2.0 GX,뉴카렌스,249.0,2009
97,현대,가솔린,경기,101576.0,VL500,에쿠스(신형),2100.0,2012
98,기아,가솔린,경기,10747.0,프레스티지,더 뉴 레이,1390.0,2020
99,기아,디젤,경기,156929.0,2.2 디젤 AWD,스팅어,2250.0,2018
100,기아,디젤,경기,8824.0,9인승 시그니처,카니발 4세대,4580.0,2021
101,기아,가솔린,경기,24909.0,럭셔리,더 뉴 모닝,790.0,2016
102,기아,디젤,경기,152034.0,그랜드 카니발 하이리무진 GLX,카니발 R,1350.0,2013
103,현대,가솔린,경기,142865.0,G380 익스클루시브 AWD,제네시스 DH,2100.0,2016
104,현대,LPG(일반인 구입),경기,33290.0,LPI 프리미엄 스페셜,LF 쏘나타,1560.0,2015
105,기아,LPG(일반인 구입),대전,98733.0,3.0 LPI 럭셔리,올 뉴 K7,1780.0,2018
106,쌍용,디젤,대전,29604.0,디젤 2.2 4WD,G4 렉스턴,3190.0,2020
107,기아,디젤,경기,20020.0,9인승 프레스티지,더 뉴 카니발,2750.0,2019
108,기아,디젤,대구,202000.0,9인승 하이리무진,올 뉴 카니발,2300.0,2015
109,기아,가솔린,울산,32330.0,3.3 T-GDI AWD,더 K9,4600.0,2019
110,기아,LPG(일반인 구입),경기,91069.0,3.0 LPI 럭셔리,올 뉴 K7,1699.0,2017
111,현대,가솔린,서울,29662.0,3.0 익스클루시브,그랜저 IG,2590.0,2019
112,쉐보레(GM대우),가솔린,서울,47177.0,2.5 LTZ,임팔라,1770.0,2016
113,쉐보레(GM대우),가솔린,서울,60995.0,2.5 LT,임팔라,1570.0,2017
114,르노삼성,가솔린,대구,107000.0,SE 플레져,SM7 New Art,455.0,2010
115,현대,가솔린,경기,71000.0,3.0 익스클루시브,그랜저 IG,2170.0,2018
116,르노삼성,LPG(일반인 구입),대구,113521.0,2.0 LPe SE (장애인용),SM6,1020.0,2016
117,현대,가솔린,경기,187000.0,HG240 모던,그랜저 HG,780.0,2014
118,쉐보레(GM대우),가솔린,인천,98000.0,1.8 LTZ+,크루즈,380.0,2011
119,현대,가솔린,경기,61899.0,3.0 익스클루시브,그랜저 IG,2199.0,2018
120,현대,LPG(일반인 구입),경기,47273.0,3.0 LPi 익스클루시브 (렌터카),그랜저 IG,2570.0,2019
121,기아,LPG(일반인 구입),대전,145582.0,LPI MX,K5 2세대,899.0,2016
122,기아,가솔린,경기,142245.0,그랜드 카니발 가솔린 GLX,카니발 R,1155.0,2013
123,기아,디젤,서울,87958.0,2.2 디젤 프레스티지,올 뉴 K7,1790.0,2016
124,현대,가솔린,대구,63455.0,2.0 프리미엄 스페셜,쏘나타 뉴 라이즈,1830.0,2019
125,르노삼성,LPG(일반인 구입),광주,39724.0,2.0 LPe SE (렌터카),SM6,1280.0,2017
126,쉐보레(GM대우),가솔린,광주,110353.0,2.0 터보,G2X,1280.0,2008
127,르노삼성,가솔린,인천,100187.0,LE,SM7 New Art,359.0,2008
128,현대,디젤,전북,186795.0,디젤(VGT) 2WD JX,투싼,280.0,2007
129,현대,가솔린,경기,28997.0,3.0 익스클루시브,그랜저 IG,1950.0,2017
130,현대,가솔린,경기,151214.0,VS500,에쿠스(신형),1920.0,2014
131,기아,가솔린,경기,25565.0,가솔린 9인승 하이리무진,더 뉴 카니발,4240.0,2019
132,기아,LPG(일반인 구입),충남,72992.0,3.0 LPI 럭셔리 (렌터카),올 뉴 K7,1999.0,2018
133,쉐보레(GM대우),가솔린,서울,59775.0,1.5 터보 LTZ,올 뉴 말리부,1550.0,2017
134,르노삼성,가솔린,전북,115074.0,SE,SM7,210.0,2007
135,현대,가솔린,경기,50864.0,3.3 셀러브리티,그랜저 IG,2239.0,2018
136,기아,가솔린,경기,20690.0,3.8 GDI AWD,더 K9,4580.0,2020
137,현대,가솔린,경기,78672.0,HG240 모던,그랜저 HG,1299.0,2014
138,현대,디젤,대구,269795.0,디젤 4WD 300VX,베라크루즈,625.0,2008
139,현대,가솔린,서울,44188.0,2.4 프리미엄,그랜저 IG,2380.0,2018
140,제네시스,가솔린,광주,81027.0,3.3 GDI AWD,G80,2799.0,2017
141,현대,가솔린,광주,79234.0,3.0 익스클루시브,그랜저 IG,2600.0,2018
142,쉐보레(GM대우),가솔린,대구,57902.0,1.8 LTZ+,크루즈,735.0,2014
143,현대,가솔린,서울,98716.0,G330 프리미엄,제네시스 DH,2180.0,2016
144,현대,가솔린,경기,51978.0,3.0 익스클루시브,그랜저 IG,2390.0,2017
145,쉐보레(GM대우),가솔린,서울,51368.0,1.4 터보 LTZ,올 뉴 크루즈,1280.0,2017
146,쌍용,디젤,울산,35669.0,디젤 2.2 4WD,렉스턴 스포츠 칸,3200.0,2021
147,기아,디젤,경기,88588.0,7인승 리무진,더 뉴 카니발,2940.0,2019
148,기아,가솔린,충남,29301.0,3.0 GDI 리미티드,올 뉴 K7,2400.0,2018
149,제네시스,가솔린,부산,74275.0,3.3 GDI AWD,G80,3350.0,2017
150,기아,디젤,충남,144434.0,디젤 1.7 2WD 노블레스,스포티지 4세대,1359.0,2016
151,기아,디젤,대구,68286.0,9인승 노블레스,올 뉴 카니발,2430.0,2018
152,기아,가솔린,경기,185915.0,2.4 GDI 프레스티지,더 프레스티지 K7,620.0,2012
153,제네시스,가솔린,대구,31239.0,3.3 GDI,G80,2750.0,2017
154,제네시스,가솔린,광주,75657.0,5.0 GDI AWD 리무진,EQ900,5390.0,2018
155,쉐보레(GM대우),가솔린,서울,33773.0,1.3 터보 프리미어,더 뉴 말리부,1990.0,2019
156,제네시스,가솔린,광주,16686.0,가솔린 2.5 터보 AWD,G80 (RG3),7130.0,2021
157,현대,가솔린,경기,82499.0,G300 모던 스페셜,아슬란,1550.0,2016
158,기아,디젤,서울,103676.0,7인승 리무진,올 뉴 카니발,2200.0,2018
159,현대,가솔린,전북,176318.0,Q270 럭셔리,그랜저 뉴 럭셔리,310.0,2010
160,기아,디젤,경기,135714.0,9인승 하이리무진,올 뉴 카니발,2090.0,2015
161,현대,가솔린,경기,48193.0,G330 프리미엄,제네시스 DH,2350.0,2014
162,쉐보레(GM대우),가솔린,경기,3485.0,3.6 AWD 레드라인,트래버스,4690.0,2020
163,쌍용,디젤,충남,25184.0,디젤 2.2 4WD,렉스턴 스포츠 칸,3050.0,2021
164,현대,가솔린+전기,경기,26911.0,인스퍼레이션,투싼 하이브리드 (NX4),3850.0,2021
165,기아,가솔린,경기,82480.0,GH270 스페셜,오피러스 프리미엄,590.0,2010
166,현대,가솔린,인천,39720.0,2.4 모던,그랜저 IG,1899.0,2018
167,현대,가솔린,광주,160366.0,Q270 럭셔리,그랜저 뉴 럭셔리,370.0,2009
168,쉐보레(GM대우),가솔린,경기,56026.0,LS+,스파크,540.0,2015
169,기아,가솔린,경기,48326.0,3.3 GDI 프레스티지,더 뉴 K9,2560.0,2016
170,현대,가솔린,인천,181989.0,Q240 디럭스,더 럭셔리 그랜저,400.0,2010
171,기아,디젤,대전,59691.0,9인승 럭셔리,더 뉴 카니발,2470.0,2019
172,현대,디젤,대구,141980.0,디젤 2WD 익스클루시브,베라크루즈,1750.0,2015
173,쉐보레(GM대우),가솔린,경기,11364.0,3.6 Z71-X 4WD,리얼 뉴 콜로라도,4350.0,2021
174,기아,디젤,대전,100105.0,9인승 럭셔리,올 뉴 카니발,1890.0,2018
175,현대,가솔린,경기,131530.0,VS380,에쿠스(신형),1730.0,2013
176,기아,LPG(일반인 구입),인천,58137.0,3.0 LPI 럭셔리 (렌터카),올 뉴 K7,1750.0,2016
177,기아,LPG(일반인 구입),대구,141628.0,3.0 LPI 프레스티지 (렌터카),올 뉴 K7,1590.0,2016
178,기아,디젤,대전,48851.0,디젤 3.0 4WD 6인승,모하비 더 마스터,4720.0,2021
179,기아,가솔린,경기,32059.0,3.8 GDI AWD,더 K9,4570.0,2019
180,기아,가솔린,경기,87789.0,2.0 터보 SX,K5 2세대,1580.0,2016
181,기아,가솔린,경기,118753.0,디럭스,K3,710.0,2015
182,현대,가솔린,인천,43695.0,2.4 모던,그랜저 IG,1950.0,2018
183,기아,디젤,충남,69702.0,9인승 하이리무진,올 뉴 카니발,3050.0,2017
184,기아,디젤,경기,51488.0,9인승 럭셔리,올 뉴 카니발,2060.0,2018
185,제네시스,가솔린,대구,120464.0,3.3 GDI AWD,G80,2690.0,2018
186,현대,가솔린,울산,89312.0,BH330 럭셔리,제네시스,1450.0,2012
187,제네시스,가솔린,경기,40069.0,2.0T,G70,3150.0,2018
188,르노삼성,가솔린,충남,43354.0,가솔린 2WD LE,QM6,1849.0,2019
189,쉐보레(GM대우),가솔린,경기,22550.0,LT,더 넥스트 스파크,470.0,2016
190,기아,LPG(일반인 구입),경기,73155.0,LPI 2.0 GX,뉴카렌스,330.0,2011
191,기아,가솔린,경기,28653.0,2.5 GDI 노블레스,K7 프리미어,2950.0,2020
192,쉐보레(GM대우),가솔린,광주,167412.0,2.0 LT,말리부,475.0,2013
193,기아,디젤,대구,110188.0,7인승 하이리무진,더 뉴 카니발,3499.0,2019
194,쉐보레(GM대우),가솔린,대구,47329.0,LTZ,더 넥스트 스파크,870.0,2016
195,제네시스,가솔린,경기,92700.0,3.8 GDI,EQ900,2670.0,2017
196,현대,가솔린,대전,84954.0,HG240 럭셔리,그랜저 HG,880.0,2012
197,기아,가솔린,경기,181599.0,3.3 GDI 프레스티지,더 뉴 K9,1390.0,2015
198,기아,디젤,경기,85466.0,2.2 디젤 프레스티지,올 뉴 K7,1750.0,2017
199,기아,디젤,경기,95099.0,디젤 2WD 프레스티지,더 뉴 스포티지 R,1230.0,2014
200,기아,디젤,경기,75485.0,디젤 2WD 노블레스,더 뉴 스포티지 R,1450.0,2014
201,현대,디젤,경기,56163.0,디젤 2WD 익스클루시브,베라크루즈,2250.0,2015
202,제네시스,가솔린,인천,138127.0,3.8 GDI AWD,EQ900,3480.0,2017
203,기아,디젤,경기,63855.0,9인승 노블레스,더 뉴 카니발,2800.0,2019
204,기아,가솔린,경기,79346.0,LEX20,로체 이노베이션,400.0,2009
205,현대,LPG(일반인 구입),충북,231283.0,LPI Q270 장애인용,그랜저 뉴 럭셔리,360.0,2010
206,현대,가솔린,경기,55974.0,G300 모던,아슬란,1750.0,2016
207,현대,LPG(일반인 구입),광주,125242.0,3.0 LPi 모던 (렌터카),그랜저 IG,1899.0,2019
208,현대,가솔린,대구,148706.0,G380 프레스티지 AWD,제네시스 DH,2060.0,2016
209,현대,가솔린,광주,26720.0,G300 익스클루시브,아슬란,2240.0,2016
210,현대,가솔린,충남,179992.0,BH330 모던,제네시스,959.0,2013
211,기아,가솔린,경기,52948.0,1.6 T-GDI 노블레스,쏘울 부스터,1820.0,2019
212,현대,LPG(일반인 구입),경기,183766.0,LPG HG300 프라임,그랜저 HG,870.0,2012
213,현대,가솔린,경기,182488.0,G380 프레스티지 AWD,제네시스 DH,1740.0,2014
214,르노삼성,가솔린,경기,226652.0,SE 플러스,뉴SM5(신형),240.0,2010
215,제네시스,가솔린,서울,85594.0,3.3 GDI AWD,G80,3700.0,2018
216,현대,디젤,경기,92821.0,2.2 디젤 모던,그랜저 IG,1950.0,2019
217,현대,가솔린,경기,244468.0,JS380,에쿠스,230.0,2006
218,현대,가솔린,경기,119000.0,HG240 모던,그랜저 HG,619.0,2014
219,현대,가솔린,서울,149000.0,VS380,에쿠스(신형),1690.0,2014
220,제네시스,가솔린,서울,94455.0,5.0 GDI AWD,EQ900,4850.0,2018
221,현대,가솔린,경기,15653.0,3.0 익스클루시브,그랜저 IG,3030.0,2019
222,제네시스,가솔린,대구,74255.0,3.3 GDI AWD,G80,3990.0,2019
223,현대,가솔린,대구,141087.0,G330 프리미엄 AWD,제네시스 DH,2080.0,2016
224,현대,가솔린,인천,76213.0,G330 모던,제네시스 DH,2130.0,2016
225,현대,가솔린,경기,156264.0,VS500,에쿠스(신형),2550.0,2014
226,현대,가솔린,경기,90129.0,HG240 모던,그랜저 HG,1330.0,2014
227,기아,가솔린,광주,127972.0,3.0 GDI 프레스티지 스페셜,더 뉴 K7,1150.0,2013
228,기아,디젤,경기,49229.0,디젤 2.2 4WD,올 뉴 쏘렌토,2490.0,2017
229,쉐보레(GM대우),가솔린,서울,41076.0,3.6 익스트림-X 4WD,콜로라도,3650.0,2020
230,쉐보레(GM대우),가솔린,서울,16018.0,3.6 Z71-X 4WD,리얼 뉴 콜로라도,4390.0,2012
231,쉐보레(GM대우),가솔린,경기,15002.0,1.3 터보 퍼펙트 블랙,더 뉴 말리부,2280.0,2019
232,현대,가솔린,충남,206906.0,HG300 로얄,그랜저 HG,560.0,2011
233,현대,디젤,경기,114551.0,HG220 디젤 모던,그랜저 HG,1230.0,2015
234,현대,디젤,경기,76408.0,2.2 디젤 프리미엄,그랜저 IG,2270.0,2018
235,현대,가솔린,경기,101359.0,G330 프리미엄 AWD,제네시스 DH,2270.0,2016
236,기아,가솔린,대구,135100.0,2.4 GDI 프레스티지,올 뉴 K7,1580.0,2017
237,쌍용,가솔린+LPG,경기,206438.0,CW700 4TRONIC,체어맨 W,700.0,2008
238,현대,디젤,경기,81417.0,디젤 2.0 2WD,올 뉴 투싼,1790.0,2017
239,기아,디젤,경기,70202.0,디젤 2.0 2WD 노블레스,스포티지 4세대,2030.0,2017
240,제네시스,가솔린,경기,50105.0,3.3 GDI AWD,G80,4250.0,2019
241,기아,디젤,경기,145792.0,뉴카니발 리무진 President,카니발 R,1070.0,2011
242,제네시스,가솔린,경기,40040.0,3.3T 스포츠 AWD,G70,3520.0,2019
243,르노삼성,가솔린,부산,179708.0,LE,SM7,280.0,2007
244,기아,디젤,경기,140760.0,뉴카니발 리무진 President,카니발 R,1040.0,2010
245,르노삼성,가솔린,부산,179708.0,LE,SM7,280.0,2007
246,기아,디젤,경기,140760.0,뉴카니발 리무진 President,카니발 R,1040.0,2010
247,기아,디젤,경기,25255.0,9인승 노블레스 스페셜,더 뉴 카니발,3320.0,2020
248,기아,디젤,부산,114413.0,9인승 프레스티지,올 뉴 카니발,2120.0,2018
249,현대,가솔린,부산,50582.0,HG300 프리미엄,그랜저 HG,1160.0,2014
250,현대,가솔린,경기,100063.0,HG300 프리미엄,그랜저 HG,1100.0,2014
251,현대,가솔린,경기,101157.0,2.0 GDi 프리미엄,아반떼 쿠페,790.0,2014
252,현대,가솔린,경기,42927.0,2.0,쏘나타 (DN8),2099.0,2020
253,기아,가솔린,경기,49049.0,2.4 GDI 프레스티지 스페셜,더 뉴 K7,1300.0,2013
254,현대,가솔린,경기,139722.0,BH330 그랜드,제네시스,820.0,2012
255,기아,가솔린,경기,120547.0,GH330 스페셜,오피러스 프리미엄,599.0,2010
256,쌍용,디젤,경기,78034.0,CX7 4WD,코란도 스포츠,1250.0,2014
257,현대,LPG(일반인 구입),경기,127369.0,LPI 모던,쏘나타 더 브릴리언트,720.0,2013
258,쉐보레(GM대우),LPG(일반인 구입),경기,47921.0,LPG LT,올란도,1450.0,2018
259,기아,디젤,경기,148810.0,디젤 2.0 4WD,올 뉴 쏘렌토,9999.0,2015
260,현대,가솔린,경기,30550.0,2.4 모던,그랜저 IG,2230.0,2019
261,쉐보레(GM대우),가솔린,경기,6075.0,프리미어,더 뉴 스파크,990.0,2021
262,현대,가솔린,부산,104578.0,G330 프리미엄,아슬란,1399.0,2015
263,르노삼성,LPG(일반인 구입),부산,34619.0,2.0 LPe RE (장애인용),SM6,1949.0,2019
264,르노삼성,디젤,서울,26502.0,디젤 2WD RE 시그니처,QM6,2280.0,2018
265,기아,디젤,경기,98986.0,9인승 하이리무진,올 뉴 카니발,2700.0,2018
266,현대,가솔린,서울,7905.0,1.6 터보 2WD,코나,2250.0,2020
267,기아,디젤,경기,20020.0,9인승 프레스티지,더 뉴 카니발,2750.0,2019
268,기아,디젤,서울,186754.0,그랜드 카니발 하이리무진 GX,카니발 R,830.0,2010
269,르노삼성,가솔린,서울,117000.0,SE,뉴SM3,230.0,2011
270,제네시스,가솔린,서울,52352.0,3.8 GDI AWD,EQ900,4190.0,2018
271,현대,가솔린,경기,191467.0,JS330,에쿠스,350.0,2009
272,현대,가솔린,부산,123653.0,Q270 디럭스,그랜저 뉴 럭셔리,330.0,2010
273,기아,가솔린,인천,270899.0,GH270 스페셜,오피러스 프리미엄,270.0,2010
274,르노삼성,LPG(일반인 구입),광주,46818.0,2.0 LPe RE 시그니처 2WD,더 뉴 QM6,2399.0,2020
275,현대,가솔린,경기,14621.0,3.0 프리미엄,그랜저 IG,2620.0,2019
276,현대,가솔린,경기,57744.0,VS380,에쿠스(신형),2790.0,2015
277,현대,가솔린,광주,148170.0,HG240 모던,그랜저 HG,1200.0,2016
278,기아,가솔린,서울,3662.0,3.8 GDI AWD,더 K9,5150.0,2021
279,현대,LPG(일반인 구입),광주,125242.0,3.0 LPi 모던 (렌터카),그랜저 IG,1899.0,2019
280,기아,가솔린,경기,87789.0,2.0 터보 SX,K5 2세대,1580.0,2016
281,기아,가솔린,대구,70900.0,3.3 GDI 이그제큐티브,더 뉴 K9,2890.0,2016
282,기아,디젤,경기,157183.0,그랜드 카니발 GLX,카니발 R,750.0,2013
283,현대,가솔린,경기,78672.0,HG240 모던,그랜저 HG,1299.0,2014
284,현대,가솔린,대구,259577.0,G330 프리미엄 AWD,제네시스 DH,1490.0,2015
285,현대,가솔린,경기,214728.0,HG300 로얄,그랜저 HG,630.0,2012
286,현대,가솔린,광주,177917.0,G330 모던 AWD,제네시스 DH,1890.0,2016
287,기아,가솔린,전북,106855.0,3.3 GDI 노블레스,올 뉴 K7,1890.0,2017
288,현대,가솔린,경기,156454.0,BH380 로얄,제네시스,560.0,2008
289,쌍용,디젤,경기,36093.0,CX7 4WD,코란도 스포츠,1330.0,2014
290,현대,가솔린,경기,67930.0,HG240 모던,그랜저 HG,1470.0,2015
291,현대,가솔린,충북,36944.0,2.0,쏘나타 (DN8),2220.0,2020
292,쉐보레(GM대우),가솔린,경기,80650.0,3.6 LTZ,임팔라,1599.0,2017
293,쉐보레(GM대우),가솔린,충남,38758.0,2.0 터보 LT,올 뉴 말리부,1579.0,2017
294,쉐보레(GM대우),가솔린,부산,63436.0,2.0 터보 LTZ,올 뉴 말리부,1699.0,2017
295,제네시스,가솔린,서울,107286.0,3.3 T-GDI AWD,EQ900,4550.0,2018
296,현대,가솔린,경기,114946.0,HG240 모던,그랜저 HG,1250.0,2015
297,현대,가솔린,대구,115823.0,3.0 익스클루시브,그랜저 IG,1830.0,2019
298,제네시스,가솔린,경기,40069.0,2.0T,G70,3150.0,2018
299,기아,디젤,경기,104928.0,디젤 3.0 4WD,더 뉴 모하비,2850.0,2018
300,르노삼성,가솔린,충남,166503.0,SE,SM7,219.0,2007
301,쌍용,디젤,광주,1957.0,디젤 2.2 4WD,올 뉴 렉스턴,4050.0,2021
