,brand,fuel,location,mile,model,name,price,year
1438,현대,LPG(일반인 구입),울산,36627.0,3.0 LPi 장애인용,그랜저 IG,2390.0,2017
1439,현대,가솔린,인천,88209.0,G330 모던 AWD,제네시스 DH,2190.0,2016
1440,기아,가솔린,경기,47669.0,3.0 GDI 노블레스,K7 프리미어,3060.0,2020
1441,제네시스,가솔린,인천,148072.0,3.3 GDI AWD,G80,2660.0,2018
1442,현대,가솔린,경기,53740.0,G330 프리미엄,아슬란,1380.0,2015
1443,쌍용,가솔린,서울,80291.0,CW600,뉴체어맨 W,1200.0,2014
1444,현대,디젤,서울,70078.0,디젤(e-VGT) 2.2 2WD 익스클루시브,맥스크루즈,1650.0,2014
1445,르노삼성,가솔린,대구,146652.0,LE,SM5 뉴 임프레션,250.0,2008
1446,기아,디젤,대전,42896.0,9인승 하이리무진,더 뉴 카니발,3790.0,2019
1447,현대,가솔린+전기,대구,69283.0,2.0 HEV,LF 쏘나타 하이브리드,1429.0,2015
1448,현대,가솔린+전기,인천,99850.0,프리미엄,그랜저 IG 하이브리드,2190.0,2018
1449,현대,가솔린,광주,210775.0,G330 모던 AWD,제네시스 DH,1490.0,2015
1450,제네시스,가솔린,인천,39386.0,3.8 GDI,EQ900,3650.0,2016
1451,기아,가솔린,경기,11496.0,3.0 GDI 시그니처,K7 프리미어,2899.0,2020
1452,기아,가솔린,경기,137492.0,2.4 GDI 프레스티지,더 뉴 K7,1150.0,2015
1453,쌍용,디젤,대구,115400.0,디젤 2.2 4WD,G4 렉스턴,1990.0,2018
1454,기아,가솔린,전북,75596.0,GH330 고급형,오피러스 프리미엄,780.0,2010
1455,현대,디젤,경기,77986.0,밴 5인승,더 뉴 그랜드 스타렉스,1990.0,2019
1456,쌍용,디젤,경기,179000.0,클러비 2WD,코란도 C,490.0,2013
1457,제네시스,가솔린,경기,67864.0,2.0T AWD,G70,67.0,2019
1458,현대,가솔린,서울,151900.0,VL500,에쿠스(신형),2350.0,2014
1459,기아,디젤,서울,77716.0,9인승 노블레스 스페셜,더 뉴 카니발,2790.0,2019
1460,기아,디젤,서울,39000.0,9인승 하이리무진,올 뉴 카니발,2850.0,2016
1461,제네시스,가솔린,서울,97545.0,3.3 GDI,G80,2550.0,2017
1462,현대,디젤,경기,108537.0,HG220 디젤 모던,그랜저 HG,1200.0,2016
1463,르노삼성,디젤,인천,81811.0,디젤 2WD RE 플러스,QM6,1690.0,2017
1464,기아,디젤,광주,103874.0,디젤 2.0 4WD,올 뉴 쏘렌토,1799.0,2015
1465,기아,가솔린,광주,67604.0,VG240 디럭스,K7,720.0,2011
1466,기아,디젤,광주,100138.0,7인승 하이리무진,올 뉴 카니발,3390.0,2016
1467,현대,LPG(일반인 구입),서울,77311.0,LPG HG300 이그제큐티브,그랜저 HG,1190.0,2011
1468,기아,디젤,경기,60553.0,2.2 디젤 AWD,스팅어,2950.0,2018
1469,현대,LPG(일반인 구입),경기,65425.0,3.0 LPi (택시형),더 뉴 그랜저 IG,2250.0,2020
1470,현대,가솔린,전북,95578.0,Y20 프리미어,YF 쏘나타,599.0,2010
1471,현대,가솔린,전북,119666.0,G330 프리미엄,제네시스 DH,2199.0,2016
1472,제네시스,가솔린,대전,64771.0,3.3 GDI AWD,G80,3520.0,2018
1473,현대,가솔린,경기,168859.0,VS380,에쿠스(신형),1499.0,2014
1474,쌍용,디젤,인천,98000.0,디젤 VX 2WD,티볼리,855.0,2016
1475,르노삼성,가솔린,경기,148615.0,SE 플러스,뉴SM5(신형),340.0,2011
1476,현대,가솔린,충남,38859.0,2.4 모던,그랜저 IG,1820.0,2018
1477,르노삼성,가솔린,경기,46292.0,RE,SM7 노바,1300.0,2015
1478,현대,가솔린,경기,32852.0,1.6 GDI 스마트,아반떼 AD,1330.0,2016
1479,현대,가솔린,광주,282075.0,G380 프레스티지 AWD,제네시스 DH,1350.0,2015
1480,기아,가솔린,광주,34623.0,3.3 터보 2WD,스팅어,2430.0,2019
1481,쉐보레(GM대우),가솔린,부산,61000.0,2.0 LTZ 디럭스팩(블랙휠),말리부,1020.0,2014
1482,현대,가솔린,전북,92164.0,2.4 모던,그랜저 IG,2089.0,2019
1483,기아,가솔린+전기,경기,48370.0,노블레스,더 뉴 K5 하이브리드 2세대,2160.0,2019
1484,기아,디젤,서울,45816.0,9인승 하이리무진,더 뉴 카니발,3800.0,2019
1485,제네시스,가솔린,서울,79094.0,3.8 GDI AWD,EQ900,3950.0,2016
1486,현대,가솔린,대구,109676.0,Q270 디럭스,그랜저 TG,250.0,2006
1487,현대,가솔린,대구,14786.0,2.5,더 뉴 그랜저 IG,3850.0,2020
1488,현대,가솔린,대구,84793.0,2.4 스페셜,그랜저 IG,2499.0,2018
1489,기아,디젤,서울,17629.0,디젤 3.0 4WD 6인승,모하비 더 마스터,4450.0,2020
1490,기아,디젤,경기,128338.0,디젤 2.2 4WD,뉴 쏘렌토 R,1499.0,2014
1491,현대,가솔린,대구,55840.0,2.4 모던,그랜저 IG,2000.0,2018
1492,기아,가솔린,경기,9772.0,가솔린 9인승 노블레스,카니발 4세대,3790.0,2021
1493,현대,디젤,경기,41111.0,12인승 왜건,그랜드 스타렉스,1350.0,2016
1494,쌍용,가솔린,인천,120356.0,CW700,체어맨 W,430.0,2008
1495,현대,LPG(일반인 구입),대구,75960.0,3.0 LPi 익스클루시브 (렌터카),그랜저 IG,2350.0,2018
1496,제네시스,가솔린,서울,13504.0,2.0T AWD,G70,3499.0,2019
1497,쌍용,디젤,경기,6734.0,디젤 2.2 2WD,G4 렉스턴,3620.0,2020
1498,기아,가솔린,서울,37000.0,럭셔리,올 뉴 K3,1450.0,2019
1499,현대,가솔린,경기,22381.0,1.6 GDI 스마트,아반떼 AD,1470.0,2018
1500,제네시스,가솔린,광주,25517.0,3.8,G90,6900.0,2021
1501,제네시스,가솔린,전북,37555.0,3.3 GDI AWD,G80,4100.0,2019
1502,현대,가솔린,경기,163732.0,Q270 프리미어,그랜저 뉴 럭셔리,270.0,2009
1503,기아,디젤,충남,52826.0,디젤 3.0 4WD,더 뉴 모하비,3400.0,2018
1504,현대,가솔린,서울,66317.0,VS500,에쿠스(신형),2222.0,2012
1505,기아,디젤,대전,111060.0,9인승 프레스티지,올 뉴 카니발,1800.0,2016
1506,르노삼성,가솔린,경기,128713.0,LE 익스클루시브,SM5 뉴 임프레션,260.0,2009
1507,현대,가솔린,경남,200000.0,2.4,그랜저,650.0,1989
1508,현대,가솔린,경남,49000.0,2.5,더 뉴 그랜저 IG,3070.0,2020
1509,르노삼성,가솔린,전북,159000.0,PE,뉴SM3,340.0,2011
1510,현대,가솔린,전북,166911.0,HG300 프리미엄,그랜저 HG,750.0,2011
1511,기아,가솔린,경기,43345.0,프레스티지,올 뉴 K3,1700.0,2019
1512,기아,LPG(일반인 구입),충남,148554.0,LPI 디럭스,K5,539.0,2013
1513,기아,가솔린,인천,115000.0,럭셔리,레이,800.0,2017
1514,쌍용,디젤,인천,79000.0,디젤 2.2 4WD,렉스턴 스포츠,2330.0,2018
1515,기아,가솔린,인천,21000.0,프레스티지,올 뉴 모닝 (JA),1050.0,2018
1516,제네시스,가솔린,인천,23000.0,3.3 GDI,G80,4040.0,2020
1517,쌍용,디젤,인천,9900.0,디젤 2.2 2WD,G4 렉스턴,2970.0,2020
1518,쌍용,디젤,인천,17000.0,디젤 2.2 4WD,G4 렉스턴,3140.0,2020
1519,기아,가솔린,인천,104000.0,GH330 프레스티지,오피러스 프리미엄,790.0,2011
1520,르노삼성,디젤,인천,78000.0,1.5 dCi SE,SM6,1300.0,2019
1521,기아,디젤,인천,99000.0,2WD KV300,모하비,1730.0,2012
1522,제네시스,가솔린,인천,38000.0,3.3T 스포츠,G70,3220.0,2018
1523,현대,디젤,인천,72000.0,위트 디젤 1.6 VGT 모던,엑센트(신형),770.0,2017
1524,현대,가솔린,인천,154000.0,VS500,에쿠스(신형),1060.0,2012
1525,기아,가솔린,인천,12000.0,3.8 GDI,더 K9,3690.0,2020
1526,기아,가솔린,인천,192000.0,3.8 GDI RVIP,K9,1510.0,2014
1527,현대,가솔린,인천,83000.0,G300 모던,아슬란,1530.0,2017
1528,르노삼성,가솔린,인천,78000.0,1.6 TCe RE,SM6,1620.0,2019
1529,현대,LPG(일반인 구입),경기,136478.0,LPG HG300 모던,그랜저 HG,1090.0,2014
1530,기아,가솔린,부산,58000.0,럭셔리,더 뉴 레이,1160.0,2018
1531,기아,디젤,부산,68743.0,디젤 3.0 4WD,더 뉴 모하비,2809.0,2017
1532,제네시스,가솔린,서울,185838.0,3.8 GDI AWD,EQ900,3250.0,2016
1533,현대,LPG(일반인 구입),대구,192682.0,LPI Q270 개인형,그랜저 TG,310.0,2007
1534,기아,가솔린,대구,113860.0,GH270 스페셜,오피러스 프리미엄,470.0,2010
1535,현대,가솔린,대구,207221.0,HG300 노블,그랜저 HG,580.0,2011
1536,현대,가솔린,대구,192657.0,HG240 럭셔리,그랜저 HG,780.0,2012
1537,기아,디젤,대구,106001.0,디젤 2.0 2WD,올 뉴 쏘렌토,1970.0,2017
1538,쌍용,디젤,대구,128606.0,2.0 4WD RX7,렉스턴 W,1260.0,2015
1539,현대,가솔린,부산,227707.0,VS380,에쿠스(신형),760.0,2010
1540,기아,가솔린+전기,대구,102047.0,프레스티지,더 뉴 K5 하이브리드 2세대,1820.0,2019
1541,현대,가솔린,경기,85680.0,HG240 모던,그랜저 HG,1379.0,2016
1542,기아,디젤,대구,145773.0,9인승 노블레스,올 뉴 카니발,1980.0,2017
1543,르노삼성,LPG(일반인 구입),경기,107685.0,2.0 LPe LE (장애인용),SM6,1179.0,2016
1544,현대,디젤,경기,37334.0,디젤 2.0 2WD,올 뉴 투싼,2250.0,2016
1545,르노삼성,가솔린,경기,97645.0,SE 플레져,SM7 New Art,580.0,2011
1546,쉐보레(GM대우),가솔린,대전,87000.0,2.5 LTZ,임팔라,1650.0,2017
1547,기아,디젤,경기,37770.0,디젤 2.0 2WD 노블레스,스포티지 4세대,2150.0,2018
1548,기아,가솔린,경기,60966.0,3.3 T-GDI,더 K9,3890.0,2019
1549,기아,가솔린,서울,65985.0,3.8 GDI AWD,더 K9,4320.0,2019
1550,쌍용,디젤,인천,88000.0,4WD AX7 패션,액티언 스포츠,390.0,2010
1551,쌍용,가솔린,경기,79700.0,600S 최고급형,체어맨 H 뉴 클래식,750.0,2013
1552,현대,가솔린,서울,93801.0,G330 프리미엄 AWD,제네시스 DH,2190.0,2015
1553,현대,디젤,경기,44430.0,디젤 2.2 4WD,싼타페 TM,3590.0,2019
1554,르노삼성,가솔린,대구,126000.0,SE 플러스,뉴SM5(신형),349.0,2011
1555,기아,가솔린,경기,121994.0,2.0 프레스티지,K5,400.0,2011
1556,현대,가솔린+전기,대구,138075.0,2.0,쏘나타 하이브리드,850.0,2012
1557,기아,디젤,광주,81574.0,9인승 하이리무진,올 뉴 카니발,2890.0,2017
1558,제네시스,가솔린,광주,105430.0,3.3 GDI AWD,G80,2680.0,2018
1559,기아,가솔린,경기,31025.0,1.6 T-GDI 노블레스,쏘울 부스터,1899.0,2019
1560,기아,가솔린,경기,65058.0,럭셔리,더 뉴 K5,1250.0,2014
1561,기아,가솔린,경기,20688.0,3.0 GDI 시그니처,K7 프리미어,3350.0,2020
1562,현대,LPG(일반인 구입),경기,16747.0,12인승 LPi,더 뉴 그랜드 스타렉스,2210.0,2020
1563,기아,가솔린,경기,347.0,2.0,K5 3세대,2820.0,2020
1564,기아,가솔린,광주,6339.0,시그니처,더 뉴 레이,1630.0,2021
1565,현대,가솔린,경기,13210.0,3.0 익스클루시브,그랜저 IG,2650.0,2019
1566,기아,LPG(일반인 구입),경기,112373.0,LPI 디럭스,더 뉴 K5,790.0,2014
1567,기아,디젤,서울,50889.0,9인승 노블레스 스페셜,더 뉴 카니발,3050.0,2019
1568,제네시스,가솔린,경기,65393.0,3.3 GDI AWD,G80,2950.0,2017
1569,제네시스,가솔린,경기,87186.0,3.3 GDI AWD,G80,3490.0,2018
1570,기아,디젤,광주,106746.0,9인승 프레스티지,올 뉴 카니발,2000.0,2018
1571,현대,가솔린,광주,50787.0,2.0 VL,마르샤,360.0,1997
1572,제네시스,가솔린,경기,59687.0,3.3 T AWD,G90,7350.0,2019
1573,제네시스,가솔린,광주,96529.0,3.8 GDI AWD,EQ900,3640.0,2016
1574,기아,디젤,경기,105573.0,GLX 하이리무진 11인승,그랜드 카니발,750.0,2008
1575,쉐보레(GM대우),가솔린,광주,30880.0,2.0 터보 퍼펙트 블랙,올 뉴 말리부,2130.0,2018
1576,기아,가솔린,경기,161720.0,GH270 디럭스,오피러스 프리미엄,420.0,2011
1577,제네시스,가솔린,광주,87621.0,3.8 GDI,EQ900,3850.0,2017
1578,쌍용,가솔린,충남,167389.0,V8 5000,체어맨 W,430.0,2008
1579,현대,가솔린,대구,122185.0,HG300 로얄,그랜저 HG,879.0,2011
1580,제네시스,가솔린,광주,28603.0,3.8 AWD,G90,9070.0,2019
1581,현대,가솔린,광주,136534.0,G330 프리미엄,제네시스 DH,2160.0,2014
1582,쉐보레(GM대우),디젤,경기,112734.0,2.0 LTZ+,크루즈,450.0,2012
1583,기아,가솔린,대구,144179.0,3.3 GDI 리미티드 에디션,올 뉴 K7,1599.0,2017
1584,현대,LPG(일반인 구입),광주,172556.0,3.0 LPi 모던 베이직 (렌터카),그랜저 IG,1280.0,2018
1585,르노삼성,가솔린,인천,143415.0,LE,SM7 New Art,290.0,2008
1586,현대,가솔린,대구,186077.0,1.6 VVT 럭셔리,i30,420.0,2010
1587,현대,가솔린,경기,61906.0,G300 모던,아슬란,1550.0,2018
1588,기아,가솔린,부산,105998.0,2.4 GDI 리미티드,올 뉴 K7,1770.0,2017
1589,현대,가솔린,경기,192751.0,HG300 프리미엄,그랜저 HG,749.0,2014
1590,쌍용,가솔린,경기,114758.0,500S 고급형,체어맨 H 뉴 클래식,500.0,2013
1591,현대,가솔린,경기,62334.0,3.0 익스클루시브,그랜저 IG,2320.0,2018
1592,기아,디젤,대구,97172.0,9인승 노블레스,올 뉴 카니발,2150.0,2015
1593,기아,가솔린+전기,경기,95007.0,노블레스,올 뉴 K7 하이브리드,2150.0,2017
1594,현대,가솔린,경기,96892.0,VL500,에쿠스(신형),2760.0,2015
1595,기아,가솔린,대구,34081.0,2.5 GDI 노블레스,K7 프리미어,3170.0,2020
1596,현대,LPG(일반인 구입),광주,98458.0,3.0 LPi 모던 (렌터카),그랜저 IG,1995.0,2019
1597,르노삼성,가솔린,부산,162526.0,RE,SM7 New Art,440.0,2011
1598,현대,디젤,대구,106096.0,HG220 디젤 모던,그랜저 HG,1299.0,2016
1599,기아,디젤,경기,90736.0,9인승 럭셔리,더 뉴 카니발,1940.0,2019
1600,현대,가솔린,울산,39519.0,3.0 익스클루시브,그랜저 IG,2510.0,2018
1601,현대,가솔린,대구,197701.0,Q270 럭셔리,그랜저 TG,265.0,2007
1602,기아,가솔린,서울,19893.0,2.5 GDI X 에디션,K7 프리미어,3120.0,2020
1603,현대,디젤,서울,60407.0,디젤 2.0 4WD,싼타페 TM,2680.0,2019
1604,기아,디젤,광주,208253.0,그랜드 카니발 GLX,카니발 R,399.0,2012
1605,현대,가솔린,인천,35427.0,F24 엘레강스 스페셜,NF 쏘나타,290.0,2006
1606,기아,가솔린,경기,146850.0,3.0 GDI 프레스티지,더 프레스티지 K7,690.0,2012
1607,르노삼성,LPG(일반인 구입),경기,84050.0,LPLI 2.0 LPe,SM7 노바,1190.0,2016
1608,현대,디젤,대구,118474.0,디젤 4WD 익스클루시브,베라크루즈,2020.0,2015
1609,현대,가솔린,충남,176360.0,HG300 프리미엄,그랜저 HG,790.0,2013
1610,기아,가솔린+전기,경기,39837.0,노블레스,더 뉴 K5 하이브리드 2세대,2180.0,2019
1611,현대,디젤,경기,156831.0,디젤(e-VGT) 2.0 4WD 프리미엄,싼타페 DM,1090.0,2014
1612,현대,LPG(일반인 구입),서울,134317.0,3.0 LPi 모던 (렌터카),그랜저 IG,1749.0,2018
1613,기아,디젤,전북,138294.0,9인승 프레스티지,올 뉴 카니발,1790.0,2016
1614,기아,가솔린,전북,175865.0,2.4 GDI 프레스티지,더 프레스티지 K7,680.0,2012
1615,현대,가솔린,서울,15012.0,2.5,더 뉴 그랜저 IG,3290.0,2020
1616,현대,가솔린,울산,108927.0,N20 엘레강스 스페셜,NF 쏘나타 트랜스폼,390.0,2009
1617,기아,LPG(일반인 구입),경기,87594.0,2.0 LPI 렌터카용,더 뉴 K5 2세대,1570.0,2019
1618,현대,가솔린,대전,75790.0,Q270 디럭스,더 럭셔리 그랜저,640.0,2010
1619,쌍용,가솔린,경기,136400.0,CW700,체어맨 W,450.0,2008
1620,기아,디젤,경기,59517.0,7인승 리무진,올 뉴 카니발,2680.0,2017
1621,기아,가솔린,광주,212433.0,VG240 디럭스,K7,489.0,2011
1622,기아,가솔린,대구,171149.0,VG270 럭셔리,K7,599.0,2011
1623,현대,디젤,광주,151541.0,12인승 왜건,그랜드 스타렉스,930.0,2014
1624,현대,디젤,서울,119910.0,디젤 2.0 2WD,싼타페 더 프라임,1749.0,2016
1625,현대,가솔린,서울,37261.0,1.6 터보 2WD,코나,1820.0,2018
1626,현대,LPG(일반인 구입),전북,162954.0,LPG N20 (장애인용),NF 쏘나타,290.0,2007
1627,기아,디젤,경기,56682.0,디젤 2.0 2WD,올 뉴 쏘렌토,2250.0,2018
1628,현대,가솔린,광주,169571.0,HG300 익스클루시브,그랜저 HG,9999.0,2014
1629,제네시스,가솔린,경기,103614.0,3.3 GDI AWD,G80,2490.0,2018
1630,쌍용,디젤,경기,146724.0,2WD AX5 클럽,액티언 스포츠,400.0,2011
1631,기아,LPG(일반인 구입),광주,77329.0,2.0 LPI 렌터카용,더 뉴 K5 2세대,1680.0,2019
1632,현대,디젤,경기,28000.0,디젤 2.2 4WD,팰리세이드,4170.0,2019
1633,제네시스,가솔린,경기,3260.0,가솔린 2.5 터보 2WD,G80 (RG3),6470.0,2021
1634,쉐보레(GM대우),가솔린,경기,99206.0,스페셜,알페온,590.0,2011
1635,기아,디젤,경기,197315.0,디젤 2.0 2WD,올 뉴 쏘렌토,1430.0,2015
1636,기아,가솔린,서울,30813.0,럭셔리,더 뉴 K5,1230.0,2014
1637,기아,디젤,경기,95849.0,디젤 2.0 2WD,올 뉴 쏘렌토,2150.0,2016
1638,현대,가솔린,대구,154747.0,G330 모던,제네시스 DH,1660.0,2014
1639,쉐보레(GM대우),디젤,경기,128042.0,1.6 디젤 레드라인,더 뉴 트랙스,1220.0,2019
1640,현대,가솔린+전기,충북,52037.0,익스클루시브,그랜저 IG 하이브리드,2960.0,2018
1641,현대,가솔린,충남,153841.0,VS380,에쿠스(신형),1769.0,2015
1642,기아,가솔린,광주,66268.0,터보 프레스티지,레이,1120.0,2016
1643,기아,가솔린,경기,149980.0,2.4 GDI 프레스티지,더 프레스티지 K7,670.0,2012
1644,현대,LPG(일반인 구입),서울,82131.0,3.0 LPi,더 뉴 그랜저 IG,3130.0,2020
1645,쉐보레(GM대우),LPG(일반인 구입),대전,22152.0,LPG 퍼펙트 블랙,올란도,1790.0,2018
1646,현대,가솔린,경기,119333.0,VS380,에쿠스(신형),1790.0,2014
1647,현대,가솔린,대구,94315.0,200 터보 S,더 뉴 제네시스 쿠페,1690.0,2013
1648,현대,디젤,경기,166034.0,2.2 디젤 프리미엄,그랜저 IG,1750.0,2017
1649,기아,LPG(일반인 구입),대전,180284.0,LPI 프레스티지,더 뉴 K5,780.0,2015
1650,기아,가솔린,경기,87460.0,트렌디,더 뉴 K3,970.0,2017
1651,현대,가솔린,충남,116871.0,HG330 셀러브리티,그랜저 HG,1380.0,2014
1652,쉐보레(GM대우),가솔린,대구,104165.0,SS 6.2 V8,올 뉴 카마로,2490.0,2018
1653,르노삼성,디젤,대구,11457.0,인텐스 파노라믹,클리오,1490.0,2018
1654,현대,가솔린,대구,97329.0,2.4 프리미엄,그랜저 IG,1950.0,2017
1655,쉐보레(GM대우),가솔린,경기,171214.0,EL240,알페온,400.0,2011
1656,기아,가솔린,경기,50495.0,2.4 GDI 리미티드,올 뉴 K7,1990.0,2017
1657,현대,가솔린,경기,75741.0,2.4 프리미엄,그랜저 IG,2200.0,2018
1658,현대,가솔린,경기,79322.0,G330 프리미엄 AWD,제네시스 DH,2299.0,2015
1659,기아,LPG(일반인 구입),경기,85899.0,3.0 LPI 디럭스 (렌터카),올 뉴 K7,1600.0,2018
1660,기아,가솔린,경기,72940.0,2.4 GDI 프레스티지,올 뉴 K7,1790.0,2016
1661,기아,가솔린,경기,125289.0,2.0 MX,K5 2세대,1290.0,2016
1662,기아,LPG(일반인 구입),경기,24225.0,3.0 LPI 프레스티지,K7 프리미어,2800.0,2020
1663,기아,LPG(일반인 구입),경기,56273.0,LPI 프레스티지,더 뉴 레이,1500.0,2018
1664,기아,LPG(일반인 구입),대구,252746.0,LPI VG270 디럭스,K7,480.0,2011
1665,현대,가솔린+LPG,경기,30041.0,모던,쏘나타 뉴 라이즈 하이브리드,1940.0,2018
1666,현대,가솔린,대구,155360.0,G380 파이니스트 에디션 AWD,제네시스 DH,2399.0,2015
1667,현대,가솔린,대구,175258.0,Q270 럭셔리,그랜저 뉴 럭셔리,299.0,2009
1668,르노삼성,가솔린,대구,56166.0,RE,뉴SM5 플래티넘,899.0,2013
1669,현대,가솔린,부산,40000.0,3.0 익스클루시브,그랜저 IG,2790.0,2017
1670,쉐보레(GM대우),가솔린,부산,52000.0,LT,더 뉴 스파크,830.0,2019
1671,현대,가솔린,경기,55497.0,1.6,더 뉴 아반떼 AD,1570.0,2019
1672,기아,가솔린,경기,30915.0,3.8 GDI AWD,더 K9,4550.0,2021
1673,현대,LPG(일반인 구입),부산,60558.0,3.0 LPi 모던 (렌터카),그랜저 IG,2030.0,2018
1674,기아,가솔린,부산,63805.0,3.0 GDI 프레스티지,올 뉴 K7,2160.0,2018
1675,기아,가솔린,부산,72300.0,3.3 GDI 프레스티지,더 뉴 K9,2650.0,2018
1676,쉐보레(GM대우),가솔린,부산,23250.0,1.4 퍼펙트 블랙,더 뉴 트랙스,1850.0,2019
1677,현대,가솔린,경기,53020.0,2.4 프리미엄,그랜저 IG,2390.0,2019
1678,기아,가솔린,서울,85500.0,럭셔리 스포츠,올 뉴 모닝,580.0,2013
1679,현대,가솔린,경기,94754.0,HG300 익스클루시브,그랜저 HG,1310.0,2014
1680,현대,가솔린,대구,169085.0,N20 디럭스,NF 쏘나타 트랜스폼,369.0,2008
1681,기아,디젤,부산,253570.0,GX 하이리무진 11인승,그랜드 카니발,470.0,2006
1682,쉐보레(GM대우),디젤,대구,153854.0,2.0 디젤 LT 디럭스팩,말리부,730.0,2014
1683,기아,디젤,대구,176786.0,디젤 2.0 2WD TLX,쏘렌토 R,779.0,2010
1684,기아,디젤,경기,37770.0,디젤 2.0 2WD 노블레스,스포티지 4세대,2150.0,2018
1685,쉐보레(GM대우),가솔린,경기,65492.0,LT,더 넥스트 스파크,620.0,2016
1686,기아,LPG(일반인 구입),대구,293924.0,LPI GH270 최고급형,오피러스 프리미엄,480.0,2010
1687,현대,가솔린,대구,176236.0,VS380,에쿠스(신형),1250.0,2012
1688,기아,가솔린,경기,34466.0,3.8 GDI,더 K9,3750.0,2019
1689,르노삼성,LPG(일반인 구입),광주,44326.0,2.0 LPe SE (렌터카),SM6,1380.0,2017
1690,제네시스,가솔린,경기,3250.0,가솔린 2.5 터보 AWD,G80 (RG3),5445.0,2021
1691,현대,가솔린,대구,69024.0,3.0 익스클루시브,그랜저 IG,2390.0,2017
1692,기아,가솔린,대구,199634.0,3.8 GDI 프레스티지,K9,1330.0,2013
1693,제네시스,가솔린,경기,157046.0,3.3 GDI AWD,G80,2350.0,2017
1694,기아,디젤,경기,72797.0,9인승 노블레스,더 뉴 카니발,2470.0,2019
1695,현대,LPG(일반인 구입),경기,76925.0,3.0 LPi 모던 (렌터카),그랜저 IG,1880.0,2017
1696,쌍용,디젤,경기,164405.0,2.0 4WD 어드벤처 60th 에디션,렉스턴 W,980.0,2015
1697,현대,디젤,경기,52920.0,리무진,그랜드 스타렉스,1890.0,2014
1698,제네시스,가솔린,광주,123426.0,3.8 GDI AWD,EQ900,3530.0,2017
1699,기아,가솔린,대전,85780.0,2.0,더 뉴 K5 2세대,1630.0,2019
1700,기아,가솔린,광주,100646.0,2.4 GDI 프레스티지,더 뉴 K7,1180.0,2015
1701,현대,가솔린,경기,54173.0,2.4 모던,그랜저 IG,2170.0,2019
1702,쌍용,디젤,경기,87857.0,2.2 익스트림 4WD,더 뉴 코란도 스포츠,1750.0,2017
1703,기아,가솔린,경기,16439.0,가솔린 9인승 노블레스 스페셜,더 뉴 카니발,3450.0,2019
1704,기아,디젤,대전,104948.0,디젤 3.0 4WD,더 뉴 모하비,2770.0,2018
1705,현대,디젤,경기,18300.0,리무진,더 뉴 그랜드 스타렉스,3690.0,2019
1706,기아,가솔린,경기,43930.0,럭셔리,레이,990.0,2017
1707,현대,가솔린,서울,92650.0,HG240 모던,그랜저 HG,1249.0,2015
1708,제네시스,가솔린,서울,91496.0,3.8 GDI AWD,EQ900,3970.0,2018
1709,현대,디젤,경기,110704.0,디젤 2.2 4WD,싼타페 더 프라임,2250.0,2018
1710,기아,디젤,경기,11070.0,9인승 노블레스,더 뉴 카니발,3290.0,2019
1711,기아,가솔린,경기,82733.0,3.0 GDI 프레스티지,올 뉴 K7,1999.0,2018
1712,기아,가솔린,광주,114557.0,3.3 GDI 이그제큐티브,더 뉴 K9,2190.0,2016
1713,현대,가솔린,경기,66797.0,G330 프리미엄 AWD,제네시스 DH,2590.0,2015
1714,현대,가솔린,서울,3597.0,가솔린 2.5T 2WD,더 뉴 싼타페,3990.0,2021
1715,현대,가솔린,서울,3597.0,가솔린 2.5T 2WD,더 뉴 싼타페,3990.0,2021
1716,기아,디젤,광주,81574.0,9인승 하이리무진,올 뉴 카니발,2890.0,2017
1717,현대,가솔린,서울,78036.0,G330 프리미엄,제네시스 DH,2300.0,2015
1718,르노삼성,가솔린,울산,134333.0,2.0 GDe LE,SM6,1150.0,2016
1719,기아,가솔린,경기,162183.0,2.0 프레스티지,K5,630.0,2013
1720,제네시스,디젤,경기,37545.0,2.2D AWD,G80,3829.0,2019
1721,기아,디젤,광주,224649.0,LIMITED,그랜드 카니발,420.0,2008
1722,제네시스,가솔린,광주,105430.0,3.3 GDI AWD,G80,2680.0,2018
1723,기아,가솔린,경기,80518.0,럭셔리,K3,820.0,2015
1724,현대,디젤,대전,145774.0,디젤(VGT) N20 디럭스,NF 쏘나타,180.0,2006
1725,기아,가솔린,서울,42077.0,3.8 GDI AWD,더 K9,4300.0,2019
1726,기아,가솔린,경기,149398.0,3.8 GDI 프레지던트,K9,1790.0,2014
1727,기아,가솔린,광주,71340.0,2.4 GDI 리미티드,올 뉴 K7,2280.0,2017
1728,기아,가솔린,경기,31025.0,1.6 T-GDI 노블레스,쏘울 부스터,1899.0,2019
1729,현대,디젤,광주,130454.0,12인승 왜건,그랜드 스타렉스,1070.0,2015
1730,기아,디젤,광주,78139.0,9인승 프레스티지,올 뉴 카니발,2050.0,2018
1731,제네시스,가솔린,전북,13641.0,가솔린 2.5 터보 AWD,G80 (RG3),5480.0,2021
1732,기아,가솔린,경기,65058.0,럭셔리,더 뉴 K5,1250.0,2014
1733,기아,가솔린,경기,347.0,2.0,K5 3세대,2820.0,2020
1734,기아,가솔린,경기,20688.0,3.0 GDI 시그니처,K7 프리미어,3350.0,2020
1735,기아,가솔린,충남,183567.0,2.4 GDI 프레스티지,올 뉴 K7,1350.0,2017
1736,현대,디젤,부산,162092.0,5인승 밴,그랜드 스타렉스,1150.0,2014
