,brand,name,year,info,km,location,price,type,color
306,현대,팰리세이드,19/02식,디젤 2.2 4WD,"56,095km",서울,"3,400",디젤,파란색
307,기아,레이,16/03식,프레스티지 바이퓨얼,"99,123km",부산,940,가솔린+LPG,파란색
308,쉐보레(GM대우),올란도,13/10식(14년형),2.0 디젤 LT,"109,762km",경기,750,디젤,파란색
309,기아,K8,21/04식(22년형),2.5 가솔린 2WD,"1,865km",경기,"4,280",가솔린,파란색
310,제네시스,더 뉴 G70,20/12식(21년형),디젤 2.2 4WD,"10,911km",경기,"5,140",디젤,파란색
311,기아,올 뉴 K3,18/04식(19년형),럭셔리,"25,049km",경기,"1,599",가솔린,파란색
312,쉐보레(GM대우),더 넥스트 스파크,15/12식(16년형),LT,"33,633km",경기,619,가솔린,파란색
313,쉐보레(GM대우),더 뉴 스파크,20/04식,LT,"18,069km",경기,950,가솔린,파란색
314,쉐보레(GM대우),스파크,14/12식,LT,"92,002km",광주,500,가솔린,파란색
315,기아,스포티지 4세대,16/04식,디젤 2.0 4WD 노블레스,"69,286km",경기,"1,690",디젤,파란색
316,기아,더 뉴 레이,18/03식,밴,"74,610km",광주,790,가솔린,파란색
317,현대,더 뉴 맥스크루즈,17/05식,디젤 2.2 4WD,"110,782km",인천,"2,030",디젤,파란색
318,현대,팰리세이드,20/02식,가솔린 3.8 4WD,"38,845km",경기,"3,940",가솔린,파란색
319,현대,싼타페 DM,13/06식(14년형),디젤(e-VGT) 2.0 2WD 프리미엄,"61,167km",전북,"1,530",디젤,파란색
320,기아,셀토스,19/09식(20년형),가솔린 1.6 터보 4WD,"32,625km",서울,"2,630",가솔린,파란색
321,제네시스,더 뉴 G70,21/05식,가솔린 2.0T 2WD,"4,679km",경기,"4,555",가솔린,파란색
322,기아,뉴모닝,09/04식,LPI LX,"189,569km",광주,249,LPG(일반인 구입),파란색
323,현대,그랜드 스타렉스,17/08식(18년형),5인승 밴,"65,323km",경기,"1,750",디젤,파란색
324,기아,셀토스,19/09식(20년형),가솔린 1.6 터보 2WD,"28,291km",경기,"2,290",가솔린,파란색
325,기아,스토닉,17/07식(18년형),디젤 1.6,"127,114km",광주,"1,230",디젤,파란색
326,현대,맥스크루즈,14/06식(15년형),디젤(e-VGT) 2.2 4WD 익스클루시브,"67,119km",경기,"1,980",디젤,파란색
327,기아,더 뉴 쏘렌토,19/04식(20년형),디젤 2.2 2WD,"32,912km",대구,"2,980",디젤,파란색
328,기아,더 뉴 K5 2세대,18/06식(19년형),2.0,"85,200km",대구,"1,720",가솔린,파란색
329,쌍용,뷰티풀 코란도,20/11식(21년형),디젤 1.6 4WD C5,"9,253km",광주,"2,590",디젤,파란색
330,현대,아반떼 AD,16/12식(17년형),1.6 GDI 밸류 플러스,"64,911km",경기,"1,320",가솔린,파란색
331,쉐보레(GM대우),볼트 EV,17/06식,EV,"41,148km",경기,"1,899",전기,파란색
332,기아,K5 3세대,20/06식,1.6 터보,"16,900km",경기,"3,099",가솔린,파란색
333,쌍용,티볼리 아머,18/08식,VX 2WD,"28,499km",광주,"1,580",가솔린,파란색
334,쉐보레(GM대우),스파크,11/08식(12년형),LT,"16,812km",경기,409,가솔린,파란색
335,쌍용,티볼리,16/01식,디젤 VX 2WD,"58,556km",경기,"1,270",디젤,파란색
336,기아,레이,16/09식,프레스티지,"42,438km",경기,"1,070",가솔린,파란색
337,,,,,,,,,파란색
338,쌍용,티볼리,16/03식,디젤 LX 2WD,"41,923km",경기,"1,260",디젤,파란색
339,쌍용,티볼리,16/02식,디젤 VX 2WD,"38,670km",경기,920,디젤,파란색
340,쌍용,티볼리 에어,16/05식,디젤 IX 4WD,"52,689km",충북,"1,430",디젤,파란색
341,쉐보레(GM대우),뉴 다마스,14/02식,2인승 판넬밴,"67,522km",부산,399,LPG(일반인 구입),파란색
342,현대,아반떼 AD,15/11식(16년형),1.6 GDI 모던,"82,903km",경기,850,가솔린,파란색
343,쌍용,티볼리,16/01식,VX 2WD,"75,949km",광주,"1,240",가솔린,파란색
344,기아,쏘렌토 4세대,20/05식(21년형),디젤 2.2 2WD,"46,841km",경기,"3,500",디젤,파란색
345,쉐보레(GM대우),더 뉴 스파크,20/04식,LT,"18,069km",경기,950,가솔린,파란색
346,기아,레이,14/02식,프레스티지,"48,028km",광주,950,가솔린,파란색
347,르노삼성,뉴SM3,10/11식(11년형),RE,"167,241km",서울,350,가솔린,파란색
348,기아,올 뉴 프라이드,12/09식(13년형),1.6 GDI 세단,"73,406km",광주,670,가솔린,파란색
349,현대,더 뉴 맥스크루즈,15/10식(16년형),디젤 2.2 4WD,"107,887km",경기,"2,350",디젤,파란색
350,기아,레이,12/04식,프레스티지,"121,852km",경기,599,가솔린,파란색
351,현대,싼타페 더 프라임,15/10식(16년형),디젤 2.0 4WD,"67,527km",경기,"2,100",디젤,파란색
352,제네시스,더 뉴 G70,21/07식,가솔린 3.3T 2WD,56km,광주,"4,690",가솔린,파란색
353,기아,레이,14/03식,터보 프레스티지,"77,000km",대전,899,가솔린,파란색
354,기아,스포티지 4세대,16/04식,디젤 2.0 4WD 노블레스,"69,286km",경기,"1,690",디젤,파란색
355,기아,더 뉴 K3,17/08식(18년형),트렌디,"54,896km",경기,"1,190",가솔린,파란색
356,쉐보레(GM대우),스파크,14/12식,LT,"92,002km",광주,500,가솔린,파란색
357,기아,레이,16/09식,프레스티지,"42,438km",경기,"1,070",가솔린,파란색
358,쌍용,티볼리,16/03식,디젤 LX 2WD,"41,923km",경기,"1,260",디젤,파란색
359,쌍용,티볼리,16/02식,디젤 VX 2WD,"38,670km",경기,920,디젤,파란색
360,쌍용,티볼리 에어,16/05식,디젤 IX 4WD,"52,689km",충북,"1,430",디젤,파란색
361,쉐보레(GM대우),뉴 다마스,14/02식,2인승 판넬밴,"67,522km",부산,399,LPG(일반인 구입),파란색
362,현대,아반떼 AD,15/11식(16년형),1.6 GDI 모던,"82,903km",경기,850,가솔린,파란색
363,쌍용,티볼리,16/01식,VX 2WD,"75,949km",광주,"1,240",가솔린,파란색
364,기아,쏘렌토 4세대,20/05식(21년형),디젤 2.2 2WD,"46,841km",경기,"3,500",디젤,파란색
365,쉐보레(GM대우),더 뉴 스파크,20/04식,LT,"18,069km",경기,950,가솔린,파란색
366,기아,레이,14/02식,프레스티지,"48,028km",광주,950,가솔린,파란색
367,르노삼성,뉴SM3,10/11식(11년형),RE,"167,241km",서울,350,가솔린,파란색
368,기아,올 뉴 프라이드,12/09식(13년형),1.6 GDI 세단,"73,406km",광주,670,가솔린,파란색
369,현대,더 뉴 맥스크루즈,15/10식(16년형),디젤 2.2 4WD,"107,887km",경기,"2,350",디젤,파란색
370,기아,레이,12/04식,프레스티지,"121,852km",경기,599,가솔린,파란색
371,현대,싼타페 더 프라임,15/10식(16년형),디젤 2.0 4WD,"67,527km",경기,"2,100",디젤,파란색
372,제네시스,더 뉴 G70,21/07식,가솔린 3.3T 2WD,56km,광주,"4,690",가솔린,파란색
373,기아,레이,14/03식,터보 프레스티지,"77,000km",대전,899,가솔린,파란색
374,기아,스포티지 4세대,16/04식,디젤 2.0 4WD 노블레스,"69,286km",경기,"1,690",디젤,파란색
375,기아,더 뉴 K3,17/08식(18년형),트렌디,"54,896km",경기,"1,190",가솔린,파란색
376,쉐보레(GM대우),스파크,14/12식,LT,"92,002km",광주,500,가솔린,파란색
377,현대,더 뉴 아반떼,14/10식(15년형),1.6 GDi 모던,"57,147km",인천,900,가솔린,파란색
378,쌍용,티볼리,16/01식,디젤 VX 2WD,"58,556km",경기,"1,270",디젤,파란색
379,기아,레이,16/09식,프레스티지,"42,438km",경기,"1,070",가솔린,파란색
380,현대,그랜드 스타렉스,11/04식,12인승 왜건,"118,733km",경기,740,디젤,파란색
381,현대,아반떼 MD,12/06식,M16 GDI 프리미어,"28,899km",경기,950,가솔린,파란색
382,기아,올 뉴 K3,20/05식,프레스티지,"3,558km",경기,"1,930",가솔린,파란색
383,기아,더 뉴 K5,13/07식(14년형),프레스티지,"77,954km",경기,"1,200",가솔린,파란색
384,쌍용,티볼리,16/03식,디젤 LX 2WD,"41,923km",경기,"1,260",디젤,파란색
385,현대,아슬란,14/11식(15년형),G300 모던,"82,893km",대전,"1,790",가솔린,파란색
386,현대,싼타페 DM,14/01식,디젤(e-VGT) 2.0 2WD 프리미엄,"194,717km",대구,"1,030",디젤,파란색
387,기아,레이,12/10식(13년형),밴,"121,747km",전북,480,가솔린,파란색
388,기아,레이,14/02식,디럭스,"89,259km",경기,499,가솔린,파란색
389,기아,레이,14/09식(15년형),터보 프레스티지,"71,068km",서울,920,가솔린,파란색
390,제네시스,더 뉴 G70,21/07식,가솔린 3.3T 2WD,56km,광주,"4,690",가솔린,파란색
391,기아,올 뉴 프라이드,12/09식(13년형),1.6 GDI 세단,"73,406km",광주,670,가솔린,파란색
392,기아,쏘렌토 4세대,20/05식(21년형),디젤 2.2 2WD,"46,841km",경기,"3,500",디젤,파란색
393,기아,스포티지 4세대,16/02식,디젤 2.0 2WD 노블레스,"91,538km",인천,"1,550",디젤,파란색
394,현대,싼타페 더 프라임,15/10식(16년형),디젤 2.0 4WD,"67,527km",경기,"2,100",디젤,파란색
395,현대,그랜저 HG,12/05식,HG240 럭셔리,"138,694km",경기,820,가솔린,파란색
396,쉐보레(GM대우),스파크,14/12식,LT,"23,253km",광주,430,가솔린,파란색
397,기아,더 뉴 K7,13/05식,2.4 GDI 프레스티지,"113,938km",경기,950,가솔린,파란색
398,쌍용,티볼리,16/01식,VX 2WD,"75,949km",광주,"1,240",가솔린,파란색
399,르노삼성,뉴QM5,11/09식(12년형),디젤 2WD RE,"124,001km",경기,700,디젤,파란색
400,쉐보레(GM대우),올란도,15/01식,LPG LTZ,"125,623km",경기,860,LPG(일반인 구입),파란색
401,쉐보레(GM대우),더 넥스트 스파크,16/11식(17년형),LT,"29,149km",서울,670,가솔린,파란색
402,기아,스팅어 마이스터,20/09식(21년형),2.5 AWD 마스터즈,"12,124km",서울,"4,357",가솔린,파란색
403,쉐보레(GM대우),올 뉴 말리부,18/09식,2.0 터보 LTZ,"36,306km",경기,"1,850",가솔린,파란색
404,기아,스팅어 마이스터,20/10식(21년형),3.3 GT AWD 마스터즈 터보 패키지,"20,289km",경기,"4,410",가솔린,파란색
405,,,,,,,,,파란색
406,기아,더 뉴 모하비,16/04식(17년형),디젤 3.0 4WD,"161,511km",충남,"2,199",디젤,파란색
407,현대,더 뉴 i30,15/03식(16년형),디젤 1.6 PYL,"43,265km",인천,"1,150",디젤,파란색
408,기아,레이,14/03식,터보 프레스티지,"77,000km",대전,899,가솔린,파란색
409,기아,스포티지 4세대,16/04식,디젤 2.0 4WD 노블레스,"69,286km",경기,"1,690",디젤,파란색
410,기아,더 뉴 K3,17/08식(18년형),트렌디,"54,896km",경기,"1,190",가솔린,파란색
411,쉐보레(GM대우),스파크,14/12식,LT,"92,002km",광주,500,가솔린,파란색
412,현대,더 뉴 아반떼,14/10식(15년형),1.6 GDi 모던,"57,147km",인천,900,가솔린,파란색
413,쌍용,티볼리,16/01식,디젤 VX 2WD,"58,556km",경기,"1,270",디젤,파란색
414,기아,레이,16/09식,프레스티지,"42,438km",경기,"1,070",가솔린,파란색
415,현대,그랜드 스타렉스,11/04식,12인승 왜건,"118,733km",경기,740,디젤,파란색
416,현대,아반떼 MD,12/06식,M16 GDI 프리미어,"28,899km",경기,950,가솔린,파란색
417,기아,올 뉴 K3,20/05식,프레스티지,"3,558km",경기,"1,930",가솔린,파란색
