,brand,name,year,info,km,location,price,type,color
1922,기아,쏘울,11/08식,1.6 2U,"134,134km",경기,590,가솔린,진주색
1923,기아,더 뉴 모닝,16/06식,스마트,"37,205km",경기,570,가솔린,진주색
1924,르노삼성,뉴SM3,12/02식,SE 블랙,"81,392km",경기,430,가솔린,진주색
1925,기아,올 뉴 모닝,13/11식(14년형),디럭스,"102,393km",경기,460,가솔린,진주색
1926,기아,쏘울,10/03식,1.6 스마트,"102,436km",경기,500,가솔린,진주색
1927,현대,YF 쏘나타,11/02식,Y20 럭셔리,"126,165km",경기,590,가솔린,진주색
1928,기아,카니발 R,13/08식,그랜드 카니발 GLX,"136,687km",경기,780,디젤,진주색
1929,르노삼성,뉴QM3,17/10식(18년형),RE,"49,083km",대구,"1,222",디젤,진주색
1930,기아,K3,13/07식,트렌디,"43,168km",전북,"1,050",가솔린,진주색
1931,기아,올 뉴 모닝,14/04식(15년형),스마트,"110,000km",전북,420,가솔린,진주색
1932,기아,올 뉴 모닝 (JA),17/08식,럭셔리,"7,480km",대구,"1,030",가솔린,진주색
1933,기아,더 프레스티지 K7,11/06식(12년형),2.4 GDI 럭셔리,"115,922km",전북,750,가솔린,진주색
1934,르노삼성,SM7 노바,19/08식,LPLI 2.0 LPe,"13,657km",전북,"1,930",LPG(일반인 구입),진주색
1935,기아,레이,17/06식,밴 고급형,"122,135km",대구,589,가솔린,진주색
1936,기아,올 뉴 모닝,14/01식,럭셔리,"168,000km",부산,"9,999",가솔린,진주색
1937,기아,K9,13/10식(14년형),3.3 GDI 이그제큐티브,"116,000km",부산,"1,430",가솔린,진주색
1938,기아,레이,17/06식,밴 고급형,"122,135km",대구,589,가솔린,진주색
1939,기아,올 뉴 모닝,14/01식,럭셔리,"168,000km",부산,"9,999",가솔린,진주색
1940,기아,K9,13/10식(14년형),3.3 GDI 이그제큐티브,"116,000km",부산,"1,430",가솔린,진주색
1941,기아,올 뉴 모닝 (JA),17/10식,럭셔리,"63,895km",대구,830,가솔린,진주색
1942,쉐보레(GM대우),말리부,12/02식,2.0 LTZ 디럭스팩(블랙휠),"114,338km",전북,800,가솔린,진주색
1943,기아,더 뉴 모닝,16/02식,터보 럭셔리,"65,486km",서울,700,가솔린,진주색
1944,기아,올 뉴 모닝,14/11식(15년형),럭셔리,"12,065km",부산,750,가솔린,진주색
1945,기아,더 뉴 레이,19/08식,럭셔리,"12,787km",부산,"1,330",가솔린,진주색
1946,기아,더 뉴 레이,20/02식,프레스티지,"20,000km",서울,"1,370",가솔린,진주색
1947,기아,더 뉴 레이,20/12식(21년형),프레스티지,"2,357km",경기,"1,499",가솔린,진주색
1948,기아,카니발 R,12/04식,그랜드 카니발 GLX,"267,900km",대구,470,디젤,진주색
1949,현대,쏘나타 하이브리드,12/04식,2.0,"170,661km",서울,650,가솔린+전기,진주색
1950,기아,그랜드 카니발,08/03식,GLX 하이리무진 11인승,"120,000km",경기,730,디젤,진주색
1951,르노삼성,뉴SM3,10/01식,LE 플러스,"76,269km",부산,490,가솔린,진주색
1952,,,,,,,,,진주색
1953,기아,올 뉴 모닝 (JA),18/01식,트렌디,"31,861km",인천,840,가솔린,진주색
1954,기아,올 뉴 모닝 (JA),17/09식,럭셔리,"48,239km",인천,890,가솔린,진주색
1955,기아,더 뉴 레이,20/02식,럭셔리,"8,087km",대구,"1,360",가솔린,진주색
1956,기아,카니발 R,11/06식,뉴카니발 리무진 President,"138,000km",대구,"1,299",디젤,진주색
1957,기아,더 뉴 모닝,16/02식,럭셔리,"109,030km",대구,690,가솔린,진주색
1958,르노삼성,SM5 뉴 임프레션,08/12식(09년형),LPLI 택시형 최고급형,"134,760km",서울,280,LPG(일반인 구입),진주색
1959,르노삼성,XM3,20/12식,1.3 TCe RE 시그니처,"2,507km",서울,"2,350",가솔린,진주색
1960,기아,레이,12/03식,럭셔리 바이퓨얼,"158,461km",경기,550,LPG(일반인 구입),진주색
1961,기아,올 뉴 모닝 (JA),19/01식,럭셔리,"12,816km",경기,990,가솔린,진주색
1962,기아,모닝 어반,21/04식,시그니처,"3,312km",경기,"1,399",가솔린,진주색
1963,르노삼성,클리오,18/07식,인텐스,"76,670km",경남,"1,180",디젤,진주색
1964,현대,i40 살룬,12/03식,2.0 GDi,"135,455km",경남,700,가솔린,진주색
1965,기아,K5 2세대,15/09식(16년형),LPI SX,"93,941km",경남,"1,200",LPG(일반인 구입),진주색
