,brand,name,year,info,km,location,price,type,color
217,쉐보레(GM대우),스파크,14/12식,LS+,"91,836km",대구,490,가솔린,초록색
218,,,,,,,,,초록색
219,기아,그랜드 카니발,07/10식,GLX,"195,434km",경북,290,디젤,초록색
220,기아,레이,12/01식,럭셔리,"68,242km",부산,770,가솔린,초록색
221,기아,레토나,01/08식,크루저 LX 5인승,"100,767km",경북,590,디젤,초록색
222,르노삼성,뉴SM5(신형),10/11식(11년형),LPLI LE,"135,569km",대구,450,LPG(일반인 구입),초록색
223,제네시스,GV70,20/12식(21년형),3.5T 가솔린 AWD,"4,316km",경기,"7,000",가솔린,초록색
224,쉐보레(GM대우),더 넥스트 스파크,17/08식(18년형),LTZ,"29,647km",부산,890,가솔린,초록색
225,쌍용,G4 렉스턴,18/12식(19년형),디젤 2.2 4WD,"55,000km",전북,"2,290",디젤,초록색
226,현대,쏠라티,17/06식(18년형),15인승,"131,644km",경기,"3,590",디젤,초록색
227,제네시스,GV70,21/06식,3.5T 가솔린 AWD,443km,경기,"6,790",가솔린,초록색
228,기아,올 뉴 K7,17/07식,2.4 GDI 리미티드,"56,023km",부산,"2,100",가솔린,초록색
229,쉐보레(GM대우),더 뉴 스파크,21/01식,프리미어,"12,787km",부산,"1,060",가솔린,초록색
230,기아,레이,12/04식,럭셔리,"124,241km",충남,640,가솔린,초록색
231,현대,더 뉴 그랜드 스타렉스,18/10식(19년형),웨건 12인승,"104,351km",경기,"1,750",디젤,초록색
232,현대,아반떼 AD,18/04식,1.6 GDI 밸류 플러스,"89,465km",부산,"1,335",가솔린,초록색
233,현대,그랜저 HG,11/02식,HG300 노블,"172,538km",부산,810,가솔린,초록색
234,쉐보레(GM대우),마티즈 크리에이티브,10/07식(11년형),그루브,"134,000km",경북,275,가솔린,초록색
235,기아,스포티지 R,12/04식,가솔린 2WD TLX,"226,811km",경기,890,가솔린,초록색
236,쉐보레(GM대우),크루즈,12/07식(13년형),2.0 LTZ+,"175,387km",경기,490,디젤,초록색
237,쉐보레(GM대우),스파크,12/04식,LS,"95,708km",충북,350,가솔린,초록색
238,현대,더 뉴 벨로스터,15/06식(16년형),1.6 PYL DCT,"28,579km",대구,"1,160",가솔린,초록색
239,쌍용,코란도 지프,90/04식,숏밴,"97,099km",대구,369,디젤,초록색
240,기아,레이,14/06식(15년형),프레스티지,"36,353km",경기,"1,050",가솔린,초록색
241,르노삼성,QM5,08/05식,디젤 2WD SE,"122,000km",충남,300,디젤,초록색
242,쉐보레(GM대우),올란도,14/11식(15년형),2.0 디젤 LT,"120,521km",대전,780,디젤,초록색
243,현대,코나,18/04식,1.6 터보 4WD,"43,876km",울산,"2,090",가솔린,초록색
244,현대,코나,19/05식,1.6 터보 2WD,"15,325km",울산,"2,160",가솔린,초록색
245,쌍용,더 뉴 렉스턴 스포츠,21/06식,디젤 2.2 4WD,"10,798km",경기,"3,430",디젤,초록색
